1	
2	
3	
4	0.333333333333
5	
6	0.333333333333
7	
8	
9	0.333333333333
10	
11	
12	
13	0.5
14	
15	
16	
17	
18	
19	0.5
20	
21	
22	
23	
24	0.5
25	
26	
27	1.0
28	1.0
29	
30	0.5
31	0.5
32	
33	
34	
35	
36	
37	
38	
39	
40	
41	
42	
43	
44	
45	
46	
47	
48	
49	0.5
50	
51	0.5
52	1.0
53	
54	
55	
56	
57	
58	
59	
60	
61	
62	
63	0.166666666667
64	1.08333333333
65	0.166666666667
66	0.583333333333
67	0.833333333334
68	0.583333333334
69	1.33333333333
70	0.333333333333
71	0.166666666667
72	0.666666666666
73	1.33333333333
74	0.333333333333
75	0.333333333333
76	0.333333333333
77	
78	
79	
80	
81	
82	
83	
84	
85	
86	
87	
88	0.333333333333
89	0.666666666666
90	
91	
92	0.666666666666
93	0.666666666666
94	
95	0.666666666666
96	
97	
98	
99	0.424242424242
100	
101	0.674242424242
102	
103	0.5
104	0.5
105	
106	
107	0.25
108	
109	0.25
110	
111	0.5
112	
113	0.5
114	0.25
115	0.5
116	
117	
118	
119	0.25
120	
121	
122	
123	
124	0.416666666667
125	0.416666666667
126	0.416666666667
127	
128	0.416666666667
129	0.25
130	0.25
131	
132	0.5
133	1.0
134	
135	0.5
136	
137	
138	0.611111111111
139	0.722222222222
140	0.340909090909
141	0.222222222222
142	0.0909090909091
143	0.5
144	0.5
145	0.5
146	
147	1.0
148	0.5
149	0.5
150	
151	1.0
152	
153	1.0
154	0.0555555555556
155	
156	0.333333333333
157	0.198412698413
158	
159	0.619047619047
160	
161	
162	0.1
163	
164	0.4
165	
166	
167	0.2
168	
169	
170	
171	
172	
173	
174	
175	0.2
176	0.2
177	
178	
179	0.4
180	0.2
181	0.2
182	
183	
184	0.198412698413
185	
186	
187	
188	
189	
190	
191	
192	0.166666666667
193	
194	0.166666666667
195	0.166666666667
196	0.500000000001
197	0.333333333334
198	
199	0.500000000001
200	0.666666666667
201	
202	0.500000000001
203	0.333333333333
204	
205	
206	0.111111111111
207	0.111111111111
208	
209	
210	
211	
212	
213	
214	
215	
216	
217	
218	
219	
220	
221	
222	
223	
224	
225	
226	
227	0.333333333333
228	
229	
230	
231	
232	0.999999999999
233	0.666666666666
234	0.999999999999
235	0.333333333333
236	
237	0.333333333333
238	0.666666666666
239	
240	
241	0.142857142857
242	0.142857142857
243	0.242857142857
244	0.1
245	
246	
247	0.1
248	0.1
249	0.285714285714
250	0.285714285714
251	0.285714285714
252	0.181818181818
253	0.311355311355
254	0.136752136752
255	
256	0.25
257	0.25
258	0.025641025641
259	
260	0.125
261	0.25
262	
263	
264	
265	0.0833333333333
266	0.5
267	0.25
268	
269	
270	0.0833333333333
271	0.5
272	
273	
274	0.333333333333
275	0.222222222222
276	
277	0.222222222222
278	0.111111111111
279	0.111111111111
280	0.222222222222
281	
282	0.222222222222
283	0.111111111111
284	0.222222222222
285	
286	
287	
288	
289	
290	
291	
292	0.25
293	0.392857142857
294	0.0714285714286
295	0.246770773087
296	0.166666666667
297	0.142857142857
298	0.195488721805
299	0.412393162393
300	0.0526315789474
301	0.105911330049
302	0.222222222222
303	0.177777777778
304	0.22905982906
305	0.0666666666667
306	0.0625
307	0.111111111111
308	0.0666666666667
309	
310	0.0625
311	0.517045454545
312	
313	0.0114942528736
314	0.0739942528736
315	0.0625
316	0.3
317	0.1625
318	0.311494252874
319	0.2
320	0.2
321	0.2
322	
323	
324	0.166666666667
325	0.234482758621
326	0.234482758621
327	0.0933062880325
328	0.325401778749
329	0.166666666667
330	0.426639621367
331	0.144585601936
332	0.212643678161
333	0.225708502024
334	0.240716180371
335	0.167832167832
336	0.333333333334
337	0.367816091955
338	
339	
340	0.333333333334
341	0.166666666667
342	0.333333333334
343	
344	
345	
346	
347	0.166666666667
348	0.166666666667
349	0.0344827586207
350	0.0537135278515
351	0.0689655172414
352	0.222794446932
353	0.0192307692308
354	0.148902821317
355	0.304945054945
356	0.233766233766
357	0.4375
358	0.428571428571
359	
360	0.285714285714
361	0.42775158844
362	0.0133928571429
363	0.260504201681
364	0.268347338936
365	0.0238095238095
366	
367	0.0625
368	0.106899401411
369	0.118055555556
370	0.612088656601
371	0.0555555555556
372	0.435620300752
373	0.452485380117
374	0.152955077912
375	0.502192982456
376	0.166228070176
377	0.497487057371
378	0.185481820493
379	0.662021072796
380	0.0972744360902
381	0.370091896407
382	0.178338001867
383	0.267219708396
384	0.186274509804
385	0.147619047619
386	0.166666666667
387	0.0457516339868
388	0.0380718954248
389	
390	
391	0.2
392	0.128571428571
393	0.120401337793
394	0.113716356108
395	0.344776962168
396	0.218157748049
397	0.0208333333333
398	
399	
400	
401	0.142857142857
402	
403	0.25
404	0.125511875512
405	0.0421785421785
406	0.134253134253
407	0.0920745920746
408	0.0574229691876
409	
410	0.129590655582
411	0.0232558139535
412	0.0984477124183
413	0.0955204216073
414	0.277368368066
415	0.20230015083
416	0.36862745098
417	
418	0.0838235294118
419	0.025
420	0.0838235294118
421	0.0615569956797
422	0.0419491525424
423	0.0196078431373
424	
425	0.0625
426	
427	0.137420718816
428	0.125582750583
429	0.044942339374
430	0.0168990641825
431	0.128569162243
432	0.233441939529
433	0.102857296009
434	0.294095599983
435	0.0743939143762
436	0.0341905318527
437	0.137219577354
438	0.018691588785
439	0.0498673740053
440	0.140384615385
