4	1e-08	
13	1.66666666667e-09	
65	1e-06	
66	3.33333333333e-13	
67	4e-09	
76	2e-11	
107	2.66666666667e-08	
136	1.5e-23	
143	1e-11	
153	2e-16	
169	4.28571428571e-31	
186		6e-11
195	6e-25	
199	1e-09	
221	7.69230769231e-11	
226	1e-10	
227	6.66666666667e-13	
242	2.33333333333e-07	
252	6.66666666667e-09	
275		7.5e-07
277	8.33333333333e-12	
312		1.57894736842e-07
321	4e-21	
323	6e-07	
333	1e-09	
342		5.88235294118e-10
347	1.53846153846e-08	
352	4.7619047619e-16	4.7619047619e-08
357	1.66666666667e-08	
364	2.32142857143e-12	
377	6.66666666667e-12	4.16666666667e-08
391		1.08108108108e-07
392	2e-09	
401		4.90196078431e-08
413	1.53846153846e-09	
423		5.15463917526e-08
426	5.26315789474e-11	
427		6.91940197694e-09
438	9.09090909091e-15	
446		1.66666666667e-07
451		1.66666666667e-16
474		2.72727272727e-34
479		3.63636363636e-07
487		2e-09
496		6.66666666667e-08
507		4.44444444444e-07
580		3.33333333333e-12
616		2e-07
801		1.25e-07
900		2.33333333333e-06
1029		1.33333333333e-06
1031		2e-06
1250		5e-08
1358		1e-06
