"SUID","__mclCluster","MAA","name","score","selected","shared name"
"206","15","0.0","DDT",,"false","DDT"
"207","6","0.0","MIA",,"false","MIA"
"208","639","0.0","NECTIN3",,"false","NECTIN3"
"209","173","0.1111111111111111","SPPL2A",,"false","SPPL2A"
"210","162","0.0","GJA4",,"false","GJA4"
"211","6","0.0","S100A14",,"false","S100A14"
"212","6","0.0","ZCCHC14",,"false","ZCCHC14"
"213","443","0.2","AK6",,"false","AK6"
"214","846","0.0","KRI1",,"false","KRI1"
"215","668","0.0","ZNF316",,"false","ZNF316"
"216","6","0.0","WBSCR28",,"false","WBSCR28"
"217","12","0.07575757575757576","DOPEY2",,"false","DOPEY2"
"218","139","0.0","AVPR1A",,"false","AVPR1A"
"219","1106","0.0","TIAL1",,"false","TIAL1"
"220","25","0.025","OR4D6",,"false","OR4D6"
"221","125","0.0","CCT3",,"false","CCT3"
"222","64","0.15789473684210525","NMNAT2",,"false","NMNAT2"
"223","86","0.0","HSD3B2",,"false","HSD3B2"
"224","934","0.0","TMPRSS11D",,"false","TMPRSS11D"
"225","585","0.0","LRRC26",,"false","LRRC26"
"226","6","0.0","CA3",,"false","CA3"
"227","229","0.0","RSU1",,"false","RSU1"
"228","585","0.0","KCNMB2",,"false","KCNMB2"
"229","714","0.0","MCM8",,"false","MCM8"
"230","963","0.3333333333333333","CTC1",,"false","CTC1"
"231","673","0.5","RSPO2","1.0","false","RSPO2"
"232","728","0.0","DCBLD2",,"false","DCBLD2"
"233","180","0.1111111111111111","RAB18",,"false","RAB18"
"234","21","0.09090909090909091","SAMD4B",,"false","SAMD4B"
"235","674","0.0","LRRC4",,"false","LRRC4"
"236","72","0.0","TSPAN13",,"false","TSPAN13"
"237","72","0.0","CFI",,"false","CFI"
"238","22","0.09302325581395349","PLEKHO2",,"false","PLEKHO2"
"239","659","0.0","ANGPTL5",,"false","ANGPTL5"
"240","86","0.0","KCNE2",,"false","KCNE2"
"241","1351","0.0","FDX2",,"false","FDX2"
"242","106","0.0","ZFP30",,"false","ZFP30"
"243","21","0.09090909090909091","ZDBF2",,"false","ZDBF2"
"244","1190","0.0","AUNIP",,"false","AUNIP"
"245","9","0.05154639175257732","ZCCHC7",,"false","ZCCHC7"
"246","162","0.0","DOK5",,"false","DOK5"
"247","399","0.2","SULT4A1",,"false","SULT4A1"
"248","1","0.029654036243822072","NT5DC4",,"false","NT5DC4"
"249","77","0.11764705882352941","RANBP3",,"false","RANBP3"
"250","480","0.2","FRMD5",,"false","FRMD5"
"251","754","0.3333333333333333","NUTM2B","1.0","false","NUTM2B"
"252","6","0.0","OR10G3",,"false","OR10G3"
"253","1137","0.0","SRMS",,"false","SRMS"
"254","6","0.0","NETO1",,"false","NETO1"
"255","664","0.0","PNLIP",,"false","PNLIP"
"256","25","0.025","COL4A3BP",,"false","COL4A3BP"
"257","673","0.5","RSPO3","1.0","false","RSPO3"
"258","12","0.07575757575757576","NBEAL2",,"false","NBEAL2"
"259","1271","0.0","ASB10",,"false","ASB10"
"260","477","0.2","STEAP4",,"false","STEAP4"
"261","145","0.0","ELOVL1",,"false","ELOVL1"
"262","21","0.09090909090909091","TSHZ3",,"false","TSHZ3"
"263","450","0.0","FAM193B",,"false","FAM193B"
"264","106","0.0","EARS2",,"false","EARS2"
"265","22","0.09302325581395349","APAF1",,"false","APAF1"
"266","100","0.07142857142857142","GLIPR2",,"false","GLIPR2"
"267","174","0.1111111111111111","NFE2L3",,"false","NFE2L3"
"268","6","0.0","OVOL2",,"false","OVOL2"
"269","6","0.0","GSTA4",,"false","GSTA4"
"270","336","0.0","SAMD9L",,"false","SAMD9L"
"271","106","0.0","CEPT1",,"false","CEPT1"
"272","1396","0.0","OFCC1",,"false","OFCC1"
"273","1396","0.0","PRMT8",,"false","PRMT8"
"274","1357","0.0","AGO3",,"false","AGO3"
"275","156","0.0","SH2D3C",,"false","SH2D3C"
"276","249","0.0","USP47",,"false","USP47"
"277","417","0.0","ZMAT3",,"false","ZMAT3"
"278","145","0.0","ELOVL3",,"false","ELOVL3"
"279","162","0.0","PENK",,"false","PENK"
"280","29","0.05555555555555555","ZNF57",,"false","ZNF57"
"281","25","0.025","CCDC107",,"false","CCDC107"
"282","106","0.0","UNC5D",,"false","UNC5D"
"283","202","0.125","RFK",,"false","RFK"
"284","6","0.0","TMEM252",,"false","TMEM252"
"285","6","0.0","NAP1L5",,"false","NAP1L5"
"286","793","0.0","IL5",,"false","IL5"
"287","6","0.0","C1QTNF7",,"false","C1QTNF7"
"288","14","0.0847457627118644","ELK4","1.0","false","ELK4"
"289","25","0.025","GRAMD1C",,"false","GRAMD1C"
"290","21","0.09090909090909091","RMND5B",,"false","RMND5B"
"291","1028","0.5","ARID1A","1.0","false","ARID1A"
"292","1","0.029654036243822072","ARIH2OS",,"false","ARIH2OS"
"293","1316","0.0","HLA-DOA",,"false","HLA-DOA"
"294","6","0.0","OR8D4",,"false","OR8D4"
"295","145","0.0","ELOVL6",,"false","ELOVL6"
"296","64","0.15789473684210525","AMMECR1",,"false","AMMECR1"
"297","545","0.25","MYD88","1.0","false","MYD88"
"298","432","0.0","NDRG2",,"false","NDRG2"
"299","6","0.0","STARD7",,"false","STARD7"
"300","76","0.058823529411764705","NBPF15",,"false","NBPF15"
"301","25","0.025","CT55",,"false","CT55"
"302","1","0.029654036243822072","TUBE1",,"false","TUBE1"
"303","6","0.0","GLRX2",,"false","GLRX2"
"304","847","0.0","CYTH3",,"false","CYTH3"
"305","674","0.0","LRRC4C",,"false","LRRC4C"
"306","674","0.0","NTNG2",,"false","NTNG2"
"307","963","0.3333333333333333","POT1","1.0","false","POT1"
"308","37","0.0","ABCC4",,"false","ABCC4"
"309","6","0.0","PRRG2",,"false","PRRG2"
"310","6","0.0","DNAJB3",,"false","DNAJB3"
"311","106","0.0","ZNF791",,"false","ZNF791"
"312","21","0.09090909090909091","ZNF609",,"false","ZNF609"
"313","252","0.0","MYO5C",,"false","MYO5C"
"314","72","0.0","ATP13A1",,"false","ATP13A1"
"315","1269","0.0","DDI2",,"false","DDI2"
"316","659","0.0","ANGPTL2",,"false","ANGPTL2"
"317","1","0.029654036243822072","YBX2",,"false","YBX2"
"318","54","0.047619047619047616","CFAP97",,"false","CFAP97"
"319","64","0.15789473684210525","DNAJC2",,"false","DNAJC2"
"320","723","0.0","BCL2L13",,"false","BCL2L13"
"321","596","0.5","DAB2IP",,"false","DAB2IP"
"322","21","0.09090909090909091","BOD1L1",,"false","BOD1L1"
"323","1","0.029654036243822072","PM20D2",,"false","PM20D2"
"324","513","0.0","ATF5",,"false","ATF5"
"325","21","0.09090909090909091","KDM6B",,"false","KDM6B"
"326","450","0.0","APBB1",,"false","APBB1"
"327","1294","0.0","TBC1D14",,"false","TBC1D14"
"328","1249","0.0","TMPRSS15",,"false","TMPRSS15"
"329","900","0.0","ARC",,"false","ARC"
"330","922","0.0","ALOXE3",,"false","ALOXE3"
"331","922","0.0","ALOX12B",,"false","ALOX12B"
"332","354","0.0","MAGEA3",,"false","MAGEA3"
"333","6","0.0","CMTM1",,"false","CMTM1"
"334","6","0.0","OR5T1",,"false","OR5T1"
"335","1330","0.0","IL32",,"false","IL32"
"336","86","0.0","MAL2",,"false","MAL2"
"337","54","0.047619047619047616","EFCAB14",,"false","EFCAB14"
"338","673","0.5","RSPO4",,"false","RSPO4"
"339","673","0.5","LGR4",,"false","LGR4"
"340","233","0.0","BECN2",,"false","BECN2"
"341","229","0.0","CCDC80",,"false","CCDC80"
"342","664","0.0","LMF1",,"false","LMF1"
"343","664","0.0","LIPC",,"false","LIPC"
"344","100","0.07142857142857142","TNRC18",,"false","TNRC18"
"345","518","0.0","ZKSCAN2",,"false","ZKSCAN2"
"346","6","0.0","PGM2",,"false","PGM2"
"347","125","0.0","BBS5",,"false","BBS5"
"348","925","0.0","OTULIN",,"false","OTULIN"
"349","11","0.0125","KRTCAP2",,"false","KRTCAP2"
"350","639","0.0","DBN1",,"false","DBN1"
"351","512","0.0","TICRR",,"false","TICRR"
"352","125","0.0","BBS12",,"false","BBS12"
"353","602","0.0","DNLZ",,"false","DNLZ"
"354","6","0.0","TMEM174",,"false","TMEM174"
"355","583","0.0","CTNNA3",,"false","CTNNA3"
"356","6","0.0","CCDC186",,"false","CCDC186"
"357","249","0.0","URM1",,"false","URM1"
"358","6","0.0","TMEM92",,"false","TMEM92"
"359","6","0.0","MDP1",,"false","MDP1"
"360","21","0.09090909090909091","MAGEC1",,"false","MAGEC1"
"361","229","0.0","GCNT1",,"false","GCNT1"
"362","397","0.0","BATF2",,"false","BATF2"
"363","440","0.0","SKIL",,"false","SKIL"
"364","360","0.0","RAB31",,"false","RAB31"
"365","192","0.0","RRAGB",,"false","RRAGB"
"366","106","0.0","TRAFD1",,"false","TRAFD1"
"367","98","0.0","SOAT1",,"false","SOAT1"
"368","98","0.0","UBIAD1",,"false","UBIAD1"
"369","1277","0.0","TNFAIP8L2",,"false","TNFAIP8L2"
"370","440","0.0","RNF165",,"false","RNF165"
"371","396","0.0","ZC3HAV1",,"false","ZC3HAV1"
"372","174","0.1111111111111111","MAFF",,"false","MAFF"
"373","21","0.09090909090909091","PAPD4",,"false","PAPD4"
"374","25","0.025","PARP2",,"false","PARP2"
"375","125","0.0","TCP1",,"false","TCP1"
"376","705","0.0","ITPR1",,"false","ITPR1"
"377","86","0.0","ATP4A",,"false","ATP4A"
"378","816","0.0","M6PR",,"false","M6PR"
"379","270","0.14285714285714285","LRG1",,"false","LRG1"
"380","1","0.029654036243822072","FAM83B",,"false","FAM83B"
"381","428","0.0","PARG",,"false","PARG"
"382","228","0.25","MR1",,"false","MR1"
"383","518","0.0","SHROOM3",,"false","SHROOM3"
"384","12","0.07575757575757576","KRT86",,"false","KRT86"
"385","1395","0.5","TPM3","1.0","false","TPM3"
"386","577","0.0","DSC2",,"false","DSC2"
"387","394","0.0","CACUL1",,"false","CACUL1"
"388","814","0.0","PPP3CB",,"false","PPP3CB"
"389","814","0.0","TBC1D10C",,"false","TBC1D10C"
"390","666","0.0","COA3",,"false","COA3"
"391","883","0.0","SOST",,"false","SOST"
"392","415","0.0","BROX",,"false","BROX"
"393","18","0.020833333333333332","GAGE5",,"false","GAGE5"
"394","60","0.05263157894736842","PLA2G4B",,"false","PLA2G4B"
"395","424","0.0","EXO5",,"false","EXO5"
"396","639","0.0","NECTIN2",,"false","NECTIN2"
"397","57","0.15000000000000002","GTF2A2",,"false","GTF2A2"
"398","362","0.0","PIP5K1C",,"false","PIP5K1C"
"399","35","0.0","OST4",,"false","OST4"
"400","175","0.0","TNFSF12",,"false","TNFSF12"
"401","20","0.0","LRRN4CL",,"false","LRRN4CL"
"402","126","0.0","TTC23L",,"false","TTC23L"
"403","1","0.029654036243822072","C19orf43",,"false","C19orf43"
"404","1323","0.0","CHKA",,"false","CHKA"
"405","275","0.14285714285714285","PADI3",,"false","PADI3"
"406","5","0.025210084033613446","MAGEF1",,"false","MAGEF1"
"407","6","0.0","ADI1",,"false","ADI1"
"408","3","0.0522875816993464","DMTF1",,"false","DMTF1"
"409","58","0.0","ROBO3",,"false","ROBO3"
"410","6","0.0","AGPAT1",,"false","AGPAT1"
"411","186","0.0","NPDC1",,"false","NPDC1"
"412","1143","0.0","LYPLA2",,"false","LYPLA2"
"413","469","0.0","SPATA8",,"false","SPATA8"
"414","27","0.0","NARFL",,"false","NARFL"
"415","20","0.0","MARCH10",,"false","MARCH10"
"416","954","0.0","COX6B1",,"false","COX6B1"
"417","29","0.05555555555555555","ZFP82",,"false","ZFP82"
"418","1","0.029654036243822072","ADAMTS17",,"false","ADAMTS17"
"419","71","0.0","LMX1B",,"false","LMX1B"
"420","7","0.049019607843137254","WDR55",,"false","WDR55"
"421","936","0.0","PRPF40B",,"false","PRPF40B"
"422","667","0.0","UNC119",,"false","UNC119"
"423","1","0.029654036243822072","ASPRV1",,"false","ASPRV1"
"424","362","0.0","CC2D1B",,"false","CC2D1B"
"425","398","0.0","RAB39A",,"false","RAB39A"
"426","39","0.037037037037037035","GIGYF1",,"false","GIGYF1"
"427","13","0.1076923076923077","DHTKD1",,"false","DHTKD1"
"428","20","0.0","CLDN19",,"false","CLDN19"
"429","39","0.037037037037037035","SIPA1L3",,"false","SIPA1L3"
"430","1354","0.0","KCNB2",,"false","KCNB2"
"431","957","0.0","TMEM107",,"false","TMEM107"
"432","1368","0.0","SORL1",,"false","SORL1"
"433","1242","0.0","DDX49",,"false","DDX49"
"434","13","0.1076923076923077","MIER3",,"false","MIER3"
"435","35","0.0","LAMB2",,"false","LAMB2"
"436","47","0.0","SPAG4",,"false","SPAG4"
"437","47","0.0","ZNF280B",,"false","ZNF280B"
"438","161","0.1","ZNF7",,"false","ZNF7"
"439","20","0.0","HMCES",,"false","HMCES"
"440","27","0.0","FMNL3",,"false","FMNL3"
"441","958","0.0","FAM86C1",,"false","FAM86C1"
"442","20","0.0","EVI5L",,"false","EVI5L"
"443","351","0.0","LBX1",,"false","LBX1"
"444","47","0.0","MTIF3",,"false","MTIF3"
"445","28","0.0","CLDN17",,"false","CLDN17"
"446","1","0.029654036243822072","DNAH2",,"false","DNAH2"
"447","5","0.025210084033613446","MTCH2",,"false","MTCH2"
"448","134","0.0","MDGA1",,"false","MDGA1"
"449","7","0.049019607843137254","OR6B3",,"false","OR6B3"
"450","86","0.0","ACSL1",,"false","ACSL1"
"451","47","0.0","CATSPERG",,"false","CATSPERG"
"452","940","0.0","DENND2D",,"false","DENND2D"
"453","1118","0.0","ASB9",,"false","ASB9"
"454","11","0.0125","TSPAN4",,"false","TSPAN4"
"455","161","0.1","SVIL",,"false","SVIL"
"456","28","0.0","ARHGAP6",,"false","ARHGAP6"
"457","1356","0.0","MAPK8IP2",,"false","MAPK8IP2"
"458","20","0.0","OR5A1",,"false","OR5A1"
"459","31","0.02857142857142857","NPHS1",,"false","NPHS1"
"460","11","0.0125","USE1",,"false","USE1"
"461","24","0.2195121951219512","SOX4",,"false","SOX4"
"462","11","0.0125","APH1B",,"false","APH1B"
"463","178","0.1111111111111111","MUC1","1.0","false","MUC1"
"464","1303","0.0","LDHAL6A",,"false","LDHAL6A"
"465","199","0.0","NGF",,"false","NGF"
"466","169","0.2222222222222222","PDZD8",,"false","PDZD8"
"467","21","0.09090909090909091","OSBPL11",,"false","OSBPL11"
"468","1","0.029654036243822072","RBM19",,"false","RBM19"
"469","1","0.029654036243822072","KCTD2",,"false","KCTD2"
"470","1382","0.0","CYB5R1",,"false","CYB5R1"
"471","1352","0.0","KCNJ6",,"false","KCNJ6"
"472","1395","0.5","CDC123",,"false","CDC123"
"473","5","0.025210084033613446","ZNF14",,"false","ZNF14"
"474","39","0.037037037037037035","MFF",,"false","MFF"
"475","1","0.029654036243822072","RGSL1",,"false","RGSL1"
"476","881","0.0","PTGES2",,"false","PTGES2"
"477","186","0.0","CDYL2",,"false","CDYL2"
"478","25","0.025","TMEM59",,"false","TMEM59"
"479","1369","0.0","PTH",,"false","PTH"
"480","29","0.05555555555555555","ZNF460",,"false","ZNF460"
"481","234","0.0","THUMPD2",,"false","THUMPD2"
"482","275","0.14285714285714285","RAB33B",,"false","RAB33B"
"483","27","0.0","SMCR8",,"false","SMCR8"
"484","882","0.0","USP26",,"false","USP26"
"485","10","0.09195402298850575","RCOR2",,"false","RCOR2"
"486","85","0.0","OR8B2",,"false","OR8B2"
"487","7","0.049019607843137254","ZMYND11",,"false","ZMYND11"
"488","9","0.05154639175257732","ZNF107",,"false","ZNF107"
"489","7","0.049019607843137254","EMILIN1",,"false","EMILIN1"
"490","460","0.0","SLC25A44",,"false","SLC25A44"
"491","69","0.05555555555555555","TMEM192",,"false","TMEM192"
"492","135","0.0","GON4L",,"false","GON4L"
"493","66","0.0","KBTBD3",,"false","KBTBD3"
"494","69","0.05555555555555555","CHMP1B",,"false","CHMP1B"
"495","928","0.0","CRYZL1",,"false","CRYZL1"
"496","203","0.0","PTER",,"false","PTER"
"497","838","0.0","RBM11",,"false","RBM11"
"498","69","0.05555555555555555","PLBD1",,"false","PLBD1"
"499","744","0.0","EEFSEC",,"false","EEFSEC"
"500","11","0.0125","C17orf62",,"false","C17orf62"
"501","20","0.0","STON1",,"false","STON1"
"502","173","0.1111111111111111","MARCH8",,"false","MARCH8"
"503","800","0.0","CD52",,"false","CD52"
"504","31","0.02857142857142857","OR8D2",,"false","OR8D2"
"505","11","0.0125","LILRB5",,"false","LILRB5"
"506","1360","0.0","FDXACB1",,"false","FDXACB1"
"507","20","0.0","C4orf46",,"false","C4orf46"
"508","31","0.02857142857142857","GJC2",,"false","GJC2"
"509","486","0.0","STAB1",,"false","STAB1"
"510","398","0.0","DHCR24",,"false","DHCR24"
"511","574","0.0","SNED1",,"false","SNED1"
"512","1","0.029654036243822072","ACSBG2",,"false","ACSBG2"
"513","6","0.0","ALDH3B1",,"false","ALDH3B1"
"514","105","0.0","GRIK4",,"false","GRIK4"
"515","157","0.1","FAM174A",,"false","FAM174A"
"516","28","0.0","ZADH2",,"false","ZADH2"
"517","617","0.0","GALT",,"false","GALT"
"518","125","0.0","CCDC28B",,"false","CCDC28B"
"519","1","0.029654036243822072","MTMR9",,"false","MTMR9"
"520","82","0.0","PEX12",,"false","PEX12"
"521","1074","0.0","ADRA2C",,"false","ADRA2C"
"522","5","0.025210084033613446","CHST14",,"false","CHST14"
"523","1","0.029654036243822072","CBWD2",,"false","CBWD2"
"524","1","0.029654036243822072","RIOK2",,"false","RIOK2"
"525","1","0.029654036243822072","ZNF846",,"false","ZNF846"
"526","1302","0.0","RNF24",,"false","RNF24"
"527","47","0.0","NOL7",,"false","NOL7"
"528","1","0.029654036243822072","SCARA5",,"false","SCARA5"
"529","161","0.1","ACSL6","1.0","false","ACSL6"
"530","570","0.0","PIEZO1",,"false","PIEZO1"
"531","241","0.0","CHPF",,"false","CHPF"
"532","114","0.0","STIM2",,"false","STIM2"
"533","565","0.0","PHF20",,"false","PHF20"
"534","7","0.049019607843137254","POLR2E",,"false","POLR2E"
"535","161","0.1","INCA1",,"false","INCA1"
"536","58","0.0","LECT1",,"false","LECT1"
"537","31","0.02857142857142857","OR2T6",,"false","OR2T6"
"538","21","0.09090909090909091","RANBP10",,"false","RANBP10"
"539","656","0.0","PRR3",,"false","PRR3"
"540","33","0.0","BRAT1",,"false","BRAT1"
"541","961","0.0","ACOT1",,"false","ACOT1"
"542","961","0.0","HIBCH",,"false","HIBCH"
"543","11","0.0125","SLC35C2",,"false","SLC35C2"
"544","31","0.02857142857142857","TTPAL",,"false","TTPAL"
"545","84","0.0","CCDC51",,"false","CCDC51"
"546","1","0.029654036243822072","LRIG3","1.0","false","LRIG3"
"547","273","0.0","COMMD10",,"false","COMMD10"
"548","534","0.0","SLC2A1",,"false","SLC2A1"
"549","21","0.09090909090909091","KLF4","1.0","false","KLF4"
"550","21","0.09090909090909091","SLFN5",,"false","SLFN5"
"551","196","0.0","AP3M2",,"false","AP3M2"
"552","6","0.0","RAB2B",,"false","RAB2B"
"553","29","0.05555555555555555","ZNF324B",,"false","ZNF324B"
"554","84","0.0","NRIP3",,"false","NRIP3"
"555","1","0.029654036243822072","FIGN",,"false","FIGN"
"556","11","0.0125","UNC50",,"false","UNC50"
"557","665","0.0","PLEK2",,"false","PLEK2"
"558","355","0.0","RGAG1",,"false","RGAG1"
"559","35","0.0","EMILIN2",,"false","EMILIN2"
"560","1394","0.0","TAGLN3",,"false","TAGLN3"
"561","1394","0.0","PMM2",,"false","PMM2"
"562","670","0.0","KRT81",,"false","KRT81"
"563","1","0.029654036243822072","CCDC146",,"false","CCDC146"
"564","6","0.0","CDCA3",,"false","CDCA3"
"565","7","0.049019607843137254","C18orf25",,"false","C18orf25"
"566","78","0.0","GPATCH8",,"false","GPATCH8"
"567","1048","0.0","ETV7",,"false","ETV7"
"568","29","0.05555555555555555","ZNF585A",,"false","ZNF585A"
"569","45","0.0","RPS19BP1",,"false","RPS19BP1"
"570","5","0.025210084033613446","TTC21B",,"false","TTC21B"
"571","960","0.0","PTGDR2",,"false","PTGDR2"
"572","405","0.2","EGR4",,"false","EGR4"
"573","1","0.029654036243822072","SFSWAP",,"false","SFSWAP"
"574","721","0.3333333333333333","RNF14",,"false","RNF14"
"575","11","0.0125","CYB561",,"false","CYB561"
"576","1","0.029654036243822072","MTFR2",,"false","MTFR2"
"577","9","0.05154639175257732","PLAGL2",,"false","PLAGL2"
"578","134","0.0","SHISA2",,"false","SHISA2"
"579","577","0.0","OVCA2",,"false","OVCA2"
"580","31","0.02857142857142857","ZIM2",,"false","ZIM2"
