28	1e-06	
46		1e-09
53	1.66666666667e-09	
124		2e-11
132	2e-07	
143		6e-11
148	6e-25	
163		1.66666666667e-08
211		2e-09
214		2e-09
220		2.72727272727e-34
228		1.53846153846e-08
234		4.16733333333e-08
240		5.88235294118e-10
242		1.66666666667e-16
248	5.15463917526e-08	
249		7.69230769231e-11
250	8.92857142857e-14	2.23214285714e-12
251		4.90196078431e-08
252		4.76190480952e-08
263		9.09090909091e-15
264		6.91940197694e-09
276		1.08108108108e-07
284		1.66666666667e-07
292		1.57894736842e-07
293		5.26315789474e-11
314		1.53846153846e-09
329		8.33333333333e-12
340		3.63636363636e-07
361		6.66666666667e-08
375		4.44444444444e-07
401		7.5e-07
408		4.28571428571e-31
464		3.33333333333e-12
475		1.5e-23
528		1e-09
540		6e-07
583		4e-21
710		1.25e-07
763		2.33333333333e-07
782		2.66666666667e-08
804		1e-10
827		2.33333333333e-06
863		3.33333333333e-13
905		6.66666666667e-13
982		6.66666666667e-09
983		1.33333333333e-06
985		2e-06
1037		4e-09
1120		1e-11
1239		5e-08
1311		1e-08
1351		2e-16
1355		1e-06
