a_alias	b_alias
Q92963	P55196
Q01101	Q13368
Q9Y3C5	O00308
P35869	O00327-9
P15153	P53365
P29353-2	Q08345-2
NP_006221	Q9Y2S7
Q9Y3U8	Q02543
Q86WT6-3	P43358
Q9HC52	Q92993-2
P27694	P78527
P08670	P61981
O60237	Q14005
O95169	Q9NR50
P61769	O78189
P17081	O14613
Q92994	Q9Y5Q9
Q9BUZ4	NP_000256
NP_006478	P02675
XP_005246267	Q9UHD2
Q13424	P11532
Q99547	P82933
P19388	P13984
Q99962	O43426
P51116	Q9Y4E5-2
NP_001155898	P61981
P05067-7	XP_005251997
Q15796	Q8TAI7
P12004	P35249
Q9GZT8	Q8N5Z5
P36956	P28482
NP_001186715	P36896
Q92598	P22314
P00749	B4DN26
Q12933	O43298
M0QY76	Q96B26
Q9NYJ8	P07900-2
Q9Y2R2-2	P22681
Q96RL1	P12757-3
P22004	P27037
B2R5T5	Q9BSF0
Q9C0F1	NP_898901
P27361-2	P07948-2
Q9BZM4	NP_031386
Q86X55	Q9Y6Q9-5
Q8NEF3	Q8N6V9
P84022-4	F1D8P8
Q13387	P61328
P63208	Q99618
Q15650	XP_005274205
P61371	Q8TE12-2
P23769-2	P28069
P54253	Q03989
Q01844	Q14289
Q543A1	Q9GZR7
O60763	Q14789
XP_005251621	P05106
O75056	Q14247
XP_005266460	Q9BTW9
P22607-3	Q9P2H0
Q08999	Q99708-3
B4DQB3	Q7KZF4
F1D8P8	P42224-2
P36941	O00463
Q15554-3	Q9BSI4-2
P26641	Q9HC52
O43422	A8KA82
A4D1G0	P55273
Q15139	Q06187
Q8TBB1	Q9UI14
P40189-2	Q04724
P55058	P02652
O95166	Q9Y4P1
NP_001191189	Q9Y3R0-3
Q9UJY5-5	NP_001193953
Q13951	Q13761
O94993-2	Q13145
G1UCX3	P27448-4
P08670	Q96GX9
Q12824	P17676
Q8TD26	O95405-2
P49903	Q96ID5
P46109	P19235
Q15038-3	Q9BSL1
Q12802	P61586
P23771	P25791
Q14203-4	P20340-4
Q8IZ08	Q9Y5V3
O94864	P21246
P00533	Q06124-2
XP_005263697	O95409
Q9UBS4	P21246
P35222	Q8TDM6
P29350	B0LPF3
P00533	Q13596-3
O94941	P40692
E9KL26	P48740-2
F1D8N4	P27797
P22413	XP_005259611
P61981	Q99459
Q9BQD3	D9YZV4
Q9C0J1	B3KNK9
O75563	P07948
XP_005257673	P07949
B0LPE5	Q16513
Q9NZL4	A8K5I0
Q9BX70	Q15047-3
P20226	Q15573
P07900-2	O75460
P49768-3	Q9UQB3
O00238	P61962
Q9P2K3	Q8NHQ1
Q8N2W9	Q13137
Q15797	Q13501-2
Q6P0Q8	Q9NRP7
P61604	P18206
Q9NYK6	Q15834
Q969V6	P11831
P40189-2	P05231
Q14232	P18825
P20226	Q5SXM2
O15116	Q9UBQ7
P63208	Q9NWN3
Q92547	Q02880-2
Q9H082	D3DPA4
B2R812	A5X2V1
Q12933	O43734-2
P16885	Q13094
Q8IYI6	O14964
Q96DU3	Q06124-2
P51677	P13500
K7PPA8	P11387
P01100	P05412
Q68DB7	P50616
Q99613	O75821
Q8IZQ8-2	P11831
O00238	Q9H832
P05556	Q9HD67
O14832	G5E962
Q13571	P46934
O94776	O95983
XP_005254034	Q16539-4
P09529	P36896
P42566	O60508
P35916	P05556
P49802-5	O95295
P15498	P00533
Q8N2W9	Q96KM6
O14867	P38398-4
P15692	O60462
F1T097	F1D8N1
P62310	P62304
Q9UPM8	Q9Y6B7
Q6GQQ9	Q9Y4K3
P06239	Q14289
Q00403	P20226
K7ENL3	O15379
O60716-21	Q14247-3
Q13596	O14964
Q15700	P33402
A8MZ54	A5X2V1
P04626	P42684
Q9BQ70	G5E962
P57727-6	F1D8Q5
Q9UQ88	P15291
Q08881	P52292
F6KD01	P49023
Q96F86	P61981
Q8N5F7	XP_005250467
NP_000867	O75629
P21941	O00339-2
O95997	P46783
P42574	NM_016252
P16410-5	A0N0P2
Q13177	Q9P2A4
P55072	P38398
Q14500	Q15700
Q9Y6K9	P0CG47
P68400-2	O15379
O14576-2	O95793-3
P48551-2	P01569
Q13882	Q9UGK3
Q12888	P38398-4
P63208	Q9UKB1
P40189-2	P15498
NP_066189	P06213
Q8TEM1	Q9NQT4
Q9Y2X7	Q13136
Q9UKJ1-3	Q06124-2
O15530	Q16513
O14978	Q9NWS9
P01374	Q92956
Q9NVP1	Q13330
P27348	P78314
NP_056468	Q96ED9-2
P19404	Q92993-2
P51948	D2IYK3
Q6IQ50	Q92585
B5B2P3	Q92793
Q9BUH8	Q8TBE0
Q9H992	Q93009
XP_005254673	O14493
O14933	O60260
P84022	O00255
F1D8N4	P00813
Q09472	Q96RS0
Q15797	P57729
Q9BX70	Q13432
P16471-8	O60674
Q15008	P62195
C7FDY0	P21802-8
Q15654	P49639
P81133	P27540-3
Q76LX8-3	NP_000543
O96006	P63279
B0QZ35	Q14469
Q92542	Q96BI3-2
A4D0P7	Q9UBD5-2
P17676	Q04206-4
O15105	NP_055386
P27986	P42768
F1D8N5	P32780
P26641	O15211
P30304	P62258
O75197	O15169
Q13094	O15117
Q14686	F1D8Q5
Q9UBN7	XP_005251687
Q9NP66	P37235
P12814-2	O00151
Q07912	P00533
O15372	C4P096
NP_000867	Q9NZ52-3
Q9UBU9	Q9H1B4
Q9HAU4	Q9HC98
P29317	B7Z4L6
Q96RK4-2	Q15154
Q13363-2	Q13422
P10586-2	XP_005246733
Q96S59	B4DLF5
A0JLT2-2	Q96JH8
Q99558	XP_005273549
NP_000369	P26368-2
P14210-6	Q04756
Q13950-3	P35548
Q96GD4	Q9NQS7
P20226	P14859
P61964	XP_005245457
O60739	Q13347
NP_004646	XP_005248739
P01130	O75553-6
Q16665-2	Q13547
Q15013	P21246
B2R6F3	P31946
O15519-13	O14763-2
Q9Y5Q3	P53539
O00167-2	P19086
Q15041	Q9BT40-2
Q92905	Q9BT78
P31151	Q92905
Q9UM11-3	Q9UNH5-3
Q15796-2	G4XH65
Q14019	P09917
Q68CJ9	Q96BA8
P16389-2	B7Z647
P83916	P11309
O75962	P10586
Q9Y237-3	Q05193
Q13363-2	P48552
O60269	O43597
P07602-3	Q7L5N1
Q6ZVK8	P61457
Q8TF65	Q15047
F1T0H7	P61586
O60673	Q13257
Q9BRK4	Q14134
Q13158	B3KQZ9
O15198	P60228
Q13485	Q6ZN04
P29353	P35568
Q15797	Q9Y2H8
Q9UBW7	P49459-2
Q9H1I8	Q9UNN5
P49023	O75531
O60262	P62873
O15198	Q8N3P4
Q99496	Q8N488
P61204	Q9UJY4
NP_000035	B4DIG0
XP_005263973	B4DFF1
P35269	P21246
Q13546	Q14790-5
Q16539-3	O43257
Q13501	P41743
P98095	P25391
Q2TA81	P16333
Q92905	P17535
Q15796-2	P08047
P04180	P02647
Q99750	Q6ZU52
P63208	Q9UJT9
P18848	Q96EY7
P04233	P01903
Q14134-2	P63279
Q15306-2	B5B2P4
Q8TAP4	Q99750
Q9UMD9	O60716
Q7LBR1	Q9UN37
O14974	Q6WCQ1
Q16623	P21579
Q13393-2	Q6P5Z2
XP_005253735	P05067-10
Q8WUM4	P69730
Q9BV38	Q8NC60
P46109	Q06124-2
Q9H2K2	Q9C0C2
P02771	B9A6J3
Q14494	P18848
O00409-2	Q96B26
P18206	O75325
O75444	Q09472
XP_005275091	Q969H8
XP_005272110	P25963
Q32NB8	O00151
Q9UER7	P25445
P84022-4	P15822
O95967	Q9UMX0
P45985	P41279
P53999	P33240
Q02241	P61981
Q16665-3	Q96KS0
P68133	NP_000574
P17535	P53539-2
Q7L5N1	P05154
Q01814-6	P78352-3
P42702	P26441
Q923A8	Q9NYJ8
B0ZBE2	P50052
P63208	O60907
O60262	F1T0G5
O75528	P45974
NP_005654	H0UI80
Q9P2S2-2	Q9UPN3-2
P33176	P31946
P51948	P06400
O00194	Q9BV36-2
P08700	P32927
Q12834	B4DL80
P28288-3	P40855
P36897	Q14344
Q9BT81	Q68DB7
Q92851	O75618
P62310	Q9BVJ6
Q8N726	A4D1G0
P21333	O75369
Q9UFG7	XP_005273427
Q12988	A4D2L1
B1AK66	Q92793
O75817	P04792
Q9NRR5	Q13564
Q01344-3	O60674
Q9HAU4	Q9H160
Q68CJ9	P53567
Q15370-2	Q14241
Q16644	P04792
Q9UKL3	P25445
Q14247	P61158
O60763	Q08379
O95376	Q9P2H0
Q6FGM0	Q5JPT6
P18206	P61978-2
XP_005260042	XP_005274205
Q5TEH5	P25391
P08648	P32004-3
P56278	B4DG79
Q09472	Q01196-4
Q14191	P39748
Q9UBB5-3	Q9HCN4-3
P17676	P35638
P19419	H6UYS5
O75771-2	O43502
Q01780	Q96B26
P21675-4	Q15542
O95185	O95631
Q6NWY9	NM_002111
P01112-2	P27986
P43405-2	P62993-2
P15924-2	P04264
P30154	Q14738-3
Q13485	Q9UBW7
Q9H4E5	D3DPA4
P17544	P01100
Q9BXL7	O95999
Q12959	Q12879
Q9UMR2-2	E9KL35
Q86Y82	P54920
Q13127	Q9UKL0
P00533	P43405
Q14558	Q9H8W4
Q09472	Q86Y01
Q9ULB1-2	Q9UPN3-2
P36406-3	Q9UJY4
F1D8N5	Q9Y6Q9-5
P18206	Q99584
P10586	Q96KM6
F5GXU7	Q5VV43
Q9HCS7	O15198-2
Q9NRL2	Q15796
Q9UIV1	Q9ULM6
Q9H8S9	Q9Y2H1
XP_005271105	P25786
Q9UGJ1	Q6UY14
P16234	O60749
P08047	Q7LCB3
Q8WV28-3	O75791
XP_005248000	P49903
P56524	XP_005247282
E5KTI5	P28715
Q15418	Q92793
P20336	Q9UI14
P13861	Q02952
Q09472	P20226
P60880-2	P32856-2
Q9Y4Z0	P62304
Q9UBU9	O14787
G4XH65	H9NIM3
P08670	P12236
P02776	P04070
P12931	P36575
K7PPA8	Q15831
Q9C0F1	NP_057512
Q14289	Q9BZ72
Q01844	Q9BQY4
P12931	P25098
B0QY90	P60228
Q86VS8	Q9H8T0
XP_005260545	P51572
P09619	P16234
Q9HAU5	A2RUM7
Q8WUM4	A4D2L1
P08047	P14859
O95271	Q07820-2
Q13541	P0CG12
NM_001211	Q13547
P84022	Q96RT1
NP_057166	Q9NQT4
Q9Y3Q8	Q96M95
O60671	O75943-3
O89100	P22681
P26651	Q8IZH2
Q9UBB5-3	Q13547
Q13485	P51153
Q13485	P17676
P04637-8	Q12873-2
Q9Y230	Q01780-2
Q16630	Q9H6L4
P01100	Q9Y618
O14746	Q04206
Q08211	Q04206-2
A4D0W0	Q9UK45
Q9H2K2	P54274
P14784	O15524
Q00536	P61981
Q14088	Q9UI14
P05067-10	P61812
P48643	Q8IZH2
Q92859	O95631
Q07890	O75791
O75376	P12757
Q16630	P46934
P0DI81	O43617
Q99942	P51965
P98095	P14543
F1D8N7	P61201-2
O95166	Q9NT62
O15514	P24928
K7PML8	Q99459
Q99708	Q96HA8
Q13114-2	B9EGD9
Q8TDM6	P54274
Q9C000	P10415
Q9NYB9-2	Q96B97-2
XP_005263958	P00568
P25788-2	Q15008
P35869	XP_005274205
B4DTX6	Q15796-2
Q96ID5	Q15102
O95402	P49336
O75376-2	Q05516
P01130	Q9Y6Q5
Q99828	O14746
P41182-2	Q9UQL6
O43261	Q7L5N1
P12931	B4DII7
P29323-3	P55196-2
XP_005254510	XP_005253707
P41143	L0E130
D9ZGF1	P50458
P08246	E9KL23
Q8WVB3-2	Q969X0
P36507	P15056
Q9Y4G2	Q15102
O95149	O14980
P23193	NM_000937
P04637-7	XP_005248917
O15105	Q9UIS9-5
P29353-5	P42229
Q92667	B2R5T5
Q02410	O14618
NP_002686	P61218
XP_005246677	O15525
Q03692	P08758
P33176	P27348
Q13127	O75182
P06239	P06127
P29350-3	P32927
Q14508-5	P21246
E9PN83	P98164
D0EI67	Q16270
F1T0F8	Q9Y2V3
P98095-2	O15230
Q8IV36	Q9BUH8
P45983	P10415
P01344	NP_000588
P60510	Q16204
P30626-2	Q92736
Q9NY33	P36542-2
P52798	Q15375
Q969H0	P46531
P78314	Q96B97-2
O00623	P40855
P12956	P05386
XP_005264072	Q9H6Q3
Q92831	P14316
P10909	P10643
P17544-6	O15525
Q99832-4	P36542
Q9BUZ4	O94875
P28482	XP_005259603
P62195	NP_002266
Q9HCU4	P41250
P21246	Q9H8M9
P08047	XP_005254510
Q15672	XP_005274205
Q96M11	Q6FII3
Q08881	P62937
O43707	Q9NPC6
Q9P0L1	P08651
F1D8Q5	P37231
O15085	P61586
Q9NZ42	P49768
Q9GZM7	P61968
Q96A09	Q9BQY4
Q9NPH3	Q13478
P68400	P19338
Q14765	P05412
Q96KQ7-2	Q8N5R6-5
O60894	Q16602
XP_005274818	O43353
O94875	O43426
O43427-2	P05230
Q16832	P29353-5
P48023	O95407
O15083	Q13136
O75807	P56945-6
P07204	P02776
Q9H204	P12931
Q9UNM6	P62333
P55036	P62191
O00206	P58753
P57052	Q9BQY4
P51151	O60664
P07384	P04632
P00533	Q13671
Q9P021	XP_005262303
XP_005261361	Q9Y4K3
Q13635-4	P14635
Q13794	P02775
Q13813	O15360
B2R4P8	P05412
Q7L5N1	P09466
Q9Y448	Q99547
O15105	P35711
Q7Z372	P51116
Q03468	P04637-8
Q8TAP4	Q96BR9
P52333	P14784
O15530	P51812
P34896-2	O95084
P50570	P49418
P41182	Q9UKV0-3
D3DU92	P61981
P53602	O14981
O75419-2	Q7L590
O14727	A8K5I0
Q16570	P13500
P27824	F5GYU5
O75807	Q96KM6
P54259	XP_005265620
Q14247	Q15746
Q00653	Q04206
P32121-2	XP_005248594
E5KN55	P54257-3
A4F1W8	NP_775970
P18206	P09382
Q9C005	Q9UBL3
Q03135	P51636-3
Q8NHQ1	B4DXY4
P60174	P23528
P49810-3	P05067-10
Q15834	XP_003403646
P08631	Q9HBA0-2
P50613	P18074-2
F1T0H7	B4E1U9
P16885	Q96KM6
P49802	P98161
Q13326	Q92629
Q96GM5	NP_002266
Q8TEW0	Q9NPB6
O15304-2	NP_001233
P02452	NP_997639
P62136	O75864
Q9Y3Q8	Q8TBB1
Q06124	Q7Z6A9
Q9UBU8-2	Q96HT8
P04626-3	P09769
Q8NEM7	Q16539
Q14839	Q9H2S9
P49910	Q86V42-2
Q99741	AAD38515
XP_005258274	O15061
P15884	B4DJ51
P04637-8	C9JHD5
P04406	P00533
Q96LC9-3	XP_005260545
Q12860	P23467-2
Q53TS8	Q14566
O15524	XP_005259611
Q9H8W4	Q9NQC3
A8K031	Q53G59
P35250	B2R5T5
P63027	Q13507
O43252	Q96I34
Q9Y3C0	Q15154
Q8NHY2-2	P17535
Q9NYJ8-2	Q9Y4K3
O94772	Q96I34
Q7L5N1	Q96SN7
Q9Y2I6	Q15911
Q15834	Q12874
XP_005263259	Q9Y3C5
P35869	Q15843
XP_005265715	Q13432
P12931	P17302
Q13131	P13569
Q09472	XP_005246044
Q9HC52	Q06587
Q96HA8	Q99750
P42226	Q13287
Q6NZY4	XP_005246733
Q15560	O94967
P68400-2	P31946
P20042	Q9Y4G2
Q14164	Q00610
P15336	O15264
P02774-2	P98164
P26441	A0N0L5
Q02246	P25208
P84095	Q16584
P09619	L7RT18
P51948	P09086
Q9UI95	Q9UBZ9-2
XP_005266460	I1W660
Q86UL8	Q9ULL4
P01040	P07858
O75530	P26010
P06241	O15117
Q04206	Q8WTS6
P52735	O15524
P08069	Q06124-2
P51911	B4DJ51
L7RRS6	Q13322-2
XP_005246873	P63279
Q16363-3	Q9Y3C7
Q99683	O75460-2
P01233	P01215
Q13625-2	Q13107-3
P62942	P63098
Q99595	O43615
P35222	XP_005273549
O15525	P05412
Q15080	P26038
Q8N474	A4D0V1
Q15796-2	O60508
P84022	Q9H0E3
P46109	P22681
F1D8Q5	F5H4G9
P21796	L7RTI5
P49810	O75369
P61981	O75400
P45983-2	Q04864
P10826-3	NP_001073349
Q14157	P18206
Q00975	O14936-2
XP_005270321	Q9WB91
P01225	P23945
Q99873-2	O43837-3
P17813	A8K571
O75177	Q8HWS3
Q12982	P10415
P21926	P08648
P40763	P17706
O95067	P49736
P54762	Q13322-2
P15927	Q15011
P07384	P20810
P10721	Q06124-2
P09936	Q92905
O00198	XP_005260545
Q93033	P50502
B5B2P3	Q05513
P28360	XP_005255181
O00311	P25205
O75928-2	P63279
P49810	P30626
Q9HB71-2	Q8IUQ4
D0PNI1	P22681
P04792	P00488
Q9P0W2	P14866
P27986	P61981
Q03405	P01042
Q96LJ7	O15162
Q15233	P49023
Q9BST9-2	P61586
Q9GZV5	Q99594
O43353	Q9BX69
Q96G23	P07307-3
Q96ST3	Q13547
Q9BQA1	O14744-2
Q13042	Q13257
P49023	P21980
Q96I99	P51810
Q9UMR2	Q14558
P12931	A8K3M3
P40189	Q05655
P04003	P02743
O43929	P33993
O60603	Q99836-3
Q9UM11	P31689
O60869-2	F1D8N1
O75400	Q9Y6D5
P38398	P24928
Q8IZE3	P15311
Q08116	Q9BVJ6
D3DPA4	O14544
Q96KM6	B2ZZ89
Q9UNM6	P62195
P61981	Q9Y2J2
P61201-2	Q9UNS2
Q05209-2	P42768
P06400	P29590-14
B7Z240	O75886
P09884	O14519
Q12929	Q9UKN7
NP_000450	Q15389
P05783	Q15834
Q13617	Q15369
P62316	P62312
P16591	P21860-5
P35462	B0LPF3
Q13224	Q14005-2
P23458	P42229
Q8N556	P05129
E9PH29	Q96S38-2
Q13045	P36957
P35243	P34947
Q9UIS9-5	Q96KM6
P21926	Q9P2B2
P05386	NP_056307
P27348	O15151-2
P56539	NM_004393
Q9H761	Q9Y383
Q13901	P78527-2
Q15796	Q9UJU2
XP_005255181	P29590-14
B0YJ76	P07996
Q15650	G4XH65
Q8NHQ1	Q14134
Q96RT1	P16144
Q14191	P13010
P30101	P55017-2
P12931	P00533
P21926	P10721-2
Q15113	P49023
Q13617	Q9UBF6-2
Q13228	Q9Y3C7
O95376	P26641
P19438	P01374
O95997	P04637-8
Q99750	P32242
P10398	N0E4C7
F1D8N5	Q92993-2
P07948	Q9ULV8
P01112	P09382
Q12933	Q9NZD8-2
O00231	Q05516
P07814	P49703
P42680	O60674
P06239	P14784
P15923-2	Q02363
Q96EQ0	Q9H3D5
Q9Y5Q3	O14867
F5GZ08	Q9BVJ6
Q14697	P14314
O00221	Q13616
P36406	Q8TBB1
XP_005261658	P42702
XP_005248000	P62308
P19532	Q13485
P68036	P22681
Q9HAU4	Q9Y5L0
Q6SA08	Q9HAU4
O75791	O95273
Q07021	P28482
P39086-2	P78352-3
Q16570	P09341
O60683	O00623
P61769	Q29637
P22607	P55075-4
Q9UIF7-6	Q6UWE0
P98175-4	P55769
Q08881	O43561
B9A6J6	P61981
Q8NEY8	Q15388
P06493-2	Q16667-2
XP_005253735	P04183
P00533	L7RT18
P49815	Q04917
Q09028	O75446
P78559	C4P096
P49023	A3RJH1
Q86WV1-2	O15117
Q96I34	Q96GQ7
Q12959-4	P35221
Q9H4E5	P42768
Q99062	P43405
O95967	P30281
P63165	P11388
B3KTM8	Q92769
L7RTI5	P42338
Q9Y3F4	Q15796
Q9NVV9-2	Q9BU76
NP_001191111	Q9BV73
XP_005256043	P29353-2
Q548N1	O95166
O75971	Q13287
Q9UKW4-3	P62993-2
P05230	P21579
Q13485	P22670
P06241	P20749
P18054	P16144
P13861	Q92558
Q9UHX1-3	Q969J3
Q9Y4K3	Q05513
Q9HAU5	Q9ULX3
P00533	Q92569
Q9GZR7	P60228
P68133	Q01995
P11473-2	Q15788
O14503	Q15047
P27348	Q6PKG0-3
D9IAI1	P28482
Q15648	G4XH65
Q04206-4	NP_570711
A4D1C5	P46379
O15111	Q15653
P12757-5	Q8IZ52
XP_005268943	P61586
O43809	Q5RL73
Q15185	P07900-2
Q16539-4	Q60FE5
P28066	P25789-2
Q9H467	Q01844
P17980	O00233
P35914	Q9GZW8
Q9NRD5	Q16515-2
Q5JVS0	B3KWV4
P14373-2	P26358
A4D0Z4	Q14134-2
Q58WW2-2	Q15796
Q9NY93	Q8TEY7
P20941-2	P25098
P16157-22	P02730
P30304	O96017
E9KL36	P27448-8
P84022	Q9Y5J3
Q14653	M1P2Z0
P08069	P23458
B0LPE5	P42574
Q8IW41	Q16659
Q9NPI1	P02794
P12318-2	P02741
O95967	Q14005-2
XP_005259865	Q99962
P18206	NM_001171
O75791	Q7L4P6
Q09472	O75177
Q9UGL9	Q12873-2
Q9GZR7	P11021
P22087	NP_001161694
Q9NPD3	Q13868
F1D8N5	Q96L73-2
P09429	P04637-8
P24821	O14594
Q04721	Q15797
Q08116	Q15714-2
Q8TBB1-2	O95544
O43464-2	Q502X2
Q01201	Q4VC05
P08727	O95990
Q12873-2	Q16891-2
Q13588	P19235
Q99683	A8K3Y2
P07948	P14317
P10599-2	Q9H3M7
O00238	C8C060
Q01638	Q13445
P68104	O43504
Q99627	P55789
Q96MT8	Q9NS73
Q7L590	Q96ED9
Q8TEY5	Q9NR55
O15516	O00327
Q12962	Q8WTS6
O43927	A0N0R2
Q15797	P15153
Q99873	Q08211
P04626	Q63HR2
O75676	P28482
A4D2P0	P19878
Q06265-3	Q9Y3B2
P49759	P61981
O15145	Q96G74
Q14CM0	Q9NRP7
Q9BVV2	Q15834
P27694	Q13416
O60936	Q9GZT8
P12644	Q13873
P28072	Q9Y244
P15498	Q14289
Q00610	Q13492-3
Q5RL73	P50591
P30481	P61769
Q15631	Q99598
Q06455	Q9P2A4
P49366-2	Q6ZVK8
P06241	P22681
Q15545	Q10570
A4D2L1	Q16602
Q02779	B4E1U9
O95990	P27824
B2RNB2	Q12959-2
O75643	P61981
Q14289	P43405
P16157	P32004
P04626-3	Q08881
Q96PU5	Q9Y3C5
K7PPA8	Q96EB6
Q15797	O60315-2
Q15653-2	Q9UJF2
Q99750	Q96LL4
Q96Q27-2	XP_005266460
P12931	Q658W2
Q9NS23	Q9UER7
Q99963	Q99962
P68036-3	Q05086-2
Q13485	NP_055393
Q16478	O43424
O95405	Q8NBJ7
Q9H0I3-2	Q9Y2X7
P45985	B0LPE5
Q13485	NP_002017
P30279	P11802
B4DJ51	Q9HD67
O15379	Q9UQL6-3
O60711	Q14289
Q99750	Q8IYX0
Q9H5K3	P36897-3
P47914	Q8TBK5
Q8NI60	Q9UI14
O75886	P00533
P35869	P48552
Q9BT49	Q15834
Q12879-2	P78352-3
Q9UMX0	Q9H0L4
Q15797	Q9UGU0
XP_005248000	Q92734
P16220	O94762
P15927-3	Q9BVJ6
P61923	Q9UBF2
P14927-2	P43358
B4DWW4	Q7L590
Q6IBR2	Q9NSD9
Q9UMR2-3	F5CTF3
Q15796-2	Q9H2X6-3
D2JYH4	P48643
P35520	Q9NP79
Q9Y294	Q13112
Q96EZ8	P62312
P52434	Q15653
Q8WVF5	P51116
Q9H4L5-8	P61981
Q06455-2	O15379
P26196	Q9GZS1-2
K7PPA8	NP_057852
Q96LR2	Q9UL45
Q9GZT6	Q15714
P19838	Q01201
D3DPA4	Q9H093
P14780	P35442
Q86SE5	P07910-2
P08514	P05106
P52798-2	P29317
Q96HA8	Q9UL45
O60934	NM_000051
O75376	D2KUA6
Q6VY07	O75379
P48730-2	O14640-2
Q8WXD5	P14678
Q9BUZ4	A8K0V9
P50750	Q4G0J3
XP_005250315	P50552
P45984	O43379
P20042	P78527-2
P49736	Q99741
O15357	Q9BX66
Q9BX63	P38398
K7PPA8	P78527
Q9UH65	Q9NYQ7
Q9Y5Z4	O75340
P10912-2	O15524
XP_005260130	P06753-3
Q5JVF3	P60896
A0N0R1	A0N0Q1
B1AK66	Q8N3Z6
P12931	Q8WUM4-2
Q9H213	Q96NT1
Q14999	Q9ULL4
P49450	Q8NCD3
P23458	O15524
Q15907	Q9ULV0
Q96LK0	Q9UNT1
Q8WXK3	P27448-4
O00214	P26006
Q9ULZ3-3	P29466-4
P10912-2	O60674
Q9Y2W2	O43639
Q6UWE0	Q16478
XP_005274818	NM_000051
O75791	P14136
O95251	Q96FC9-5
P11166	P27797
Q8WZ19	O95251
Q8WV44-2	Q13368
P29350	P51692
P50570	Q13838
P33552	Q13432
Q92879-4	P02775
NP_001239219	B9EGD9
XP_005270629	Q8TAP4-4
Q15796-2	O75448-2
XP_003846672	P61326
Q13547	Q01826
Q9UNI1	P19957
O60238	P10415
O75530	Q15910-2
Q9Y657	P21246
O43143	P61981
Q12933	Q9H0I2
P07355	P07858
Q9Y333	P32456
NP_277051	P08651-5
O60563	P29590-14
P43403-2	Q15464
O94813	P35052
P19438	P63279
O43561	P12314
P10275	P27797
NP_997639	NP_000287
Q9NRY6	O15162
XP_005265280	O43639
P26641	P31942-2
Q15834	NP_002797
XP_005263086	P17676
P62993-2	Q13424
P43246	Q13535
A4D0W0	NP_001156731
XP_005274205	O15524
Q15286	O15228
O43294	Q14289
Q6N002	O95619
A0PJF8	P01100
P12931	Q15464
P19174	Q04912
Q09028	Q92769
P48059	Q15404
Q9GZT6	P42773
Q9Y2X7	Q9BXP5
XP_005271593	P27348
O14908-2	NP_000675
P12931	XP_005253973
P49768-3	O75460-2
NP_001191809	Q9UNE7
P32927	P04141
Q13003	Q16478
P62140	XP_005268943
O95897	P14618-2
P61073-2	P52333
Q92786	F1D8T0
Q9NSA3	P14923
Q92643	O43292
F1D8P8	F1D8Q5
Q12933	Q9UKG1
O75618	Q14790-5
Q99618	Q9GZU7-2
P28482	Q13643
Q12866	B0LPF3
Q2TU89	P12757-5
P09564	P09382
Q92574	P07196
P15498	P27986
P00533	G4XH65
Q01844	Q9H5I1
Q9NP98	Q96T60
P49023	P12110
P36897	O94921
P53618	Q9H013-2
P25791	P55196
A4D214	P53567
P50402	O43889
Q13002-2	P78352-3
P49810-3	Q8WW43
Q6ZMV9	Q92624
Q9Y6C5-2	A4D1K5
P29353-5	Q07954
B4DF43	XP_005248000
P12830	P35222
Q8WU02	O95817
Q9Y3C5	Q9HCE7
Q9Y4Y9	Q9NQT4
E9KL23	P08311
Q07955-3	Q9UBU9-2
C9JHD5	Q14790-5
Q16819	P01270
Q99496	P35226
G4XH65	P78317
P09769	P42768
Q5RL73	Q14687-2
Q99638	C9JHD5
P08962	P01903
Q15834	XP_005272745
P17275	P05412
P05408	Q9NRR5
O75807	Q03164-2
NM_000024	Q14232
P12956	Q13424
Q15047-3	Q13510-3
P53667	Q13873
P49810-3	XP_005260545
Q9H0R5	XP_005264117
P26358	Q15910-3
P31371	P21802
Q75MR5	Q549C5
P37288	P17252
Q8TAP6	O75909
Q8IWV7	P49703
O43924	P36405
H7C2I1	K7PPA8
B0LPE5	P51617-4
Q9Y698	P78352
XP_005260545	P10415
O60603	P08571
Q9UPT6	P49703
Q16637	P10415
Q9BY41	Q06455-4
Q99547	P04637-8
E3WEB6	P61981
Q6W2J9	P41182
Q01113	P23458
P15498	P28482
Q9Y490	P56199
Q8IW41-2	NP_077734
P12956	Q9H910
P26927	Q04912
Q76M96	P49023
P05121	Q07954
O60238	Q9P104-2
D0EI67	P18827
Q13158	Q9Y3A3
P84022-4	NP_001191189
Q09028	Q13547
P04637-8	Q9NVC6
Q9UHF0	Q8IWV7
O14764	Q9UMX0
A8K287	Q86Y82
P52565	P15153
P11142	P49023
P98170	P55211
P47897	O75131
A8K0V9	Q7L590
Q99873	P17181
P30533	Q07954
F4ZW62	P78527-2
Q9HAU5	Q9BZI7
Q9NWZ3-2	B4E0I3
P51116	Q8N5I3-2
Q03167	P61812
Q92905	P20749
Q8TAP4-4	O43298
Q8NHQ8	P61981
Q9Y219-2	Q9UM47
P63165	Q9UBT2
O43741	XP_005269076
P01730	Q14005
Q14157	Q96J02
P60880	Q12846
B0LPE5	NM_000421
Q13042	O60566
P52788	Q15910-3
O15481	Q8IY81
O75528-2	Q9BRR6-2
Q6ZVK8	Q96GX9
P52657	P52655
P29350-3	XP_005259611
Q15648	F1D8Q5
