a_alias	b_alias
P39052	Q12965
Q12802	Q8D0D4
A4D177	Q6KC79
P21359	P34900
Q14676	Q92878
Q9UQ35	Q96L12
Q9VXH6	P20936
A8K3M3	Q27971
P10242	P45481
O43156	P42345
P11309-2	rogid:sqPd5lmbk44Fe+vBM/f/0o4yeWc9606
Q9NZ52	O43493
Q13347	Q9Y4K3
P48047	P11171
P10244	Q8N653
Q96KP1	Q9NV70
Q9H0M0	XP_005246432
O75177	Q9BYE7
O15503-2	Q96CS3
P41220	B4DJ51
P11441	P50750
Q86YC2	Q15014
P26447	P25815
Q92636	P60520
Q9Y6D5	Q9NZ08
P06241	Q9NZQ3
O14802	Q9H6T3
Q00526	Q24152
H0UI80	P00403
P24844-2	P04637-7
Q8TAF3	P19784
O15212	Q9UM82
rogid:I/AnvZXHViWHqOV2Nb6nuY1tzOc9606	rogid:tQRNkweLxMaGJFMkjCRzdYvvV9Q93061
Q15831	XP_005271621
Q8WUQ7	D3DU92
Q16695	Q15047-3
XP_005249023	NP_066289
rogid:dbQQ8mIgc9+M6Cl4h3QTHVjLzG49606	AAC27506
P15172	O00458-2
P08138	O00463
P01903	Q8ZHK4
Q6P9B9	Q8N201
Q13224	Q96PV0
B2RRX1	O43490
P00491	Q5UIP0
P61964	XP_005258047
Q16611	P68451
O60739	Q16543
Q99816	H0Y7E6
Q9UHI8	NP_001099132
Q9NPG1	Q8TF65
O00141	P26196
Q9NRL2-2	Q56A76
Q15796	Q7KZ85
P24941	NP_000050
O95257	rogid:KNPEoMK1RwmmVkI1YsEWkFNF3Ek9606
rogid:9oiyzQGQu7dRynWBJT/c9PUSCZ89606	Q91VB8
Q9Y4K3	Q9HB71
NP_066289	P06732
P05783	O46385
Q02086	G4XH65
NP_997053	O95273-3
NP_001234930	P62068-3
Q61221	Q9UQL6
Q9UJV9	Q91VN6
Q15653	B4DJ51
NP_001161861	P84022-4
Q9BPU6	Q14117
Q96T58	P19174
Q96L34	Q9BYG4
NP_001269883	Q9HCK5
O68742	Q00994
Q08117	O68769
P55061	rogid:rMFU7lqCAoeDdIfc6FB3iOlVXzY562
Q13617	O35716
Q08629	P08253-3
P61513	P30480
P05783	NP_066289
P63208	NP_957900
XP_005254014	Q9BSM1
Q01105	P22392
P48643	P50750
Q9UMN6	Q9H836
Q15796	P05423
P06748-2	Q86U55
A8MZ54	P15313
P36776	O75323
D0PNI1	P32929
Q52LR7	A8C4L5
Q15554-3	Q16543
P60510	Q14204
XP_005269434	Q8NEB9
P08254	P13500
Q99836-3	Q61730
B2R6Q4	Q9QZK7
O43504	Q5UIP0
O95819	Q8ZAQ2
Q15417	Q81UI7
Q81L10	Q9HCM1
Q9Y4D1	Q8IW93
Q9BTT4	G4XH65
Q96F46	complex:9cfj64xHBucgJCQEYJKnW1czKSE
complex:9cfj64xHBucgJCQEYJKnW1czKSE	Q96PD4
Q92988	P00519
NP_066289	XP_005273549
P50281	P00748
Q13393-2	P00533
Q10567	Q74R28
Q9HCU9	Q4LE39
P01375	Q15311
XP_005264831	Q96RL1
Q75QN2	Q9UL03-2
Q96RL1	Q8TAF3
O95486	Q15363
Q96CV9	Q8IX21
Q96GL3	Q06830
P11182	Q9HCK5
P03129	P01100
Q4G104	P54274-2
K7EJ81	Q7L2J0
P04908	B2R4R0
P00505	P11171
O95817	P63279
Q9NUX5-2	P62081
B0I1S9	O75365
O15530	P23470
NP_001230059	P43146
Q13077-2	XP_005274553
Q9Y5Z7	XP_005245457
K4PZ75	Q62083
Q86V97	O95166
P51813	P11309
Q99551	P46821
P00734	rogid:f64UUPSE9X2RFf2EN6nzbcuhU4432630
P51617-3	Q96RR4
Q9Y5V3	Q9UBX3
Q8TF76	P68431
P31946	rogid:dClXG92NNMtZl3mxl+fmhOtsFhA9606
AAL55399	rogid:bR/M7ys8LrzdSMhSsTIZiLbc6BQ32630
Q9CQQ7	H6UYS5
NP_001191809	Q05568
rogid:dbQQ8mIgc9+M6Cl4h3QTHVjLzG49606	P12757
P12755	Q68DB7
P27540	Q8BW74
P62136	P04296
P50402	Q16543
P31785	B0LPF3
P11678	P16333
NP_066289	Q86V90
O60603	Q8IUC6
P22392	rogid:RIhO7MFmoX4ykN6xiskUH2qDUm89606
Q15596	P05412
P05408	O43586
XP_005273157	Q9UPT9
Q969G3	P06536
Q9GZZ0	P31274
P27815-3	Q13501
L7RRS6	P97538
Q03113	P61586
P01877	O94921
O60494	NP_001157206
Q8WWQ8	A2VCK8
Q9Y4K3	Q9NRX4
NP_066289	P05023
O95402	P36954
P62314	P35222
Q09472	O15156
Q9JIH2	P52294
G4XXL9	P11171
P55010	Q9BW61
O08586	Q15599
Q9H0R8	P18708
O15255	P00519
P06748-2	Q9H211
Q6P4A2	Q7Z3C6
P08754	Q3V6T2
Q6ZUJ4	Q81S14
Q9Y4K3	P49411
Q9ULD4	B0LPF3
P04062	O35114
F5H282	O15379
Q06649	P07948
NP_066289	P17535
P10071	Q62520
P05106	P35968
P52435	P35269
Q9UM73	XP_005255246
P35221	Q9UHB6
Q69FE3	O60602
P56279	Q7CJG3
Q00987	Q9Y520
O75643	Q15796
AAC08953	rogid:0mfPuzSB9NiH++2fv+3iLPV+sUE32630
P01024	Q9NVP2
NP_066289	P36542
Q9UKV5	B0YIY4
P68104	Q16527
Q9NVK5	O00506
P23458	P51681
P06241	Q9HCQ7
Q9Y5B9	Q8TD19
P20338	A4FUG8
P31274	Q12926
O00141	O43524
Q92982	Q81K83
rogid:EbPDGaghJZBg9VHKcM+uhiUP4S09606	rogid:32PPZQuwiWbCzDJRREWO/vlBdlE9606
Q9NS56-2	Q09028-4
P28066	O76024
Q96RP3	Q08334
Q13099	O75940
P04233	Q81TW1
P60510	Q5SZD4
Q4VCS5-2	B7Z2P9
P12931	P54764
E5KS60	Q9HCK5
Q6FII1	Q16531
P35658	P38217
P62879	P50153
P23921	P30480
O60282	N0E4C7
P41279	B2ZZ89
O75460	P07823
P08670	P25067
O75364	Q13330
Q9BQI7	XP_005246706
Q9UBS4	P07823
O15504	Q03518
P97947	G4XH65
P11021	Q14790
Q92831	P25490
P57735	XP_005258557
P31150	Q86XK2
Q9NY15	Q81K82
XP_005254798	P46459
Q8IXJ6-2	XP_005267339
Q9UN72	L7RT18
Q01196	P16371
O15350	O12161
XP_005254673	P08670
P00558	Q9BSB4
P13050	P04003
P19525	P20639
A4D1G0	B3KUN1
P12956	Q0WJY2
AAA97522	P56270
Q9UN36	G4XH65
P84022-4	P61962
P55795	Q7L2J0
P40763	P52630
P07550	Q13639
Q9UHD2	Q9BRV8
D0PNI1	Q02790
Q9BWH6	P10809
Q16633	Q9BQY4
Q9P1Y5	P04350
Q92783	Q9ULH1
P29466-4	P46934-3
Q9NTJ3	Q81TU9
Q15036	P06241
NP_066289	P26358
Q9BUN8	P09727
Q99627-2	Q9H9Q2
rogid:aXEmrU+jTUvsimTnFKQoIpNDvxQ9606	rogid:F9vAWyEAgtfIdwKGz5Nq501/S+I9606
Q99816	Q14160
Q9UQ35	P09234
P63261	Q99759
L7RT18	O15524
NP_066289	P17302
P02461	Q81VT8
P46092	P80098
Q9BZG8	O15350-4
Q8NBK3	Q99714
O75367	P33778
Q96KB5	P16104
P01112	B2RS27
Q9UER7	P50488
P31016	Q9BYJ9
Q02363	Q16666-2
Q9BWJ1	P30307-3
Q9Y4K3	Q96CX2
P08047	P00846
Q9H444	Q70EL1
P09651-3	Q92552
Q9Y2T2	Q8ZD36
Q8TB93	Q9BRK4
P62877	NP_001089835
Q14457	Q9P0N9-4
Q14164	A7E2E1
P04843	Q8ZBZ9
P23470	O75145
P11277	Q8ZDX4
Q99942	NP_066289
P48067-2	P24046
Q9H0Y0	P30520
Q9UQ35	P31689
Q8IYB3	P31689
Q9BQ83	XP_005257138
P11274-2	P06400
P39687	P35222
Q15653	B2RTY4
P31948	Q9Y4K3
B2RBV7	Q9GZS3
Q9ULH0	P04629-3
Q15513	Q8ZJF3
Q4VCS5-2	Q86T74
Q02410	Q8ZD84
Q7Z408	P19174
E5KS15	E5KNU5
P06241-3	Q8N3X1
Q81XD5	Q96Q11
Q9Z101	Q12799
Q8NEZ5-3	Q7L5N1
P06241	Q92918
P78310	rogid:o1VXC+5G59os5Wi3DFCyg28nmIE28282
P68400	P00515
P35400	Q96S59
O95259-2	Q14721
A8K3Z6	Q9UJX2
Q9H0N5	O94880
O95071	rogid:wOHOpvxcbtMZcppLe0OLY2EvECg9606
P29692	P46821
C9JCN9	F1D8R3
O60783	Q14164
P01106	P55209
P13984	Q15035
E9KL35	Q8ZAR3
Q9Y6Q9-5	B2R4R0
Q86X55	XP_005246062
Q9GZR7	Q7ARD3
O75496	D6RGH6
P63165	P03116
P61968	rogid:uo+40RkVmZTAzxRAI8u3GBN5xgk9606
Q60592	P0CG47
O95863	Q60520
P62324	P15172
Q15147	Q05586
Q20BG9	Q9P289-2
NP_066289	P37231-3
Q15386	NP_066289
E7DVW5	A9UGY9
Q92844	Q7CL81
Q9BXW9	Q16658
Q9UJV3	Q61249
Q9H0R8	O15040
Q9H368	rogid:GOwvBoicC5iyghY7iTTziCHrOYA9606
Q9BQ89	P06241
B7Z4N8	P28074-2
P41597	P27986
XP_005245305	P25789
Q15788	Q9Y3R0
Q13224	P29323-2
O60739	P30085
Q15393	P04296
Q9UER7	Q8D0D4
P13693	Q15714
Q06609	rogid:p8e/S73NP+cgVmgKgIq2EiEo7d09606
P04181	Q9Y478
P04013	Q8TAE8
O95630	P70297
P31016	Q9BWE0
Q9UK53-5	O96019-2
Q9EPV5	O00291
Q96AE4	Q7ARE4
Q8NC51	O75815
B2R4P9	Q53GL7
P68133	B9A012
Q9NQ76	P12931
Q96RT1	Q8CZQ2
Q92956	P00492
Q01105	P01100
P03956	P08123
P28074	O43353
Q9Y265	P56537
Q8WWC4	Q15714
Q15181	O15379
Q74R28	Q9HCK8
O15264	Q15139
Q96DT6	P51784
Q9BT40	Q8TBB1
Q13042	Q9UJX4-2
Q81JR3	Q12912
Q8TF39	P58411
Q04724	P35222
Q7L2J0	P14678
P19785	Q969G3
P78329	B0LPF3
P09622	NP_066289
Q9UHD2	NP_066289
Q9NWK9	Q00987
P40189-2	P27986
P33240	Q10570
Q13547	O14519
P35222	Q81VT8
P31044	O15111
Q15428	O15042
P62495	P11940
NP_066289	Q9NZ01
Q9Y6I4	Q14344
rogid:dj3Y+bAjqF/z6K86Wz2pST5ERt83649	P04080
Q15185	Q9NRG4
Q53TM1	Q96BK5
O35716	Q93034
P47870-1	Q9Y6D5
rogid:ORNOrV4caThG5DScC8qfDsyZH5A9606	O15479
Q4VCS5-2	NP_066289
P19438	P03126
Q07020	NP_001230673
P09429	NP_001193767
Q15118	Q8N122-2
Q9UJX4-2	XP_005255181
NP_066289	Q9Y3I0
Q16656	P17676
XP_005253614	P63027
P84022-4	Q8QZZ8
P27540-3	P63279
Q6FII1	Q9UNL2
O75528-2	Q12962
Q53GS9	Q8WTT2
Q9P1U1	rogid:uhNqlnnpBzUPWQVNEurACdcSi1k9606
O35253	P36897
P62330	P55786
P12931	Q96Q35
P03129	Q01094
Q15642-2	P35222
Q8TDY2	Q15714
Q86T96-3	NP_066289
Q15714	rogid:iJ9NCmoQtxj7V/D2uY7we59pwH49606
P06241	Q8K4S7
XP_005252625	P37231-3
NP_001240615	H6UYS5
Q8WWM7	Q81KT8
Q9UBN6	P53396
Q96JK2	NP_066289
Q15796-2	O43684
O43597	B3KUN1
Q92783	P23458
P61457	Q96GM5
Q8IUD2	P22736
P06241-3	XP_005274553
Q96PY6	rogid:traHv8iIwMVJhsO/x3g+Mh0Nqec9606
P25787	A9UGY9
Q9UMN6	Q6ZW49
O88350	P06400
Q9H204	Q9P086
P15498	Q00655
Q8CCI5	NP_066289
O75943-4	P78527-2
P16452	Q9NUP1
P53680-2	O95782-2
Q15797	rogid:D377b6D1AHLXuPF0SvARqsbWBnQ9606
NP_066289	P02794
Q15796-2	Q6MZF9
O95400	Q15182
P18847-4	Q15744
P31044	Q99558
P78504	Q8ZCW0
Q9BVC4	O14920
Q13882	Q13444
P62258	P22626-2
O94776	Q8WWY6
Q961D9	P35222
Q13547	D6W5D9
A1A4S6	B4E1U9
P51571	P62330
P35268	rogid:E5Fva72BlX/OC8q8jFr/72yOrxc9606
O00410	Q658J6
O09528	P01730
Q16778	P16104
Q7Z5Q5	Q9NS91
Q9UHI6	Q9HAW0
O60282	Q9H0B6-2
Q9NY15	Q8CZY7
Q93084-3	P35568
O60739	E9KL30
Q99728	XP_005274205
P41236	P19784
P42574	P78344-2
P51693	O88746
G4XH65	P13010
Q93009	Q14669
NP_066289	Q96EY1-2
O95402	Q9Y3C7
Q03405-3	P05556-2
O00458-2	Q62141-3
Q12988	Q5UIP0
O43463	P10827
Q9Y266	A9UGY9
Q9GZT3	Q9BQ83
O43524	Q02790
Q92610	Q9UL03-2
NP_066289	Q9H211
P24534	Q14240
P06239	rogid:oVSSJ7b4aYOQLhkFKlSgg2ZpyBg0
O75398	P61968
Q9UM73	P57075
P28482	NP_579883
Q00987	Q8WXA9
O00141	P48048-2
Q08999	Q13616
P60510	P15924
P28700	Q9BV79
Q14145	Q658J6
Q13501	P78509
Q9H2X3	P13688
Q9UNL4-2	P61830
Q8N2W9	O43541-2
Q7ARF1	P06396
A7E2V4	Q7CIS2
XP_005248033	P48643
Q9NZQ3	Q60437
A8C4L5	Q96BA7
rogid:L2ARYAED2y5ss7YtAJN01xvpoR49606	rogid:z7IXMRTSCBRlk50bWbBudCGErKk9606
Q92598	P54274-2
P08069	P23727
B0YJ88	P10911
Q3TS44	Q9UM47
Q14689	P01137
Q99623	P24468-2
Q5BJD5	O75365
O43491	Q81VV3
Q66LE6	B3KUN1
Q92574	P60709
Q9BQS8	P27694
Q9BZ71	Q81ZG1
P00533	O89100
Q00987	Q12840
XP_005257685	Q9H944
P05019	P24594
NP_066289	B0YIY4
P29074	B0LPF3
P32121-2	Q8TEY7
A4D2P1	Q6XW05
NP_066289	A0M8W4
Q8IUQ4	Q69ZI1
Q53SE7	P03466
Q9Y6Q9-5	P05412
rogid:pzifYBE7IN1bsU/X8QDEh8WHw7Y9606	Q9NYU2
Q9GZN1	P25786
Q13077	P07174
P33176	P62330
Q7Z5J4	Q96IT1
NP_671491	P25490
NP_066289	Q13887
XP_005246706	O60563
Q7Z4Q2	O75365
P07737	P07830
Q9D1D4	Q14596
Q81JW1	A0AV96
Q15126	O14827
Q14204	Q29RX4
Q14457	rogid:rMFU7lqCAoeDdIfc6FB3iOlVXzY562
NP_001269883	XP_005267151
P51149	Q15382
P30480	O75534
Q66K89	Q13535
Q9H6T3	P48643
Q9Y613	P01112
O15111	P38646
Q9J0X9	P25963
P27038	P12645
O60895	O15432
NP_066289	P53667
P00519	Q9Y2J2
Q9P2D6	P61457
O43586	Q9Y5K6
P49815-5	P67775-2
Q96QV6	Q9NS91
O95425-2	P56545
P20659	Q9UNP9
P15498	P09619
Q15554-3	Q16720-3
Q99075	Q05516
Q8IZD9	P16333
O60244	Q93074
XP_005246062	Q9H836
P37231	P08238
Q9BUE0	Q93074
P01024	B1ANK7
Q56A76	P24864
P10244	Q16254
Q9Y265	P04632
P28074-2	O95163
H6UYS5	Q9CPU4
B4DIZ2	Q9HCM9
O15399	XP_005270398
B0LPF3	rogid:CzrPJjh17+dtjGSwLeRw0xo2MjA32630
NP_066289	Q6IQ55
P46781	Q7L2J0
P49840	Q6UWE0
Q9BYZ4	P49841
Q14164	P50502
Q9BQ83	Q15008
P27037	Q5JR98
P02340	Q99986
P0CG47	Q9UT81
Q6P2Q9	P14678
P40227-2	XP_005267626
P20916	Q9J3M8
O77932	XP_374318
Q9UHP3	NP_002263
Q15303-3	P01135
P20226	P03255
XP_005249267	B3KUN1
XP_005271593	Q9UKS6
Q9Y572	P62140
P52434	Q8IXW5
Q9P0L2	Q7L7X3
P68105	Q06124
O75969	Q9BZX4
P28482	Q7LCB3
P68133	P42759
A4D0W0	O43172-2
Q13563	O00165-5
B2R4R0	Q8CIG8
P35564	rogid:pzifYBE7IN1bsU/X8QDEh8WHw7Y9606
Q99627	Q9Y239
P40337	rogid:I0Ro3HSRiCuSTSbbiEfjCCZAk/o9606
P16220	P45481
Q13588	P11274
Q08380	P41279
Q99536	Q6ZVD8
Q9JIA7	P06241
P29597	XP_005269167
P46414	Q5MJ70-1
P78559	Q62976
Q15796	P09496
Q9HAU4	Q9NZU5
O00506	XP_005267626
O43524	O75323
Q9Y4K3	P00492
Q9UGI0	XP_005265914
Q96SB4	P25555
L7RT18	P20810
O60315-2	P49715
XP_005269162	Q92769
P0CAP1	P63167
P68371	P62258
Q5VVJ2	NP_066289
P01100	Q12968-4
Q15008	Q9BSL1
P08069	P22223
L7RT18	O95886
Q6P1N0	Q96CF2
O14641	P06821
Q92769	O96028
NP_066289	XP_005269939
NP_001257997	O60563
XP_005246267	NP_066289
P21675	P06790
Q9BWH6	Q7L590
Q13191	P35568
P78396	P49674
Q16585	NP_000222
H9ZYJ2	P55789
Q9H6Y7	P61081
P61457	Q9H9B1-2
P27986	O43493
P31016	Q9P232
Q9CQE0	NP_001186776
P42167-2	J9JID7
Q9Y2H0	P16333
P25788	Q3KSU7
P31943	Q9Y5A9-2
P19235	P42230
Q9BUJ2-3	Q7L2J0
Q8N2W9	P02340
P10276	P14866
XP_005274205	Q9NXA8
P63208	Q7ARD3
P28702	Q9NVR0
A8K5I0	P61956-2
Q86VL0	P52435
Q03013	Q5UIP0
P57735	Q8N465
P35555	P05121
Q13148	P42574
P47866	Q96RP3
Q9UP38	A4D0V1
P40305	Q8ZCW0
E1P5Q0	Q96CF2
Q9D646	P15924
Q13485	NP_001186776
Q9H3H9	Q96EI5
NP_001258090	Q969G3
Q155P7	P06400
P70392	O60763
O00505	O15151
O75688-3	O15111
K7PPA8	Q8ZJL7
rogid:3GilwqS4csV8LvvR72ulHAcle3A31647	Q6FHJ7
Q96NS5	P16333
O00231	Q9BQ83
P28340	B0LPF3
Q96BY2	Q9HCM9
B2CIS9	Q96FW1
P61218	Q9NWA0
Q9NQ55	Q9NX58
Q9H668	Q71SY5
P02299	Q86YP4
B2R4P9	O00257
Q9UQ80	A9UGY9
P49336	P17676
XP_005257685	O75427
Q9Y4K3	rogid:nMWdfF3YumkAAZ+xtVVlhtjq/3U9606
G5E9M8	P70168
P63261	Q7ARD3
Q15554-3	P50750
Q92759	P18074
O75604-3	P36776
P25101	P43250-3
P15056	Q969H4
P26951	O60674
P56537	P30085
AAQ19857	rogid:QV5LiJ7IPWJvGq1VAER1sBMYgzY9606
P99024	H6UYS5
Q9UNM6	P23508
P06748-2	NP_005308
Q71DI3	Q6IE81-2
P22001	Q14005-2
P63165	P52597
rogid:ItYiOuKfCmnuTOYJeqQupU8n4fU9606	rogid:C1bpI/HQ/WyWaTnQkQWcBtqT0uU9606
K7ENL3	Q14765
P06241	P35968
Q9NRA8	P60228
P35467	Q02790
NP_001191809	O95786
Q08554	Q9Y478
Q9BRX2	P55036
Q9NZN5	Q13618
Q6FII1	P31942
P10244	O75376
P42566	Q9JJ50
Q96CW5	Q9NRH3
A8K401	NP_066289
P28749-2	XP_005252789
O75688	A0N4V7
E9PJK2	P68431
Q6ICG6	P31947
P19532	Q8WUM4
P35579	Q9BX84
P04350	Q13084
Q13546	O43318-4
P30480	P22061
B2R4P8	P20424
P30480	A4D105
Q5QGS0	P54274-2
Q92830	Q92878
XP_005249923	Q969G3
Q96HP4	Q8Z9U1
Q9NYJ8	O60907-2
P61088	Q14164
Q96SB4	P26368-2
Q9H081	Q9BZD4
E7ET96	O88522
Q9UQ35	P31943
P62983	Q13485
XP_005252052	NP_066289
O95400	O75531
Q9BTK6	B4DPT1
Q9Y250	P30307
NP_066289	P27708
Q07820-2	rogid:rMFU7lqCAoeDdIfc6FB3iOlVXzY562
Q14164	Q9BVK6
Q26366	P28347
Q13438	Q81JY3
Q8IX85	Q96MW5
P35638	rogid:r5ifikVSXuXpcIUa7N8wgy+mezw9606
P12931	P10301
NP_001035544	Q5T2W1
Q15643	P10827
D0PNI1	Q5SW79
B1A4G6	Q96DZ1
Q14152	Q9H4A3
P22304	P01100
Q15836	Q96AJ9
Q9UFG5	Q96L14
P00747	Q6V4L1
P09651	Q74XD3
D3DPA4	P97343
P84022	rogid:dbQQ8mIgc9+M6Cl4h3QTHVjLzG49606
P01106	P03129
P05093	P00167
P04271	Q9Y2Z0-2
P02679	rogid:6hyFhPkGRhZHgunNIgHF5zruRoQ9606
A8K2I7	Q14114
P05549	Q9XSY1
Q5RKT7	Q9Y3C5
P62745	P52565
XP_005246706	Q99459
NP_066289	O95278-2
O15304	Q8ZJP7
B4DQB3	P52333
Q00987	O14503
O75164	P06400
Q06787	P67809
Q9NQS3	Q62083
P63261	O60716-5
Q8WYA6	Q99459
P00734	B4DN26
P46459	Q969Q5
P22607	Q75LH2
P25963	Q60680-3
Q8TDB6	B2R4R0
D3DU92	rogid:vRJeaNwvDCOTUpHDSZoxwCN2cVQ9606
O68752	Q6UX65
P43403	Q81JW1
Q16512	Q6FIF0
Q9NUW8	P16104
P01106	Q05084
Q53HL2	P63279
D3DR86	K9JA46
Q00987	Q9H1E3
Q9BUI4	Q8WUA4
Q9UHK0	D3GC14
P04899	P25025
P31016	Q9BTC0
Q08211	Q96SB4
Q6PSM0	O00165
P03126	Q13227
Q9UHR4	P54274-2
P46092	P13500
P57058	P53667
P68363	P62877
O95977	O15304
P56537-2	O75822
Q5JY77	O00222
Q9Y3S1	P06241
Q96JB5	Q7Z6Z7
Q9BVP2	P54274-2
B1A4G6	Q8N5K1
P56524	B0YIY3
A2I2P5	Q8NBB4
Q99704	Q06124
Q9NZI8	P26378
P22736	P62195
Q15835	O76070
Q15554-3	Q6PI48
Q15653	O95816
Q9Y5B0-2	P19784
P51784	P49790
P06748	Q81R83
P31016	Q12789
P13693	Q15796
Q7LG56	Q92878
Q86UR1	Q7L0Q8
P11233	Q62825
P31044	XP_005273549
Q9C0C9	A7E2E1
Q96S59	Q81KT8
P35609	Q9CPU7
Q9Y2S7	Q7Z5Q5
NP_066289	P35606
Q9BVR6	Q8N6Y0
P63085	Q16828
Q9UKD2	Q9Y4K3
P14780	P16035
NP_066289	Q9H5H4
Q9R012	Q96AX1
P08670	P55212-2
P15927	rogid:euYNuUO1H7iaSXCvQ08kb0A8SzU10090
Q16827	P42768
Q8TDV0	P22466
Q12933	Q8TDY2-2
P08247	P19235
O09053	P63279
P15336	P28482
Q15643	Q81MS2
Q8CWG5	O60449
Q8BJL1	D3DPA4
B9A6J2	O75365
P09496	P35222
Q9Y6Q9	P06536
F1D8N4	P53804
NP_001170859	P09382
Q7L7X3	O43318-4
Q13946	Q81N22
O94782	P14923
rogid:Dbv9oksH0pPSbdFFMr6U5FH7nbY9606	rogid:hNnMN9nobPggM2RbcRBB4yOfMuw9606
Q92900	Q08491
P23588	Q93009
rogid:4vrAAp6/bQO56e8jFaWraC8w2Yo9606	AAK94805
Q07960	P04035-2
A4D2P1	Q85737
Q96QL3	rogid:EXc3/J7Uwultih+5mHzC9oPWT9o32630
Q14839	Q96ST3
P10721	Q5H9R6
Q84L30	Q16186
Q00987	Q62446
A8K639	Q14164
P05109	P54274-2
O60739	Q96CX2
P46379	Q81VV7
P48645	Q13424
Q969Q1	Q5T653
O60739	Q86YL1
P51693	P01100
Q9H0R8	Q13043
P60022	P51684
P01137	Q8ZIL4
Q6PKC3	P58680
A4D1C5	P09619
rogid:9yPxMo+kaP/Z73A8sR/jnmmSJv411103	Q9NNX6
P23470	B2R6Q4
O60613	P30504
Q9UKE5	Q9NX58
NP_066289	O14682
O60264	P25916
P08047	Q8ZBM0
P37231	rogid:zI6CFsOqwyLXqXyh9KL2KB9qkTY9606
P54132	Q8N2Z9
B0LPE5	Q52LW3
P00519	P20774
P53992	Q15363
P10145	P03956
Q9NVM9	Q8N201
H6UYS5	Q91VR7
Q14126	Q01107
P20963	Q99700
Q14145	P60520
Q969G9	Q92997
Q9NUX5-2	P33897
Q13620-3	Q86VZ2
P41091	NP_066289
NP_066289	Q9NVW2
Q03135	P03301
Q15797	Q922Y1
Q00987	P52736
O35613	Q86Z02
Q9UQ35	P08670
P09429	P26358
P42224-2	P51681
Q9ULL4	P08581
P09651-3	XP_005267633
Q9UJ98	Q9UQE7
P61964	P62195
P26640	P40337
P43694	F1D8R8
O75608	P03496
Q9Y4K3	P78417
Q13351	Q60520
O75592	Q8ZJJ5
P22612	P09430
O43684	Q16186
P49450	P35226
XP_005257685	Q86V48
Q8TD06	P47017
Q01543	Q8ZAB3
Q9UN37	Q9NZZ3
P30874	B1ALW3
P62826	Q99932
Q9X365	K7PPA8
P28676	Q69022
Q9BV40	Q9Z2Q7
P28223	P51812
Q15796-2	P23743
Q8WUM4	O95166
P31016	Q8IZC4
NP_001191809	Q13489
O43791	P35226
B7Z4S1	P13984
Q96BP3	Q8ZCQ2
Q15811	O75940
A4D1C5	O15530
A8K4G0	B0LPF3
Q9H1E5	F1D8R3
O54833	NP_001186776
P10845	rogid:IUTlpJ/FM82OvD7v0v/FbStnXF09606
Q08554	O95249
P15559	Q9UNE7
XP_005256043	Q9UN19
Q15554-3	Q9P2F6
P13807-2	Q9H0R8
B1A4G6	P62714
O43240	Q5UIP0
Q12959-4	P48050
Q9NR19	Q7CHW4
Q8N3V7	Q9H4A3
P16104	NP_057852
O00442	Q99459
O94855	Q00536
L7RT18	Q9UBM4
Q99683	P09211
Q92905	XP_005248398
P31947	Q86YV5
O60762	Q15714
Q13177	Q8WV41
Q9HAU4	P19429
Q8N448	Q67296
O75489	NP_066289
O75376-2	Q13501
XP_005274254	P21579
Q8BGH2	H6UYS5
O43707	P35228-2
Q7Z6H2	P61981
P25787	P54274-2
P55085	D3ZV15
Q7Z3K3	P28808
P29350-3	P12931
P12004	Q7Z5Q5
Q7L7X3	Q13043
P42694	Q8ZIH1
Q14155	Q96G23
P30480	P20290
Q9Y6Q9-5	O54915
P68133	P53814-5
Q9UGI0	Q96HS1
B4E1P5	NP_066289
P11387	XP_005246706
P24610	P54727
Q9P2W3	P78352-3
P23297	K7PPA8
Q12959	Q9ICL1
P56537	P09936
Q96ST3	P12757-5
O60507	P32246
P15311	Q9BXM0-2
Q59H77	P78318
Q13177	P50395
Q7ARD3	P07858
rogid:U4lejty34X5Sj2JqFO6z4CiSE149606	rogid:58dVi5gh5j6jgaJk7m0qSTljsys9606
Q6P9B9	P52434
Q4LE39	Q01094
Q969R5	A4D177
Q53GS9	O43290
Q9UQ35	Q9NZK5-2
P24941	P13535
B4DGD6	Q9NWA0
P78345	L7RT18
Q13352	P08559
P31016	P31321
Q8IZ03	O14879
Q8IWE5	P51151
P00519	P06865
P54132	O15287
NP_001191189	rogid:wOHOpvxcbtMZcppLe0OLY2EvECg9606
Q13283	P54105
Q9ULV5-2	Q9Y2P5
O95477	P53667-3
Q9Y4K3	Q8V2D1
O14964	P0CH28
P13796	Q81MS2
Q9Y258	P32246
NP_066289	O60825-2
Q01105	P29372
Q8IZP0	B0LPF3
Q86X55	Q9Y2X8
P31271	Q99687-3
Q8ND25	P49427
P08949-2	O14773
P49792	Q9UBT2
P02461	O01949
P08069	Q9P104-2
O00376	Q81WR4
P17844	P50616
D3DR86	P08238
A8K2H7	Q13424
P36952	Q9Y6M0
P68133	Q8WYA6
rogid:Npu0/QPO37JjgPqW0PwUeQPvGp09606	rogid:qs6hMtvvMWbCduYpT9uclfTLRHg9606
P36873-2	Q92736
Q9UQR1	F1D8Q7
P07437	O14964
P35968	Q13535
P62306	NP_001239085
NP_066289	P08708
P25685	Q9Y4R8
O95954	Q9H2K2
Q969H0-4	Q13887
G4XH65	P61158
P04075	Q53T76
O43679	Q8TAP4
