a_alias	b_alias
POLR2D	CUL5
NUBP2	PFDN6
PDIA3	MTAP
GOT1	SBDS
EIF3M	MMS19
THRAP3	SF3B2
RPS23	RPL21
MT-ND1	PARK7
SRPK2	TNFRSF10C
ITGA4	HMGB1
DCD	UBD
TXNDC17	TYMS
WSB2	CUL5
GDI1	HIST1H2BO
PSMC2	TXNL1
PRIM1	POLE
KCNQ4	DNAJA1
RPS25	RPS3
PPM1G	NCBP1
PAK2	YWHAG
RPSA	RPLP0
DRAP1	SUMO3
UBR4	LARS
EEF1A1	CUL5
RPLP2	NEDD8
RPL15	DARS
ITGA4	GSTP1
RPL14	HSP90AB1
CHCHD6	TMED4
LAMTOR3	RALA
VCP	CENPH
CPSF6	TTN
ATP6V1C1	MGST3
RPL24	MAGOH
CAND1	CIRBP
RPS8	CUL5
KIAA1033	FAM21A
WDR92	WDR4
HADHB	ATF2
RPL4	RPL23
S100A9	DDX21
UBL4A	ACAT1
RPL7A	PABPC1
SRPK1	FGF12
CAND1	DDX18
CAND1	KPNA2
CAND1	HSP90B1
CLNS1A	NEDD8
HIST2H2BE	USP22
CAND1	THRAP3
RPL24	RPL19
SRPK2	GABARAP
ADSL	PDE12
CAND1	PURA
RPS14	RPL9
UBL4A	HNRNPF
RPS21	RPS2
CPNE8	CYSRT1
SPC25	MMS19
FBL	RPS14
RRS1	DHX9
RANBP9	GRK5
RPS11	PRPF4B
CRYAA	CRYGD
GSK3A	PRKCH
PAXIP1	RBBP7
EIF4H	G6PD
MAGED2	TRAP1
PSMB6	PSME1
CUL3	PDHA2
YEATS2	POLE3
MED26	TAF9
KRT6B	UBASH3B
TXNDC17	COA7
IGBP1	PPP4R2
UBE2N	VPS33B
APOA1	SERTAD3
CAND1	RPS2
G3BP1	EDC4
ZNF593	PFAS
HTR1A	FGFR1
SLC7A5	NOS2
ZNRF1	ZNRF2
RPS3A	EIF3E
CYP4F2	CYB5A
RARA	TBL1XR1
YBX1	CAND1
RBM42	SF3B2
ATF2	SERPINH1
TUBA1B	RPL18
DDX39B	WDR74
RPS25	RPS23
CSTF2	GET4
COPS5	RPL9
TRIM21	CDC34
MDC1	CDC5L
TCF25	XIAP
HUWE1	UBE2G1
FAF1	CARS
SMC4	SUMO1
ZNF16	COL1A1
HSPE1	HSPA9
FBXO6	NCSTN
FTO	CKB
HDAC6	GRK5
RPL22	CUL1
RHOBTB1	CUL5
SS18	YWHAG
CRTAP	SH3GLB2
MYBL2	SPTA1
SEC24D	CARS
EXOSC4	DIS3L
EIF4A3	MOB2
RPS11	SND1
CDK3	RB1
SUZ12	RARA
KRT5	NEDD8
DCUN1D3	CUL5
RPL27	RPL6
PLOD1	CUL5
TRIM21	UBE2L3
USP7	CUL3
PC	PRKCDBP
SRPK2	SERF1B
SEC23A	CDK2
MCCC2	UBASH3B
JUP	NENF
CLNS1A	S100A6
TYRP1	TF
MDC1	MYL12A
TSR1	YES1
RRS1	NCSTN
SNRPA1	TPR
SRPK2	FAM90A1
CTNNA1	USP11
PURA	RFC3
SNRNP70	CUL3
LNX1	SCLT1
CAND1	MRPL15
GCLM	SORD
HSF1	RPRD1A
TBCB	PTMA
ITGA4	RPL7A
CUL5	ZCCHC11
CCDC47	COPS5
WNT1	POLR2C
RPS15	RPL7
UBB	CUL3
KDM1A	SLC25A20
NDUFB9	ABCC2
RPS7	CUL5
RPLP0	SNU13
ATXN1L	SUGP2
NEDD8	KRT24
NUP107	UBD
EIF4B	CTNNA1
STAM	TBCK
LEO1	SSRP1
COPS5	CPNE2
RPL18A	PA2G4
KCMF1	PSMD7
RPL8	MAGOH
DGAT1	APOA2
ATP5L	CDK2
GNL3	SUMO1
MPHOSPH8	MTRNR2L1
SPEN	BPGM
SCYL2	MAGOH
ZNF326	SNU13
MOB2	STK38L
TUBB6	TUBA4A
RPL24	RPL7
PCYT1A	S100A13
SSR3	SND1
CHAMP1	TTC4
LAMTOR3	RHOB
MRPS23	MRPS27
RTF1	TRPM8
MRPS16	ATXN10
RPSA	VDAC2
SRPK2	RIT1
RPS8	CUL3
CLDN2	LNX1
MAN2A1	FLOT1
MID1IP1	APOE
TUBB4B	CUL5
EIF4EBP1	STK3
EIF3A	MSMO1
QARS	RPL19
RPS13	CUL3
ATP5A1	CDK2
LUC7L3	SMU1
RPL18	RPS5
DHX34	EXOC8
SAMHD1	TRMT1
MTA2	UBD
EIF4A3	SNRPD1
RPS12	RPL18
SART1	S100A9
MMS19	QSOX2
PREP	UBD
XIAP	PFAS
PNN	EIF4A3
CUL1	SSRP1
EPAS1	MED11
RPL30	CDK2
BARD1	SRRM1
FUBP1	MRPL2
RRS1	RPL19
COPS6	DCAF12
NDUFA4	CUL3
EEF1B2	HSPD1
DDX6	UBD
CAND1	PCMT1
TUBB4B	ATP6V1B2
MTA2	POLR2A
SRPK1	CLIC5
SRPK2	CACNG2
CAND1	MRPL3
KPNA6	CUL3
TAF10	KPNB1
ZC3H11A	SERPINH1
MED17	MED11
RPL38	PLCG1
LIG4	COA7
RPL37A	CAND1
HSPH1	METTL21A
UBA2	SRXN1
ARIH2	PARP6
S100A8	COPS5
MRPL58	CLPTM1
TRMT10A	ARPC3
CYB5A	CYP3A5
FOSL2	SRA1
RPS13	NACA2
CCNB1	RB1
RPL4	RPL18
RPS6KA3	GDA
TRIM39	POLI
CAND1	SRSF9
BRIX1	CUL3
EIF4B	NUP153
DYNC1H1	HTATSF1
TXNL1	NCAPD2
FKBP10	ZPR1
WBP2	UPP1
SERPINH1	SUGP1
TBCA	AHCYL1
EIF4B	CUL3
RPS21	RPL7A
LPL	CUL3
LAMTOR5	LAMTOR1
XIAP	LATS1
TRIM28	CUL2
RPS12	CUL3
SOCS3	TNFSF10
UBE2R2	RAD23A
COPS5	DEK
CAND1	FAM69B
MRPL53	MRPS28
KHSRP	CUL3
METTL21A	HSPA2
NUDC	FAM129B
RPS26	RPL11
HSPA6	CUL1
PHPT1	ZPR1
MRTO4	NMD3
MRPL23	RPL23
AMPH	MANEA
KDM1A	SLC4A1AP
EIF4A3	DHX15
KRT6A	COPS5
PFDN1	PFDN6
SAP18	NCSTN
ITGA4	CHD4
MAGOH	RAN
HMGB2	PGD
PAXIP1	MCM6
HNRNPDL	UBE2S
XPO1	SLC30A1
SLC25A5	RPSA
MIF4GD	PDXDC1
RPL10A	CUL3
SUMO1	ZFP91
VCP	CCT5
UBE2L3	FBXO2
EEF1A1	RPL12
DHX9	PSMD13
MRPL19	MRPL13
UBL4A	RPS27
CUL2	KRT10
TALDO1	THOP1
CAND1	MRPL19
CUL2	COPS4
KHDRBS2	TMEM14B
EIF4A3	RPL6
RPS8	RPL35
TROAP	DYRK1B
SERPINH1	TPM4
RPS11	COPS6
FARS2	CUL3
TCF4	IRF8
MED16	MED13
SKIV2L2	CUL3
FUBP1	DDX19A
EIF4A3	SNRPB2
RPS11	RPLP0
UBD	CXorf57
KPNB1	CDK2
PSMA5	UBE2C
BARD1	PCYT1A
SRPK2	CHD2
PSMD13	SHFM1
YWHAQ	CDK16
ITGA4	SSRP1
RBM8A	SRPK1
CDC20	GMNN
POLE3	CPSF2
MCM4	FKBP4
RICTOR	DDB1
SBDS	MPLKIP
PHAX	CUL3
MYL12A	HYPK
PSMD3	SUGT1
ATF2	PDIA3
MDH2	CDK2
PGD	CDK2
PRPF6	PRPF3
ARL8B	ATP6V1B1
TXNDC9	HUWE1
SRPK1	SRSF12
CAND1	PLOD3
COPS5	DCAF4L1
MRPL53	ACAA1
MED1	EPAS1
ABI2	CCDC36
RFFL	USP7
FAM189A2	CALCOCO2
ATP5A1	FLOT1
REST	FBXW2
S100A16	VAMP2
TUBA4A	CAD
MDC1	RFC4
SNRPF	IFIT3
RCN2	HTT
PIP4K2A	GRK5
PCM1	CEP131
CORO1C	TPM4
BABAM1	PDHA1
SRSF9	SF3A3
BAIAP2	SRPK2
ASNA1	RARS
PINK1	MARK2
SERPINH1	AGMAT
SQSTM1	MTOR
VAMP3	UBD
ZNF16	FHL1
VCP	YWHAE
EIF2S1	NCOA5
CRYAB	GFAP
THOP1	PPM1G
PCNA	CHAF1B
HIST1H2AD	RPL18
RNF34	UBE2D2
MRPL13	MRPL24
IFIT1	SNRPE
GSTP1	MAPK1
RPRD1B	TTLL12
LAMTOR3	NUP58
RPS21	RPL10L
FAM3C	MPV17
RPS3A	RPL27
PSMB3	CUL1
SIAH1	KLF10
COG7	CDK2
EHD2	DHX16
CHAMP1	TRPM8
MAPRE1	PAFAH1B1
RPS11	RPS27L
MMADHC	MMACHC
OXCT1	NCL
RBBP7	CHRAC1
SNRPA1	SF3B2
SND1	EIF3CL
SH3GLB2	THG1L
ITGA4	KHSRP
RPL4	RPLP1
ERO1A	CBS
RPL24	RPS3A
AES	HNF1A
PAXIP1	SPOUT1
MED14	MED16
PA2G4	EIF3K
ALB	PLAG1
COPS4	RBX1
ATXN1L	GORASP2
TIMM44	SBDS
DNAJB11	CORO1C
WDR1	C11orf58
DLAT	MMGT1
RANGAP1	ACTR3
CAPN1	GINS2
KIAA2013	HSPA1L
PMP22	GNPTG
SDHA	CUL5
NFKBIZ	LCN2
CAND1	SKIV2L2
VDAC2	ZNF454
CAND1	KRR1
RPS11	RPL18A
COPS5	KRT10
YBX1	TUBB
XRCC6	CSDE1
VCP	PKN2
PAFAH1B1	EIF5
TCEAL4	HECTD1
CCT4	CUL5
USP28	USP7
MAGOH	SF3B2
YWHAQ	CDK2
RNF111	KRTAP5-9
HAT1	COPS5
PAXIP1	BABAM1
EIF4A3	BLM
SERPINH1	TBL2
MSH2	SART1
C9orf78	UBR7
NUDC	CORO1C
CAND1	SLC25A5
MPST	SEC22B
ATP6V1A	TXNL1
MYBPC3	CUL1
PDIA6	CUL3
THRAP3	MAGOH
IPO9	PLIN3
ATF2	HSPH1
LTV1	RCN1
SLC25A5	RPL23A
SIN3A	EPAS1
KLHL8	DCUN1D1
YWHAQ	TFEB
SNRNP70	HSPA5
CCT5	GNB1
SF3B4	PHF5A
S100A16	MSN
ZPR1	AHCYL1
UBE2O	TRAF2
MRPL53	ZC3H11A
MRPS30	MRM3
ATF2	HNRNPH1
RPL26L1	RPL27
PPA1	HSPD1
EPRS	ATP6V1B2
MAGOH	PLRG1
CSNK2A1	BHLHE40
HIST2H3D	EP300
SAMHD1	FAF1
MDC1	COPE
RPL24	FARSB
RPSA	HIST1H2AA
PRPF19	RPS10
STIP1	IGBP1
TRMT1	KARS
MAGOH	AQR
SRSF7	SRPK2
DHX9	RPSA
WDR4	UBQLN2
ALB	THRAP3
RPS14	RPS18
CCND1	CDC27
EIF3K	METTL18
PSMB3	CFTR
TUBA1A	UBL4A
RPS8	RPL36
IDH1	NME1
TTLL12	PPME1
NEDD8	KRT10
RBM3	CUL1
NUDCD2	SEC23IP
PA2G4	RPL15
BASP1	CRYZ
EIF4A3	RPL7
NMI	H1FX
RAD1	MSH6
PIK3CB	CBL
NOLC1	GRK5
USP28	OTUB1
MAGED2	EID3
SRPK2	ADPRH
EGR1	DPY19L2
RPA1	SMC2
SPOP	PIP4K2B
GLA	ZNF622
MED10	IRF1
ITGA4	LSM3
SAV1	CUL3
PTRF	TMED10
PUM3	CUL3
RPS12	RPS10
CAND1	DIMT1
PAXIP1	NCAPD3
MRPL51	MRPL37
MDC1	CPSF6
UBL4A	SNRPE
RPLP2	NPEPPS
DEK	CDK2
MED26	CDK9
PSMA5	NOS2
TP53BP1	PSMC5
KLHL18	COPS3
CFTR	SARAF
DDX39B	RPS7
TOMM40	NDUFA7
UBL4A	RPLP2
RPL8	SUMO3
EIF3J	XRCC5
RPL22	COPS5
DHX15	NDUFAF4
MMS19	FANCI
CSE1L	MMS19
ATP5B	CUL3
TRAPPC10	TRAPPC8
HSPA5	METTL21C
TRIM56	LSM2
SERPINH1	HSPA5
RBPMS	MGAT5B
LAMTOR3	SPCS2
NUBP2	TARDBP
UCHL3	UBXN7
SUMO1	PLAG1
CUL5	CUL3
CUL3	RPL6
CUL3	PDPR
LARS	DARS
LRWD1	DDB1
LIG1	PRMT3
TRIP6	UBA2
SEPT11	SUCLG1
EZR	HEXA
RFWD3	COA1
CEP68	USO1
USP39	TRAF6
CUL1	KRT75
THOC1	ZNF830
CXCL8	NFKB1
RPL4	EEF2
RFFL	OTUB1
FXYD7	APOE
ATXN1L	AFAP1L2
ATXN1L	ANKHD1
TRIM28	DNMT1
RPL37A	RPS3A
STK38	MTOR
RPS3A	RPL11
INPPL1	PPP4R2
MRPS9	MRPL39
HMGB3	MCTS1
CUL3	PRPF39
DNAJA1	HTT
C9orf72	SRPK1
APOBEC3G	CUL5
TAGLN	RBM27
SRPK1	FHL1
CPD	RAD18
TUBA1C	UBD
PRPF8	RANGAP1
SARS	GTF2A1
SERPINH1	LANCL1
CCT8	UBASH3B
TRAIP	UBE2D2
CCNB1	ANAPC11
NABP1	INIP
ITGA4	INPPL1
LGALS3BP	CAND1
CCT5	CDK2
CCT4	XPO1
TRIM28	SNRPD1
BARD1	PDXK
CBX8	NCL
VCP	TOP1
PAXIP1	PHB2
RPL22	CDK2
ADSS	CUL3
VCP	HELLS
TSG101	VCP
STAM	UBQLN2
SF3B4	TIMM13
TUBB	PSMC5
HMGB2	SCAF8
ATF2	SLC25A12
EEF1G	CUL2
SNRPF	S100P
TBC1D4	YWHAE
UBE2I	UBD
CAND1	RPL38
EPRS	SRSF10
ARNTL2	RORC
NCSTN	SSRP1
SRPK2	CLIC5
PFAS	SGTA
CUL1	CKB
ITGA4	HNRNPH1
SARS	XPO5
HSPE1	WDR1
CISD1	RPL6
CAND1	KHSRP
RPS3	UBA52
SRSF5	CDC5L
SWAP70	PPP2R5C
COPS5	C10orf55
NUP50	KIAA1033
MME	DNAJB12
STRAP	UBD
EIF2S1	STRN
IDH1	ADSS
UBL4A	SPIN1
YBX1	COPS5
EIF4E2	DIS3L
SNRPB2	CUL3
ULK4	UBE2V1
NCOA1	CXADR
MAGED2	EID1
PEX14	AGPS
FLOT1	MRPL55
NDUFV2	SUCLG2
RUNX1	CDKN1A
ACO1	DCPS
IARS2	JUP
CFAP58	COPS5
PDCD10	UBR7
CXCL11	NFKB1
POLD4	POLD3
SRPK2	ERN1
NUBP2	UBE2R2
EIF2B2	RFC4
HIST1H1A	EP300
EPB41L1	COPS3
GRK5	U2SURP
RSL1D1	NOP58
HSPA4	FKBP5
RPS11	RPL7A
CBX5	MAU2
DDX39B	EIF4A2
HIST1H2BJ	NEDD8
EIF4A3	RAD23B
ITGA4	NCL
SAMHD1	XPO7
TRIP6	GGH
SAP18	SMARCA5
DCUN1D1	CYB5D1
KIF5B	PSMA5
CUL3	RCN1
GNL3	RPS7
TALDO1	ADSS
RSL1D1	COPS5
YWHAQ	UBFD1
PSMB4	PSMD2
ZFR	S100A10
CAND1	MRPL12
DCUN1D3	CUL3
CTPS2	PLIN3
HSPA4L	GARS
PEX14	TTC1
RPL37A	RPS12
EPS15L1	NCAPG
NBR1	UBD
RPS11	RPL4
BARD1	LARP7
RPL18	RPS23
METTL3	UBD
PTRF	GTF3C4
VASN	RPL15
MCM6	CDC7
SUGP1	TAGLN
SNRNP200	COPS5
RPL22	RPL15
UCHL1	DDB1
UBE2M	UBD
CAND1	AMPD1
HNRNPF	CDK2
EFHD2	RCN1
PAWR	VPS29
FBXO6	NAGLU
SLC9A3R1	TKFC
CENPQ	CENPN
YEATS2	KAT2B
SRPK1	FLOT1
CAND1	RPS23
RNF2	NOTCH1
TXLNA	IARS
ENO2	CUL3
SEMG2	CDK10
EAF2	AFF4
ITGA4	SEC61B
RPS14	RANBP2
FLOT2	HNRNPUL2
MDC1	COA7
ITGA4	PPIL1
PGK1	ATP5A1
PTRH2	ATP6V1D
DYNLT1	DYNC1LI2
CCT8	VCP
MDC1	TAGLN2
KRT76	COPS6
CAND1	RILPL2
BCS1L	UQCRFS1
RPS13	RPL11
NDUFS6	MPV17
CUL1	MRPL12
PRKCDBP	CDH2
ITGA4	CAPN1
SF3A3	TTC4
ATP5O	RPS10
ACTR1A	MYCBP
CD2AP	HUWE1
AKAP8	CUL3
TNRC6B	PAN3
RPL14	RPL9
TERT	DKC1
CAND1	ZFR
BARD1	UNC13B
FOXK1	USP24
HSPH1	PRMT3
CUL1	CLTCL1
PPP2R5E	CBX5
CAND1	HNRNPDL
LRRC14	COPS4
DDX5	CUL2
BUB3	CUL3
EGR1	MIIP
LIG4	FAM214A
OXCT1	RBBP7
TTC1	XPO7
RPS2	CUL3
FKBP9	UBA6
NUDT21	EIF4H
ANKRD13B	EGFR
NOMO1	CDK2
MMS19	UBD
MSH2	ATP6V1B2
PGRMC1	COPS5
CRNKL1	PRPF8
HSF1	TPRKB
VDAC1	MDC1
RNF2	OTUD6A
CUL2	GDPD3
RPS11	FBL
SMC4	PLEC
GTF3C3	CPSF1
MYBL2	CLTC
NEDD8	POLR2B
IPO4	CUL3
SARS	TBCD
ARF4	GRK5
ATP6V1B2	ATP5A1
PSTPIP1	UBE2W
ALB	CHKB
MDC1	ZNF251
SRPK1	P2RX6
TUBB6	TUBB4B
TRA2A	CUL5
SENP8	RPS14
HSF1	ANKMY2
LIG4	TAGLN2
MCM2	HSP90AB1
HK2	NUBP1
CUL2	XRCC5
RPLP1	RPS17
MRPL24	MRPL4
TRIM28	BAHD1
PSMD8	DHX9
STAG2	SNU13
DYNC1I2	VCP
SUMO1	E4F1
TUBB	SYK
KIF5B	EPB41L1
SRPK2	C1orf35
SF3B3	STOML2
UNC13D	VPS37B
FUBP1	MRPL38
DCUN1D3	UBE2M
ZFP36L2	CUL3
MDC1	PYCR2
ITGA4	CNBP
RICTOR	PDIA3
TRIM28	CDC34
PNP	UBD
CCT8	TRIM28
RRM1	CDK2
RPS8	ADRM1
PRDX1	PRDX6
MRPS27	DAP3
BNIP3L	GABARAP
SDHB	TMED2
KRT9	UBASH3B
ECHS1	UBE2V1
FTSJ3	HP1BP3
CAND1	SRSF5
HNRNPA0	CUL2
ACTA1	ACTG1
LIG4	TOP1
NPLOC4	MTPN
NDUFA12	NDUFA9
FAF2	LPCAT1
RPS15	MRPL24
FDFT1	UBL4A
UBL4A	ACTB
CBX7	DCAF7
STAG2	UBD
NDUFS8	HSPA9
NDUFA12	ATP5C1
SUMO1	KTN1
APRT	NAPRT
NAP1L1	NAP1L4
G6PD	ZNF622
H2AFZ	CENPA
TUFT1	BIRC2
CUL2	RPL27
PSMA5	CDK2
MRPS5	C1QBP
YWHAE	G6PD
COPS5	DCD
RPS3	RPL15
YWHAG	TRIM32
GLA	GNS
WHSC1	CTNNB1
VCP	CDK2
C1QBP	TFB2M
CDH2	NENF
GNPDA1	CDC34
UBE2D2	RNF151
EIF4H	MRPL44
RPL9	RPLP0
BRAF	HSPA9
YBX1	CUL2
SRPK1	ARL6IP4
SRPK2	ADGRG5
NDUFB7	NDUFA2
HSPA4L	PUS7
DYNLRB1	CUL3
SFPQ	SF3B3
RPL27	RPS29
RPS12	RPS29
MED1	ZNF281
TBL2	GRK5
POLR3C	POLR3A
IFIT1	MOV10
SUPT16H	PNKP
RFFL	ATXN3L
UBE2F	DCUN1D3
ERCC2	UVSSA
CUL1	DNAJA1
RPS27	PNO1
SRPK1	SERF1B
MED18	EPAS1
ARL6IP1	ACSF2
SERPINH1	ZFR
SMURF2	EFNB1
RPSA	RPS29
CUL2	RPL7
NAA15	VPS26A
NDUFA7	RANGAP1
PSMC3	ADRM1
NUP37	LNX1
DNAJB1	ZNF16
ZNF362	SUMO1
MARCKSL1	RALB
CDH2	NACA2
YWHAQ	UBE2V1
PAXIP1	FEN1
HIST1H2AE	NEDD8
PDIA3	GARS
SFPQ	FBXO6
RPL18A	RPS16
GOLGB1	ERGIC1
CAND1	H1F0
RAD23A	GTF3C4
PREB	CORO1C
HIST1H1B	GJA1
RPS8	UBL4A
COPS5	PRDX1
TRAPPC3L	TRAPPC10
CUL1	MARS
S100A9	LUC7L3
HNRNPH1	RANBP2
HSPH1	SEC23A
UQCRFS1	MPV17
RPLP2	PA2G4
FBXO6	PLD3
SEC24D	GTF2E2
COPS5	DNAJA1
ELK1	MAD2L2
PAK2	YWHAE
THOC3	NCBP1
CPSF6	ZBTB8B
STON2	COPS4
ITGA4	SNRNP70
COPS5	BYSL
ALB	APOA2
ATF2	S100A11
TLN1	CDK2
STAM	UBQLN4
ZC3H18	SNU13
BARD1	TRAPPC11
MRPL37	MRPL24
MED6	MED11
PSMB1	RPS23
SNRPD1	MAGOH
TWF2	PLAA
CFB	ALB
GFAP	UBD
PCID2	CUL3
UBA5	PARP6
HEXB	GTF3C4
EEF1A1	RPL23A
TMOD3	NPC1
KCTD10	NEDD8
TBCB	MYO1E
MED26	TAF7
SRPK2	SLAIN2
RBM8A	CIAPIN1
CAND1	MMP2
PDE3A	MMS19
SLX4	DDB1
PPIA	RPL23A
PHC2	ENKD1
ATG7	PPP2CB
LATS2	CDK2
HNRNPF	DNAAF5
VCP	BAG2
DR1	WDR5
RPL36	RPS16
TUBA1A	TUBB4B
CDK2	TKT
RPL24	VPS35
NUP188	NDUFS4
UBL4A	RPL27
YBX1	PSMB4
SRP14	SNRPD1
TOR1A	FBXO2
HSPE1	THOP1
KRT7	AP3S1
UBE2L3	UBE2B
CERS2	FLOT1
NUP214	CUL3
TRMT1	DARS
SRSF5	PHGDH
SDHA	LRRC8A
RPS26	RPS14
BAG2	AHNAK
SUPT16H	NCSTN
COPS5	RPL21
RARA	RSF1
KIF5C	CUL1
AHCYL1	SPR
RPL24	TIMM13
TUBB6	CLU
RSL1D1	NOLC1
UBE2I	MTA1
YY1	SNU13
RPL4	NOP58
APEX1	ARIH2
ANAPC10	ANAPC15
IRF2	DST
PEX14	PEX2
AGO1	CUL3
RPS10	PRPF3
BARD1	HSPA14
RPL18A	RPL12
LAGE3	TP53RK
GLS	CUL5
RPS21	RPL23
MRPL53	STX7
DEPTOR	CUL1
QARS	CDK2
MAPK1	MINOS1
UQCRC2	ZNF326
PEX14	SLC27A2
RPA1	SMARCAL1
PAFAH1B1	SLC25A10
SNRPD1	HSPA5
IGBP1	RPLP1
SMAD1	GSK3B
SNX1	SNX32
LNX1	PKDREJ
BAP1	USP21
RAB11FIP4	ARF6
VMA21	PLIN3
CDH2	PRPH
CHD4	TBL1XR1
ITGA4	LRRC59
BLM	COPS5
SERPINH1	STX7
EEF1A1	PHGDH
SUMO1	TSHZ2
RPSA	HSPA5
LTV1	TUBA1B
NPLOC4	PLIN3
MEOX2	ATXN1L
NFKB2	CRP
PSMD3	PSMA7
SRPK2	PRKAA1
S100A8	TFAP4
RWDD4	CUL5
TBKBP1	AZI2
H3F3C	KAT6A
NDUFS8	COX15
HNRNPH2	MAGOH
SUMO1	MAP3K1
CAND1	HNRNPA3
CAND1	CPSF6
CAND1	TFG
RPS23	EIF3E
STK38	NOTCH1
SDHB	ATP5B
RPS8	RPL18A
HP1BP3	PCDHA2
COIL	VCP
PPP1CB	CUL3
WDR4	XPO5
VCP	TMED10
HSP90AB1	RPL10A
SRSF2	EIF4A3
SSSCA1	UBE2V1
ATF2	DDX39B
EIF4A3	GNL3
MRPL19	CUL1
DCD	CDK2
RRS1	RPL11
HSPA1L	CBL
FBXO6	HRNR
XRCC6	CTNNA1
BNIP3L	GABARAPL1
CAPZA1	GJA1
SRPK1	ADPRH
ZFR	CUL3
MRPL16	MRPL14
NDUFS7	NDUFS4
TWF2	TLN2
ATF2	LDHB
MRPL14	MRPL4
INPPL1	IQGAP1
YBX1	SF3B2
LIG4	MT-CO3
CUL3	NAALADL2
RPP30	KIF15
GINS4	PPP1R2
ATP6V1B1	CHMP3
C11orf58	GDA
GLA	FBXO6
CDK19	GNAQ
TRIM28	CCT2
COPS5	ABCA10
CDC7	ICK
EGFR	ODF3L2
RPS21	RPL19
CUL1	ATP5A1
SBDS	STOM
NCL	RPL15
RPL14	CUL3
PSMD9	HNRNPF
CDC37L1	FAM129A
RPS8	RPL11
RPS11	RPL18
GNAI1	PTH1R
YWHAQ	NEDD8
NUP214	PNPT1
SART3	TPR
ACTR1B	CUL3
TOM1L1	ZPR1
EIF4A3	SPIN2A
MRPS10	MRPS14
TAF5	CUL3
YWHAQ	NOS2
CDC73	BCL9L
SRP14	DDX5
FAM162A	IWS1
CSNK2A2	CBX4
NCL	RPL11
POLD1	CCND3
APEX1	PABPC1
RPL19	KARS
ARID3A	TP53BP1
HMGCS1	KARS
COPS5	HNRNPUL2
PSMA4	UBD
LRSAM1	USP21
PRPF19	COPS5
CCNB1	SDHAF2
TUBA1C	CUL2
NABP2	EEF1A1
TXNL4B	XPO1
GAPDH	GBP1
RUNX1	MPO
ADAMTSL4	CYP2S1
CDC37L1	USP25
LAGE3	SEPHS2
RAD21	SMC2
ACTB	CUL1
RPA1	HERC2
PAAF1	PPP4R2
CAND1	EIF3D
RPL36	RPL21
HIST1H1C	CUL5
RPL38	IGF2BP3
MRPL40	MRPL14
SF3B5	VRK1
SUMO3	ZNF141
RRP1B	APOA1
YWHAQ	MYCBP
DCUN1D1	ZNF699
TUBA1B	TUBB2B
VASN	RPLP0
MDC1	ATXN2
SRPK2	ADAP1
RPA1	ATM
MRPL42	DDX28
MYO1D	MDC1
DLST	MRPL49
ADRB2	USP20
UBE2N	TRIM39
CRYAB	MIP
CUL3	TNRC6A
HSPA4	DNAJC5
RPS10	RPS9
OSBP	USP11
RHO	VCP
IFIT3	HNRNPDL
SNRNP200	KIAA1033
RPS8	HADHB
DHX57	BARD1
SLC38A2	MCU
UBL4A	KHSRP
AIRE	UBAC1
UBL4A	LRRC59
IGF2BP3	CDK2
HNRNPH2	DCUN1D1
VPS26A	H1FX
ZNF16	EEF1A1
FBXO6	ATP5A1
DDRGK1	MTERF3
MRPL57	MRPL38
CAND1	RBMX
TMOD3	PSMD9
CCT4	TXNL1
RPA2	CUL3
TTLL12	USP34
CUL3	LDHA
TRIP6	SGTA
EGR1	MGARP
KPNA2	UBD
STT3B	PLP2
BABAM1	AKAP2
QARS	RPL15
CUL3	KBTBD8
LCK	SOCS1
NUP153	NCAPD2
GSS	PDIA4
YWHAE	PROSC
SRP14	WDR4
KHSRP	CIRBP
ATP6V1B1	MRPL50
VCP	CLASP1
ATG7	CTTN
ADNP	PHGDH
RBM3	CDK2
PITRM1	APP
MDC1	HINFP
TUBB2A	CDK2
BLZF1	CKS2
TUBB6	PEX14
DDX39B	UBE3A
DNAJA2	CUL3
DSP	CUL3
HSPA4	FAM114A1
PSMD8	HNRNPA0
PPIF	NABP2
HSF1	PLIN3
RPL10L	RPS10
RBBP7	CBX5
PSMC3	PSMB3
SFN	G6PD
VASP	FOXK1
DDX5	THRAP3
G3BP1	PABPC1
XPO1	CAPN2
IKBKAP	CUL3
NOS2	PSMA1
FOXK1	FAM129A
TUBA1B	CCT2
BZW2	CTSA
ATP6V1A	UBE2S
VCP	POLR2B
TUBB4B	CAD
POLD1	CUL1
SRP14	RPL14
YWHAG	GRK5
PSMD8	TXNL1
QTRT1	UBD
BARD1	SRSF5
UNC13D	XRN2
DHX9	COPS5
CUL2	FEM1A
RRM1	EEF2
UTP15	UBD
RPS26	RPS2
YWHAQ	ARHGAP23
FBL	RPL15
TUBB4A	CAMKMT
RNH1	RAB1B
HIST3H3	NEDD8
NANS	GBP2
SLC25A6	RPL10
CDC20	RNF34
XIAP	CCT2
TUBA4A	CRYZ
UBD	HSD17B11
PRMT6	HIST2H2AA4
ITGA4	IGF2BP2
CUL1	RARS
RSL1D1	DDX21
ITGA4	PFKL
RBM12	RAB3GAP2
RPL7	DDX21
UBD	CEMP1
TUBB4A	FAM86B2
FLOT1	UBD
GID8	HSPD1
SRPK2	PTBP1
TUBB4B	COPS5
SENP8	CUL2
SSB	UBA2
SF3B3	UBE3A
TUBA1A	CUL3
WDR77	APEX1
