a_alias	b_alias
RPN2	ARF6
RPS6KA3	FGF2
EIF3C	EIF1AX
HSPA4L	TRAF6
CBFB	MAP2
CDC34	NFKBIA
EPB41L5	ATG12
EPC1	SRF
C1orf106	SFN
INA	TANC1
PSME3	IKBKE
ANP32E	FOS
SNW1	ZSCAN1
EMSY	CCAR2
JCHAIN	IGHM
EIF3L	TMBIM4
WDR70	WDR48
PIK3R1	MYLK
GHR	PTPRC
PACSIN2	WASL
HDHD2	LUC7L2
PSMD4	PSMD5
HNF1A	RYR3
NEK6	TNPO3
STRIP2	STK25
USP11	PIK3C3
PNPT1	MCC
NMT1	HPCA
IL19	IL20RB
CLNS1A	EPB41L3
S100A4	AREG
LAT2	CBL
SMC1A	MSH6
CCNE1	RRN3
PSMB1	WRAP73
UBE2I	TSC22D1
SCHIP1	NOP58
EIF1B	PSMD13
NFAT5	PLCG1
MAD2L1	MAGEB2
AGGF1	RAE1
XIAP	AIFM1
HMGA1	ORC1
ARIH2	GFI1
TMEM160	GABARAPL2
HDAC1	NKX2-5
UBE2O	CPNE2
PBDC1	CTNNB1
PSMA6	RNF185
SRRM2	EIF4A3
TAF11	TAF7
CD28	NCL
USF1	XRCC5
ITGB3BP	ABCF1
NEK2	MAD1L1
MED1	TRIP4
PTPN22	WAS
SIAH2	SPRY2
GORASP1	TMED3
NFKBIA	HSPA5
CASP3	MLH1
COPS6	KLHL15
BOP1	WDR48
EXOSC10	SP1
GAS1	SHH
CLSPN	USP7
RNF43	UBB
RUVBL2	TFPT
AKT2	PHLPP2
CDC34	CDKN1B
SMAD2	NAP1L1
INTS5	INTS10
IKBKE	RPS9
PLCG1	FLNC
FCER1A	ITIH2
CEBPA	SUMO3
PPP1R14C	SAP25
PCNA	ATAD5
GABARAPL2	ST13
PAK2	EIF3I
NR2F1	CBX5
TRIM27	CHUK
TKT	MCC
GIPC1	COPB2
TAB2	RIPK1
COPS5	KLHL15
ERBB2	RANBP2
SRC	PRKCH
MBD3	SIN3A
OAT	PTP4A3
MAGED2	ATG2A
AGO4	SLC25A10
PRKCD	ABL1
RPL24	MAGEB2
IKBKE	TARS
EIF6	LRRC59
PRKAB1	RCC2
SNRPB2	HTATSF1
KCTD13	SRPX
FYN	TGOLN2
FASLG	TNFRSF1A
C11orf58	MARK2
IL7R	ARPC5
NCL	RAC3
EIF2B5	CSNK1A1
FYN	IL3RA
ADGRA3	DLG1
CAV1	PRKAR2A
PSAT1	TNIK
CNOT8	LIPM
TRIP6	TRIP11
TRAM2	POLR2A
PA2G4	ATR
PACSIN3	KHDRBS1
MYBL2	NLK
KRT7	KRT27
SEC61B	SEC63
COPS6	KLHL18
ATN1	ZNF608
MRPL40	USP44
ACAP1	NCK1
PHF21A	ESCO2
SLC25A5	NFKBIA
GAB1	SHC3
HIST2H3D	KAT6A
RFXANK	TBR1
STUB1	DNAJC13
SMAD2	PREX2
TRIP6	CMBL
NELFCD	TSG101
SEMG2	KLK3
MRAP2	MC4R
SFXN4	BABAM1
UCHL1	USP21
IGFL3	IGFLR1
TIMP4	MMP1
FAM179B	SUMO1
ITK	ABI1
RIF1	PAFAH1B3
PPP1R13L	TP63
IKBKE	UBE2K
CORO2A	TBL1XR1
ZBTB9	PARP1
MSH2	MCC
HSF1	MTA1
LGALS3	ATP5D
ARF6	MCM3
TNFAIP3	MCM6
DLX2	DIP2A
PRTN3	F2R
CHD4	HIST1H3J
CASP3	NUCB2
HDAC2	CDK7
PAFAH1B2	PRKAB1
RBBP8	FAM175A
SRRM2	RPS13
RNF8	MCPH1
MEIS1	TLX2
USP39	PRPF4B
CNTNAP2	KCNA2
TNFSF11	KHDRBS1
PRSS1	SERPINB13
TUBA4A	SMAD1
FYN	ASAP1
NUDT9	MDM2
ABL1	NFS1
FYN	ISG20L2
GNG13	GNB2
BBS4	ACY1
GNAI1	S1PR1
ATF4	KAT2B
TRAF6	MT-CO2
TTC27	BRF2
USPL1	ICE1
PKHD1	PKD2
RBX1	ABTB2
SCHIP1	EEF1G
MAP1LC3A	GPSM1
VHL	ATIC
HEATR1	PELO
FLNC	CAMKK2
MAGED1	GET4
PIK3R4	UVRAG
PARD6B	PRKCG
CD3E	JAK3
LEO1	CTR9
SMAD1	HOXD13
PFKP	GABARAPL2
VENTX	TLE1
VAV1	PLCG2
TUB	PIK3R1
KCNA1	KCNA4
GSPT1	PRKAB1
TMED2	MCC
SRC	DLGAP3
DDX3X	RAD51C
HDAC4	CAMK2D
SEC61B	ASNA1
INTS5	ASUN
GOLGB1	GORASP2
MCTS1	UBAC1
MOB1B	MST1
COPS6	NEDD8
STRIP1	STRIP2
RUSC2	RAB1A
ALG2	SRI
RRM1	FTSJ1
APBA1	CACNA1B
CDK8	PARP1
SPEN	PAK1
USP1	PHLPP1
KCNJ16	KCNJ2
RUVBL1	STAP1
NPM1	CNBP
TRAF6	DDB1
RNF8	BRCA1
HOXA11	YY1
KAT2A	USP22
ISG15	FUT4
PSMA6	VHL
SRC	FCGR2C
MAP3K8	HSP90AB1
IRF5	IRF1
ABHD16A	PTGS2
CYB5R3	PRKAB1
CDC20	UBE2C
SNAP91	NECAP1
PCNA	CCL2
RPL32	PAK2
SRC	TRAT1
TUBB4B	AGO4
FOXL1	BMPR2
XIAP	CAPNS1
SUMO1	GCM1
CAMKK2	ATG4B
EIF6	EIF3I
HSPA8	NFKBIE
KCTD10	USP13
REXO1	TCEB3
RPS3	YWHAE
WDR34	TAB3
IKBKE	MRPL12
ROR1	WNT5A
FGF2	A2M
ID3	ELK1
TMED2	CASR
EP300	GTF3C2
ARF6	COPS4
ZNF217	KDM5B
EIF1B	PDCD5
SPRED2	CBL
TIMP2	ECHS1
OLIG2	SRRM1
TAGLN2	TRAF6
IGF2R	TGOLN2
TRIM28	RUVBL2
EPC2	MORF4L2
HNRNPUL1	LYAR
TAF9	SUGP1
KHDRBS2	HSP90AB1
KPNB1	LYST
MRPS31	LYST
GAS2	CAPN1
EPHB2	NUP153
HOXD3	ALX4
YWHAQ	MAPT
PTK2B	DCC
USP11	CS
VHL	ATP5F1
HSPA4	OLR1
PNP	TFB2M
ERBB2	CDH1
PTPRJ	INSR
HDAC4	CTNNB1
PSMD4	CUL1
UBE2E1	ARRDC1
IL7R	HSPA1L
BAZ1B	HIST2H2BE
CTNNB1	SOX17
TRIP4	PAX9
DMWD	PFKL
POU2F1	TEAD1
PRKAA2	ACACB
SNURF	UBE2D2
HIST1H1A	ADPRH
XRCC6	PDX1
GNAI1	EPOR
RIT1	CUL3
TJP1	PVR
MAPK1	CCND1
FYN	DKKL1
WDR82	KMT2D
PITPNM3	CCL18
ETFA	PRKAB1
SUZ12	PPP1R8
LRRC59	PRKAB1
USPL1	ELL
MTPN	PRKAB1
VPS35	PRKAB1
PIGK	CANX
GABRB1	PIK3CA
UIMC1	THNSL1
AKAP13	TGM2
RPL37	ZNF24
TMED10	GORASP2
TUBB4A	TF
G3BP1	NUP214
HMGB1	NEUROD6
FBXL3	CUL1
NCOA2	SRCAP
YWHAE	TBC1D3F
PAXIP1	HIST1H3J
PPP6R3	ANKRD28
DEDD2	RHOXF2
TSSC1	QRICH2
GATA4	KLF13
IKBKB	FLT3
PIAS4	TRAF7
CASP3	RNF2
MAD2L1	UBE2C
CLIC1	MCC
PAF1	WDR61
PFAS	PHB2
BECN1	EXOC8
MTA2	FKBP3
RARA	MAGEB2
ABCA1	PRPF8
SS18L1	SMAD1
KPNB1	NUP62
RPAP2	POLR3B
USP20	MAP7D1
HHIP	IHH
MOB4	MCC
MEPCE	KIF11
RTN4	ATL1
HIST1H3J	L3MBTL1
IGF1R	EGFR
ACTB	EPB41
IRF3	TIRAP
HABP4	PRKCG
PPP2R2B	SERTAD4
VHL	FLG
ACTR3B	MYH1
ATN1	CBFA2T3
FOS	CTNNB1
ATXN1	ATXN1L
EGFR	HIST3H3
IKBKE	EIF3M
SH3GLB1	MTA1
DSP	PSTPIP1
MED7	MED31
PACSIN2	DNM1
CTPS1	PINX1
TAF9	HAUS6
EIF1B	TSN
RNF123	MAP1LC3C
OXSR1	SLC12A1
ARF6	OAT
CDC34	FBXW2
HIST1H1C	NCL
DNAJC6	AP2A2
CLIC1	MLH1
SMAD1	FOXO3
ARF6	RPN1
C3	MASP2
TMEM33	TSC22D1
ATG9A	MAPK14
TUBB	NFKBIA
CDC23	CDT1
HOXB9	SOX15
EIF6	AHSA1
TSG101	DCTN2
HES4	CMSS1
USP20	PLEKHA7
SUMO1	C5orf42
PTPRO	MET
STAT5A	NCOA1
TRIM21	TNNI3
SCT	MEP1B
OPRD1	GRK2
TRAF6	RTN4
CBFB	JUN
PRR14L	PPP2CB
FYCO1	C18orf8
HEY2	HAND2
MAGEA6	IMMT
SMARCA5	CDT1
SRPK1	SRSF4
RRN3	TAF1A
KPNB1	HIST1H1C
ZBP1	KRR1
INPPL1	ABI1
COPS6	FEM1B
SQSTM1	MRPL38
KPNA2	SUN2
ARL14	PSD4
RAB7A	PSMA7
SRC	PRKCI
MAP1LC3C	FNIP1
NBEA	ABL1
PIN1	RARA
MTA2	MED30
KAT2B	NFYB
SCUBE1	SCUBE3
TUBG1	GTSE1
CNTFR	ABL1
PCNT	MTA2
ADRM1	PRDX1
ARID2	BCL7C
RUVBL2	CDK7
MED1	MED31
ERCC3	ZSCAN1
GINS3	MCM6
ING5	MCM4
CHMP1A	USP54
MED26	POLR2C
MED10	MED9
DDB1	TLE2
EPRS	DUS2
PCNA	FTSJ1
PTPN6	KIR2DL1
PCNA	TIMELESS
FAM110A	ABL1
EFTUD2	PTP4A3
PVR	CDH1
USP19	CANX
G3BP1	IFRD2
TRIM21	EEF1D
HDAC6	SYK
VAV1	MERTK
CLOCK	KAT2B
GABARAPL2	CUL3
MAGI2	CTNND2
FBN1	LOXL1
GADD45A	CDAN1
ITGB3BP	RPL6
TFE3	PSMA1
ACTA1	XIRP1
SUMO1	RPL27A
RRAGD	CHST15
PTTG1	RAE1
HIVEP2	RFX1
GSK3B	TUBG1
PHB2	EPB41
TUBB3	LIG1
SOS1	SH3PXD2A
EIF1B	RBBP4
SUPT4H1	HTATSF1
RARA	TDG
HIST2H2BE	HIRIP3
GGA2	ARF1
DVL2	GABARAP
TRIM28	ARF6
COPS5	DCAF11
EN1	TLE1
METTL16	MEPCE
PHLDA3	POLR1C
HSPA6	MEPCE
UBE2M	MCC
DDX58	UBE2D2
EHD2	AP1M2
SKP1	CDKN1A
DDX42	MEPCE
KDM5B	PRDM13
TIMM17A	PAM16
TAF5	TBPL1
TRIP6	S1PR1
CD3EAP	POLR1C
AGO4	PGAM5
PSMB9	ABCB5
MLLT1	WDR5
USP11	FBXO45
NLRP2	WRN
VDAC3	IKBKE
ING5	KAT6B
MARCH5	TRAF6
CUL1	PSMA4
MAT2A	TRAF6
MAP7	PCBD1
JUN	CITED1
SRC	AKAP6
ADRB2	MAGI3
ATAD2	E2F1
NRAS	GRB10
BRF2	ZW10
CAV1	STRN
CARM1	ELAVL1
DMWD	GALK1
RSL24D1	LYAR
TMBIM6	TRAF6
STIP1	GAPDH
ZNF423	EBF2
SASS6	CETN3
HSPH1	HSP90AB1
NRIP1	E2F1
PSMD11	RIF1
FYN	F2RL2
HOXC9	NMI
ETS1	RPL13A
MRPS23	ATG12
ARHGEF7	CASK
NCK1	FYB
EGFR	AGTR1
RAG1	NCK1
STRIP1	PPP2CB
WRAP73	UNC45A
SMC1A	ATR
TRAF6	PCBP1
HIPK2	TLE1
VHL	RAB5C
UBE2B	IRF7
CASP4	SNRPA1
DNAJB6	PHLDA3
KAT2B	CTNNB1
CTCF	SMAD4
ZNF165	ZNF24
MAPRE1	DST
UBE2L6	FLNB
TMEM50A	RANBP9
KLK6	COL4A3
ELL	MLLT3
MID2	TRIM32
FOS	TLN2
HSPA4	HSF1
SRC	ZNF658B
HDAC3	GATA1
SS18L1	USP30
FAM65B	WNK1
DTX3	UBE2DNL
MPG	RPL35A
CHUK	HIST3H3
DPF2	SMARCC1
SNAI1	HDAC1
PSMD3	ACTR3B
WDR48	POLR2I
NOTCH3	NCK1
RUVBL1	TELO2
EIF3F	CFLAR
STX1A	SNPH
THRA	XRCC5
NPHP1	ASAP1
SLC25A6	TMEM62
SMAD2	TOP1
FTSJ1	PSMC1
GLI2	HDAC1
SNW1	SMAD4
EXTL3	SRC
AGO2	FXR1
SERPINA4	CTSD
DYNLL1	HDAC6
UIMC1	SSU72
AHCY	EIF1B
PTPN4	NCK1
AMY1C	MUC5B
TBCA	RXRB
CDC20	CDT1
PMP22	CANX
SMAD2	TUBA1B
FTSJ1	TMED10
IKBKE	MSN
TCEAL2	TFCP2
PNMA1	PRKCG
KAT2B	CDCA4
SRRM2	EEF1A1
ZFR	MEPCE
FBXL12	RBX1
NFYB	TAF12
GABARAPL2	GABARAPL1
TRIM21	AGO4
SRC	DAPP1
FYN	BRCA2
PSMD7	KTN1
IKBKE	IRF7
SAYSD1	UBE2DNL
RPSA	HSP90AB1
SET	UBTF
SRC	PHACTR2
DDX5	IKBKE
CENPA	CENPT
RAB11A	VHL
CAPZA1	PRKAB1
ALB	YWHAG
ICAM3	PRKCQ
TRADD	UBB
COMMD1	CUL5
VHL	UQCRFS1
XBP1	PSMA7
COPS6	DCAF11
MYO1D	TSC22D1
GABRG3	GABARAP
NEK8	NCK1
SRC	TNFSF11
CHD1	CEBPA
KAT2B	HIST1H3J
HDAC1	GLI1
ASB8	HOXD4
OMP	BEX2
CARM1	RABGAP1
ACTB	EPB41L3
EIF6	SHMT2
JUNB	APLP2
MMP15	COL1A2
SRC	TXK
UBE2Q2	MGRN1
KCNMB1	MT-CO1
POU2AF1	GTF2H1
AUP1	BRF2
SS18L1	ANKRD22
RPAP2	ARMCX3
MORF4L2	TLE1
EGFR	MT-CO2
ATAD3B	USP11
GPI	IGFBP3
SRC	SHROOM2
CDH1	VEZT
NLRP2	MEFV
ITK	CD2
RAB11A	IKBKE
TBK1	TRIM27
PPP2R2A	PPP2CB
GGA1	UBB
RET	FAU
MC1R	MRAP
CD59	TMED2
PTH1R	GNB1
RHBDF1	TGFA
MED14	MED10
PRKAA2	STIM1
SMC1A	STAG3
UBA5	GABARAPL1
PLK1	RGPD4
CAV1	IGKC
PIN1	EPB41
HSPA8	JUN
LGALS9	APOE
TOB1	CNOT3
NAA15	IKBKE
ZZZ3	GATA1
SCML2	USP7
TNFRSF1A	CRADD
CDCA8	RCC2
MAGEB2	RPL29
ZZZ3	BLZF1
NFKB1	PLS3
SNX9	SYNJ1
SBDS	CLN3
ALK	MAP2K7
GRK3	CCR5
RPL32	IKBKE
MAGEA6	CUL2
RPA1	MCM4
IKBKE	PFDN1
AKT2	CDC37
XPA	CD3EAP
PPP2R1B	HSPD1
AKT2	PRKCZ
RPS3A	SGK1
AHCY	MCC
IRF3	NUP62
CPSF3L	INTS1
ID4	PIK3R1
BAZ1B	HIST2H2AC
CCNA1	EIF3I
FYN	TRIM39
TRAF6	VDAC2
NOD2	CARD8
GHR	NCK1
CDK8	KAT2B
HDAC4	SP1
GADD45A	HIST2H2BE
MED4	TRIP4
CBFB	DST
CASP7	NUCB2
EIF6	MYL6
TBK1	DDX3X
CCT4	HNRNPH1
PDXDC1	PTP4A3
GNA12	NAPA
HOXC11	SP1
KAT2A	CEBPB
EN1	JUN
RUVBL1	C12orf45
EEF1D	EIF6
NCK1	AKAP2
INTS5	INTS4
CIAO1	WDR5
CUL1	CTNNB1
VCP	CFTR
RPA1	TOPBP1
UPF2	EXOSC2
SLC6A12	LIN7A
COX5A	PINX1
PRKCSH	IKBKE
BAD	PRKCI
ATP2B1	YWHAE
SMAD2	SRSF5
FURIN	NOTCH1
ADORA2A	NECAB2
PSMA6	MCC
INTS5	INTS6L
TEC	PTPRB
HSPA4	CUL5
RXRB	SSB
EIF3A	ATG12
SMAD1	NUP214
CAPZA1	TRAF6
EZR	RHOA
GRM1	KPNA1
TAF11	GTF2B
TTBK1	TUBB
FYN	GNS
CD2BP2	SYNJ1
GFI1	UBE2I
PPP2R2D	PPP2CB
SET	CTCF
ATP5I	FOS
FOXO1	PAK1
YWHAQ	MED1
PSMA7	PRKAB1
FYN	SNX12
MORF4L2	KDM5A
PRMT6	PIAS1
VHL	PCBP1
SQSTM1	STXBP1
OTUD7B	YWHAB
PTGES3	IKBKE
CFTR	MYO5B
HSPA4	LIMK1
GLTSCR2	USP45
TNFAIP1	KCTD13
EIF1B	SSR4
SUV39H2	ABL1
SMYD2	SNRPB2
MEP1A	SCT
ACTA1	TMSB4Y
RALBP1	GTF3A
PIK3R1	DLGAP3
MEPCE	LARP7
PFDN5	VHL
RPL32	LYAR
MED16	MED12
SATB2	TP63
XIAP	TRAF2
GNB1	MCC
TNFRSF14	C19orf70
SERP1	SGTA
HEXIM1	BRD4
MTPN	FTSJ1
GNL2	FOS
NUDT5	PRKAB1
C20orf24	NUP93
EFNA2	EPHA4
SNX3	NCK1
CARD11	MAP4K1
PI4K2B	CASR
PLCG1	SEC24B
LNPEP	SLC2A4
AMER1	CTNNB1
NRGN	PRKCG
MED14	BRD4
INO80B	INO80
PRKCSH	TRAF6
RUVBL2	TRAF6
LBR	CBX1
PEX14	TRAP1
HCFC1	HCFC2
OCLN	ULK1
CPLX2	ETS1
ERC1	SMAD2
PRKD1	MARK2
PIK3R1	SHANK3
PFDN5	ETS1
UCHL1	IKBKE
ARFGEF2	NUCB2
PCGF6	PRKAB1
GABARAPL2	ATG16L1
PMCH	MCHR2
INPP5D	FAS
INO80	ACTB
HSPA4L	EIF6
STUB1	FBXO2
PMCH	PCSK1
MT-RNR2	PRDX1
ZRANB1	MOB4
CBX7	USP7
CAV1	UBE2M
ACTB	PSTPIP1
NFKBIA	YWHAH
MED6	THRA
ATP6V1C1	PPARG
FAM96B	PHLDA3
ITGB3BP	UPF3B
NKX3-1	SP1
F2RL1	CTSG
SLC3A2	TSC22D1
PIAS4	GFI1
ZNF335	CCAR2
MPHOSPH8	MAX
TRAF6	ST13
MYH9	TRPM7
DNM2	SORBS1
CTNND1	PLEKHA7
ADRB2	CFTR
RTN4R	OMG
ITGB7	ITGA9
SDC3	SDCBP
DDB2	DDA1
XRCC6	XRCC4
TRAF6	ACTR3
EEF1D	DGCR8
MED26	MED16
SPRR3	NFKBIA
MCM3	TSC22D1
MED10	MED21
FOXO3	YWHAE
RANBP2	CDCA8
RPS3	NFKBIA
VAMP3	EPB41
ECM1	FN1
MYC	TNPO3
SNAP91	AP2A2
ABL1	SNX8
SCHIP1	TRHDE
FTSJ1	PLS3
SERPINH1	TSC22D1
GGT7	PTP4A3
MPG	PAFAH1B2
RPA1	ORC6
TCF3	PARP1
TCFL5	TOPBP1
POLR1D	CD3EAP
PTPN6	MAP3K4
FAAP24	FANCB
RAI1	GATA1
HDHD2	ADGRB2
OPTN	RTN3
BRF2	PDXDC2P
STUB1	VCP
HIST2H3D	BRD4
GAB1	PTPN9
CIAO1	NUP93
GTF2B	GTF2H4
DNMT3A	USP7
IFT22	MAGEB2
RBL1	ACTR3B
HIST3H2A	CBX5
FYN	NCKAP5
APLP1	APLP2
PLCG1	FLNA
MTNR1B	GNB1
CDKN1A	HDAC2
ALK	GAK
SPI1	CEBPD
PTP4A3	HSD17B11
SRC	SOS1
RPAP3	LRCH2
ABL1	GTF3A
IL7R	DBNL
CHD6	DYNLL1
NTF3	NGFR
NCAPG2	PHLDA3
WDR5	HCFC2
PLEKHA5	ATN1
ABL1	OSBPL5
ACLY	BCAR3
FAN1	FANCI
RTN4	NCK2
SNRNP200	USP39
RPS14	TNFRSF1B
ATP5J2	VHL
RPL23A	MCC
PPARG	OPTN
COL4A1	APCS
LCK	UBE3A
HACD3	TMBIM4
DYNLL1	PHLDA3
PCNA	RAD18
PHKG2	PHKG1
NUP85	SEC13
CACNB2	CACNA1C
TSG101	ENO1
PSMB4	SLX4
NUP214	NXF3
SFXN4	TSC22D1
MKX	GTF2A1
IPO9	TSC22D1
STK39	AATK
GTF2F2	PITPNA
UNC5B	NTN1
HSPA4	PARK7
MLST8	FKBP8
MTA2	BANF1
PTH2R	PTH2
DDX5	SNCG
RIPK2	ECHS1
THOC7	THOC1
LMO4	MTA1
OBFC1	MED16
TLR2	SFTPA1
BARD1	PCNA
HNF1A	POU2F1
KPNA2	SAP25
IKBKE	NAPA
RUVBL1	CDK9
GRIN2D	CIT
CHAF1B	CBX5
DDX5	CDK9
RAB1B	MCC
CCL2	MMP8
MYC	NUP188
RBX1	PTGS2
MOB4	RIF1
TUBG1	DISC1
ILK	MTHFD1L
GCLM	PHLDA3
DYRK1B	PCBD2
NCK1	MYLK
IKBKE	PITPNB
GTF2H1	ZSCAN1
CDKL2	CBL
ABL1	PAX3
CDC20	FBXW5
ATF2	ATP5C1
FYN	CHAF1A
HACD3	PTP4A3
OXSR1	RELL1
NUDC	PRKAB1
HMGA1	CHD1
CASP4	PSMD6
COPB1	SNTA1
GTF3C5	CIAO1
SMURF2	NDUFA1
VMA21	VHL
HDAC1	EID2
PIK3R1	ASAP1
MYCN	CCNB1
CCL3L3	ACKR2
MSH2	BLM
LAS1L	MYC
PCBD2	PCBD1
PSMD4	UBAC1
MTERF1	SET
LMO4	NHLH1
HDAC9	WNK1
UBE2Q2	EXOSC7
PSEN1	DNER
RPAP1	CIAO1
CSNK2A2	FKBP3
SRC	WBP11
MAPKAPK2	LYAR
ITGB1	SLC7A8
OBFC1	MED4
FBLN5	LTBP2
PTK6	IRS1
SRPK1	YWHAB
RUVBL2	TTI2
PTPRG	GAB1
HNRNPH1	REL
RIF1	MLLT3
MED1	MED18
NFKB1	DDX46
SRRM2	XRCC6
CSNK1A1L	CEACAM3
FOSL1	XPA
PLK1	PAK1
TRAF6	BPNT1
ARAP1	TNFRSF10B
NOD2	ACAP1
S100A4	ANXA2
EIF1AY	EIF5
KCNJ10	SNTA1
FTSJ1	GOT2
TNIK	MAPK1
ACTA1	ACTR10
PIK3CG	GABARAPL1
PRKAA2	DFFA
NCK1	RIMS2
VIPR1	GPRASP1
IL7R	MYL6
ITGB3BP	CRELD1
USP1	FLG
MMP1	CXCL2
MED25	ABL1
YWHAQ	ITGB2
ROS1	EGFR
TIMP2	MMP15
URB1	NCK1
CDC16	CDH1
STX3	SYT4
MPG	SOD2
UIMC1	RFC4
CORO1C	USP45
HTATSF1	CDK9
FYCO1	MAP1LC3C
RTCA	LMNB1
PTPRC	CBL
OLA1	SGK1
MORF4L2	RUVBL2
TULP4	PIK3R1
BABAM1	NDUFA5
SPRR2A	WRAP73
NME2	EIF3M
GABARAPL2	DNAH7
IKBKE	UGGT1
IL7R	CCS
SMURF2	ATP5B
GABARAPL2	RASSF1
TBCA	VHL
PSMA7	CUL1
CNTFR	FYN
MRPS6	RIF1
ABI2	ADAM22
POLB	NCAPG
BTG3	E2F1
NME3	HTR2A
KPNA6	GABARAPL2
FAM210A	BABAM1
RNF185	PSMA7
UBE2D3	SNURF
RBL1	TSPAN7
CRIPT	TUBB
ELP4	IKBKAP
LLPH	LYAR
MASP2	C2
ELP4	ELP3
LCK	PTPRB
TNFRSF10D	WDR1
FOS	ZFYVE9
PIK3CB	AGTR2
UBE2Q2	XIAP
PSPH	RPS9
ARL15	RPL9
RPS21	LBP
SEPN1	NCK1
SRRM2	EIF3B
AMFR	FAF2
RPS6KB2	SYK
SS18L1	GATAD1
REST	HDAC1
NANOG	MED12
EIF1B	RPL31
KEAP1	CUL2
PSTPIP1	TAF1L
LDOC1L	DDIT3
REST	SP1
NFKBIE	IARS
ESRRA	SP1
POLR3C	POLR3D
PSPH	CIRBP
TCEB1	SOCS5
MTPN	TRAF6
AIRE	PIK3R1
PIN1	RPS6KB1
S100A4	MYH2
TFE3	FSCN1
BTG1	MYOG
MYOD1	PPARGC1A
XRCC6	KAT2B
SGK1	PABPC1
PCMT1	DEGS1
SRRM2	HNRNPL
MAGEA6	HDAC1
MAFB	ZDHHC2
MPG	RPS29
HMG20B	HDAC2
PFAS	UIMC1
SIKE1	IKBKE
EDN2	CMA1
WWC3	SMNDC1
BANF1	KRT16
ACTG1	IL7R
KBTBD7	MTM1
GATA4	MAPK1
MRPL41	TRIM63
CDC42	PRKCG
CTNNA1	CDH15
HIST1H2AD	CENPA
SRRM2	VCP
GTF2F1	SRRM1
IL2	NGFR
PIK3R1	WBP11
GABARAP	UBA5
HNRNPUL2	MEPCE
BGN	PLA2G1B
SP1	SENP6
MAGEA6	SBDS
DNAJB11	HSPA5
RCN2	NPTX1
GP1BB	GP1BA
UGT1A1	B3GALT1
EIF6	GRPEL1
TNFRSF1A	INPP5D
NCAPG2	MYC
JUND	HOXC6
PPP1R15A	PPP1CB
FTSJ1	PSMA1
PWP1	NFYA
HSPA4	TIMM44
LSM10	BMPR2
SPARC	VCAM1
SIK2	IRS1
USP11	SPRYD3
CAV1	MMP14
APOL5	FYN
SLC6A4	PICK1
DLGAP4	ABL1
KBTBD7	CUL3
SART1	MEPCE
PSEN1	DAG1
HDAC4	SRF
CHRM3	GPRASP1
BDKRB2	GRK5
UBE2T	RNF4
GSR	RB1
EGFR	UBASH3B
HNRNPM	IKBKE
ATP1A3	PCBD1
DUT	PINX1
RRN3	CDK2
NPY4R	PPY
ATF3	RIF1
CCK	MEP1B
SP1	CRX
FKBP1A	EPB41
KCNA1	KCNA3
YWHAG	CDKN1B
APOL5	PIK3R1
UBXN6	HERPUD1
WIPI1	ATG2A
SMYD1	HDAC2
HEXB	EIF2D
SH2D2A	TXK
CLEC4C	FCER1G
CBFB	APP
RNASEL	IQGAP1
PAK4	YWHAB
GTF2E2	CCNH
HDAC1	DZIP3
ZRANB1	STRN
TEC	RHOA
ETFA	UBA5
PIK3R1	CSDC2
PNN	CNGB1
ASCL2	TUBB
MYBL2	HDAC2
DDX20	PTP4A3
HSPA4	PCGF1
ESRRA	TRRAP
SMURF2	TNFRSF1B
TUBB	PFDN4
AKR1B1	DST
HRAS	SNRPE
SLX1B	RAN
TRIM29	GATA1
ACTR6	EIF3M
COTL1	PINX1
MYC	UNC45A
RXRB	MCFD2
CFP	MTOR
AHR	TAF7
TRIM27	GTF2F1
MEF2D	SUMO1
BOC	RIF1
FASLG	MSN
PSMD1	CD40
SIN3A	EFCAB6
FLT3	FIZ1
YWHAQ	SSH1
SVIP	TFRC
FYN	RTN4
SUN2	TMBIM4
POLR1E	IGF2BP3
TRIM63	TNNI3
PRPF8	MEPCE
C1orf216	CEP170P1
SMURF2	CCAR1
MOB1A	TRAF6
RERE	KAT7
ATP5D	RIPK2
ECD	HSP90AB1
SRRM2	TUBA4A
EIF4G2	PTP4A3
CD4	PI4KA
SMAD2	DRAP1
DNM2	PRKAB1
VANGL2	SCRIB
ATG10	USP11
ACTA1	ITPKA
NSF	NEK6
TUBA4A	LGALS2
VHL	LSM12
HIST1H3J	EID1
CBLB	NR2C2
HSPA4	SERP1
PSMB9	TAP2
EMD	SSB
NXT1	RAN
SEC24D	CDK18
SPRR2D	USP13
DLG1	KCNA2
ETV4	HOXD4
SART1	MAX
VHL	UBE2K
BAG2	PTP4A3
BCLAF1	SRRM1
TLN1	SELE
PSEN1	NPR1
MYOG	ID2
FBXO7	CCND1
SLC30A3	AP3D1
USP8	RNF128
PLXNA3	CBFA2T3
YWHAQ	KCNK3
EIF3E	DCC
PPRC1	USF1
GAR1	USP10
TP73	TP53BP2
KIF1A	SP1
HDAC2	ZBTB16
GNG13	GNAT3
SRRM2	RPS5
TAF13	POLR1A
KDM1A	MTA1
CENPB	ETS1
MAPK1	DCC
GSK3B	QPCTL
USP3	LRP1
WDR77	CCND1
SFPQ	MAPK1
COPS5	DDB2
PTPRG	LCK
RAB14	EEA1
EIF1B	AASDHPPT
EEF1D	AHSA1
MYH9	MYOM2
PTPRC	EPOR
LIN7C	SPATA2
