a_alias	b_alias
CD9	IGSF8
GFRA1	RET
NECAB2	LNX1
PARD6B	PRKCI
ACKR4	CCL21
SNRPF	LSM7
LCP2	NCK1
ABLIM1	TRAF2
ITGB1	CANX
EEF1G	ECH1
SLC25A17	PEX19
CD7	PIK3R1
ATXN1	USP7
EGFR	RIPK1
ATF7	CEBPB
KRT6A	CCDC53
BLOC1S6	SKA1
RGS5	GNAI3
EGFR	IRS4
HNRNPF	NCBP1
SMAD4	FOXO1
TOPBP1	E2F1
ZHX1	TERF1
PURA	CCNT1
RFC1	RFC3
UBR1	ANXA3
COX17	UNC119
SIX1	TLE1
HDAC1	DNMT3L
STAT6	CREBBP
CWC22	EXOSC8
FUBP1	CHD3
CD2BP2	CD2
DIABLO	BIRC6
PSMD13	PSMD6
VCAN	SELP
SIGMAR1	ITPR3
ATXN1	HIVEP1
SEC24C	SEC23A
SMAD3	RPLP0
TSGA10	TRIM29
BTBD2	COPS6
BTBD3	PLXNB3
LSM2	ZNF408
YWHAE	YWHAB
HEY2	PLSCR1
GOLGA4	ARL3
TFDP1	E2F4
CCL3L3	CCR3
RAN	XPO1
PPP1CA	PPP1R8
RPA2	CRMP1
ZAP70	RASA1
KHDRBS1	EMG1
TJP2	YWHAG
VDAC1	BAK1
ACCS	FBF1
IL2RG	CAPNS1
PNN	PNISR
MCRS1	WBP11
PSMD10	PSMD7
PDGFRA	PLCG1
TWIST1	EP300
NCF1	PRKCB
KLHL12	VTA1
ERBB3	TXK
EGR1	PITX1
RAD21	SMARCA5
DUSP3	MAPK1
MYOC	FN1
NMD3	XPO1
EWSR1	POU4F1
GNB2	CAPNS1
STAM	HGS
C10orf88	CLTC
COIL	CCNE1
GNG7	GNB4
APOBEC1	APOBEC2
EPHB3	EFNB3
PSEN2	UBQLN1
MBD3	AURKA
KRT18	YWHAG
VCL	SEL1L3
PLN	SLN
RND2	RACGAP1
PDLIM1	GFAP
TRIM24	PML
TFRC	HFE
PRMT1	FBL
DAAM1	RHOA
ERCC3	ERCC5
SASH3	SMAD4
VCL	U2AF1
AGXT	SNCAIP
GIT1	GRK2
SMAD4	CNKSR1
IL6ST	PTPN11
TRIM41	ZNF473
BMPR1B	RAP2A
BMPR1B	STUB1
DDX39B	ZHX1
DDX24	HSP90AB1
BRCA1	NFYA
PRMT1	HNRNPR
PSME1	USP22
HNRNPH1	YWHAG
CD44	IGFBP3
EEF1G	WDR33
SASH1	SKIL
MAP2K2	MAPK1
CITED4	TFAP2C
HLF	BATF
C8B	CLU
ORC1	CDC5L
HIST1H3J	CBX1
MEF2D	SP1
KCNE2	KCNQ1
BLM	FEN1
EIF3H	EIF3K
CD9	CD63
USP13	MRPL20
CRCT1	CEP126
OPHN1	RHOA
IKBKG	CARD8
GAS6	AXL
SRRM2	SRRM1
SMAD4	RIPK2
PSMD4	UBQLN2
PSMA3	PSMA7
TRIM28	ZNF74
RAB1A	GOLGA5
CALR	LRP1
PXN	FAAH
RANBP9	CALB1
TRAF2	USP7
CSNK2A2	CREBBP
ACTR1A	SPTBN2
YWHAQ	MAP3K3
ZFP64	UNC119
MYF6	ID2
HK2	UBQLN1
STRAP	C6orf203
GNAQ	PLCB2
CDC25A	HRAS
CXXC5	SMAD9
BMF	BCL2
ERBB2	NCK2
CAPNS1	ARR3
ARHGAP29	MAGEA11
CERS2	ASGR1
IMP3	LPXN
MPC1	MAGED1
YWHAB	EPB41L3
BAG6	XRN1
SPACA9	DDX24
HUWE1	MCL1
NLRC4	BCL10
PLEKHB1	SMAD1
FLII	LRRFIP1
SMAD9	CEP126
CAND1	CUL2
SIAH2	ZIM2
HMG20B	BRCA2
MTMR6	MTMR9
NINL	TSPYL4
ALDOA	PLD2
NHEJ1	LIG4
TCEB3B	CBX5
COLQ	BCHE
SESN2	PRDX1
SHC1	DAG1
PPP5C	HSP90AB1
POLR2B	WWOX
KRT18	CBL
FLNA	MYOT
NEDD9	SMAD1
MED28	MAGEA11
ZNF581	PLSCR1
RGS2	GNAQ
DNM1	AMPH
PIAS3	GEMIN4
DVL2	AXIN1
MAPRE3	MAPRE2
GIPC1	MYO6
WAPL	XRN1
GRIA1	CXCR2
PSMD4	PSMC6
VCL	PABPC1
SMAD1	MAST4
HLA-DQA1	UNC119
PRDX3	MAP3K13
LGALS3BP	VCL
STUB1	TGFBR1
EWSR1	MDFI
GNAI3	GPSM2
TRAF2	LZTS2
FXR2	TRIM29
DXO	UPF1
VAPB	VAMP2
PKN2	NCK1
F10	F5
DVL2	ARHGEF39
TNFRSF19	TRAF5
LCK	PIK3CA
DHX9	DDX20
CD44	MMP7
PSMD14	PSMD6
POLR2L	POLR2C
BATF3	CEBPE
FOS	CSNK2A2
RANBP2	RANGAP1
EXOSC6	EXOSC8
TSC22D4	CKS2
QTRT1	NDUFA4L2
HSPG2	FGFBP1
UTP3	PTN
BCR	RASA1
TOP3B	ZNF408
ALOX5	ALOX5AP
FTSJ3	SAT1
MPL	THPO
RPL18A	MDK
YWHAQ	MAGOH
EFNA5	EPHA4
E2F1	MDM4
CD46	MSN
RBM48	COX17
CES1	GUSB
CRCT1	PTN
DEF6	BEGAIN
RELA	CREBBP
CDK9	POLR2A
RPP14	IGSF21
PCED1A	PLSCR1
EXOSC1	XRN1
MYOD1	MOS
BRIX1	UNC119
EFNA3	PRSS23
OSGEP	TP53RK
NPM1	HIST3H3
FAM173A	LUC7L2
NECAB2	GTPBP10
HNRNPH1	NCBP1
ERBB2	TNS3
PRPF19	EXOC7
PLCG1	RASA1
PSEN1	CDH1
ITGB3BP	NFKB1
MDM2	SUMO1
DVL2	TCEB3B
MICALL1	YWHAG
PDGFRB	PTPN11
CDK7	POLR2A
VAV1	SHB
STAT6	NFKB1
FEZ2	PRKCZ
KHDRBS3	RBMX
CCL22	DPP4
EIF3A	EIF3D
CCR8	CCL17
BNIP3	BNIP3L
HIPK3	FLNC
FGFR3	SMG7
PFN1	ACTB
BNIP1	NCBP1
RUVBL2	BCL3
CDC42	PAK5
CCNB1	GADD45B
CHMP4B	CHMP3
KCNJ12	LIN7A
ABHD16A	TMEM147
TRIT1	HGH1
EIF3I	EIF3G
GPBP1L1	EIF3E
MOB4	MCM2
ARL3	UNC119
PTPN6	CD22
NASP	ULK2
ARHGEF7	CDC42
UBR1	UBE2B
KIF1B	DLG4
NPHS2	CD2AP
ITGA2	ITGB1
TRAF6	RIPK2
LMO2	NHLH1
RABIF	ITGA3
ATF7	JUN
VAV1	TEC
SKP1	FBXL6
SUV39H1	RB1
HTR1A	HTR1B
SMAD2	CTNNB1
CHMP4B	PTPN23
BYSL	KRT8
EGFR	STAT5B
INPPL1	CBL
SPCS2	TEFM
NDUFA7	PRKAB1
PLEKHF2	BLOC1S6
SP1	JUN
KIF5C	SNAPIN
BTBD2	PTN
TXNDC9	SETDB1
FOXG1	FOXH1
GAS7	WAS
RPL18A	MAP3K12
ATXN1	COIL
SPARC	PLG
UBE2W	AKR1C3
GAB2	LAT
CHIC2	OTX1
CRMP1	EEF1D
SIN3A	MXD1
HDAC2	BRCA1
VIL1	TEX11
CALCOCO2	TP53RK
FBXL12	SMAD1
SUV39H1	CBX1
PIK3R1	CTNNB1
QARS	RNF11
ARIH2	EEF1A1
WAPL	RAD21
GSTP1	PTN
FASLG	PTPN13
THAP7	TRAF2
AFF1	SMAD9
CHUK	IKBKAP
UBE2D1	RNF11
TGFBR1	PLEKHJ1
CPSF6	UBAC1
SHB	KDR
FKBP1A	MTOR
ELK1	MAPK9
DSN1	ZWINT
LSM3	LSM1
PIN1	MTFR1
MAPK8	MAP3K2
CXCR1	CXCL8
ERBB2	PTPN11
STAM2	STAMBP
PIK3R1	KHDRBS1
FHL3	AIMP2
STX1A	SLC6A3
KDR	VEGFC
ZNF165	KAT7
GRIA4	PRKACA
SHC1	SHCBP1
PIK3C3	YWHAG
FXR2	C10orf62
WBP4	CPSF6
SSR1	UTP14A
ARNT	AHRR
MAP3K7	MAP4K1
ITSN1	MRPL20
YBX1	PCNA
PSENEN	NCSTN
MED31	LYPLA2
EEF1A1	ZPR1
RIBC2	EFEMP2
GTF2H1	XPC
EGFR	NUMB
NOTCH3	MAML1
C1QA	HIPK3
XRCC6	CBX5
GTF2F2	GTF2E1
FOSL1	JUND
IRAK1	PRKCZ
EXOSC1	EXOSC6
SMAD3	JUN
CASK	RPH3A
SUV39H1	CBX5
FAM50B	CCDC85B
XRCC6	CDCA5
OSTM1	RGS17
NDUFS7	ARRB2
IRS1	SOCS1
ACTR1B	CHD3
PRR14	CBX5
TP73	CREBBP
PDGFRB	RASA1
MLLT1	AFF4
RIT1	AFDN
INSM1	MPP3
RNF11	WWP2
RAC2	ARFIP2
RPL36	RPL18A
RPA1	PRKDC
VIM	YWHAG
PPP1R12B	IL16
NDUFB8	EIF2B3
RHOQ	CDC42EP2
BRF1	GTF3C3
SNTA1	DMD
MPHOSPH6	MRPS9
POLR2E	GTF2F2
SH3GL2	SYNJ1
SMAD2	RHEBL1
PCNA	RFC4
NIF3L1	KCTD17
SREBF1	MAPK1
HSPH1	UBA1
TRAF2	ZBTB43
BMP6	ACVR2A
CCDC112	TEX9
MAPK8IP2	FGF12
SKP1	CDCA3
ATXN1	ARID5A
EWSR1	PTK2B
USO1	GOLGB1
SDC3	CTTN
LTBR	TRAF5
EEF1G	CBX8
PRKD1	BTK
LNX1	RABAC1
PLTP	APOA2
GABARAP	ATG4B
CBFB	RUNX3
VIM	APIP
SMARCB1	CEBPB
SEPHS1	IGSF21
CRKL	EPOR
AKAP13	RHOA
GATA3	LMO2
GPR135	MAGED1
SUPT7L	PTN
DNAJB11	PTN
CTNNB1	DLG5
UBOX5	MLH1
YWHAG	CDC5L
SKAP2	LYN
TBP	TAF1A
BMPR1B	DCAF7
RCOR3	CEP70
PIAS4	CALCOCO2
MAST2	STK36
HSPE1	VCL
C21orf91	CCDC85B
MKL1	SRF
EIF2B1	ADRA2C
TBP	SNAPC4
LSM1	GRHPR
SKP1	FBXO34
PLCG2	LCP2
EXOC8	HGS
CCR3	CCL2
FOS	JUN
EIF3C	EIF3G
BMPR1B	UBE2Z
ITGB1	MYO10
LAPTM5	NEDD4
MTA2	MBD3
INHBB	ACVR1B
EPS15	CDC40
FLT4	ITGB1
VAV1	EGFR
PIAS4	ZNF512B
VEGFA	NRP2
LSM3	SNRPE
AP4E1	AP4B1
OTUD7B	TRAF6
LCK	PTK2B
GTF2B	TBP
SNX1	HGS
DLG2	GUCY1A2
ERBB2	ABL2
CDK11A	B4GALT1
ITK	KPNA2
EDC3	YWHAG
PTTG1	RPS10
CASP3	BIRC6
PAK2	ABI3
VCP	BRCA1
KCNJ12	DLG2
IKBKG	UBB
PTK6	STAP2
SKP1	FBXW11
NUP210	EXOSC5
GIT1	PPFIA1
PDPK1	PKN2
ZNF263	ZNF446
LTA	TNFRSF14
DDX18	MTA1
YWHAQ	SH3BP2
BEGAIN	BAHD1
MARCH7	USP7
UBE2L6	PARK2
SMAD3	MEN1
EP300	TGS1
SMAD1	RAB38
BTBD2	UNC119
PSMD6	PSMC5
TRIP6	HOXA1
ZBED1	UBE2I
PIK3R1	WAS
EEF1G	RGL2
CDC25A	YWHAE
LRP5	AXIN1
LCP2	FYB
HMG20A	HPCAL1
TNK2	EGFR
NXF1	NXF5
SMURF2	NEK6
AURKB	INCENP
TBP	POU2F1
EIF1B	EIF3I
MAD2L1BP	PTN
MAFB	FOSB
COPS5	COPS4
S100A7	COPS5
COTL1	ALOX5
CREB3L3	CREB3L1
CBX1	PIM1
TRIO	PTPRF
GPRIN2	SPRY2
NUDT18	PCBD1
GIPC2	SETDB1
REV3L	MAD2L1
LZTS2	TRIM29
SMAD9	EIF3E
SMAD4	MEX3B
SHC1	IRS1
SMAD1	ZNF510
ASCC2	FAF1
PXN	BANF1
GNG7	GNB1
SMAD9	VPS8
RNF2	RYBP
ARF3	GGA2
GTF2F1	PTN
SQSTM1	PRKCI
FBLN2	LAMA1
COPS5	JUND
LCAT	APOA1
MDFI	KIAA0408
SKP1	FBXL7
ATF4	PTCD3
CD74	HLA-DRA
LMO3	MDFI
COL17A1	CTNND1
CHMP1B	VPS4A
PPP1R12A	MPRIP
STX1A	SYT1
WDR18	NOA1
TNKS2	TNKS1BP1
NFE2L1	ATF4
VCL	LRRN2
MAF	EP300
PGS1	PDLIM1
DAXX	FAS
EFEMP2	UBQLN1
MAP2K4	MAP3K8
SUB1	CSTF2
KIF23	YWHAG
COPS6	SERPINA5
LIFR	CNTF
SKP1	TBL1X
TADA3	USP5
KIF5B	YWHAB
MNAT1	RB1
IL3	CSF2RB
TGFBR1	GNA13
CASP10	DEDD
LSM3	UTP14A
FLNA	FLNB
POP7	HSPB1
UBQLN4	NAE1
SMURF2	ING2
CREB3L3	CEBPG
MAPKAPK3	HSPB1
CASP8AP2	FAS
CTTN	ACTR3
USO1	GOLGA2
ARIH2	CEP126
WRN	FEN1
CEBPB	DDIT3
EXOSC10	EXOSC8
UNC5C	NTN1
PRPF40B	HTT
SMAD4	ZMYM2
ATF7	FOS
CARD11	BCL10
DLG1	GRIN2A
STX12	NAPA
REST	RCOR1
EGFR	SYK
PRPSAP1	PLEKHF2
EP300	DTX1
VCL	S100A13
PTPRF	ZNF512B
BAZ1A	SMAD2
CNOT7	CNOT6
MOB1A	STK38L
TUBGCP4	ADAMTSL4
PDGFRA	SNX2
RPS6KA1	CREBBP
RAB3A	RABAC1
PRKAR2A	AKAP12
EP300	TBP
LSM4	SNRPE
NXF1	TNPO2
VIM	SLC25A6
PF4	PROC
SRC	ARR3
PTK2B	PITPNM2
EWSR1	RHOXF2
SRC	GRK2
HOOK3	AKTIP
PDGFRB	PDGFRA
SP1	POU2F1
EIF4EBP1	CHTF8
SMAD3	ERBIN
TSC22D4	CCDC42
ZFP36	XRN1
SMAD4	RAB13
SMAD4	CEBPB
CPSF6	ARMC7
FOS	NCOR2
TERT	RELA
TNKS2	TERF1
IL2RB	SOCS1
CDK16	YWHAG
RAB33A	RABAC1
CCT5	XRN1
NEO1	NTN1
SOS2	GRAP2
NCOR1	SKIL
CPSF6	NEDD4
TRAPPC2	TRAPPC3
RNF5	UBE2E1
FBLN2	NID1
GABARAP	ATG3
POLR2D	POLR2A
RBBP8	WDYHV1
DLG5	TERF1
NLRP1	BCL2
IGSF21	PAFAH1B3
MED26	CDK8
LDLR	AP1M2
CIB1	TERT
DLEU1	COPS6
MAP2K2	BRAF
PLEKHM1	PAFAH1B3
SNUPN	XPO1
TCEA1	POLR2A
APBA1	CCS
COL10A1	ANXA5
KIF5B	YWHAQ
REST	SIN3B
LCK	CD5
HID1	BEGAIN
MAPK8	BCL2
PPP4C	CCDC6
EFNA4	EPHA7
FBXW7	NOTCH1
PEX12	PEX19
XRCC6	RPLP1
KAT2B	IRF2
CLU	C7
TRAF4	SORBS2
CELSR2	GARS
PTN	EVA1A
ITK	PPIA
ACTN4	MYOZ2
ZKSCAN7	NFIC
ARHGEF11	RHOA
PSENEN	PSEN1
TINAGL1	LMO4
FAM46B	RHOXF2
IL1RAP	IL18R1
CSNK2A1	NCL
STAT4	JUN
RAMP1	CALCRL
SORBS2	SYNJ1
FASLG	TNFRSF6B
ERC2	PPFIA1
THBD	PF4
MED28	SRC
PSMD13	PSMC6
PSMD4	PSMC1
TLR4	TIRAP
RBM11	RHOXF2
RAB9A	PLIN3
CAPN1	CAPNS1
EGFR	RIN1
PMAIP1	PPBP
SPTAN1	FANCA
COPS6	PAEP
KNSTRN	MPHOSPH6
SMAD7	SOX5
LMO3	ZBTB8A
JAK3	IL2RB
PDPK1	RPS6KA3
DNM2	AMPH
MVD	BTAF1
ACKR1	CCL2
PPP1R15A	ZNF512B
CTTN	MYLK
NFKB2	RELA
VCL	LGALS1
DPY30	ASH2L
TPI1	CFL1
PLCG2	ZNF512B
RGS7	PKD1
SGCG	SGCD
PARD3	PARD6A
PPP1CA	PPP1R37
TSC22D4	LNX1
PTPN11	BTLA
SUPT20H	MAPK14
CHD4	IKZF4
GAPDH	EGFR
ALS2CR11	MCM6
PLEKHF2	RTN4
VAMP2	TRPC3
PAPSS1	PPP1R16A
CCDC53	PCM1
LY6H	PPP1R16A
COPS6	ORAI2
NINL	ZFHX3
CCDC85B	SF3A3
AHR	NEDD8
SRC	GJA1
PRKAA1	CFTR
CBX8	RING1
WDYHV1	MDFI
STAT6	NMI
TCEA2	WDR47
EIF2S2	PLEKHM1
IKBKE	CLTC
ATF2	MAPK13
CNTN2	NFYB
RHOG	MAP3K11
MNAT1	POU2F2
MAGI2	PLXNB3
CSTA	CTSB
EED	ITGB7
FYN	FYB
RELA	SETD7
VAV2	SOCS1
FKBP1A	PPP3R1
TIMM17A	TIMM44
MAFG	JUN
NCF4	MSN
SMAD3	SAP130
CRKL	CBL
PSEN2	FLNB
YWHAG	PRPF40A
UBAP2L	VCL
FSHB	FSHR
SS18L1	RFX6
BNIP2	BCL2
CD9	ITGA5
STAT3	PTPN2
CCNB2	MCM2
RPA2	HERPUD1
CAPN1	CAST
UCHL1	COPS5
CD101	ST13
CDC7	MCM3
PSEN2	SRI
HSPB1	F13A1
HMG20B	HNRNPL
PIK3R1	YWHAG
PLAUR	KNG1
DHRS1	PLSCR1
NONO	PXN
WWTR1	TEAD3
RIPK2	CARD6
SIN3A	HDAC1
CDC16	MAD2L1
PXN	TGM2
SUCLG2	GPR143
DDX19B	PRPSAP1
IL6ST	PRKCD
C4BPA	APCS
ORC4	MCM7
FZR1	DNAJA1
PRPF40A	ARFGEF2
BRCA1	POLR2A
SCYL3	EZR
RGS1	UTP14A
PSMD13	PSMC5
YWHAG	EPB41L3
POLA1	CDK2AP1
EPS8	MYO15A
KRT18	CCDC85B
CUL2	TCEB1
SNRPD2	LSM6
JAK1	STAT5A
AFAP1	PRKCG
FLII	DLST
RCVRN	GRK5
CD9	PTGFRN
LINC00341	LUC7L2
SMAD2	LEF1
CEP70	TRIM29
ERBIN	ITGB4
WRN	XRCC5
SRC	EGFR
PCOLCE	PXN
SELENBP1	MED31
ARIH2	EEF1G
TNFRSF1A	LTA
MDFI	OTX1
LYN	CBLC
HRAS	LGALS1
PSMD11	ZBTB16
EPRS	ARL4D
TEC	JAK2
LCK	IL2RB
MAFB	BACH1
GANAB	PRKCSH
NFKBIE	CUL1
TRIM23	LNX1
TFE3	SMAD4
UBE2L3	CBL
SMURF2	TNPO3
TSSK4	SMURF2
GRAP2	CCNDBP1
C1QBP	MAPK1
ACKR1	CXCL1
PEX10	PEX12
ITK	LAT
PPHLN1	TOMM20
TSC2	YWHAH
RBBP4	SAP30
PPP1R16A	DDX27
RHOJ	WAS
CSF3R	SYK
EFEMP2	CCND3
SUMO1	TOP2A
STRAP	SMAD2
SNAPC5	NMI
FGF1	SYT1
SMAD4	RFX1
FYN	BCL3
ALOX12	ITGB4
PRKAR2A	WASF1
TRAF6	PRKCZ
UPF2	NOB1
EGFR	PIK3R3
DDX24	EIF3E
ACTA1	TAGLN
BHLHE40	SETDB1
CHUK	NFKBIB
NUDT21	RBM48
CUEDC2	EWSR1
PSMC3	PSMD9
HMGCL	MS4A7
DDX56	USP33
CDC25A	CHEK2
SMAD3	HEY1
IGF1R	JAK1
MAPKAPK5	MAPK6
BRD7	FTH1
GRAP2	BEND5
EP300	SS18L1
DDX24	HSPA5
EXOSC4	EXOSC2
TNC	NCAN
NOTCH2	SMAD1
RELB	BCL7A
KRT19	FAM107A
GRAP	EPOR
LYN	HCLS1
IL1RL1	TMED1
EEF1A1	LAMTOR5
COPS8	GFER
CEP63	MBIP
MCM10	HOOK2
CREB3L4	BATF3
CLOCK	ARNTL
TAF10	SETD7
SMAD1	RAC2
PRMT1	DHX9
ERBB2	TNS2
RPS6KA4	MAPK1
CLK1	YWHAG
ARPC3	OTUD5
FRMPD4	STK36
FNDC11	CCDC85B
RPA1	ORC2
NOL3	NIF3L1
BMP4	BMPR2
PSMB6	POMP
VAV1	PTK2B
RBM48	TNFSF10
TSN	TSNAX
RUNX1T1	ABI3
FYN	CBL
TAF7	CPSF1
FAM107A	CANX
SNRNP200	YWHAG
PTK2B	SYK
ANK1	L1CAM
NEDD4L	RNF11
MDFI	C8orf48
RASSF1	DAXX
SH3GL3	SH3GL2
GRIK5	GRID2
ZFYVE9	SUMF2
CCND2	CDK4
LPXN	PTK2B
MDFI	ZNF679
ADCK3	RABAC1
STAM2	EGFR
AHR	NRIP1
THAP7	CCDC85B
UBQLN1	CSTF2T
SMAD1	TCF20
CREB1	RECQL5
COPZ1	COPG2
CBS	VTA1
ASF1A	CHAF1B
MCRS1	LSM6
POLR2H	NFKBIB
KCTD4	FXR2
LURAP1	BLOC1S6
CCDC90B	TSC22D1
NFKB1	RELB
MMP9	THBS2
ITGA2B	ITGB3
WDYHV1	BLOC1S6
NBN	ATM
PACS1	VAMP4
GEMIN6	SNRPB
CDK9	LARP7
MAPK9	WDR62
MCM2	CDC6
INPPL1	SORBS1
BRIP1	BRCA1
SWAP70	CELSR3
HEBP2	PDCD6
PCID2	SHFM1
MAGEH1	NAP1L5
CUL7	PLXNB3
CENPA	HJURP
JAK1	SOCS1
RAB11B	MYO5B
CEP19	RABL2B
LGALS8	ITGA3
WBP11	NCK2
LRSAM1	GRIK5
GRAP2	GFAP
SLC2A1	CALR
KCTD13	KAT7
PTPN6	STAT5B
DNM2	DDX39B
CKS2	UNC119
HDAC1	SATB1
CELA1	PI3
BNIP3L	BCL2
SPIN1	PTN
DHX15	YWHAG
TRAF2	ENKD1
ANXA2	CTSB
LSM2	GBP2
SLIT2	GPC1
TNFRSF1A	UBE2I
LAT	FCGR1A
AR	CALR
PLSCR3	PLSCR1
MSH2	ATR
RAB35	GNPAT
TGFB1I1	PTK2B
SRC	SHB
PLCG1	MST1R
RBBP4	HDAC2
LIMS1	RSU1
CCDC90B	CDKN2C
GIT1	SRRT
CSF2RB	CSF2
GRIK3	GRIK5
CTNNBIP1	JUP
PIGK	GPAA1
TRAF2	APPL1
MAPK1	FHL3
CD7	LGALS1
TSC1	NEFL
VAV1	PIK3R1
EWSR1	SUV39H2
MYOZ1	PNKP
PXN	COL6A2
TGFBR1	CDK14
LMO2	AFDN
EMD	CREB3
KIF6	APPBP2
CDH1	CTNNB1
RNF11	SMURF1
LSM5	EXOSC5
MEP1A	PTH
RNF2	BMI1
FGR	WAS
CD63	HLA-DRA
JUNB	JUN
SCG5	UBQLN4
ADRB2	EIF2B1
XRCC6	SNTA1
LIMK1	BMPR2
FGF9	FGFR2
AVPR1A	PRKCA
CEP76	CCNK
UBR1	ARL4D
PDE6D	ARL3
CACNG2	DLG4
TLR2	CD14
MAPK8IP3	ARL4D
SMN2	BCL2
BCOR	BCL6
IL9R	JAK1
VAV1	MAPK1
TLN1	ITGA1
XRCC6	HN1L
MST1	MST1R
CCDC80	PXN
SERPINE1	LRP1
FADD	MOB4
RBBP4	HDAC1
TAC3	UBR1
GABRD	UBQLN1
ARHGDIA	RAC2
HSPA8	PXN
XIAP	CASP9
QARS	CPNE3
PRMT1	IFNAR1
LRPAP1	LRP1
UPF2	UPF3B
TGFBR3	TGFB2
COPS5	BCL3
RASSF8	YWHAG
SUMO1	UBA2
CD4	IL16
UBAP2L	ITCH
SNAP25	STX4
CDC16	BUB1B
MAGEB4	FTSJ3
NUDT18	APIP
GTF2A2	GTF2A1
RGPD6	RAN
SRC	KDR
RPL4	MAP3K14
SERPINB2	PLAU
EGR1	SP1
MAP2K5	MAP3K3
RNF11	EPN2
RAB7A	RILP
NAPA	RTN4
WWP1	ATN1
RPL8	MAP3K14
OPRM1	GNAO1
LRRC7	ACTN4
RRAGA	RRAGC
CDC37	IKBKB
DVL2	RHOXF2
APC	JUP
UQCRC2	RTN4
SNRPB2	SNRPA1
SMAD3	RANBP9
FTL	SMAD9
DLST	ZBTB16
FGFR3	HBZ
TRAF2	AFF4
EWSR1	TRPV5
CRKL	CD34
NCK1	ADAM15
MYL2	LRSAM1
PBX2	NUP62
YIPF4	YIPF3
SFN	PLK4
NUDCD3	UBE2I
MDFI	ZNF607
ABL2	EGFR
STAM2	USP8
PIAS2	DDX39B
ENOX1	ENOX2
IER3	MAPK1
MATR3	HNRNPK
RIBC2	NINL
SMAD1	ARL4D
CUL1	NEDD8
IL1R1	IRAK2
IL9R	IL9
MED21	POLR2A
RBMX	CCDC33
NECAB2	WDYHV1
NECAB2	NOC4L
EIF4E	EIF4EBP3
EP300	MAML1
ABL1	RASA1
RPA2	MED31
HDAC9	HDAC3
PTGFRN	CD63
NBR1	MAP1LC3C
CCL16	CCR1
BAP1	BRCA1
SMAD1	ELP3
PYGO1	BCL9
LCK	CD4
EWSR1	HMGA1
EEF1G	MCRIP2
NIF3L1	PCBD1
PDGFRB	PIK3R1
ACTL6A	RELB
YWHAQ	USP8
JAK1	PTPN11
C4B_2	C2
GAPDH	PXN
EXOSC2	EXOSC3
RELA	CHEK1
ENOX1	LNX1
SMAD1	HBP1
ATG12	ATG3
CABP1	CACNA1C
KAT7	RGL2
DKC1	SSR1
TOMM20	OTC
DDX20	GEMIN4
AHR	DAP3
SUMO1	UBE2I
MAP3K5	MAP2K7
LSM1	PSMB5
TOMM20	BCL2
AHSG	INSR
CASP3	GZMB
EIF4E	EIF4EBP1
PSMA3	PSMA6
CD48	BRIX1
EEF1G	NADK
CXCL2	CXCR2
SLC4A1	CANX
MYBL2	ZNF622
SLC16A5	VCL
PSMA6	PSMD6
RAB3B	TGFBR1
PSME1	PFDN1
BTRC	CTNNB1
CTBP1	BRCA1
VPS45	RBSN
GATA4	SRF
HDAC4	YWHAE
TEX28P2	EPS8
RAD52	SUMO1
WIPF1	WAS
CD2	PSTPIP1
FHOD1	EXOSC8
ERBB2	ERBB4
HOXB9	SAT1
ARL8B	TGFBR1
UBE2I	SALL1
RPL18A	NEDD4
TBPL1	GTF2A1
HDAC1	MTA1
S100A1	S100B
PIGK	ALPP
THAP1	PHF1
CCNK	DVL3
KCTD15	TRIM27
CDC7	ORC6
BAX	BAK1
SMAD1	PUM1
SNAP25	TRIM9
CCDC85B	TSPYL4
TRAF2	RIPK2
PDCD6IP	PDCD6
CSNK2A1	MGMT
RFC5	COPS6
CYTH1	ARFRP1
TEF	CEBPG
SMARCC2	NOVA1
APPBP2	CREB3
UPF2	EXOSC1
EP300	TSG101
RAB25	SMURF2
MED28	MED30
ZW10	ZWINT
TESK1	YWHAB
SMAD4	SP1
SMURF2	CANX
PIK3R1	EPOR
MPHOSPH6	SKIV2L2
CXCL1	CXCR2
SERPINB8	F10
IGF2	IGFBP1
PSMA2	VCL
RGS2	WDR74
PRMT1	S100A8
SMYD3	PBX2
KPNA6	RELB
LPXN	ZNF426
CCL15	CCR1
KLF6	CCND1
VAMP2	RABAC1
KIT	CD81
HTR1A	GPR26
ZBED1	RENBP
RPA2	GAPDH
EGFR	NCK1
COL4A3BP	RTN3
PNKD	MAGEA11
PHYHIP	NDRG1
GATA4	HAND2
PCBP1	PABPC1
MAGEA11	SNX20
YWHAG	AFDN
COX17	COPS6
KCNA4	SAT1
EP300	MEF2A
BCL2L1	BCL2L12
STK16	RPIA
BAX	YWHAQ
LDOC1	ZBTB16
GDF11	ACVR2B
PITX1	POU1F1
IL6ST	ERBB2
SLC17A1	PDZK1
NUP155	ZFYVE9
SSTR4	CORT
RGS1	MAP3K12
TRIP6	CATSPER1
PRPF40A	SDK1
TSC22D4	CDK5R1
BFSP1	VIM
RPL9	UBALD1
LDB2	RLIM
GAPDH	PRKCI
CDK9	CCNT1
CCSER2	PSMD11
WWP1	KLF2
DEDD2	DEDD
RPL17	PXN
MARK4	YWHAH
EGFR	SOS1
GJA5	AAR2
IL4R	JAK3
PACSIN3	PACSIN2
RANBP2	UBE2I
ARHGDIA	JUP
PIN1	GPAA1
