HGNC ID	Approved Symbol	Status	Previous Symbols	Entrez Gene ID	RefSeq IDs
HGNC:16132	SRXN1	Approved	C20orf139	140809.0	NM_080725
HGNC:11311	SRY	Approved	-	6736.0	-
HGNC:11340	SS18	Approved	SSXT	6760.0	-
HGNC:15592	SS18L1	Approved	-	26039.0	-
HGNC:15593	SS18L2	Approved	-	51188.0	NM_016305
HGNC:44965	SS18L2P1	Approved	-	646213.0	NG_005608
HGNC:44966	SS18L2P2	Approved	-	724101.0	NG_005609
HGNC:11316	SSB	Approved	-	6741.0	NM_003142
HGNC:11317	SSBP1	Approved	-	6742.0	NM_003143
HGNC:15831	SSBP2	Approved	-	23635.0	NM_012446
HGNC:15674	SSBP3	Approved	-	23648.0	NM_018070
HGNC:32328	SSBP3-AS1	Approved	C1orf191	619518.0	-
HGNC:15676	SSBP4	Approved	-	170463.0	NM_032627
HGNC:14461	SSC4D	Approved	SRCRB4D	136853.0	NM_080744
HGNC:26641	SSC5D	Approved	-	284297.0	XM_001718392
HGNC:11319	SSFA2	Approved	-	6744.0	NM_006751
HGNC:30579	SSH1	Approved	-	54434.0	NM_018984
HGNC:30580	SSH2	Approved	-	85464.0	NM_033389
HGNC:30581	SSH3	Approved	-	54961.0	NM_018276
HGNC:29580	SSMEM1	Approved	C7orf45	136263.0	NM_145268
HGNC:11321	SSNA1	Approved	-	8636.0	NM_003731
HGNC:11322	SSPN	Approved	KRAG	8082.0	NM_005086
HGNC:21998	SSPO	Approved	-	23145.0	-
HGNC:11323	SSR1	Approved	-	6745.0	-
HGNC:39273	SSR1P1	Approved	-	100420476.0	-
HGNC:39274	SSR1P2	Approved	-	100131189.0	-
HGNC:11324	SSR2	Approved	-	6746.0	NM_003145
HGNC:11325	SSR3	Approved	-	6747.0	NM_007107
HGNC:11326	SSR4	Approved	-	6748.0	NM_006280
HGNC:23131	SSR4P1	Approved	C21orf122	728039.0	-
HGNC:11327	SSRP1	Approved	-	6749.0	NM_003146
HGNC:11328	SSSCA1	Approved	-	10534.0	NM_006396
HGNC:27384	SSSCA1-AS1	Approved	-	254100.0	-
HGNC:11329	SST	Approved	-	6750.0	NM_001048
HGNC:11330	SSTR1	Approved	-	-	-
HGNC:11331	SSTR2	Approved	-	-	-
HGNC:11332	SSTR3	Approved	-	-	-
HGNC:11333	SSTR4	Approved	-	6754.0	-
HGNC:11334	SSTR5	Approved	-	-	-
HGNC:26502	SSTR5-AS1	Approved	-	146336.0	NR_02724
HGNC:25016	SSU72	Approved	-	29101.0	NM_014188
HGNC:43620	SSU72P1	Approved	-	286528.0	-
HGNC:43621	SSU72P2	Approved	-	390031.0	-
HGNC:43622	SSU72P3	Approved	-	143506.0	-
HGNC:43623	SSU72P4	Approved	-	441584.0	-
HGNC:43624	SSU72P5	Approved	-	196120.0	-
HGNC:43625	SSU72P6	Approved	-	643263.0	-
HGNC:43626	SSU72P7	Approved	-	390033.0	-
HGNC:43627	SSU72P8	Approved	-	136157.0	-
HGNC:24809	SSUH2	Approved	C3orf32	51066.0	NM_015931
HGNC:11335	SSX1	Approved	-	6756.0	NM_005635
HGNC:11336	SSX2	Approved	SSX	6757.0	NM_003147
HGNC:22263	SSX2B	Approved	-	727837.0	-
HGNC:16509	SSX2IP	Approved	-	117178.0	NM_014021
HGNC:11337	SSX3	Approved	-	10214.0	NM_021014
HGNC:11338	SSX4	Approved	-	6759.0	-
HGNC:16880	SSX4B	Approved	-	548313.0	-
HGNC:11339	SSX5	Approved	-	6758.0	NM_021015
HGNC:19652	SSX6	Approved	SSXP2	280657.0	NR_028366
HGNC:19653	SSX7	Approved	-	280658.0	NM_173358
HGNC:19654	SSX8	Approved	-	280659.0	NM_174961
HGNC:19655	SSX9	Approved	-	280660.0	NR_073393
HGNC:30637	SSXP1	Approved	-	100996564.0	NG_033927
HGNC:30640	SSXP3	Approved	-	326341.0	NG_002580
HGNC:30641	SSXP4	Approved	SSX10	326337.0	NG_002578
HGNC:30642	SSXP5	Approved	-	326339.0	NG_002579
HGNC:30643	SSXP6	Approved	-	326587.0	NG_002585
HGNC:30644	SSXP7	Approved	-	326590.0	NG_002587
HGNC:30199	SSXP8	Approved	-	326585.0	NG_002583
HGNC:30645	SSXP9	Approved	-	326586.0	NG_002584
HGNC:30638	SSXP10	Approved	-	100287603.0	NG_022942
HGNC:11347	ST2	Approved	-	6761.0	-
HGNC:11348	ST3	Approved	-	6762.0	-
HGNC:10862	ST3GAL1	Approved	SIAT4A	6482.0	NM_003033
HGNC:45174	ST3GAL1P1	Approved	-	100421804.0	NG_025114
HGNC:10863	ST3GAL2	Approved	SIAT4B	6483.0	NM_006927
HGNC:10866	ST3GAL3	Approved	SIAT6, MRT12	6487.0	NM_174963
HGNC:10864	ST3GAL4	Approved	CGS23, SIAT4, NANTA3, SIAT4C	6484.0	NM_006278
HGNC:48645	ST3GAL4-AS1	Approved	-	399972.0	-
HGNC:10872	ST3GAL5	Approved	SIAT9	8869.0	NM_003896
HGNC:51129	ST3GAL5-AS1	Approved	-	101928113.0	-
HGNC:45175	ST3GAL5P1	Approved	-	100421795.0	NG_024584
HGNC:18080	ST3GAL6	Approved	SIAT10	10402.0	NM_006100
HGNC:40828	ST3GAL6-AS1	Approved	-	-	-
HGNC:11350	ST5	Approved	-	6764.0	NM_005418
HGNC:10860	ST6GAL1	Approved	SIAT1	6480.0	NM_173216
HGNC:10861	ST6GAL2	Approved	SIAT2	84620.0	NM_032528
HGNC:41380	ST6GAL2-IT1	Approved	-	-	-
HGNC:23614	ST6GALNAC1	Approved	SIAT7A	55808.0	NM_018414
HGNC:10867	ST6GALNAC2	Approved	SIAT7, SIAT7B, SIATL1	10610.0	NM_006456
HGNC:45160	ST6GALNAC2P1	Approved	-	100422716.0	NG_023578
HGNC:19343	ST6GALNAC3	Approved	SIAT7C	256435.0	NM_152996
HGNC:17846	ST6GALNAC4	Approved	SIAT7D	27090.0	NM_175040
HGNC:39660	ST6GALNAC4P1	Approved	-	-	-
HGNC:19342	ST6GALNAC5	Approved	SIAT7E	81849.0	NM_030965
HGNC:23364	ST6GALNAC6	Approved	SIAT7F	30815.0	NM_013443
HGNC:11351	ST7	Approved	FAM4A1	7982.0	NM_021908
HGNC:16000	ST7-AS1	Approved	ST7OT1	93653.0	NR_002330
HGNC:16044	ST7-AS2	Approved	ST7OT2	93654.0	NR_002331
HGNC:16045	ST7-OT3	Approved	ST7OT3	93655.0	NR_002332
HGNC:18835	ST7-OT4	Approved	ST7OT4	338069.0	NR_002329
HGNC:18441	ST7L	Approved	-	54879.0	-
HGNC:11352	ST8	Approved	-	-	-
HGNC:10869	ST8SIA1	Approved	SIAT8, SIAT8A	6489.0	NM_003034
HGNC:10870	ST8SIA2	Approved	SIAT8B	8128.0	NM_006011
HGNC:14269	ST8SIA3	Approved	SIAT8C	51046.0	NM_015879
HGNC:10871	ST8SIA4	Approved	SIAT8D	7903.0	NM_005668
HGNC:17827	ST8SIA5	Approved	SIAT8E	29906.0	NM_013305
HGNC:23317	ST8SIA6	Approved	SIAT8F	338596.0	NM_001004470
HGNC:44880	ST8SIA6-AS1	Approved	-	100128098.0	NR_034129
HGNC:11341	ST11	Approved	-	8466.0	-
HGNC:11343	ST13	Approved	-	6767.0	NM_003932
HGNC:38715	ST13P1	Approved	-	729992.0	XR_038318
HGNC:38716	ST13P2	Approved	-	344328.0	XR_017370
HGNC:18552	ST13P3	Approved	FAM10A3	144638.0	NG_004762
HGNC:18487	ST13P4	Approved	FAM10A4	145165.0	NR_002183
HGNC:18556	ST13P5	Approved	FAM10A5	144106.0	NG_005653
HGNC:18557	ST13P6	Approved	FAM10A6	157530.0	NR_002199
HGNC:18558	ST13P7	Approved	FAM10A7	155019.0	NR_002198
HGNC:38743	ST13P8	Approved	-	338805.0	NG_021690
HGNC:38744	ST13P9	Approved	-	390301.0	NG_021711
HGNC:38745	ST13P10	Approved	-	399950.0	NG_021804
HGNC:38746	ST13P11	Approved	-	728162.0	NG_021831
HGNC:38787	ST13P12	Approved	-	100127911.0	NG_021887
HGNC:38788	ST13P13	Approved	-	401648.0	NG_022189
HGNC:38849	ST13P14	Approved	-	-	-
HGNC:38850	ST13P15	Approved	-	-	-
HGNC:38851	ST13P16	Approved	-	-	-
HGNC:38859	ST13P17	Approved	-	442730.0	NG_022574
HGNC:38861	ST13P18	Approved	-	643310.0	NG_022623
HGNC:38862	ST13P19	Approved	-	100131961.0	NG_022751
HGNC:38863	ST13P20	Approved	-	729828.0	NG_022788
HGNC:38864	ST13P21	Approved	-	642818.0	NG_022797
HGNC:38865	ST13P22	Approved	-	-	-
HGNC:11344	ST14	Approved	PRSS14	6768.0	-
HGNC:18695	ST18	Approved	ZNF387	9705.0	-
HGNC:33520	ST20	Approved	-	400410.0	-
HGNC:27521	ST20-AS1	Approved	C15orf37	283687.0	NR_028330
HGNC:44655	ST20-MTHFS	Approved	-	100528021.0	-
HGNC:18628	STAB1	Approved	-	23166.0	NM_015136
HGNC:18629	STAB2	Approved	-	55576.0	-
HGNC:11353	STAC	Approved	-	6769.0	NM_003149
HGNC:23990	STAC2	Approved	-	342667.0	NM_198993
HGNC:28423	STAC3	Approved	-	246329.0	NM_145064
HGNC:11354	STAG1	Approved	-	10274.0	NM_005862
HGNC:11355	STAG2	Approved	-	10735.0	NM_006603
HGNC:11356	STAG3	Approved	-	10734.0	NM_012447
HGNC:33852	STAG3L1	Approved	-	54441.0	NM_001002840
HGNC:33886	STAG3L2	Approved	-	442582.0	NM_001025202
HGNC:33845	STAG3L3	Approved	-	442578.0	NM_001013739
HGNC:33887	STAG3L4	Approved	-	64940.0	NM_022906
HGNC:48896	STAG3L5P	Approved	-	101735302.0	-
HGNC:48898	STAG3L5P-PVRIG2P-PILRB	Approved	-	101752399.0	-
HGNC:11357	STAM	Approved	-	8027.0	NM_003473
HGNC:49568	STAM-AS1	Approved	-	-	-
HGNC:11358	STAM2	Approved	-	10254.0	NM_005843
HGNC:16950	STAMBP	Approved	-	10617.0	NM_006463
HGNC:24105	STAMBPL1	Approved	-	57559.0	NM_020799
HGNC:24133	STAP1	Approved	-	26228.0	NM_012108
HGNC:30430	STAP2	Approved	-	55620.0	NM_001013841
HGNC:11359	STAR	Approved	-	6770.0	NM_000349
HGNC:17579	STARD3	Approved	-	-	-
HGNC:19169	STARD3NL	Approved	-	-	-
HGNC:18058	STARD4	Approved	-	134429.0	NM_139164
HGNC:44117	STARD4-AS1	Approved	-	100505678.0	NR_040093
HGNC:18065	STARD5	Approved	-	80765.0	-
HGNC:18066	STARD6	Approved	-	147323.0	NM_139171
HGNC:18063	STARD7	Approved	-	56910.0	-
HGNC:40827	STARD7-AS1	Approved	-	285033.0	-
HGNC:19161	STARD8	Approved	-	9754.0	NM_014725
HGNC:19162	STARD9	Approved	-	57519.0	-
HGNC:10666	STARD10	Approved	SDCCAG28	10809.0	-
HGNC:19164	STARD13	Approved	LINC00464	90627.0	NM_001243466
HGNC:40873	STARD13-AS	Approved	STARD13-AS2	100874241.0	NR_046693
HGNC:41453	STARD13-IT1	Approved	-	-	-
HGNC:11360	STARP1	Approved	-	6771.0	-
HGNC:11362	STAT1	Approved	-	6772.0	NM_007315
HGNC:11363	STAT2	Approved	-	6773.0	NM_005419
HGNC:11364	STAT3	Approved	-	6774.0	NM_139276, NM_003150
HGNC:11365	STAT4	Approved	-	6775.0	NM_003151
HGNC:11366	STAT5A	Approved	STAT5	6776.0	NM_003152
HGNC:11367	STAT5B	Approved	-	6777.0	NM_012448
HGNC:11368	STAT6	Approved	-	6778.0	NM_003153
HGNC:11369	STATH	Approved	-	6779.0	NM_003154
HGNC:11370	STAU1	Approved	STAU	6780.0	NM_017453
HGNC:11371	STAU2	Approved	-	27067.0	NM_001164380
HGNC:44101	STAU2-AS1	Approved	-	100128126.0	NR_038406
HGNC:24854	STBD1	Approved	-	8987.0	NM_003943
HGNC:11373	STC1	Approved	STC	6781.0	-
HGNC:11374	STC2	Approved	-	8614.0	NM_003714
HGNC:11378	STEAP1	Approved	STEAP	26872.0	NM_012449
HGNC:41907	STEAP1B	Approved	-	256227.0	-
HGNC:17885	STEAP2	Approved	PCANAP1	261729.0	NM_152999
HGNC:40820	STEAP2-AS1	Approved	-	-	-
HGNC:24592	STEAP3	Approved	-	55240.0	NM_018234
HGNC:41053	STEAP3-AS1	Approved	-	-	-
HGNC:21923	STEAP4	Approved	TNFAIP9	79689.0	NM_024636
HGNC:18839	STH	Approved	-	246744.0	-
HGNC:10879	STIL	Approved	SIL	6491.0	NM_003035
HGNC:11386	STIM1	Approved	-	6786.0	NM_003156
HGNC:19205	STIM2	Approved	-	57620.0	NM_020860
HGNC:11387	STIP1	Approved	-	10963.0	NM_006819
HGNC:49552	STIP1P1	Approved	-	100420434.0	-
HGNC:49553	STIP1P2	Approved	-	100420436.0	-
HGNC:49554	STIP1P3	Approved	-	441505.0	-
HGNC:11406	STK3	Approved	-	6788.0	NM_006281
HGNC:11408	STK4	Approved	-	6789.0	NM_006282
HGNC:43811	STK4-AS1	Approved	-	100505826.0	NR_038341
HGNC:11388	STK10	Approved	-	6793.0	NM_005990
HGNC:11389	STK11	Approved	-	6794.0	NM_000455
HGNC:19184	STK11IP	Approved	-	114790.0	NM_052902
HGNC:11394	STK16	Approved	-	8576.0	-
HGNC:19283	STK16P1	Approved	STK16P	326107.0	NG_002530
HGNC:11395	STK17A	Approved	-	9263.0	NM_004760
HGNC:11396	STK17B	Approved	-	9262.0	-
HGNC:11398	STK19	Approved	-	8859.0	-
HGNC:21668	STK19B	Approved	STK19P	373159.0	-
HGNC:11403	STK24	Approved	-	8428.0	NM_003576
HGNC:39935	STK24-AS1	Approved	-	-	-
HGNC:50360	STK24P1	Approved	-	100421784.0	-
HGNC:11404	STK25	Approved	-	10494.0	NM_006374
HGNC:50361	STK25P1	Approved	-	100533662.0	-
HGNC:18174	STK26	Approved	-	51765.0	NM_016542
HGNC:11407	STK31	Approved	-	56164.0	NM_031414
HGNC:28317	STK32A	Approved	-	202374.0	NM_145001
HGNC:14217	STK32B	Approved	-	55351.0	NM_018401
HGNC:21332	STK32C	Approved	-	282974.0	NM_173575
HGNC:14568	STK33	Approved	-	65975.0	NM_030906
HGNC:26871	STK33P1	Approved	STK33P	553118.0	-
HGNC:16254	STK35	Approved	-	140901.0	NM_080836
HGNC:17209	STK36	Approved	-	27148.0	-
HGNC:17847	STK38	Approved	-	11329.0	NM_007271
HGNC:17848	STK38L	Approved	-	23012.0	NM_015000
HGNC:17717	STK39	Approved	-	27347.0	NM_013233
HGNC:21373	STK40	Approved	-	83931.0	NM_032017
HGNC:28669	STKLD1	Approved	C9orf96	169436.0	NM_153710
HGNC:6510	STMN1	Approved	LAP18, C1orf215	3925.0	NM_005563
HGNC:44062	STMN1P1	Approved	-	100506685.0	NG_030122
HGNC:44063	STMN1P2	Approved	-	100289663.0	-
HGNC:10577	STMN2	Approved	SCGN10	11075.0	NM_007029
HGNC:15926	STMN3	Approved	-	50861.0	NM_015894
HGNC:16078	STMN4	Approved	-	81551.0	NM_030795
HGNC:44668	STMND1	Approved	-	401236.0	NM_001190766
HGNC:3383	STOM	Approved	EPB7, EPB72	2040.0	NM_004099
HGNC:14560	STOML1	Approved	-	9399.0	NM_004809
HGNC:14559	STOML2	Approved	-	30968.0	NM_013442
HGNC:19420	STOML3	Approved	-	-	-
HGNC:17003	STON1	Approved	-	11037.0	NM_006873
HGNC:30651	STON1-GTF2A1L	Approved	-	286749.0	-
HGNC:30652	STON2	Approved	-	85439.0	NM_033104
HGNC:23508	STOX1	Approved	C10orf24	219736.0	NM_152709
HGNC:25450	STOX2	Approved	-	56977.0	NM_020225
HGNC:28070	STPG1	Approved	C1orf201	90529.0	NM_178122
HGNC:28712	STPG2	Approved	C4orf37	285555.0	NM_174952
HGNC:41209	STPG2-AS1	Approved	-	-	-
HGNC:37285	STPG3	Approved	C9orf173	441476.0	NM_001004353
HGNC:30650	STRA6	Approved	-	64220.0	-
HGNC:30653	STRA8	Approved	-	346673.0	NM_182489
HGNC:11422	STRA13	Approved	-	201254.0	NM_144998
HGNC:30172	STRADA	Approved	-	92335.0	-
HGNC:13205	STRADB	Approved	ALS2CR2	55437.0	NM_018571
HGNC:22478	STRADBP1	Approved	-	389599.0	-
HGNC:30796	STRAP	Approved	-	11171.0	NM_007178
HGNC:16462	STRBP	Approved	ILF3L	-	-
HGNC:16035	STRC	Approved	DFNB16	161497.0	NM_153700
HGNC:33915	STRCP1	Approved	STRCP	554225.0	-
HGNC:25916	STRIP1	Approved	FAM40A	85369.0	NM_033088
HGNC:22209	STRIP2	Approved	FAM40B	57464.0	NM_001134336
HGNC:11424	STRN	Approved	-	6801.0	-
HGNC:15720	STRN3	Approved	-	29966.0	NM_014574
HGNC:15721	STRN4	Approved	-	29888.0	-
HGNC:11425	STS	Approved	ARSC1	412.0	NM_000351
HGNC:11426	STSP1	Approved	STSP	6803.0	-
HGNC:6172	STT3A	Approved	ITM1	3703.0	NM_152713
HGNC:44585	STT3A-AS1	Approved	-	-	-
HGNC:30611	STT3B	Approved	-	201595.0	NM_178862
HGNC:11427	STUB1	Approved	-	10273.0	NM_005861
HGNC:30491	STUM	Approved	C1orf95	375057.0	NM_001003665
HGNC:11433	STX1A	Approved	STX1	6804.0	NM_004603
HGNC:18539	STX1B	Approved	STX1B1, STX1B2	112755.0	-
HGNC:3403	STX2	Approved	STX2B, STX2C, STX2A, EPIM	2054.0	NM_194356
HGNC:11438	STX3	Approved	STX3A	6809.0	NM_004177
HGNC:11439	STX4	Approved	STX4A	6810.0	NM_004604
HGNC:11440	STX5	Approved	STX5A	6811.0	NM_003164
HGNC:11441	STX6	Approved	-	10228.0	NM_005819
HGNC:11442	STX7	Approved	-	8417.0	-
HGNC:11443	STX8	Approved	-	9482.0	NM_004853
HGNC:49855	STX8P1	Approved	-	100423046.0	-
HGNC:11428	STX10	Approved	-	8677.0	NM_003765
HGNC:11429	STX11	Approved	-	8676.0	-
HGNC:11430	STX12	Approved	-	23673.0	NM_177424
HGNC:11431	STX16	Approved	-	8675.0	NM_001001433
HGNC:41993	STX16-NPEPL1	Approved	-	100534593.0	NR_037945.1
HGNC:11432	STX17	Approved	-	55014.0	NM_017919
HGNC:51174	STX17-AS1	Approved	-	441461.0	NR_038853
HGNC:15942	STX18	Approved	-	53407.0	-
HGNC:48877	STX18-AS1	Approved	-	100507266.0	-
HGNC:41415	STX18-IT1	Approved	-	-	-
HGNC:43995	STX18P1	Approved	-	100418889.0	-
HGNC:19300	STX19	Approved	-	415117.0	NM_001001850
HGNC:11444	STXBP1	Approved	-	6812.0	NM_003165
HGNC:11445	STXBP2	Approved	-	6813.0	NM_006949
HGNC:11446	STXBP3	Approved	-	6814.0	NM_007269
HGNC:19694	STXBP4	Approved	-	252983.0	NM_178509
HGNC:19665	STXBP5	Approved	-	-	-
HGNC:44183	STXBP5-AS1	Approved	-	729178.0	NR_034115
HGNC:30757	STXBP5L	Approved	-	9515.0	-
HGNC:19666	STXBP6	Approved	-	-	-
HGNC:18889	STYK1	Approved	-	55359.0	NM_018423
HGNC:11447	STYX	Approved	-	6815.0	NM_145251
HGNC:18165	STYXL1	Approved	DUSP24	51657.0	NM_016086
HGNC:19985	SUB1	Approved	-	10923.0	NM_006713
HGNC:32300	SUB1P1	Approved	-	728938.0	-
HGNC:43992	SUB1P2	Approved	-	100287680.0	-
HGNC:43993	SUB1P3	Approved	-	-	-
HGNC:43994	SUB1P4	Approved	-	100288661.0	-
HGNC:11448	SUCLA2	Approved	-	8803.0	-
HGNC:39965	SUCLA2-AS1	Approved	-	-	-
HGNC:21632	SUCLA2P1	Approved	SUCLA2P	646520.0	-
HGNC:38102	SUCLA2P2	Approved	-	100129863.0	-
HGNC:38103	SUCLA2P3	Approved	-	-	-
HGNC:11449	SUCLG1	Approved	-	8802.0	NM_003849
HGNC:11450	SUCLG2	Approved	-	8801.0	NM_003848
HGNC:49643	SUCLG2-AS1	Approved	-	101927111.0	-
HGNC:43996	SUCLG2P1	Approved	-	100421671.0	-
HGNC:43997	SUCLG2P2	Approved	-	283398.0	-
HGNC:43998	SUCLG2P3	Approved	-	100421712.0	-
HGNC:43999	SUCLG2P4	Approved	-	100130528.0	-
HGNC:4542	SUCNR1	Approved	GPR91	56670.0	NM_033050
HGNC:1240	SUCO	Approved	C1orf9	51430.0	NM_016227
HGNC:29545	SUDS3	Approved	-	64426.0	NM_022491
HGNC:44000	SUDS3P1	Approved	-	285647.0	-
HGNC:16466	SUFU	Approved	-	51684.0	NM_016169
HGNC:16001	SUGCT	Approved	C7orf10	79783.0	NM_024728
HGNC:18643	SUGP1	Approved	SF4	57794.0	NM_021164
HGNC:18641	SUGP2	Approved	SFRS14	10147.0	NM_001017392
HGNC:16987	SUGT1	Approved	-	10910.0	NM_001130912
HGNC:19384	SUGT1P1	Approved	SUGT1P	-	-
HGNC:31377	SUGT1P2	Approved	-	728706.0	-
HGNC:20513	SUGT1P3	Approved	SUGT1L1	283507.0	-
HGNC:20391	SULF1	Approved	-	23213.0	NM_015170
HGNC:20392	SULF2	Approved	-	55959.0	NM_018837
HGNC:11453	SULT1A1	Approved	STP, STP1	6817.0	NM_001055
HGNC:11454	SULT1A2	Approved	STP2	6799.0	NM_001054
HGNC:11455	SULT1A3	Approved	STM	6818.0	NM_003166
HGNC:30004	SULT1A4	Approved	-	445329.0	NM_001017389
HGNC:17845	SULT1B1	Approved	-	27284.0	NM_014465
HGNC:11456	SULT1C2	Approved	SULT1C1	6819.0	NM_176825
HGNC:33545	SULT1C2P1	Approved	-	151234.0	NR_037191
HGNC:51595	SULT1C2P2	Approved	-	-	-
HGNC:33543	SULT1C3	Approved	-	442038.0	NM_001008743
HGNC:11457	SULT1C4	Approved	SULT1C2	27233.0	NM_006588
HGNC:30659	SULT1D1P	Approved	-	133150.0	NG_002642
HGNC:11377	SULT1E1	Approved	STE	6783.0	NM_005420
HGNC:11458	SULT2A1	Approved	STD	6822.0	NM_003167
HGNC:11459	SULT2B1	Approved	-	6820.0	NM_004605
HGNC:14903	SULT4A1	Approved	-	25830.0	NM_014351
HGNC:33433	SULT6B1	Approved	-	391365.0	NM_001032377
HGNC:20376	SUMF1	Approved	-	285362.0	NM_182760
HGNC:20415	SUMF2	Approved	-	25870.0	NM_015411
HGNC:12502	SUMO1	Approved	UBL1	7341.0	NM_003352
HGNC:33148	SUMO1P1	Approved	UBL2, UBL6	391257.0	NR_002189
HGNC:33149	SUMO1P2	Approved	-	474337.0	NG_004725
HGNC:33150	SUMO1P3	Approved	-	474338.0	NR_002190
HGNC:33151	SUMO1P4	Approved	-	101290502.0	NG_033172
HGNC:33152	SUMO1P5	Approved	-	474341.0	-
HGNC:11125	SUMO2	Approved	SMT3H2	6613.0	NM_006937
HGNC:13985	SUMO2P1	Approved	SMT3H2P, SUMO2P	285829.0	NG_002750
HGNC:39012	SUMO2P2	Approved	-	-	-
HGNC:39013	SUMO2P3	Approved	-	652489.0	NG_005815
HGNC:39014	SUMO2P4	Approved	-	100288757.0	-
HGNC:39015	SUMO2P5	Approved	-	100526738.0	-
HGNC:39016	SUMO2P6	Approved	-	-	-
HGNC:39017	SUMO2P7	Approved	-	100131823.0	-
HGNC:39018	SUMO2P8	Approved	-	-	-
HGNC:49348	SUMO2P10	Approved	-	-	-
HGNC:49349	SUMO2P11	Approved	-	100422250.0	-
HGNC:49350	SUMO2P12	Approved	-	-	-
HGNC:49351	SUMO2P13	Approved	-	-	-
HGNC:49352	SUMO2P14	Approved	-	-	-
HGNC:49353	SUMO2P15	Approved	-	-	-
HGNC:49354	SUMO2P16	Approved	-	-	-
HGNC:49358	SUMO2P17	Approved	-	100128010.0	-
HGNC:49356	SUMO2P18	Approved	-	-	-
HGNC:49357	SUMO2P19	Approved	-	100422265.0	-
HGNC:49355	SUMO2P20	Approved	-	101927327.0	-
HGNC:11124	SUMO3	Approved	SMT3H1	6612.0	-
HGNC:21181	SUMO4	Approved	SMT3H4, IDDM5	387082.0	-
HGNC:18587	SUN1	Approved	UNC84A	23353.0	NM_025154
HGNC:14210	SUN2	Approved	UNC84B	25777.0	XM_039332
HGNC:22429	SUN3	Approved	SUNC1	256979.0	NM_152782
HGNC:16252	SUN5	Approved	SPAG4L	140732.0	NM_080675
HGNC:11460	SUOX	Approved	-	6821.0	NM_000456
HGNC:11466	SUPT3H	Approved	-	8464.0	NM_181356
HGNC:11467	SUPT4H1	Approved	SUPT4H	6827.0	NM_003168
HGNC:33981	SUPT4H1P1	Approved	SUPT4H1P	100190947.0	NG_008701
HGNC:50823	SUPT4H1P2	Approved	-	100287625.0	NG_030121
HGNC:11469	SUPT5H	Approved	-	6829.0	NM_003169
HGNC:11470	SUPT6H	Approved	-	6830.0	NM_003170
HGNC:30632	SUPT7L	Approved	-	9913.0	NM_014860
HGNC:11465	SUPT16H	Approved	-	11198.0	NM_007192
HGNC:31388	SUPT16HP1	Approved	SUPT16HP	400011.0	XR_016968
HGNC:20596	SUPT20H	Approved	C13orf19, FAM48A	55578.0	NM_017569
HGNC:30773	SUPT20HL1	Approved	FAM48B1	100130302.0	NM_001136234
HGNC:31797	SUPT20HL2	Approved	FAM48B2	170067.0	NM_001136233
HGNC:11471	SUPV3L1	Approved	-	6832.0	NM_003171
HGNC:11474	SURF1	Approved	-	6834.0	NM_003172
HGNC:11475	SURF2	Approved	-	6835.0	NM_017503
HGNC:11476	SURF4	Approved	-	6836.0	NM_033161
HGNC:11478	SURF6	Approved	-	6838.0	NM_006753
HGNC:37722	SURF6P1	Approved	-	643470.0	-
HGNC:25413	SUSD1	Approved	-	64420.0	NM_022486
HGNC:30667	SUSD2	Approved	-	56241.0	NM_019601
HGNC:33889	SUSD2P1	Approved	-	729568.0	-
HGNC:35197	SUSD2P2	Approved	-	729450.0	XR_015550
HGNC:28391	SUSD3	Approved	-	203328.0	NM_145006
HGNC:25470	SUSD4	Approved	-	55061.0	NM_017982
HGNC:29061	SUSD5	Approved	-	26032.0	XM_171054
HGNC:19956	SUSD6	Approved	KIAA0247	9766.0	NM_014734
HGNC:11479	SUV39H1	Approved	SUV39H	6839.0	NM_003173
HGNC:17287	SUV39H2	Approved	-	79723.0	NM_024670
HGNC:17101	SUZ12	Approved	-	23512.0	NM_015355
HGNC:32421	SUZ12P1	Approved	SUZ12P	440423.0	NG_005675
HGNC:43872	SUZ12P2	Approved	-	100421539.0	-
HGNC:20566	SV2A	Approved	-	-	-
HGNC:16874	SV2B	Approved	-	9899.0	NM_014848
HGNC:30670	SV2C	Approved	-	22987.0	-
HGNC:29204	SVBP	Approved	CCDC23	374969.0	NM_199342
HGNC:15985	SVEP1	Approved	C9orf13	79987.0	-
HGNC:11480	SVIL	Approved	-	6840.0	-
HGNC:51219	SVIL-AS1	Approved	-	102724316.0	NR_110920
HGNC:44959	SVILP1	Approved	-	645954.0	-
HGNC:25238	SVIP	Approved	-	258010.0	NM_148893
HGNC:25417	SVOP	Approved	-	55530.0	NM_018711
HGNC:27034	SVOPL	Approved	-	136306.0	NM_174959
HGNC:17070	SWAP70	Approved	-	23075.0	NM_015055
HGNC:31412	SWI5	Approved	C9orf119	375757.0	NM_001040011
HGNC:26638	SWSAP1	Approved	C19orf39	126074.0	NM_175871
HGNC:16785	SWT1	Approved	C1orf26	54823.0	NM_017673
HGNC:16273	SYAP1	Approved	-	94056.0	NM_032796
HGNC:26011	SYBU	Approved	-	55638.0	NM_017786
HGNC:28852	SYCE1	Approved	C10orf94	93426.0	NM_201564
HGNC:37236	SYCE1L	Approved	-	100130958.0	NM_001129979
HGNC:27411	SYCE2	Approved	-	256126.0	XM_497609
HGNC:35245	SYCE3	Approved	C22orf41	644186.0	NM_001123225
