HGNC ID	Approved Symbol	Status	Previous Symbols	Entrez Gene ID	RefSeq IDs
HGNC:5	A1BG	Approved	-	1.0	NM_130786
HGNC:37133	A1BG-AS1	Approved	NCRNA00181, A1BGAS, A1BG-AS	503538.0	NR_015380
HGNC:24086	A1CF	Approved	-	29974.0	NM_014576
HGNC:7	A2M	Approved	-	2.0	NM_000014
HGNC:27057	A2M-AS1	Approved	-	144571.0	NR_026971
HGNC:23336	A2ML1	Approved	CPAMD9	144568.0	NM_144670
HGNC:41022	A2ML1-AS1	Approved	-	-	-
HGNC:41523	A2ML1-AS2	Approved	-	-	-
HGNC:8	A2MP1	Approved	A2MP	3.0	NG_001067
HGNC:30005	A3GALT2	Approved	A3GALT2P	127550.0	NM_001080438
HGNC:18149	A4GALT	Approved	-	53947.0	NM_017436
HGNC:17968	A4GNT	Approved	-	51146.0	NM_016161
HGNC:13666	AAAS	Approved	-	8086.0	-
HGNC:21298	AACS	Approved	-	65985.0	NM_023928
HGNC:18226	AACSP1	Approved	AACSL	729522.0	NR_024035
HGNC:17	AADAC	Approved	-	13.0	NM_001086
HGNC:24427	AADACL2	Approved	-	344752.0	NM_207365
HGNC:50301	AADACL2-AS1	Approved	-	101928142.0	-
HGNC:32037	AADACL3	Approved	-	126767.0	NM_001103170
HGNC:32038	AADACL4	Approved	-	343066.0	NM_001013630
HGNC:50305	AADACP1	Approved	-	201651.0	-
HGNC:17929	AADAT	Approved	-	51166.0	NM_016228
HGNC:16881	AAED1	Approved	C9orf21	195827.0	NM_153698
HGNC:25662	AAGAB	Approved	-	79719.0	NM_024666
HGNC:19679	AAK1	Approved	-	22848.0	NM_014911
HGNC:30205	AAMDC	Approved	C11orf67	28971.0	NM_024684
HGNC:18	AAMP	Approved	-	14.0	NM_001087
HGNC:19	AANAT	Approved	-	15.0	NM_001088
HGNC:15886	AAR2	Approved	C20orf4	25980.0	NM_015511
HGNC:33842	AARD	Approved	C8orf85	441376.0	NM_001025357
HGNC:20	AARS	Approved	-	16.0	NM_001605
HGNC:21022	AARS2	Approved	AARSL	57505.0	NM_020745
HGNC:28417	AARSD1	Approved	-	80755.0	NM_001261434
HGNC:49894	AARSP1	Approved	-	-	-
HGNC:23993	AASDH	Approved	-	132949.0	NM_181806
HGNC:14235	AASDHPPT	Approved	-	60496.0	NM_015423
HGNC:17366	AASS	Approved	-	10157.0	NM_005763
HGNC:51526	AATBC	Approved	-	284837.0	NR_026961
HGNC:19235	AATF	Approved	-	26574.0	NM_012138
HGNC:21	AATK	Approved	-	9625.0	NM_004920
HGNC:40053	AATK-AS1	Approved	-	388428.0	-
HGNC:22	AAVS1	Approved	-	17.0	-
HGNC:49667	ABALON	Approved	-	103021294.0	NR_131907
HGNC:23	ABAT	Approved	-	18.0	NM_020686
HGNC:29	ABCA1	Approved	ABC1, HDLDT1	19.0	NM_005502
HGNC:32	ABCA2	Approved	ABC2	20.0	NM_001606
HGNC:33	ABCA3	Approved	ABC3	21.0	NM_001089
HGNC:34	ABCA4	Approved	STGD1, ABCR, RP19, STGD	24.0	NM_000350
HGNC:35	ABCA5	Approved	-	23461.0	NM_018672
HGNC:36	ABCA6	Approved	-	23460.0	NM_080284
HGNC:37	ABCA7	Approved	-	10347.0	NM_019112
HGNC:38	ABCA8	Approved	-	10351.0	NM_007168
HGNC:39	ABCA9	Approved	-	10350.0	NM_172386
HGNC:39983	ABCA9-AS1	Approved	-	-	-
HGNC:30	ABCA10	Approved	-	10349.0	NM_080282
HGNC:31	ABCA11P	Approved	ABCA11	79963.0	NR_002451.2
HGNC:14637	ABCA12	Approved	ICR2B	26154.0	NM_173076
HGNC:14638	ABCA13	Approved	-	154664.0	NM_152701
HGNC:32972	ABCA17P	Approved	-	650655.0	NR_003574
HGNC:40	ABCB1	Approved	PGY1, MDR1, CLCS	5243.0	NM_000927
HGNC:45	ABCB4	Approved	PGY3, MDR3	5244.0	NM_000443
HGNC:46	ABCB5	Approved	-	340273.0	NM_178559
HGNC:47	ABCB6	Approved	-	10058.0	NM_005689
HGNC:48	ABCB7	Approved	ABC7	22.0	NM_004299
HGNC:49	ABCB8	Approved	-	11194.0	NM_007188
HGNC:50	ABCB9	Approved	-	23457.0	NM_019624
HGNC:41	ABCB10	Approved	-	23456.0	NM_012089
HGNC:14114	ABCB10P1	Approved	ABCB10P, ABCB10P2	56476.0	-
HGNC:31129	ABCB10P3	Approved	-	728248.0	-
HGNC:31130	ABCB10P4	Approved	-	100132289.0	-
HGNC:42	ABCB11	Approved	BSEP, PFIC2	8647.0	NM_003742
HGNC:51	ABCC1	Approved	MRP, MRP1	4363.0	NM_004996
HGNC:53	ABCC2	Approved	CMOAT	1244.0	NM_000392
HGNC:54	ABCC3	Approved	-	8714.0	NM_020038
HGNC:55	ABCC4	Approved	-	10257.0	NM_005845
HGNC:56	ABCC5	Approved	-	10057.0	NM_005688
HGNC:40055	ABCC5-AS1	Approved	-	-	-
HGNC:57	ABCC6	Approved	ARA, PXE	368.0	-
HGNC:33352	ABCC6P1	Approved	-	653190.0	NR_003569
HGNC:33353	ABCC6P2	Approved	-	730013.0	NR_023387
HGNC:59	ABCC8	Approved	SUR, HRINS	6833.0	NM_000352
HGNC:60	ABCC9	Approved	-	10060.0	NM_005691
HGNC:52	ABCC10	Approved	-	89845.0	NM_033450
HGNC:14639	ABCC11	Approved	-	85320.0	NM_032583
HGNC:14640	ABCC12	Approved	-	94160.0	NM_033226
HGNC:16022	ABCC13	Approved	-	150000.0	-
HGNC:61	ABCD1	Approved	ALD	215.0	NM_000033
HGNC:62	ABCD1P1	Approved	-	23785.0	-
HGNC:63	ABCD1P2	Approved	-	26983.0	-
HGNC:64	ABCD1P3	Approved	-	26982.0	-
HGNC:65	ABCD1P4	Approved	-	26957.0	-
HGNC:42662	ABCD1P5	Approved	-	642762.0	-
HGNC:66	ABCD2	Approved	ALDL1	225.0	NM_005164
HGNC:67	ABCD3	Approved	PXMP1	5825.0	NM_002858
HGNC:68	ABCD4	Approved	PXMP1L	5826.0	NM_005050
HGNC:69	ABCE1	Approved	RNASEL1, RNASELI, RNS4I	6059.0	NM_002940
HGNC:70	ABCF1	Approved	ABC50	23.0	-
HGNC:71	ABCF2	Approved	-	10061.0	NM_005692
HGNC:48841	ABCF2P1	Approved	-	344653.0	-
HGNC:48842	ABCF2P2	Approved	-	100422059.0	-
HGNC:72	ABCF3	Approved	-	55324.0	NM_018358
HGNC:73	ABCG1	Approved	-	9619.0	NM_207174
HGNC:74	ABCG2	Approved	-	9429.0	NM_004827
HGNC:13884	ABCG4	Approved	-	64137.0	NM_022169
HGNC:13886	ABCG5	Approved	-	64240.0	NM_022436
HGNC:13887	ABCG8	Approved	-	64241.0	NM_022437
HGNC:17553	ABHD1	Approved	-	84696.0	NM_032604
HGNC:18717	ABHD2	Approved	-	11057.0	-
HGNC:18718	ABHD3	Approved	-	171586.0	-
HGNC:20154	ABHD4	Approved	-	63874.0	-
HGNC:21396	ABHD5	Approved	-	51099.0	NM_016006
HGNC:21398	ABHD6	Approved	-	57406.0	NM_020676
HGNC:23759	ABHD8	Approved	-	79575.0	NM_024527
HGNC:25656	ABHD10	Approved	-	55347.0	NM_018394
HGNC:16407	ABHD11	Approved	WBSCR21	83451.0	-
HGNC:18289	ABHD11-AS1	Approved	WBSCR26, LINC00035	171022.0	NR_026690
HGNC:15868	ABHD12	Approved	C20orf22	26090.0	NM_015600
HGNC:19837	ABHD12B	Approved	C14orf29	145447.0	-
HGNC:20293	ABHD13	Approved	C13orf6	84945.0	NM_032859
HGNC:24538	ABHD14A	Approved	-	25864.0	NM_015407
HGNC:38856	ABHD14A-ACY1	Approved	-	100526760.0	-
HGNC:28235	ABHD14B	Approved	-	84836.0	NM_032750
HGNC:26971	ABHD15	Approved	-	116236.0	NM_198147
HGNC:49685	ABHD15-AS1	Approved	-	-	-
HGNC:13921	ABHD16A	Approved	BAT5	7920.0	-
HGNC:16128	ABHD16B	Approved	C20orf135	140701.0	-
HGNC:28756	ABHD17A	Approved	C19orf27, FAM108A1	81926.0	NM_031213
HGNC:28394	ABHD17AP1	Approved	FAM108A2, ABHD17AP2, FAM108A3, FAM108A11P, FAM108A3P	728917.0	NG_011738
HGNC:34041	ABHD17AP3	Approved	FAM108A4, FAM108A4P	648359.0	XR_041784
HGNC:34042	ABHD17AP4	Approved	FAM108A5, FAM108A5P	729495.0	-
HGNC:34043	ABHD17AP5	Approved	FAM108A6, FAM108A6P	91219.0	-
HGNC:34044	ABHD17AP6	Approved	FAM108A7P	644988.0	-
HGNC:38508	ABHD17AP7	Approved	FAM108A8P	100133212.0	-
HGNC:38509	ABHD17AP8	Approved	FAM108A9P	647144.0	-
HGNC:38510	ABHD17AP9	Approved	FAM108A10P	100132251.0	-
HGNC:24278	ABHD17B	Approved	C9orf77, FAM108B1	51104.0	NM_016014
HGNC:26925	ABHD17C	Approved	FAM108C1	58489.0	NM_021214
HGNC:26111	ABHD18	Approved	C4orf29	80167.0	NM_001039717
HGNC:11320	ABI1	Approved	SSH3BP1	10006.0	NM_005470
HGNC:20035	ABI1P1	Approved	SSH3BP1P, ABI1P	326268.0	-
HGNC:24011	ABI2	Approved	-	10152.0	NM_005759
HGNC:29859	ABI3	Approved	-	51225.0	NM_016428
HGNC:17265	ABI3BP	Approved	-	25890.0	-
HGNC:76	ABL1	Approved	ABL	25.0	NM_007313
HGNC:77	ABL2	Approved	ABLL	27.0	NM_005158
HGNC:78	ABLIM1	Approved	LIMAB1, ABLIM	3983.0	-
HGNC:19195	ABLIM2	Approved	-	84448.0	NM_001130083
HGNC:29132	ABLIM3	Approved	-	22885.0	NM_014945
HGNC:79	ABO	Approved	-	28.0	NM_020469
HGNC:81	ABR	Approved	-	29.0	-
HGNC:30655	ABRA	Approved	-	137735.0	NM_139166
HGNC:21230	ABRACL	Approved	C6orf115	58527.0	NM_021243
HGNC:17369	ABT1	Approved	-	29777.0	-
HGNC:39557	ABT1P1	Approved	-	100420695.0	NG_025142
HGNC:18275	ABTB1	Approved	-	80325.0	NM_172027
HGNC:23842	ABTB2	Approved	-	25841.0	NM_145804
HGNC:82	ACAA1	Approved	-	30.0	NM_001607
HGNC:83	ACAA2	Approved	-	10449.0	NM_006111
HGNC:84	ACACA	Approved	ACAC, ACC	31.0	NM_198836
HGNC:85	ACACB	Approved	-	32.0	NM_001093
HGNC:87	ACAD8	Approved	-	27034.0	NM_014384
HGNC:21497	ACAD9	Approved	-	28976.0	NM_014049
HGNC:21597	ACAD10	Approved	-	80724.0	NM_025247
HGNC:30211	ACAD11	Approved	-	84129.0	NM_032169
HGNC:88	ACADL	Approved	-	33.0	NM_001608
HGNC:89	ACADM	Approved	-	34.0	-
HGNC:90	ACADS	Approved	-	35.0	NM_000017
HGNC:91	ACADSB	Approved	-	36.0	NM_001609
HGNC:92	ACADVL	Approved	-	37.0	NM_000018
HGNC:319	ACAN	Approved	MSK16, CSPG1, AGC1	176.0	NM_001135
HGNC:16467	ACAP1	Approved	CENTB1	9744.0	NM_014716
HGNC:16469	ACAP2	Approved	CENTB2	23527.0	NM_012287
HGNC:41426	ACAP2-IT1	Approved	-	-	-
HGNC:16754	ACAP3	Approved	CENTB5	116983.0	NM_030649
HGNC:93	ACAT1	Approved	ACAT	38.0	NM_000019
HGNC:94	ACAT2	Approved	-	39.0	NM_005891
HGNC:15453	ACBD3	Approved	GOLPH1, GOCAP1	64746.0	NM_022735
HGNC:23337	ACBD4	Approved	-	79777.0	NM_024722
HGNC:23338	ACBD5	Approved	-	91452.0	NM_145698
HGNC:23339	ACBD6	Approved	-	84320.0	NM_032360
HGNC:17715	ACBD7	Approved	-	414149.0	-
HGNC:23989	ACCS	Approved	-	84680.0	NM_032592
HGNC:34391	ACCSL	Approved	-	390110.0	NM_001031854
HGNC:25070	ACD	Approved	-	65057.0	NM_022914
HGNC:2707	ACE	Approved	DCP1	1636.0	-
HGNC:13557	ACE2	Approved	-	59272.0	-
HGNC:44365	ACE3P	Approved	-	100129123.0	-
HGNC:18356	ACER1	Approved	ASAH3	125981.0	NM_133492
HGNC:23675	ACER2	Approved	ASAH3L	340485.0	XM_294540
HGNC:16066	ACER3	Approved	PHCA	55331.0	NM_018367
HGNC:108	ACHE	Approved	YT	43.0	NM_015831
HGNC:17066	ACIN1	Approved	ACINUS	22985.0	NM_014977
HGNC:4035	ACKR1	Approved	FY, DARC	2532.0	NM_002036
HGNC:1565	ACKR2	Approved	CMKBR9, CCBP2	1238.0	NM_001296
HGNC:23692	ACKR3	Approved	CMKOR1, CXCR7	57007.0	NM_020311
HGNC:1611	ACKR4	Approved	CCRL1	51554.0	NM_016557
HGNC:114	ACLS	Approved	-	46.0	-
HGNC:115	ACLY	Approved	-	47.0	NM_001096
HGNC:19288	ACMSD	Approved	-	130013.0	-
HGNC:117	ACO1	Approved	IREB1	48.0	NM_002197
HGNC:118	ACO2	Approved	-	50.0	NM_001098
HGNC:33904	ACOD1	Approved	IRG1	730249.0	XM_001133269
HGNC:33128	ACOT1	Approved	-	641371.0	NM_001037161
HGNC:18431	ACOT2	Approved	-	10965.0	NM_006821
HGNC:19748	ACOT4	Approved	-	122970.0	NM_152331
HGNC:33159	ACOT6	Approved	C14orf42	641372.0	NM_001037162
HGNC:24157	ACOT7	Approved	-	11332.0	NM_007274
HGNC:15919	ACOT8	Approved	PTE1	10005.0	NM_183386
HGNC:17152	ACOT9	Approved	-	23597.0	NM_012332
HGNC:18156	ACOT11	Approved	THEA	26027.0	NM_015547
HGNC:24436	ACOT12	Approved	-	134526.0	NM_130767
HGNC:20999	ACOT13	Approved	THEM2	55856.0	NM_018473
HGNC:119	ACOX1	Approved	-	51.0	-
HGNC:120	ACOX2	Approved	-	8309.0	NM_003500
HGNC:121	ACOX3	Approved	-	8310.0	-
HGNC:25621	ACOXL	Approved	-	55289.0	NM_018308
HGNC:122	ACP1	Approved	-	52.0	NM_004300
HGNC:123	ACP2	Approved	-	53.0	NM_001610
HGNC:124	ACP5	Approved	-	54.0	-
HGNC:29609	ACP6	Approved	-	51205.0	NM_016361
HGNC:33781	ACP7	Approved	-	390928.0	NM_001004318
HGNC:125	ACPP	Approved	-	55.0	NM_001099
HGNC:14376	ACPT	Approved	-	93650.0	NM_033068
HGNC:126	ACR	Approved	-	49.0	NM_001097
HGNC:17195	ACRBP	Approved	-	84519.0	NM_032489
HGNC:15805	ACRC	Approved	-	93953.0	-
HGNC:127	ACRV1	Approved	-	56.0	NM_001612
HGNC:29567	ACSBG1	Approved	-	23205.0	NM_015162
HGNC:24174	ACSBG2	Approved	-	81616.0	NM_030924
HGNC:26101	ACSF2	Approved	-	80221.0	NM_025149
HGNC:27288	ACSF3	Approved	-	197322.0	NM_174917
HGNC:3569	ACSL1	Approved	FACL2	2180.0	NM_001995
HGNC:3570	ACSL3	Approved	FACL3	2181.0	NM_004457
HGNC:3571	ACSL4	Approved	FACL4, MRX63, MRX68	2182.0	NM_004458
HGNC:16526	ACSL5	Approved	FACL5	51703.0	NM_016234
HGNC:16496	ACSL6	Approved	FACL6	23305.0	NM_015256
HGNC:18049	ACSM1	Approved	BUCS1	116285.0	NM_052956
HGNC:32017	ACSM2A	Approved	ACSM2	123876.0	NM_001010845
HGNC:30931	ACSM2B	Approved	ACSM2	348158.0	NM_182617
HGNC:10522	ACSM3	Approved	SAH	6296.0	NM_005622
HGNC:32016	ACSM4	Approved	-	341392.0	NM_001080454
HGNC:26060	ACSM5	Approved	-	54988.0	NM_017888
HGNC:51295	ACSM5P1	Approved	-	100421779.0	NG_026352
HGNC:31665	ACSM6	Approved	C10orf129	142827.0	NM_207321
HGNC:16091	ACSS1	Approved	ACAS2L	84532.0	NM_032501
HGNC:15814	ACSS2	Approved	ACAS2	55902.0	NM_018677
HGNC:24723	ACSS3	Approved	-	79611.0	NM_024560
HGNC:129	ACTA1	Approved	ACTA	58.0	NM_001100
HGNC:130	ACTA2	Approved	-	59.0	NM_001613
HGNC:45169	ACTA2-AS1	Approved	-	100132116.0	-
HGNC:132	ACTB	Approved	-	60.0	NM_001101
HGNC:17780	ACTBL2	Approved	-	345651.0	NM_001017992
HGNC:134	ACTBP1	Approved	-	643309.0	NG_022596
HGNC:135	ACTBP2	Approved	-	62.0	NG_003019
HGNC:136	ACTBP3	Approved	-	63.0	-
HGNC:137	ACTBP4	Approved	-	64.0	-
HGNC:139	ACTBP6	Approved	-	66.0	NG_008793
HGNC:140	ACTBP7	Approved	-	67.0	-
HGNC:141	ACTBP8	Approved	-	68.0	NG_000840
HGNC:142	ACTBP9	Approved	-	69.0	NG_003162
HGNC:31819	ACTBP10	Approved	-	446207.0	-
HGNC:33971	ACTBP11	Approved	-	644220.0	-
HGNC:150	ACTBP12	Approved	ACTGP5	100462767.0	NG_026958
HGNC:44626	ACTBP13	Approved	-	389120.0	-
HGNC:45086	ACTBP14	Approved	-	389976.0	NG_022182
HGNC:143	ACTC1	Approved	ACTC	70.0	NM_005159
HGNC:144	ACTG1	Approved	ACTG, DFNA20, DFNA26	71.0	NM_001614
HGNC:146	ACTG1P1	Approved	ACTGP1, ACT1GP1	73.0	NG_001068
HGNC:147	ACTG1P2	Approved	ACTL2, ACTGP2	74.0	NG_004636
HGNC:148	ACTG1P3	Approved	ACTGP3	75.0	NG_000842
HGNC:149	ACTG1P4	Approved	ACTGP4	648740.0	-
HGNC:151	ACTG1P6	Approved	ACTGP6	78.0	-
HGNC:152	ACTG1P7	Approved	ACTGP7	79.0	-
HGNC:153	ACTG1P8	Approved	ACTGP8	80.0	-
HGNC:154	ACTG1P9	Approved	ACTGP9	82.0	NG_001069
HGNC:155	ACTG1P10	Approved	ACTL1, ACTGP10	83.0	NG_003039
HGNC:37651	ACTG1P11	Approved	-	414754.0	NG_004636
HGNC:44496	ACTG1P12	Approved	-	100418921.0	-
HGNC:49058	ACTG1P13	Approved	-	100418920.0	-
HGNC:49751	ACTG1P14	Approved	-	100418910.0	NG_023870
HGNC:51495	ACTG1P15	Approved	-	100418951.0	-
HGNC:51496	ACTG1P16	Approved	-	100418960.0	-
HGNC:51497	ACTG1P17	Approved	-	283693.0	-
HGNC:51498	ACTG1P18	Approved	-	100418924.0	-
HGNC:51499	ACTG1P19	Approved	-	644160.0	-
HGNC:51500	ACTG1P20	Approved	-	644961.0	-
HGNC:51501	ACTG1P21	Approved	-	100131291.0	-
HGNC:51502	ACTG1P22	Approved	-	100131953.0	-
HGNC:51503	ACTG1P23	Approved	-	442097.0	-
HGNC:49661	ACTG1P24	Approved	POTENP	441783.0	-
HGNC:145	ACTG2	Approved	ACTL3, ACTA3	72.0	NM_001615
HGNC:24124	ACTL6A	Approved	-	86.0	NM_004301
HGNC:160	ACTL6B	Approved	ACTL6	51412.0	NM_016188
HGNC:161	ACTL7A	Approved	-	10881.0	NM_006687
HGNC:162	ACTL7B	Approved	-	10880.0	NM_006686
HGNC:24018	ACTL8	Approved	-	81569.0	NM_030812
HGNC:28494	ACTL9	Approved	-	284382.0	NM_178525
HGNC:16127	ACTL10	Approved	C20orf134	170487.0	-
HGNC:163	ACTN1	Approved	-	87.0	NM_001102
HGNC:20131	ACTN1-AS1	Approved	C14orf84	161159.0	-
HGNC:164	ACTN2	Approved	-	88.0	NM_001103
HGNC:165	ACTN3	Approved	-	89.0	NM_001104
HGNC:166	ACTN4	Approved	FSGS1	81.0	-
HGNC:44028	ACTN4P1	Approved	-	344978.0	-
HGNC:44032	ACTN4P2	Approved	-	391026.0	-
HGNC:51621	ACTP1	Approved	-	-	-
HGNC:167	ACTR1A	Approved	-	10121.0	-
HGNC:168	ACTR1B	Approved	CTRN2	10120.0	NM_005735
HGNC:169	ACTR2	Approved	-	10097.0	NM_001005386
HGNC:170	ACTR3	Approved	-	10096.0	NM_005721
HGNC:17256	ACTR3B	Approved	-	57180.0	NM_020445
HGNC:37724	ACTR3BP1	Approved	-	643050.0	NG_005799
HGNC:38677	ACTR3BP2	Approved	-	440888.0	-
HGNC:38678	ACTR3BP3	Approved	-	647156.0	-
HGNC:38681	ACTR3BP4	Approved	-	777774.0	-
HGNC:38682	ACTR3BP5	Approved	-	399746.0	-
HGNC:38683	ACTR3BP6	Approved	-	644773.0	-
HGNC:37282	ACTR3C	Approved	-	653857.0	-
HGNC:31820	ACTR3P1	Approved	-	100288580.0	-
HGNC:38676	ACTR3P2	Approved	-	100129013.0	-
HGNC:38679	ACTR3P3	Approved	-	100128020.0	-
HGNC:14671	ACTR5	Approved	-	79913.0	NM_024855
HGNC:24025	ACTR6	Approved	-	64431.0	NM_022496
HGNC:44210	ACTR6P1	Approved	-	100421495.0	NG_025147
HGNC:14672	ACTR8	Approved	-	93973.0	NM_022899
HGNC:17372	ACTR10	Approved	-	55860.0	-
HGNC:24027	ACTRT1	Approved	-	139741.0	NM_138289
HGNC:24026	ACTRT2	Approved	-	140625.0	NM_080431
HGNC:24022	ACTRT3	Approved	-	84517.0	NM_032487
HGNC:171	ACVR1	Approved	ACVRLK2	90.0	NM_001105
HGNC:172	ACVR1B	Approved	ACVRLK4	91.0	NM_020328
HGNC:18123	ACVR1C	Approved	-	130399.0	NM_145259
HGNC:173	ACVR2A	Approved	ACVR2	92.0	NM_001616
HGNC:174	ACVR2B	Approved	-	93.0	NM_001106
HGNC:44161	ACVR2B-AS1	Approved	-	100128640.0	NR_028389
HGNC:175	ACVRL1	Approved	ACVRLK1, ORW2	94.0	NM_000020
HGNC:177	ACY1	Approved	-	95.0	NM_000666
HGNC:24104	ACY3	Approved	-	91703.0	NM_080658
HGNC:179	ACYP1	Approved	-	97.0	-
HGNC:180	ACYP2	Approved	-	98.0	-
HGNC:185	AD5	Approved	-	-	-
HGNC:186	ADA	Approved	-	100.0	NM_000022
HGNC:30713	ADAD1	Approved	-	132612.0	NM_139243
HGNC:44550	ADAD1P1	Approved	-	100422386.0	-
HGNC:44552	ADAD1P2	Approved	-	100422407.0	-
HGNC:30714	ADAD2	Approved	-	161931.0	NM_139174
HGNC:31853	ADAL	Approved	-	161823.0	XM_091156
HGNC:187	ADAM1A	Approved	ADAM1	8759.0	NG_001216
HGNC:44366	ADAM1B	Approved	-	100420505.0	NG_024129
HGNC:198	ADAM2	Approved	FTNB	2515.0	NM_001464
HGNC:209	ADAM3A	Approved	CYRN1	1587.0	NR_001569
HGNC:210	ADAM3B	Approved	CYRN2	1596.0	NG_001526
HGNC:212	ADAM5	Approved	ADAM5P	255926.0	NR_001448
HGNC:213	ADAM6	Approved	C14orf96	8755.0	NR_002224
HGNC:214	ADAM7	Approved	-	8756.0	NM_003817
HGNC:215	ADAM8	Approved	-	101.0	NM_001109
HGNC:216	ADAM9	Approved	CORD9	8754.0	-
HGNC:188	ADAM10	Approved	-	102.0	NM_001110
HGNC:189	ADAM11	Approved	MDC	4185.0	NM_002390
HGNC:190	ADAM12	Approved	-	8038.0	-
HGNC:193	ADAM15	Approved	-	8751.0	NM_003815
HGNC:195	ADAM17	Approved	TACE	6868.0	-
HGNC:196	ADAM18	Approved	-	8749.0	NM_014237
HGNC:197	ADAM19	Approved	-	8728.0	NM_033274
HGNC:199	ADAM20	Approved	-	8748.0	-
HGNC:20102	ADAM20P1	Approved	C14orf55	317760.0	NR_037933
HGNC:43901	ADAM20P2	Approved	-	100533671.0	-
HGNC:43902	ADAM20P3	Approved	-	644325.0	-
HGNC:200	ADAM21	Approved	-	8747.0	-
HGNC:19822	ADAM21P1	Approved	ADAM21P	145241.0	NG_002467
HGNC:201	ADAM22	Approved	-	53616.0	NM_021723
HGNC:202	ADAM23	Approved	-	8745.0	NM_003812
HGNC:203	ADAM24P	Approved	-	646479.0	-
HGNC:206	ADAM28	Approved	-	10863.0	NM_021778
HGNC:207	ADAM29	Approved	-	11086.0	-
HGNC:208	ADAM30	Approved	-	11085.0	NM_021794
HGNC:15479	ADAM32	Approved	-	203102.0	NM_145004
HGNC:15478	ADAM33	Approved	C20orf153	80332.0	NM_025220
HGNC:16299	ADAMDEC1	Approved	-	27299.0	NM_014479
HGNC:217	ADAMTS1	Approved	-	9510.0	-
HGNC:218	ADAMTS2	Approved	-	9509.0	NM_014244
HGNC:219	ADAMTS3	Approved	-	9508.0	-
HGNC:220	ADAMTS4	Approved	-	9507.0	NM_005099
HGNC:221	ADAMTS5	Approved	-	11096.0	-
HGNC:222	ADAMTS6	Approved	-	11174.0	NM_197941
HGNC:223	ADAMTS7	Approved	-	11173.0	NM_014272
HGNC:49407	ADAMTS7P1	Approved	ADAMTS7P2	390660.0	-
HGNC:49409	ADAMTS7P3	Approved	-	400406.0	-
HGNC:49410	ADAMTS7P4	Approved	-	642935.0	-
HGNC:224	ADAMTS8	Approved	-	11095.0	NM_007037
HGNC:13202	ADAMTS9	Approved	-	56999.0	-
HGNC:40625	ADAMTS9-AS1	Approved	-	101929335.0	-
HGNC:42435	ADAMTS9-AS2	Approved	-	100507098.0	-
HGNC:13201	ADAMTS10	Approved	-	81794.0	NM_030957
HGNC:14605	ADAMTS12	Approved	-	81792.0	NM_030955
HGNC:1366	ADAMTS13	Approved	C9orf8	11093.0	NM_139025
HGNC:14899	ADAMTS14	Approved	-	140766.0	NM_080722
HGNC:16305	ADAMTS15	Approved	-	170689.0	NM_139055
HGNC:17108	ADAMTS16	Approved	-	170690.0	NM_139056
HGNC:17109	ADAMTS17	Approved	-	170691.0	NM_139057
HGNC:17110	ADAMTS18	Approved	ADAMTS21	170692.0	-
HGNC:17111	ADAMTS19	Approved	-	171019.0	NM_133638
HGNC:40797	ADAMTS19-AS1	Approved	-	-	-
HGNC:17178	ADAMTS20	Approved	-	80070.0	NM_025003
HGNC:14632	ADAMTSL1	Approved	C9orf94	92949.0	-
HGNC:14631	ADAMTSL2	Approved	-	9719.0	NM_014694
HGNC:14633	ADAMTSL3	Approved	-	57188.0	NM_207517
HGNC:19706	ADAMTSL4	Approved	TSRC1	54507.0	NM_019032
HGNC:32041	ADAMTSL4-AS1	Approved	C1orf138	-	-
HGNC:27912	ADAMTSL5	Approved	THSD6	339366.0	XM_294919
HGNC:16486	ADAP1	Approved	CENTA1	11033.0	NM_006869
HGNC:16487	ADAP2	Approved	CENTA2	55803.0	NM_018404
HGNC:225	ADAR	Approved	IFI4, G1P1	103.0	NM_001111
HGNC:226	ADARB1	Approved	-	104.0	NM_015833
HGNC:227	ADARB2	Approved	-	105.0	NM_018702
HGNC:23299	ADARB2-AS1	Approved	C10orf109, NCRNA00168	642394.0	NR_033387
HGNC:228	ADAT1	Approved	-	23536.0	NM_012091
HGNC:21172	ADAT2	Approved	DEADC1	134637.0	XM_059727
HGNC:25151	ADAT3	Approved	-	113179.0	NM_138422
HGNC:19038	ADCK1	Approved	-	57143.0	NM_020421
HGNC:19039	ADCK2	Approved	-	90956.0	NM_052853
HGNC:16812	ADCK3	Approved	CABC1	56997.0	NM_020247
HGNC:19041	ADCK4	Approved	-	79934.0	NM_024876
HGNC:21738	ADCK5	Approved	-	203054.0	NM_174922
HGNC:229	ADCP1	Approved	-	106.0	-
HGNC:232	ADCY1	Approved	-	107.0	NM_021116
HGNC:233	ADCY2	Approved	-	108.0	NM_020546
HGNC:234	ADCY3	Approved	-	109.0	-
HGNC:235	ADCY4	Approved	-	196883.0	-
HGNC:236	ADCY5	Approved	-	111.0	XM_171048
HGNC:237	ADCY6	Approved	-	112.0	NM_020983
HGNC:238	ADCY7	Approved	-	113.0	-
HGNC:239	ADCY8	Approved	ADCY3	114.0	-
HGNC:240	ADCY9	Approved	-	115.0	-
HGNC:21285	ADCY10	Approved	-	55811.0	NM_018417
HGNC:44143	ADCY10P1	Approved	-	221442.0	NR_026938
HGNC:241	ADCYAP1	Approved	-	116.0	NM_001117
HGNC:242	ADCYAP1R1	Approved	-	117.0	NM_001118
