"SUID","__mclCluster","name","PRWP","score","selected","shared name"
"3221","547","GTF2H4","0.0",,"false","GTF2H4"
"3220","547","GTF2H2","0.0",,"false","GTF2H2"
"3218","546","COL17A1","0.0",,"false","COL17A1"
"3217","546","ITGA6","0.0",,"false","ITGA6"
"3215",,"TPM3",,,"false","TPM3"
"3211","15","UBE2V1","0.0",,"false","UBE2V1"
"3208","545","NEURL4","0.0",,"false","NEURL4"
"3207","545","CCP110","0.0",,"false","CCP110"
"3205","139","RAPGEF6","0.0",,"false","RAPGEF6"
"3203","544","EIF4A3","0.0",,"false","EIF4A3"
"3202","544","SRSF1","0.0",,"false","SRSF1"
"3200","141","MAP2K3","0.0",,"false","MAP2K3"
"3198","342","PTBP1","0.0",,"false","PTBP1"
"3196","33","AGO3","0.0",,"false","AGO3"
"3192","111","KLHL3","0.0",,"false","KLHL3"
"3190","526","MAD2L1BP","13726.606504105719",,"false","MAD2L1BP"
"3187","543","ANAPC11","13073.831800523569",,"false","ANAPC11"
"3186","543","UBE2C","13073.831800523569","0.12","false","UBE2C"
"3184","33","AGO1","0.0",,"false","AGO1"
"3182","542","NFATC1","0.0",,"false","NFATC1"
"3181","542","FOXP3","0.0",,"false","FOXP3"
"3178","432","GGA3","0.0",,"false","GGA3"
"3176","133","RNF31","13073.831800523569","0.12","false","RNF31"
"3172","541","HNRNPH3","0.0",,"false","HNRNPH3"
"3171","541","HNRNPA1","0.0",,"false","HNRNPA1"
"3169","126","NAF1","0.0",,"false","NAF1"
"3167","540","ZNF207","0.0",,"false","ZNF207"
"3166","540","BUB3","0.0",,"false","BUB3"
"3163","48","SDC4","13073.831800523569",,"false","SDC4"
"3161","341","SGTA","0.0",,"false","SGTA"
"3159","539","ASGR2","0.0",,"false","ASGR2"
"3158","539","ASGR1","0.0",,"false","ASGR1"
"3156","538","RBCK1","0.0",,"false","RBCK1"
"3155","538","SHARPIN","0.0",,"false","SHARPIN"
"3152","61","RRP1B","0.0",,"false","RRP1B"
"3150","73","NFE2L1","0.0",,"false","NFE2L1"
"3146","537","SPC25","0.0",,"false","SPC25"
"3145","537","SPC24","0.0",,"false","SPC24"
"3141","7","FAF1","0.0",,"false","FAF1"
"3139","100","UBXN7","13331.716616812762",,"false","UBXN7"
"3136","50","SLC4A1","15507.491345892284","0.142337685683898","false","SLC4A1"
"3133","61","PPP1R9A","0.0",,"false","PPP1R9A"
"3130","94","PUF60","0.0",,"false","PUF60"
"3128","60","GTF3C1","0.0",,"false","GTF3C1"
"3126","141","DNM1L","0.0",,"false","DNM1L"
"3125","141","LRRK2","0.0",,"false","LRRK2"
"3123","536","ANK2","0.0",,"false","ANK2"
"3122","536","SLC8A1","0.0",,"false","SLC8A1"
"3118","535","OAZ1","0.0",,"false","OAZ1"
"3117","535","ODC1","0.0",,"false","ODC1"
"3113","5","ACTB","0.0",,"false","ACTB"
"3111","307","CBX1","0.0",,"false","CBX1"
"3109","228","PCGF6","0.0",,"false","PCGF6"
"3106","505","C4BPA","0.0",,"false","C4BPA"
"3104","534","EIF2AK3","0.0",,"false","EIF2AK3"
"3103","534","EIF2S1","0.0",,"false","EIF2S1"
"3096",,"PTPN2",,,"false","PTPN2"
"3094","232","NEDD4L","0.0",,"false","NEDD4L"
"3091","533","LDHB","13103.405012016845","0.12027144187208","false","LDHB"
"3090","533","LDHA","13103.405012016845",,"false","LDHA"
"3088","12","EPHA2","0.0",,"false","EPHA2"
"3085","532","CNOT1","0.0",,"false","CNOT1"
"3084","532","TNRC6C","0.0",,"false","TNRC6C"
"3082","531","NSMCE3","0.0",,"false","NSMCE3"
"3081","531","NSMCE1","0.0",,"false","NSMCE1"
"3078","530","TOR1AIP1","0.0",,"false","TOR1AIP1"
"3077","530","TOR1A","0.0",,"false","TOR1A"
"3074","529","PEX19","0.0",,"false","PEX19"
"3073","529","PXMP2","0.0",,"false","PXMP2"
"3071","61","SH3RF2","0.0",,"false","SH3RF2"
"3070","61","PPP1CA","0.0",,"false","PPP1CA"
"3068","498","MMS22L","0.0",,"false","MMS22L"
"3066","406","ISG15","0.0",,"false","ISG15"
"3064","22","PARK7","0.0",,"false","PARK7"
"3062","15","UBA52","0.0",,"false","UBA52"
"3058",,"ARRDC3",,,"false","ARRDC3"
