"SUID","__mclCluster","name","PRWP","score","selected","shared name"
"72","90","ARF6","0.0",,"false","ARF6"
"73","1203","USO1","0.46089050464688547","0.12","false","USO1"
"74","23","FOS","0.0420886897881538",,"false","FOS"
"75","724","EP400","0.0",,"false","EP400"
"76","60","ACTA1","0.0",,"false","ACTA1"
"77","533","MINPP1","0.0",,"false","MINPP1"
"78","11","WNK2","0.08090077636026524",,"false","WNK2"
"79","100","UBE2I","0.0",,"false","UBE2I"
"80","367","CKMT1B","0.0",,"false","CKMT1B"
"81","30","IKBKE","0.0",,"false","IKBKE"
"82",,"USPL1",,,"false","USPL1"
"83",,"PGD",,,"false","PGD"
"84","508","JAK2","0.23044525232344273","0.12","false","JAK2"
"85","94","PTPRJ","0.0921781009293771",,"false","PTPRJ"
"86","550","POLDIP3","0.0",,"false","POLDIP3"
"87","550","NCBP1","0.0",,"false","NCBP1"
"88",,"ECHS1",,,"false","ECHS1"
"89","54","MDM2","0.07563408051905963","0.128001297944","false","MDM2"
"90","54","DAAM2","0.07563408051905963",,"false","DAAM2"
"91","513","MERTK","0.0",,"false","MERTK"
"92","89","BMPR2","0.09238660923165774",,"false","BMPR2"
"93","1538","OTUB1","0.0",,"false","OTUB1"
"94",,"DDX23",,,"false","DDX23"
"95","518","NOD2","0.0",,"false","NOD2"
"96","795","NLRP1","0.0",,"false","NLRP1"
"97",,"ANP32A",,,"false","ANP32A"
"98","864","GZMA","0.0",,"false","GZMA"
"99","94","PTPRK","0.0921781009293771","0.12","false","PTPRK"
"100","789","PXN","0.0",,"false","PXN"
"101","2193","ZNF395","0.0",,"false","ZNF395"
"102","33","HDAC1","0.0",,"false","HDAC1"
"103",,"CDC6",,,"false","CDC6"
"104",,"ATR",,,"false","ATR"
"105","8","DARS2","0.0",,"false","DARS2"
"106",,"AIMP2",,,"false","AIMP2"
"107","778","HIST2H3D","0.0",,"false","HIST2H3D"
"108","134","KMT2C","0.0",,"false","KMT2C"
"109","996","MELK","0.0",,"false","MELK"
"110","346","BABAM1","0.0",,"false","BABAM1"
"111","142","BRF2","0.11522262616172137",,"false","BRF2"
"112","142","KDELR1","0.11522262616172137","0.12","false","KDELR1"
"113","50","MYC","0.08152724794159057","0.137974752687","false","MYC"
"114","1377","AP2A1","0.0",,"false","AP2A1"
"115","279","HSPA4","0.0",,"false","HSPA4"
"116","1228","DNAJB11","0.0",,"false","DNAJB11"
"117","2073","RHOH","0.0",,"false","RHOH"
"118",,"ARHGDIA",,,"false","ARHGDIA"
"119","2108","NFKBIA","0.0",,"false","NFKBIA"
"120","410","UBE2D2","0.0",,"false","UBE2D2"
