,SUID,__mclCluster,name,PRWP,score,selected,shared name
1010,1034,452.0,FAAP24,0.0,,False,FAAP24
1011,1033,452.0,FANCM,0.0,,False,FANCM
1012,1031,,RPS14,,,False,RPS14
1013,1029,372.0,WDR61,0.0,,False,WDR61
1014,1027,220.0,NCOA2,0.0,,False,NCOA2
1015,1025,453.0,WASF2,0.0,,False,WASF2
1016,1024,453.0,ACTR3,0.0,,False,ACTR3
1017,1022,138.0,PEF1,0.0,,False,PEF1
1018,1020,,TRIM25,,,False,TRIM25
1019,1018,454.0,SCRIB,0.0,,False,SCRIB
1020,1017,454.0,ARHGEF7,0.0,,False,ARHGEF7
1021,1015,326.0,COPS7A,0.0,,False,COPS7A
1022,1013,438.0,PRPF6,0.0,,False,PRPF6
1023,1010,33.0,DLL4,0.0,,False,DLL4
1024,1008,1.0,DTL,2.32407953773e+12,0.12,False,DTL
1025,1006,174.0,ACIN1,0.0,,False,ACIN1
1026,1003,,RNF8,,,False,RNF8
1027,1000,9.0,ASB8,0.0,,False,ASB8
1028,997,,COPB2,,,False,COPB2
1029,996,,COPG2,,,False,COPG2
1030,994,9.0,SPSB1,0.0,,False,SPSB1
1031,992,20.0,CXCL12,2.32407953773e+12,,False,CXCL12
1032,989,6.0,TUBA4A,2.43486341944e+12,,False,TUBA4A
1033,987,136.0,SEC13,0.0,,False,SEC13
1034,986,136.0,NUP107,0.0,,False,NUP107
1035,984,8.0,FBXO31,0.0,,False,FBXO31
1036,982,455.0,CTBP2,0.0,,False,CTBP2
1037,981,455.0,HIC1,0.0,,False,HIC1
1038,979,456.0,YWHAB,0.0,,False,YWHAB
1039,978,456.0,RIN1,0.0,,False,RIN1
1040,976,355.0,RNF2,0.0,,False,RNF2
1041,973,68.0,LRR1,2.36992262595e+12,,False,LRR1
1042,971,115.0,YWHAQ,0.0,,False,YWHAQ
1043,969,139.0,IL20RB,0.0,,False,IL20RB
1044,967,,DNMT1,,,False,DNMT1
1045,965,,PSMA1,,,False,PSMA1
1046,963,457.0,STK11,0.0,,False,STK11
1047,962,457.0,CDC37,0.0,,False,CDC37
1048,960,,PSMC6,,,False,PSMC6
1049,958,344.0,HDAC5,0.0,,False,HDAC5
1050,956,,MED16,,,False,MED16
1051,954,51.0,RASSF6,0.0,,False,RASSF6
1052,951,458.0,PDCD6IP,0.0,,False,PDCD6IP
1053,950,458.0,VPS4B,0.0,,False,VPS4B
1054,948,79.0,GNAO1,0.0,,False,GNAO1
1055,947,79.0,ADRA2A,0.0,,False,ADRA2A
1056,945,100.0,UBA1,0.0,,False,UBA1
1057,944,100.0,UBE2L3,0.0,,False,UBE2L3
1058,942,459.0,RAMP2,0.0,,False,RAMP2
1059,941,459.0,CALCRL,0.0,,False,CALCRL
1060,939,460.0,CCNA1,0.0,,False,CCNA1
1061,938,460.0,HIST1H1A,0.0,,False,HIST1H1A
1062,934,103.0,SIRPA,0.0,,False,SIRPA
1063,933,103.0,CD47,0.0,,False,CD47
1064,931,21.0,MED23,0.0,,False,MED23
1065,929,461.0,NRAS,0.0,,False,NRAS
1066,928,461.0,SHOC2,0.0,,False,SHOC2
1067,926,,DCTN1,,,False,DCTN1
1068,924,4.0,VCPIP1,0.0,,False,VCPIP1
1069,922,462.0,CD2AP,0.0,,False,CD2AP
1070,921,462.0,MVB12A,0.0,,False,MVB12A
1071,919,70.0,MCC,0.0,,False,MCC
1072,918,70.0,CSNK1E,0.0,,False,CSNK1E
1073,916,463.0,RUVBL2,0.0,,False,RUVBL2
1074,915,463.0,ACTR8,0.0,,False,ACTR8
1075,913,,SNAI1,,,False,SNAI1
1076,911,432.0,STAT3,0.0,,False,STAT3
1077,909,130.0,GSK3B,0.0,,False,GSK3B
1078,908,130.0,AKAP11,0.0,,False,AKAP11
1079,904,464.0,NMU,0.0,,False,NMU
1080,903,464.0,NMUR2,0.0,,False,NMUR2
1081,899,465.0,HAND2,0.0,,False,HAND2
1082,898,465.0,HAND1,0.0,,False,HAND1
1083,896,466.0,CD247,0.0,,False,CD247
1084,895,466.0,CD3E,0.0,,False,CD3E
1085,893,467.0,TEC,0.0,,False,TEC
1086,892,467.0,DOK1,0.0,,False,DOK1
1087,889,6.0,PIAS2,2.43486341944e+12,,False,PIAS2
1088,887,59.0,ARF1,0.0,,False,ARF1
1089,886,59.0,PIP5K1A,0.0,,False,PIP5K1A
1090,884,40.0,CLNS1A,0.0,,False,CLNS1A
1091,883,40.0,SNRPD3,0.0,,False,SNRPD3
1092,881,4.0,ANKZF1,0.0,,False,ANKZF1
1093,879,68.0,CUL2,2.36992262595e+12,0.122367031979,False,CUL2
1094,877,41.0,IL1A,2.64259058176e+12,,False,IL1A
1095,875,468.0,RFX1,0.0,,False,RFX1
1096,874,468.0,RFX2,0.0,,False,RFX2
1097,872,469.0,FANCA,0.0,,False,FANCA
1098,871,469.0,FAAP100,0.0,,False,FAAP100
1099,869,1.0,WDTC1,2.32407953773e+12,,False,WDTC1
1100,867,4.0,ASPSCR1,0.0,,False,ASPSCR1
1101,865,470.0,CFI,0.0,,False,CFI
1102,864,470.0,CFH,0.0,,False,CFH
1103,862,471.0,SLC22A1,0.0,,False,SLC22A1
1104,861,471.0,POU2AF1,0.0,,False,POU2AF1
1105,859,472.0,CREM,0.0,,False,CREM
1106,858,472.0,FHL5,0.0,,False,FHL5
1107,856,,STUB1,,,False,STUB1
1108,854,473.0,RAN,0.0,,False,RAN
1109,853,473.0,NXF1,0.0,,False,NXF1
1110,849,19.0,STRN,0.0,,False,STRN
1111,847,121.0,TGFBR1,0.0,,False,TGFBR1
1112,846,121.0,SMURF1,0.0,,False,SMURF1
1113,844,474.0,MBP,0.0,,False,MBP
1114,841,9.0,TCEB3,0.0,,False,TCEB3
1115,839,475.0,NUP62,0.0,,False,NUP62
1116,838,475.0,NUTF2,0.0,,False,NUTF2
1117,836,46.0,NCOA1,2.42415686404e+12,,False,NCOA1
1118,835,46.0,STAT6,2.42415686404e+12,0.125167327091,False,STAT6
1119,833,7.0,FZR1,0.0,,False,FZR1
1120,830,,CENPA,,,False,CENPA
1121,829,369.0,AURKB,0.0,,False,AURKB
1122,827,476.0,DDX3X,0.0,,False,DDX3X
1123,826,476.0,EIF4E,0.0,,False,EIF4E
1124,824,38.0,ZMYM2,0.0,,False,ZMYM2
1125,822,477.0,STXBP3,0.0,,False,STXBP3
1126,821,477.0,STX4,0.0,,False,STX4
1127,819,140.0,ERCC2,0.0,,False,ERCC2
1128,817,330.0,RAD50,0.0,,False,RAD50
1129,814,124.0,CDH2,0.0,,False,CDH2
1130,811,,BTRC,,,False,BTRC
1131,809,478.0,CSF2,0.0,,False,CSF2
1132,808,478.0,CSF3R,0.0,,False,CSF3R
1133,806,479.0,PDS5B,0.0,,False,PDS5B
1134,805,479.0,RAD21,0.0,,False,RAD21
1135,803,343.0,RBX1,0.0,,False,RBX1
1136,802,8.0,FBXW8,0.0,,False,FBXW8
1137,799,,TUBA1A,,,False,TUBA1A
1138,797,36.0,SYK,2.75670085621e+12,,False,SYK
1139,796,36.0,PLCG2,2.75670085621e+12,,False,PLCG2
1140,794,,NGFR,,,False,NGFR
1141,793,,RIPK2,,,False,RIPK2
1142,791,,ASH2L,,,False,ASH2L
1143,790,,HCFC1,,,False,HCFC1
1144,788,16.0,CDC27,2.32407953773e+12,,False,CDC27
1145,787,16.0,FBXO5,2.32407953773e+12,,False,FBXO5
1146,785,9.0,SPSB4,0.0,,False,SPSB4
1147,782,137.0,AP3D1,0.0,,False,AP3D1
1148,781,137.0,AP3B1,0.0,,False,AP3B1
1149,779,21.0,MED13,0.0,,False,MED13
1150,777,,ASB2,,,False,ASB2
1151,775,,PSMA6,,,False,PSMA6
1152,773,480.0,FAS,0.0,,False,FAS
1153,772,480.0,CASP10,0.0,,False,CASP10
1154,770,481.0,HRAS,2.38043683429e+12,0.122909915723,False,HRAS
1155,769,481.0,PDE6D,2.38043683429e+12,,False,PDE6D
1156,767,1.0,DCAF4,2.32407953773e+12,,False,DCAF4
1157,765,216.0,CASP3,0.0,,False,CASP3
1158,763,482.0,ABL1,0.0,,False,ABL1
1159,762,482.0,MAP4K1,0.0,,False,MAP4K1
1160,760,,E2F2,,,False,E2F2
1161,759,,CDK3,,,False,CDK3
1162,757,13.0,RNF25,0.0,,False,RNF25
1163,755,337.0,SRC,0.0,,False,SRC
1164,753,483.0,TAF1,2.5351330928e+12,,False,TAF1
1165,752,483.0,HMGB1,2.5351330928e+12,0.13089740097,False,HMGB1
1166,750,484.0,BCAR1,0.0,,False,BCAR1
1167,749,484.0,PTPRF,0.0,,False,PTPRF
1168,747,50.0,IFNAR1,0.0,,False,IFNAR1
1169,745,447.0,EIF3H,0.0,,False,EIF3H
1170,744,,EIF3D,,,False,EIF3D
1171,742,485.0,YY1,2.32407953773e+12,0.12,False,YY1
1172,741,485.0,INO80,2.32407953773e+12,,False,INO80
1173,739,486.0,MED12,0.0,,False,MED12
1174,738,486.0,MED4,0.0,,False,MED4
1175,736,444.0,PRKCB,0.0,,False,PRKCB
1176,735,131.0,GSK3A,0.0,,False,GSK3A
1177,733,17.0,NUP98,0.0,,False,NUP98
1178,731,474.0,MAPK13,0.0,,False,MAPK13
1179,730,,MAPK8IP2,,,False,MAPK8IP2
1180,728,61.0,FFAR1,0.0,,False,FFAR1
1181,726,407.0,TRIM5,0.0,,False,TRIM5
1182,724,,SMARCC1,,0.12,False,SMARCC1
1183,722,,COPS6,,,False,COPS6
1184,721,,COPS2,,,False,COPS2
1185,719,,RPS2,,,False,RPS2
1186,717,,MED21,,,False,MED21
1187,716,,MED6,,,False,MED6
1188,714,47.0,MAPK14,0.0,,False,MAPK14
1189,710,328.0,E2F1,2.56648337078e+12,0.132516120681,False,E2F1
1190,708,487.0,RLIM,0.0,,False,RLIM
1191,706,488.0,MZB1,0.0,,False,MZB1
1192,705,488.0,CASP2,0.0,,False,CASP2
1193,703,7.0,CDC25B,0.0,,False,CDC25B
1194,701,,CBX4,,,False,CBX4
1195,700,,PHC1,,,False,PHC1
1196,698,129.0,ZBTB16,0.0,,False,ZBTB16
1197,696,8.0,DCUN1D1,0.0,,False,DCUN1D1
1198,694,120.0,LRP1,0.0,,False,LRP1
1199,693,120.0,APP,0.0,,False,APP
1200,691,41.0,MYD88,2.64259058176e+12,,False,MYD88
1201,690,41.0,IL1R1,2.64259058176e+12,0.136445790543,False,IL1R1
1202,688,81.0,EGLN1,0.0,,False,EGLN1
1203,687,81.0,FKBP8,0.0,,False,FKBP8
1204,684,489.0,VWF,0.0,,False,VWF
1205,683,489.0,GP1BA,0.0,,False,GP1BA
1206,681,307.0,ICAM1,0.0,,False,ICAM1
1207,680,276.0,ITGAM,0.0,,False,ITGAM
1208,678,7.0,H1F0,0.0,,False,H1F0
1209,676,490.0,POLA2,0.0,,False,POLA2
1210,675,490.0,PRIM2,0.0,,False,PRIM2
1211,672,491.0,DRP2,0.0,,False,DRP2
1212,671,491.0,UTRN,0.0,,False,UTRN
1213,669,34.0,PRKCA,2.32407953773e+12,0.12,False,PRKCA
1214,668,34.0,DGKZ,2.32407953773e+12,,False,DGKZ
1215,666,492.0,GIP,0.0,,False,GIP
1216,665,492.0,GIPR,0.0,,False,GIPR
1217,663,493.0,COPZ2,0.0,,False,COPZ2
1218,661,494.0,VIPR1,0.0,,False,VIPR1
1219,660,494.0,VIP,0.0,,False,VIP
1220,658,495.0,MAP3K1,0.0,,False,MAP3K1
1221,657,495.0,CHUK,0.0,,False,CHUK
1222,655,,PIN1,,0.12,False,PIN1
1223,654,163.0,SMAD3,0.0,,False,SMAD3
1224,652,141.0,SNTG1,2.32407953773e+12,,False,SNTG1
1225,650,69.0,SIAH1,0.0,,False,SIAH1
1226,648,8.0,FBXO11,0.0,,False,FBXO11
1227,646,4.0,VCP,0.0,,False,VCP
1228,645,263.0,AMFR,0.0,,False,AMFR
1229,643,20.0,DPP4,2.32407953773e+12,0.12,False,DPP4
1230,642,20.0,CXCL10,2.32407953773e+12,,False,CXCL10
1231,640,29.0,RPL11,0.0,,False,RPL11
1232,638,,CCT6A,,,False,CCT6A
1233,636,12.0,GNB1,0.0,,False,GNB1
1234,633,496.0,TRAPPC3,0.0,,False,TRAPPC3
1235,632,496.0,TRAPPC8,0.0,,False,TRAPPC8
1236,630,58.0,JAK2,0.0,,False,JAK2
1237,629,58.0,BCR,0.0,,False,BCR
1238,627,67.0,TSC22D4,0.0,,False,TSC22D4
1239,625,497.0,LLGL2,0.0,,False,LLGL2
1240,624,497.0,PARD6A,0.0,,False,PARD6A
1241,622,,PCGF1,,,False,PCGF1
1242,621,160.0,RING1,0.0,,False,RING1
1243,619,185.0,RLN2,0.0,,False,RLN2
1244,618,421.0,RXFP1,0.0,,False,RXFP1
1245,616,128.0,FAM175A,0.0,,False,FAM175A
1246,615,128.0,BRCC3,0.0,,False,BRCC3
1247,613,94.0,RBBP4,0.0,,False,RBBP4
1248,611,,PSMB1,,,False,PSMB1
1249,608,113.0,USP16,2.32407953773e+12,,False,USP16
1250,607,113.0,CDK1,2.32407953773e+12,0.12,False,CDK1
1251,605,,COPS3,,,False,COPS3
1252,603,,CDKN1A,,,False,CDKN1A
1253,601,498.0,PTPN11,0.0,,False,PTPN11
1254,600,498.0,PXN,0.0,,False,PXN
1255,598,499.0,COL5A1,0.0,,False,COL5A1
1256,597,499.0,COL5A3,0.0,,False,COL5A3
1257,595,28.0,SF3B2,0.0,,False,SF3B2
1258,594,28.0,SF3A2,0.0,,False,SF3A2
1259,592,500.0,SEPT2,0.0,,False,SEPT2
1260,591,500.0,SEPT7,0.0,,False,SEPT7
1261,589,501.0,PDHA1,0.0,,False,PDHA1
1262,588,501.0,PDK1,0.0,,False,PDK1
1263,586,,RNF7,,,False,RNF7
1264,584,,INSR,,,False,INSR
1265,582,502.0,TNFSF10,2.68971217225e+12,,False,TNFSF10
1266,581,502.0,TNFRSF11B,2.68971217225e+12,0.13887883587,False,TNFRSF11B
1267,579,,PSMA5,,,False,PSMA5
1268,577,503.0,THOC2,0.0,,False,THOC2
1269,576,503.0,DDX39B,0.0,,False,DDX39B
1270,574,504.0,DMAP1,0.0,,False,DMAP1
1271,573,504.0,SRCAP,0.0,,False,SRCAP
1272,571,47.0,CCND3,0.0,,False,CCND3
1273,570,47.0,RB1,0.0,,False,RB1
1274,568,,PSMB8,,,False,PSMB8
1275,567,,PSMA2,,,False,PSMA2
1276,565,,CCND1,,,False,CCND1
1277,564,280.0,HDAC3,0.0,,False,HDAC3
1278,562,,RPS26,,,False,RPS26
1279,561,,RPS12,,,False,RPS12
1280,559,75.0,PAF1,0.0,,False,PAF1
1281,557,,KAT5,,,False,KAT5
1282,556,6.0,ACTL6A,2.43486341944e+12,,False,ACTL6A
1283,554,505.0,RAD51C,2.32407953773e+12,,False,RAD51C
1284,553,505.0,XRCC2,2.32407953773e+12,0.12,False,XRCC2
1285,551,506.0,RAD23A,0.0,,False,RAD23A
1286,550,506.0,XPC,0.0,,False,XPC
1287,548,487.0,UBE2D1,0.0,,False,UBE2D1
1288,546,3.0,CHD3,0.0,,False,CHD3
1289,544,,RPS29,,,False,RPS29
1290,542,507.0,CDC20,2.32407953773e+12,0.12,False,CDC20
1291,540,132.0,TAF8,0.0,,False,TAF8
1292,539,132.0,TAF10,0.0,,False,TAF10
1293,537,493.0,COPG1,0.0,,False,COPG1
1294,535,508.0,POLR2J,0.0,,False,POLR2J
1295,534,508.0,POLR2G,0.0,,False,POLR2G
1296,532,,PSMB5,,,False,PSMB5
1297,530,509.0,BANF1,0.0,,False,BANF1
1298,529,509.0,TMPO,0.0,,False,TMPO
1299,527,,KDM1A,,,False,KDM1A
1300,526,89.0,MBD3,0.0,,False,MBD3
1301,524,,UBE2E2,,,False,UBE2E2
1302,523,,MID1,,,False,MID1
1303,519,510.0,FANCG,0.0,,False,FANCG
1304,518,510.0,XRCC3,0.0,,False,XRCC3
1305,515,139.0,IL20RA,0.0,,False,IL20RA
1306,514,139.0,IL20,0.0,,False,IL20
1307,512,511.0,BCL2L11,0.0,,False,BCL2L11
1308,511,511.0,BAX,0.0,,False,BAX
1309,509,512.0,GUCY2C,0.0,,False,GUCY2C
1310,508,512.0,GUCA2A,0.0,,False,GUCA2A
1311,506,513.0,FGG,0.0,,False,FGG
1312,505,513.0,F13A1,0.0,,False,F13A1
1313,503,22.0,SIN3A,0.0,,False,SIN3A
1314,502,22.0,IKZF3,0.0,,False,IKZF3
1315,500,30.0,OTUB1,0.0,,False,OTUB1
1316,498,71.0,RARA,0.0,,False,RARA
1317,496,514.0,ORC4,0.0,,False,ORC4
1318,495,514.0,ORC1,0.0,,False,ORC1
1319,493,173.0,UBE2D3,0.0,,False,UBE2D3
1320,492,,BIRC3,,,False,BIRC3
1321,490,515.0,AP1M2,0.0,,False,AP1M2
1322,489,515.0,TGOLN2,0.0,,False,TGOLN2
1323,487,72.0,ACTR1A,0.0,,False,ACTR1A
1324,486,72.0,DCTN2,0.0,,False,DCTN2
1325,483,516.0,CCNT1,0.0,,False,CCNT1
1326,482,516.0,SUPT5H,0.0,,False,SUPT5H
1327,480,517.0,SMN1,0.0,,False,SMN1
1328,479,517.0,SNRPB2,0.0,,False,SNRPB2
1329,477,114.0,ATG13,0.0,,False,ATG13
1330,476,114.0,ULK1,0.0,,False,ULK1
1331,474,17.0,KPNB1,0.0,,False,KPNB1
1332,473,17.0,KPNA6,0.0,,False,KPNA6
1333,471,,E2F3,,,False,E2F3
1334,470,,TFDP2,,,False,TFDP2
1335,468,,TSLP,,,False,TSLP
1336,467,,STAT5A,,,False,STAT5A
1337,465,518.0,MED25,0.0,,False,MED25
1338,464,518.0,MED1,0.0,,False,MED1
1339,462,82.0,F2RL2,0.0,,False,F2RL2
1340,461,82.0,JAM3,0.0,,False,JAM3
1341,458,,RPLP0,,,False,RPLP0
1342,457,329.0,RPLP1,0.0,,False,RPLP1
1343,454,,COPE,,,False,COPE
1344,453,,COPB1,,,False,COPB1
1345,451,9.0,FEM1B,0.0,,False,FEM1B
1346,450,9.0,TCEB1,0.0,,False,TCEB1
1347,448,111.0,NOD2,0.0,,False,NOD2
1348,447,111.0,MAP3K7,0.0,,False,MAP3K7
1349,445,3.0,NR0B2,0.0,,False,NR0B2
1350,443,57.0,EIF2B5,0.0,,False,EIF2B5
1351,441,519.0,WASF1,0.0,,False,WASF1
1352,440,519.0,CYFIP2,0.0,,False,CYFIP2
1353,438,32.0,PRKCI,0.0,,False,PRKCI
1354,437,32.0,CDC42,0.0,,False,CDC42
1355,435,56.0,BRCA1,6.97223861319e+12,0.36,False,BRCA1
1356,434,56.0,MRPL36,6.97223861319e+12,,False,MRPL36
1357,432,249.0,CTNNB1,0.0,,False,CTNNB1
1358,431,339.0,FBXW11,0.0,,False,FBXW11
1359,427,19.0,STRN3,0.0,,False,STRN3
1360,426,19.0,STK24,0.0,,False,STK24
1361,424,6.0,SKP2,2.43486341944e+12,,False,SKP2
1362,422,520.0,PCSK2,0.0,,False,PCSK2
1363,421,520.0,SCG5,0.0,,False,SCG5
1364,419,521.0,SMARCE1,0.0,,False,SMARCE1
1365,418,521.0,SMARCC2,0.0,,False,SMARCC2
1366,416,1.0,DCAF12,2.32407953773e+12,,False,DCAF12
1367,415,1.0,DDB1,2.32407953773e+12,,False,DDB1
1368,413,522.0,G3BP1,0.0,,False,G3BP1
1369,412,522.0,EIF4G1,0.0,,False,EIF4G1
1370,410,,IRS1,,,False,IRS1
1371,409,389.0,PIK3CA,0.0,,False,PIK3CA
1372,407,45.0,PPP6C,0.0,,False,PPP6C
1373,406,45.0,PPP6R3,0.0,,False,PPP6R3
1374,404,507.0,ANAPC2,2.32407953773e+12,,False,ANAPC2
1375,403,,MAD2L1,,,False,MAD2L1
1376,401,,SMARCD1,,,False,SMARCD1
1377,400,,SMARCB1,,,False,SMARCB1
1378,398,117.0,SENP3,0.0,,False,SENP3
1379,397,117.0,PELP1,0.0,,False,PELP1
1380,395,141.0,PGM5,2.32407953773e+12,0.12,False,PGM5
1381,394,141.0,DMD,2.32407953773e+12,,False,DMD
1382,392,42.0,EGFR,0.0,,False,EGFR
1383,391,239.0,HSPA4,0.0,,False,HSPA4
1384,389,,COL1A2,,,False,COL1A2
1385,387,78.0,AMPH,0.0,,False,AMPH
1386,386,78.0,SH3GL2,0.0,,False,SH3GL2
1387,384,99.0,PROC,3.71321278548e+12,,False,PROC
1388,383,99.0,THBD,3.71321278548e+12,,False,THBD
1389,381,7.0,CDK2,0.0,,False,CDK2
1390,380,183.0,MCM4,7.02500200196e+12,0.24,False,MCM4
1391,378,,F2,,,False,F2
1392,377,248.0,SERPINA5,0.0,,False,SERPINA5
1393,375,523.0,SIN3B,0.0,,False,SIN3B
1394,374,523.0,MAD1L1,0.0,,False,MAD1L1
1395,372,,PSMA4,,,False,PSMA4
1396,371,,PSMB6,,,False,PSMB6
1397,369,,ARPC2,,,False,ARPC2
1398,368,,ARPC5L,,,False,ARPC5L
1399,366,21.0,CDK8,0.0,,False,CDK8
1400,365,21.0,MED14,0.0,,False,MED14
1401,363,524.0,WWOX,0.0,,False,WWOX
1402,362,524.0,ERBB4,0.0,,False,ERBB4
1403,360,10.0,MST1R,0.0,,False,MST1R
1404,359,10.0,CBL,0.0,,False,CBL
1405,357,124.0,CTNNA1,0.0,,False,CTNNA1
1406,356,,APC,,0.146022200936,False,APC
1407,354,525.0,GRIA2,0.0,,False,GRIA2
1408,353,525.0,GRIP1,0.0,,False,GRIP1
1409,351,270.0,UBE2I,0.0,,False,UBE2I
1410,350,129.0,HDAC4,0.0,,False,HDAC4
1411,348,14.0,TRAF6,0.0,,False,TRAF6
1412,346,,PSMB4,,,False,PSMB4
1413,344,90.0,PFDN4,0.0,,False,PFDN4
1414,343,90.0,VBP1,0.0,,False,VBP1
1415,341,526.0,DCAF7,0.0,,False,DCAF7
1416,340,526.0,DYRK1A,0.0,,False,DYRK1A
1417,338,527.0,MTOR,0.0,,False,MTOR
1418,337,527.0,DEPTOR,0.0,,False,DEPTOR
1419,335,528.0,E2F4,0.0,,False,E2F4
1420,334,528.0,LIN9,0.0,,False,LIN9
1421,332,,SF3B3,,,False,SF3B3
1422,331,393.0,TCERG1,0.0,,False,TCERG1
1423,329,33.0,MFNG,0.0,,False,MFNG
1424,327,,PSMD13,,,False,PSMD13
1425,325,529.0,MAGED1,0.0,,False,MAGED1
1426,324,529.0,MSX2,0.0,,False,MSX2
1427,322,93.0,MAPK1,2.32407953773e+12,,False,MAPK1
1428,320,77.0,SHC1,0.0,,False,SHC1
1429,319,,PRKCD,,,False,PRKCD
1430,317,24.0,SUPT16H,0.0,,False,SUPT16H
1431,316,24.0,H2AFX,0.0,,False,H2AFX
1432,314,29.0,RPS3,0.0,,False,RPS3
1433,313,29.0,RPS16,0.0,,False,RPS16
1434,311,11.0,MDM2,0.0,,False,MDM2
1435,310,309.0,CSNK1A1,0.0,,False,CSNK1A1
1436,308,3.0,MXD1,0.0,,False,MXD1
1437,306,530.0,LAT,0.0,,False,LAT
1438,304,31.0,HIST1H3A,0.0,,False,HIST1H3A
1439,303,31.0,HAT1,0.0,,False,HAT1
1440,301,,XIAP,,,False,XIAP
1441,299,225.0,BBS9,0.0,,False,BBS9
1442,297,450.0,SQSTM1,0.0,,False,SQSTM1
1443,296,67.0,KEAP1,0.0,,False,KEAP1
1444,294,140.0,GTF2H3,0.0,,False,GTF2H3
1445,293,140.0,MNAT1,0.0,,False,MNAT1
1446,291,3.0,DDX5,0.0,,False,DDX5
1447,289,134.0,BCL2L1,0.0,,False,BCL2L1
1448,288,134.0,SIVA1,0.0,,False,SIVA1
1449,286,51.0,STK3,0.0,,False,STK3
1450,285,202.0,STK4,0.0,,False,STK4
1451,283,,TAF5,,,False,TAF5
1452,282,,TAF7,,,False,TAF7
1453,280,48.0,TBP,0.0,,False,TBP
1454,279,48.0,ZNF76,0.0,,False,ZNF76
1455,277,,EIF3C,,,False,EIF3C
1456,275,57.0,EIF2B4,0.0,,False,EIF2B4
1457,274,57.0,EIF2S2,0.0,,False,EIF2S2
1458,272,135.0,CUL5,0.0,,False,CUL5
1459,271,135.0,TCEB2,0.0,,False,TCEB2
1460,269,,PSMC1,,,False,PSMC1
1461,267,531.0,CNN1,0.0,,False,CNN1
1462,266,531.0,ACTA1,0.0,,False,ACTA1
1463,264,207.0,NCAPH,0.0,,False,NCAPH
1464,263,,SMC4,,0.12,False,SMC4
1465,261,236.0,APBA1,0.0,,False,APBA1
1466,260,318.0,PSEN1,0.0,,False,PSEN1
1467,258,532.0,PPBP,0.0,,False,PPBP
1468,257,532.0,CTSG,0.0,,False,CTSG
1469,255,533.0,KDM2B,0.0,,False,KDM2B
1470,254,533.0,SKP1,0.0,,False,SKP1
1471,252,,EIF3F,,,False,EIF3F
1472,251,,EIF3L,,,False,EIF3L
1473,248,196.0,CSTF2,0.0,,False,CSTF2
1474,247,,BARD1,,,False,BARD1
1475,245,,EIF3E,,,False,EIF3E
1476,244,,EIF3B,,,False,EIF3B
1477,242,13.0,UBE2D2,0.0,,False,UBE2D2
1478,241,13.0,RNF115,0.0,,False,RNF115
1479,239,,RIPK1,,,False,RIPK1
1480,238,,BIRC2,,,False,BIRC2
1481,236,118.0,CDC5L,0.0,,False,CDC5L
1482,235,118.0,PRPF19,0.0,,False,PRPF19
1483,233,534.0,HDAC6,0.0,,False,HDAC6
1484,232,534.0,TUBB,0.0,,False,TUBB
1485,230,535.0,OSM,0.0,,False,OSM
1486,229,535.0,OSMR,0.0,,False,OSMR
1487,227,,PSMD8,,,False,PSMD8
1488,224,5.0,POLR2A,0.0,,False,POLR2A
1489,223,5.0,GTF2H1,0.0,,False,GTF2H1
1490,221,8.0,FBXO7,0.0,,False,FBXO7
1491,220,8.0,CUL1,0.0,,False,CUL1
1492,218,536.0,RBBP7,2.32407953773e+12,,False,RBBP7
1493,217,536.0,MTA1,2.32407953773e+12,0.12,False,MTA1
1494,215,537.0,XRCC4,0.0,,False,XRCC4
1495,214,537.0,APLF,0.0,,False,APLF
1496,212,227.0,CDK9,0.0,,False,CDK9
1497,211,,AFF4,,,False,AFF4
1498,209,33.0,LFNG,0.0,,False,LFNG
1499,207,26.0,CLTC,2.3293366419e+12,0.120271441872,False,CLTC
1500,206,26.0,TOM1L1,2.3293366419e+12,,False,TOM1L1
1501,203,224.0,ATM,0.0,,False,ATM
1502,202,229.0,TELO2,0.0,,False,TELO2
1503,200,298.0,NEDD8,0.0,,False,NEDD8
1504,199,125.0,VHL,0.0,,False,VHL
1505,197,293.0,RPS6KA1,2.61418200243e+12,,False,RPS6KA1
1506,196,,NFKBIA,,,False,NFKBIA
1507,194,,PSMB3,,,False,PSMB3
1508,193,,PSMA3,,,False,PSMA3
1509,191,538.0,VAV2,0.0,,False,VAV2
1510,190,538.0,RHOG,0.0,,False,RHOG
1511,188,,PSMD7,,,False,PSMD7
1512,187,,PSMD12,,,False,PSMD12
1513,185,54.0,YWHAG,0.0,,False,YWHAG
1514,184,54.0,CCNY,0.0,,False,CCNY
1515,182,138.0,ALG2,0.0,,False,ALG2
1516,181,138.0,ANXA11,0.0,,False,ANXA11
1517,179,3.0,HDAC1,0.0,,False,HDAC1
1518,178,18.0,EP300,0.0,,False,EP300
1519,176,383.0,YWHAE,0.0,,False,YWHAE
1520,175,,CDC25C,,,False,CDC25C
1521,173,33.0,NOTCH1,0.0,,False,NOTCH1
1522,172,33.0,DTX1,0.0,,False,DTX1
1523,170,61.0,PLCB1,0.0,,False,PLCB1
1524,169,61.0,GNAQ,0.0,,False,GNAQ
1525,167,30.0,UBE2N,0.0,,False,UBE2N
1526,166,30.0,RNF103,0.0,,False,RNF103
1527,164,,PSMB2,,,False,PSMB2
1528,163,,PSMA7,,,False,PSMA7
