,SUID,__mclCluster,name,PRWP,score,selected,shared name
495,2084,86.0,AP2M1,0.0,,False,AP2M1
496,2082,116.0,TRAF3,0.0,,False,TRAF3
497,2080,117.0,LAS1L,0.0,,False,LAS1L
498,2078,312.0,DOC2B,0.0,,False,DOC2B
499,2077,312.0,UNC13B,0.0,,False,UNC13B
500,2074,313.0,ITGA5,2.39787134318e+12,0.123810117731,False,ITGA5
501,2073,313.0,ITGB3,2.39787134318e+12,,False,ITGB3
502,2071,314.0,MAPK10,0.0,,False,MAPK10
503,2070,314.0,ARRB1,0.0,,False,ARRB1
504,2068,315.0,CABP2,0.0,,False,CABP2
505,2061,57.0,EIF2B1,0.0,,False,EIF2B1
506,2059,256.0,GEMIN6,0.0,,False,GEMIN6
507,2057,58.0,IFNGR1,0.0,,False,IFNGR1
508,2055,86.0,AP1B1,0.0,,False,AP1B1
509,2053,25.0,DARS,0.0,,False,DARS
510,2050,3.0,HMG20B,0.0,,False,HMG20B
511,2048,1.0,DCAF11,2.32407953773e+12,,False,DCAF11
512,2046,31.0,KDM4A,0.0,,False,KDM4A
513,2043,98.0,PEX5,0.0,,False,PEX5
514,2042,98.0,CRAT,0.0,,False,CRAT
515,2038,316.0,GRK1,0.0,,False,GRK1
516,2037,316.0,RHO,0.0,,False,RHO
517,2035,317.0,EXOC4,0.0,,False,EXOC4
518,2034,317.0,EXOC3,0.0,,False,EXOC3
519,2031,318.0,PSEN2,0.0,,False,PSEN2
520,2027,319.0,GCG,0.0,,False,GCG
521,2026,319.0,GLP1R,0.0,,False,GLP1R
522,2022,320.0,AKAP12,5.20543672214e+12,,False,AKAP12
523,2021,320.0,ADRB2,5.20543672214e+12,0.268774108853,False,ADRB2
524,2018,321.0,F9,0.0,,False,F9
525,2016,322.0,GDF9,0.0,,False,GDF9
526,2015,322.0,BMPR1A,0.0,,False,BMPR1A
527,2013,118.0,PLRG1,0.0,,False,PLRG1
528,2011,323.0,TAL1,0.0,,False,TAL1
529,2009,324.0,APOC2,0.0,,False,APOC2
530,2008,324.0,LPL,0.0,,False,LPL
531,2006,2.0,NPHS1,0.0,,False,NPHS1
532,2001,102.0,CD8A,0.0,,False,CD8A
533,2000,102.0,CD8B,0.0,,False,CD8B
534,1997,325.0,C2,2.32407953773e+12,0.12,False,C2
535,1996,325.0,C5,2.32407953773e+12,,False,C5
536,1994,326.0,COPS4,0.0,,False,COPS4
537,1990,306.0,VIM,0.0,,False,VIM
538,1987,327.0,UCN,0.0,,False,UCN
539,1986,327.0,CRHR2,0.0,,False,CRHR2
540,1981,16.0,CDC26,2.32407953773e+12,,False,CDC26
541,1979,59.0,ARHGAP21,0.0,,False,ARHGAP21
542,1977,328.0,CCNE1,2.56648337078e+12,,False,CCNE1
543,1975,329.0,RPLP2,0.0,,False,RPLP2
544,1973,119.0,KLRC2,0.0,,False,KLRC2
545,1971,321.0,F8,0.0,,False,F8
546,1969,330.0,TERF2IP,0.0,,False,TERF2IP
547,1967,116.0,TNFSF4,0.0,,False,TNFSF4
548,1966,116.0,TNFRSF4,0.0,,False,TNFRSF4
549,1963,331.0,POLR1B,0.0,,False,POLR1B
550,1962,331.0,POLR1E,0.0,,False,POLR1E
551,1958,120.0,CTSD,0.0,,False,CTSD
552,1954,92.0,RBBP5,0.0,,False,RBBP5
553,1953,92.0,NCOA6,0.0,,False,NCOA6
554,1951,332.0,SNRPB,0.0,,False,SNRPB
555,1950,332.0,SNRPE,0.0,,False,SNRPE
556,1948,333.0,BIRC7,0.0,,False,BIRC7
557,1947,333.0,DIABLO,0.0,,False,DIABLO
558,1944,334.0,CD209,0.0,,False,CD209
559,1943,334.0,ICAM3,0.0,,False,ICAM3
560,1936,335.0,CD244,0.0,,False,CD244
561,1935,335.0,CD48,0.0,,False,CD48
562,1933,121.0,TGFBRAP1,0.0,,False,TGFBRAP1
563,1931,85.0,FCGR3A,0.0,,False,FCGR3A
564,1928,,POLR1A,,,False,POLR1A
565,1927,,POLR2E,,,False,POLR2E
566,1925,49.0,MSH2,0.0,,False,MSH2
567,1922,,UHRF1,,,False,UHRF1
568,1917,96.0,CDX2,0.0,,False,CDX2
569,1914,66.0,DKC1,0.0,,False,DKC1
570,1913,66.0,NHP2,0.0,,False,NHP2
571,1909,336.0,CDK5R1,0.0,,False,CDK5R1
572,1908,336.0,CDK5RAP3,0.0,,False,CDK5RAP3
573,1906,4.0,NPLOC4,0.0,,False,NPLOC4
574,1904,337.0,CBLC,0.0,,False,CBLC
575,1902,122.0,GNG7,0.0,,False,GNG7
576,1900,338.0,MID2,0.0,,False,MID2
577,1899,338.0,IGBP1,0.0,,False,IGBP1
578,1894,,MYBL2,,,False,MYBL2
579,1892,339.0,NFKB2,0.0,,False,NFKB2
580,1889,11.0,GNL3,0.0,,False,GNL3
581,1886,,PSMD3,,,False,PSMD3
582,1884,340.0,RNF20,0.0,,False,RNF20
583,1883,340.0,RNF40,0.0,,False,RNF40
584,1877,341.0,TRDN,0.0,,False,TRDN
585,1876,341.0,CASQ2,0.0,,False,CASQ2
586,1874,342.0,XK,0.0,,False,XK
587,1873,342.0,KEL,0.0,,False,KEL
588,1870,170.0,IRF3,0.0,,False,IRF3
589,1865,343.0,FBXW7,0.0,,False,FBXW7
590,1861,4.0,UBXN4,0.0,,False,UBXN4
591,1858,123.0,BMP8B,0.0,,False,BMP8B
592,1856,54.0,PNN,0.0,,False,PNN
593,1854,1.0,DCAF1,2.32407953773e+12,,False,DCAF1
594,1851,344.0,PRKD1,0.0,,False,PRKD1
595,1849,84.0,RAB5A,0.0,,False,RAB5A
596,1848,84.0,RAB7A,0.0,,False,RAB7A
597,1846,,CBX5,,,False,CBX5
598,1845,255.0,DNMT3A,0.0,,False,DNMT3A
599,1843,115.0,KRT18,0.0,,False,KRT18
600,1841,,TAF4,,,False,TAF4
601,1839,,ARPC5,,,False,ARPC5
602,1837,345.0,ATG3,0.0,,False,ATG3
603,1836,345.0,MAP1LC3A,0.0,,False,MAP1LC3A
604,1834,346.0,AP1G1,0.0,,False,AP1G1
605,1832,49.0,MLH1,0.0,,False,MLH1
606,1831,49.0,MSH6,0.0,,False,MSH6
607,1829,347.0,IL1B,0.0,,False,IL1B
608,1828,347.0,A2M,0.0,,False,A2M
609,1825,348.0,PRPH2,0.0,,False,PRPH2
610,1824,348.0,ROM1,0.0,,False,ROM1
611,1822,349.0,IGFBP3,4.69400216368e+12,0.122367031979,False,IGFBP3
612,1821,349.0,KLK3,4.69400216368e+12,0.12,False,KLK3
613,1818,,DDX58,,,False,DDX58
614,1816,25.0,AIMP1,0.0,,False,AIMP1
615,1814,,COPA,,,False,COPA
616,1809,350.0,NPR2,0.0,,False,NPR2
617,1808,350.0,NPPC,0.0,,False,NPPC
618,1806,351.0,PRLH,0.0,,False,PRLH
619,1805,351.0,PRLHR,0.0,,False,PRLHR
620,1803,22.0,KLF16,0.0,,False,KLF16
621,1800,83.0,ERCC1,0.0,,False,ERCC1
622,1799,83.0,SLX4,0.0,,False,SLX4
623,1797,352.0,TRAK1,0.0,,False,TRAK1
624,1796,352.0,RHOT1,0.0,,False,RHOT1
625,1794,15.0,JUN,0.0,,False,JUN
626,1791,124.0,CDH3,0.0,,False,CDH3
627,1786,7.0,CCND2,0.0,,False,CCND2
628,1784,353.0,TERT,0.0,,False,TERT
629,1782,44.0,THOC5,0.0,,False,THOC5
630,1779,,NEDD4,,,False,NEDD4
631,1777,22.0,KLF11,0.0,,False,KLF11
632,1775,264.0,CBLB,0.0,,False,CBLB
633,1774,2.0,VAV1,0.0,,False,VAV1
634,1770,14.0,MAP3K3,0.0,,False,MAP3K3
635,1768,211.0,ITGA4,0.0,,False,ITGA4
636,1766,191.0,SUMO2,0.0,,False,SUMO2
637,1764,45.0,PPP6R1,0.0,,False,PPP6R1
638,1762,31.0,PRMT5,0.0,,False,PRMT5
639,1758,354.0,TAF12,0.0,,False,TAF12
640,1757,354.0,TAF11,0.0,,False,TAF11
641,1755,355.0,USP7,0.0,,False,USP7
642,1753,356.0,HLTF,0.0,,False,HLTF
643,1752,356.0,RAD18,0.0,,False,RAD18
644,1750,104.0,RASA1,0.0,,False,RASA1
645,1748,357.0,SNTA1,0.0,,False,SNTA1
646,1747,357.0,ABCA1,0.0,,False,ABCA1
647,1744,358.0,FLNA,0.0,,False,FLNA
648,1743,358.0,DRD1,0.0,,False,DRD1
649,1741,359.0,LNX2,0.0,,False,LNX2
650,1740,359.0,NUMB,0.0,,False,NUMB
651,1738,112.0,CD40,0.0,,False,CD40
652,1737,112.0,JAK3,0.0,,False,JAK3
653,1732,360.0,CST3,0.0,,False,CST3
654,1731,360.0,CTSS,0.0,,False,CTSS
655,1729,2.0,GRIN2A,0.0,,False,GRIN2A
656,1727,,CD19,,,False,CD19
657,1724,,CST7,,,False,CST7
658,1723,288.0,CTSB,0.0,,False,CTSB
659,1719,361.0,SMC2,2.32407953773e+12,0.12,False,SMC2
660,1717,272.0,HSP90AB1,0.0,,False,HSP90AB1
661,1715,,CCT2,,,False,CCT2
662,1713,17.0,RANBP2,0.0,,False,RANBP2
663,1710,362.0,IL15RA,0.0,,False,IL15RA
664,1709,362.0,IL2RG,0.0,,False,IL2RG
665,1707,,CD81,,,False,CD81
666,1705,71.0,TRIM24,0.0,,False,TRIM24
667,1703,59.0,CYTH1,0.0,,False,CYTH1
668,1700,346.0,AP1M1,0.0,,False,AP1M1
669,1698,363.0,CHRNA3,0.0,,False,CHRNA3
670,1697,363.0,CHRNB4,0.0,,False,CHRNB4
671,1695,364.0,RGS19,0.0,,False,RGS19
672,1694,364.0,GNAI1,0.0,,False,GNAI1
673,1690,,PSMD1,,,False,PSMD1
674,1688,365.0,CREB1,0.0,,False,CREB1
675,1687,365.0,ATF1,0.0,,False,ATF1
676,1682,17.0,PTHLH,0.0,,False,PTHLH
677,1680,32.0,CDC42EP5,0.0,,False,CDC42EP5
678,1678,60.0,LSM3,0.0,,False,LSM3
679,1675,42.0,PRDX1,0.0,,False,PRDX1
680,1673,366.0,TICAM1,0.0,,False,TICAM1
681,1672,366.0,TRAF1,0.0,,False,TRAF1
682,1669,97.0,NRP1,2.32407953773e+12,0.12,False,NRP1
683,1667,367.0,NUDC,0.0,,False,NUDC
684,1666,367.0,PAFAH1B1,0.0,,False,PAFAH1B1
685,1664,125.0,HNRNPA2B1,0.0,,False,HNRNPA2B1
686,1662,,NPM1,,,False,NPM1
687,1660,368.0,TMED9,0.0,,False,TMED9
688,1659,368.0,TMED10,0.0,,False,TMED10
689,1657,7.0,CDT1,0.0,,False,CDT1
690,1654,96.0,CREBBP,0.0,,False,CREBBP
691,1652,369.0,CDCA8,0.0,,False,CDCA8
692,1650,2.0,DLG4,0.0,,False,DLG4
693,1647,370.0,ITGB2,0.0,,False,ITGB2
694,1646,370.0,TLN1,0.0,,False,TLN1
695,1644,371.0,ZWINT,0.0,,False,ZWINT
696,1643,371.0,BECN1,0.0,,False,BECN1
697,1641,372.0,CDC73,0.0,,False,CDC73
698,1639,373.0,PLK1,2.33985085024e+12,0.120814325616,False,PLK1
699,1638,373.0,BORA,2.33985085024e+12,,False,BORA
700,1636,374.0,PLXNB1,0.0,,False,PLXNB1
701,1635,374.0,RND3,0.0,,False,RND3
702,1633,375.0,NCKAP1,0.0,,False,NCKAP1
703,1631,,MAPK8IP1,,,False,MAPK8IP1
704,1629,,CBX2,,,False,CBX2
705,1625,376.0,FGA,0.0,,False,FGA
706,1624,376.0,PLAT,0.0,,False,PLAT
707,1622,76.0,KIAA0101,2.32407953773e+12,0.12,False,KIAA0101
708,1620,,RPS15,,,False,RPS15
709,1616,126.0,TIPRL,0.0,,False,TIPRL
710,1614,93.0,NTRK3,2.32407953773e+12,0.12,False,NTRK3
711,1611,315.0,CAMK2G,0.0,,False,CAMK2G
712,1609,377.0,CTSL,0.0,,False,CTSL
713,1608,377.0,SERPINB13,0.0,,False,SERPINB13
714,1606,378.0,VDAC1,2.32407953773e+12,0.12,False,VDAC1
715,1605,378.0,CKMT1A,2.32407953773e+12,,False,CKMT1A
716,1603,379.0,MEF2C,0.0,,False,MEF2C
717,1602,379.0,HDAC7,0.0,,False,HDAC7
718,1599,380.0,PRPF3,0.0,,False,PRPF3
719,1598,380.0,SART3,0.0,,False,SART3
720,1596,122.0,GNG12,0.0,,False,GNG12
721,1594,381.0,NPPB,0.0,,False,NPPB
722,1593,381.0,NPR3,0.0,,False,NPR3
723,1591,105.0,POLR3F,0.0,,False,POLR3F
724,1590,105.0,POLR3C,0.0,,False,POLR3C
725,1588,32.0,ARHGAP32,0.0,,False,ARHGAP32
726,1586,,TRAF2,,,False,TRAF2
727,1585,,TNF,,,False,TNF
728,1583,,RPS11,,,False,RPS11
729,1581,382.0,BRCA2,9.29631815092e+12,0.48,False,BRCA2
730,1579,,EIF3K,,,False,EIF3K
731,1575,383.0,ARAF,0.0,,False,ARAF
732,1573,,MAP3K11,,,False,MAP3K11
733,1571,58.0,STAT5B,0.0,,False,STAT5B
734,1569,28.0,SF3B1,0.0,,False,SF3B1
735,1567,384.0,FN1,0.0,,False,FN1
736,1566,384.0,COL2A1,0.0,,False,COL2A1
737,1563,43.0,RPL35,0.0,,False,RPL35
738,1561,385.0,VAMP2,0.0,,False,VAMP2
739,1560,385.0,NAPA,0.0,,False,NAPA
740,1558,,MLLT3,,,False,MLLT3
741,1556,,PCGF2,,,False,PCGF2
742,1554,,CTTN,,,False,CTTN
743,1553,289.0,TJP1,0.0,,False,TJP1
744,1550,,TP53BP1,,,False,TP53BP1
745,1545,386.0,ACTN4,0.0,,False,ACTN4
746,1544,386.0,ACTN2,0.0,,False,ACTN2
747,1542,387.0,PNO1,0.0,,False,PNO1
748,1541,387.0,BYSL,0.0,,False,BYSL
749,1539,127.0,CCT7,0.0,,False,CCT7
750,1537,388.0,RIPK3,0.0,,False,RIPK3
751,1536,388.0,FADD,0.0,,False,FADD
752,1533,389.0,PIK3R2,0.0,,False,PIK3R2
753,1530,128.0,UIMC1,0.0,,False,UIMC1
754,1528,390.0,PSMD10,0.0,,False,PSMD10
755,1526,7.0,CCNK,0.0,,False,CCNK
756,1524,2.0,SKAP2,0.0,,False,SKAP2
757,1522,391.0,USP9X,0.0,,False,USP9X
758,1520,392.0,MAP3K2,0.0,,False,MAP3K2
759,1519,392.0,PKN2,0.0,,False,PKN2
760,1516,125.0,PRKCZ,0.0,,False,PRKCZ
761,1514,56.0,TOPBP1,6.97223861319e+12,,False,TOPBP1
762,1512,129.0,SFN,0.0,,False,SFN
763,1509,393.0,SFPQ,0.0,,False,SFPQ
764,1506,394.0,SEL1L,0.0,,False,SEL1L
765,1505,394.0,OS9,0.0,,False,OS9
766,1503,395.0,MYBBP1A,0.0,,False,MYBBP1A
767,1502,395.0,AR,0.0,,False,AR
768,1500,396.0,PLD1,0.0,,False,PLD1
769,1499,396.0,RALA,0.0,,False,RALA
770,1497,382.0,KAT2B,9.29631815092e+12,,False,KAT2B
771,1495,397.0,DNAJA1,0.0,,False,DNAJA1
772,1494,397.0,PARK2,0.0,,False,PARK2
773,1490,215.0,VPS26A,0.0,,False,VPS26A
774,1489,240.0,VPS35,0.0,,False,VPS35
775,1487,398.0,ABCC9,0.0,,False,ABCC9
776,1486,398.0,KCNJ8,0.0,,False,KCNJ8
777,1483,399.0,ARID1A,0.0,,False,ARID1A
778,1481,97.0,KDR,2.32407953773e+12,,False,KDR
779,1479,400.0,CUL4A,0.0,,False,CUL4A
780,1478,400.0,FBXW5,0.0,,False,FBXW5
781,1476,18.0,MEF2D,0.0,,False,MEF2D
782,1474,401.0,EZH1,0.0,,False,EZH1
783,1473,401.0,SUZ12,0.0,,False,SUZ12
784,1471,9.0,SPSB2,0.0,,False,SPSB2
785,1467,10.0,ITSN1,0.0,,False,ITSN1
786,1464,51.0,RASSF5,0.0,,False,RASSF5
787,1460,402.0,BMP6,2.3293366419e+12,0.120271441872,False,BMP6
788,1459,402.0,BMPR1B,2.3293366419e+12,,False,BMPR1B
789,1457,,PGR,,0.122714418721,False,PGR
790,1455,403.0,PINK1,0.0,,False,PINK1
791,1454,403.0,TOMM20,0.0,,False,TOMM20
792,1451,126.0,PPP4C,0.0,,False,PPP4C
793,1450,126.0,PPP4R3A,0.0,,False,PPP4R3A
794,1447,221.0,PFDN5,0.0,,False,PFDN5
795,1445,,ARPC3,,,False,ARPC3
796,1443,404.0,KIF5A,0.0,,False,KIF5A
797,1442,404.0,KLC1,0.0,,False,KLC1
798,1439,,SNCA,,0.123810117731,False,SNCA
799,1437,405.0,ILF3,0.0,,False,ILF3
800,1436,405.0,PRKDC,0.0,,False,PRKDC
801,1434,52.0,HTRA2,0.0,,False,HTRA2
802,1432,406.0,SLC7A11,0.0,,False,SLC7A11
803,1431,406.0,SLC3A2,0.0,,False,SLC3A2
804,1427,110.0,RAG1,2.32407953773e+12,,False,RAG1
805,1426,110.0,KPNA2,2.32407953773e+12,0.12,False,KPNA2
806,1424,53.0,INO80E,0.0,,False,INO80E
807,1421,407.0,TRIM6,0.0,,False,TRIM6
808,1419,,BTK,,,False,BTK
809,1417,408.0,BRINP1,0.0,,False,BRINP1
810,1416,408.0,SIRT1,0.0,,False,SIRT1
811,1413,40.0,SNRPD2,0.0,,False,SNRPD2
812,1411,130.0,AXIN2,0.0,,False,AXIN2
813,1407,409.0,SREK1,0.0,,False,SREK1
814,1406,409.0,SRSF2,0.0,,False,SRSF2
815,1404,410.0,AIMP2,0.0,,False,AIMP2
816,1402,,GOSR1,,,False,GOSR1
817,1400,146.0,HNRNPD,0.0,,False,HNRNPD
818,1399,153.0,HSPA8,0.0,,False,HSPA8
819,1397,411.0,MED31,0.0,,False,MED31
820,1396,411.0,MED18,0.0,,False,MED18
821,1393,412.0,SNX33,0.0,,False,SNX33
822,1392,412.0,SNX9,0.0,,False,SNX9
823,1390,413.0,TCEANC,0.0,,False,TCEANC
824,1389,413.0,ZKSCAN7,0.0,,False,ZKSCAN7
825,1386,94.0,CHAF1A,0.0,,False,CHAF1A
826,1384,414.0,USP22,0.0,,False,USP22
827,1382,,PSMC2,,,False,PSMC2
828,1380,,ING3,,,False,ING3
829,1377,44.0,ALYREF,0.0,,False,ALYREF
830,1374,415.0,STX3,0.0,,False,STX3
831,1373,415.0,VAMP3,0.0,,False,VAMP3
832,1368,416.0,RPS17,0.0,,False,RPS17
833,1367,416.0,RPS25,0.0,,False,RPS25
834,1365,,MARK3,,,False,MARK3
835,1362,417.0,SMAD4,2.32407953773e+12,0.12,False,SMAD4
836,1361,417.0,PIAS4,2.32407953773e+12,,False,PIAS4
837,1359,418.0,HMGA1,0.0,,False,HMGA1
838,1358,418.0,NFKB1,0.0,,False,NFKB1
839,1356,131.0,PRKCG,0.0,,False,PRKCG
840,1354,12.0,GNG3,0.0,,False,GNG3
841,1352,419.0,STAG1,0.0,,False,STAG1
842,1351,419.0,SMC1A,0.0,,False,SMC1A
843,1348,,RPS5,,,False,RPS5
844,1346,123.0,NOG,0.0,,False,NOG
845,1345,123.0,BMP4,0.0,,False,BMP4
846,1343,420.0,WASL,0.0,,False,WASL
847,1342,420.0,PFN1,0.0,,False,PFN1
848,1340,421.0,RLN3,0.0,,False,RLN3
849,1338,,ALK,,,False,ALK
850,1336,422.0,F10,2.32407953773e+12,,False,F10
851,1334,423.0,CS,0.0,,False,CS
852,1333,423.0,MDH2,0.0,,False,MDH2
853,1331,20.0,CXCL11,2.32407953773e+12,,False,CXCL11
854,1328,,MYB,,,False,MYB
855,1326,108.0,IKBKB,0.0,,False,IKBKB
856,1325,108.0,IKBKE,0.0,,False,IKBKE
857,1323,424.0,TGFB1I1,0.0,,False,TGFB1I1
858,1322,424.0,CRKL,0.0,,False,CRKL
859,1316,425.0,MEF2A,0.0,,False,MEF2A
860,1315,425.0,TEAD1,0.0,,False,TEAD1
861,1312,32.0,CDC42BPA,0.0,,False,CDC42BPA
862,1310,422.0,PROS1,2.32407953773e+12,0.12,False,PROS1
863,1308,353.0,XRCC5,0.0,,False,XRCC5
864,1305,15.0,SATB1,0.0,,False,SATB1
865,1303,132.0,TAF3,0.0,,False,TAF3
866,1301,,BMI1,,,False,BMI1
867,1299,2.0,MAPT,0.0,,False,MAPT
868,1298,2.0,FYN,0.0,,False,FYN
869,1296,,PSMB10,,,False,PSMB10
870,1294,22.0,BCL6,0.0,,False,BCL6
871,1292,426.0,PAAF1,0.0,,False,PAAF1
872,1290,427.0,PICK1,0.0,,False,PICK1
873,1289,427.0,EPHB2,0.0,,False,EPHB2
874,1287,428.0,SHANK2,0.0,,False,SHANK2
875,1286,428.0,SSTR2,0.0,,False,SSTR2
876,1284,429.0,GPAA1,0.0,,False,GPAA1
877,1283,429.0,PIGT,0.0,,False,PIGT
878,1281,133.0,LBR,0.0,,False,LBR
879,1279,39.0,IRS2,2.33985085024e+12,,False,IRS2
880,1277,52.0,LATS1,0.0,,False,LATS1
881,1276,52.0,MOB1B,0.0,,False,MOB1B
882,1274,232.0,PER2,0.0,,False,PER2
883,1272,4.0,FAF2,0.0,,False,FAF2
884,1270,,FOS,,,False,FOS
885,1268,101.0,STX2,0.0,,False,STX2
886,1267,101.0,STXBP2,0.0,,False,STXBP2
887,1265,430.0,ITGB1,0.0,,False,ITGB1
888,1264,430.0,ITGB1BP2,0.0,,False,ITGB1BP2
889,1262,27.0,CXCL8,7.15136484913e+12,,False,CXCL8
890,1260,310.0,RNF4,0.0,,False,RNF4
891,1258,,TCP1,,,False,TCP1
892,1256,431.0,AURKA,0.0,,False,AURKA
893,1255,431.0,INCENP,0.0,,False,INCENP
894,1252,432.0,FER,0.0,,False,FER
895,1250,134.0,PMAIP1,0.0,,False,PMAIP1
896,1248,48.0,TAF6,0.0,,False,TAF6
897,1246,433.0,PLEC,0.0,,False,PLEC
898,1245,433.0,SPTAN1,0.0,,False,SPTAN1
899,1243,434.0,CDKN1B,0.0,,False,CDKN1B
900,1242,434.0,CKS1B,0.0,,False,CKS1B
901,1240,,APAF1,,,False,APAF1
902,1238,435.0,EIF2B2,0.0,,False,EIF2B2
903,1236,,STX5,,,False,STX5
904,1235,436.0,GOSR2,0.0,,False,GOSR2
905,1233,,MORF4L1,,,False,MORF4L1
906,1231,,TAF9,,,False,TAF9
907,1230,,TAF13,,,False,TAF13
908,1228,437.0,LIMK1,0.0,,False,LIMK1
909,1227,437.0,ROCK1,0.0,,False,ROCK1
910,1225,438.0,SNRNP200,0.0,,False,SNRNP200
911,1222,,MCM3,,,False,MCM3
912,1221,,STAT1,,,False,STAT1
913,1219,323.0,TCF4,0.0,,False,TCF4
914,1217,12.0,GNG10,0.0,,False,GNG10
915,1215,439.0,PSTPIP1,0.0,,False,PSTPIP1
916,1214,439.0,FASLG,0.0,,False,FASLG
917,1212,1.0,TRPC4AP,2.32407953773e+12,,False,TRPC4AP
918,1208,234.0,PARP1,0.0,,False,PARP1
919,1206,23.0,AGO4,0.0,,False,AGO4
920,1205,23.0,TNRC6A,0.0,,False,TNRC6A
921,1202,61.0,PTGIR,0.0,,False,PTGIR
922,1200,43.0,RPL19,0.0,,False,RPL19
923,1199,43.0,RPL23A,0.0,,False,RPL23A
924,1197,440.0,POLI,0.0,,False,POLI
925,1196,440.0,POLH,0.0,,False,POLH
926,1194,18.0,SOX9,0.0,,False,SOX9
927,1192,,LIN54,,,False,LIN54
928,1190,441.0,CASK,0.0,,False,CASK
929,1189,441.0,KCNJ4,0.0,,False,KCNJ4
930,1187,,NRIP1,,,False,NRIP1
931,1185,85.0,LCK,0.0,,False,LCK
932,1183,13.0,TRIM17,0.0,,False,TRIM17
933,1181,29.0,RPS9,0.0,,False,RPS9
934,1178,442.0,CAPZB,0.0,,False,CAPZB
935,1177,442.0,CAPZA1,0.0,,False,CAPZA1
936,1175,,ASAP2,,,False,ASAP2
937,1173,390.0,PSMD14,0.0,,False,PSMD14
938,1171,,PSMD4,,,False,PSMD4
939,1168,15.0,SUMO1,0.0,,False,SUMO1
940,1167,15.0,SART1,0.0,,False,SART1
941,1165,361.0,NCAPG,2.32407953773e+12,,False,NCAPG
942,1163,50.0,PTPRC,0.0,,False,PTPRC
943,1161,135.0,ASB1,0.0,,False,ASB1
944,1159,3.0,SUDS3,0.0,,False,SUDS3
945,1157,21.0,MED17,0.0,,False,MED17
946,1155,,RBL2,,,False,RBL2
947,1153,443.0,ATG16L1,0.0,,False,ATG16L1
948,1152,443.0,ATG12,0.0,,False,ATG12
949,1150,159.0,HIST3H3,0.0,,False,HIST3H3
950,1148,,MED26,,,False,MED26
951,1146,136.0,SEH1L,0.0,,False,SEH1L
952,1144,444.0,MARCKS,0.0,,False,MARCKS
953,1142,131.0,AXIN1,0.0,,False,AXIN1
954,1140,445.0,GC,2.38043683429e+12,0.122909915723,False,GC
955,1139,445.0,ACTC1,2.38043683429e+12,,False,ACTC1
956,1137,435.0,EIF2B3,0.0,,False,EIF2B3
957,1135,55.0,POLR3B,0.0,,False,POLR3B
958,1133,44.0,THOC1,0.0,,False,THOC1
959,1131,25.0,IARS,0.0,,False,IARS
960,1129,175.0,PALB2,4.18008406952e+12,,False,PALB2
961,1127,53.0,UCHL5,0.0,,False,UCHL5
962,1125,137.0,AP3S1,0.0,,False,AP3S1
963,1123,446.0,TRAF5,0.0,,False,TRAF5
964,1122,446.0,TNFRSF8,0.0,,False,TNFRSF8
965,1120,447.0,EIF3M,0.0,,False,EIF3M
966,1116,,ERBB3,,0.160315488506,False,ERBB3
967,1114,,RPS20,,,False,RPS20
968,1112,119.0,CALR,0.0,,False,CALR
969,1111,119.0,HLA-E,0.0,,False,HLA-E
970,1109,30.0,TRIM32,0.0,,False,TRIM32
971,1107,,ACTR2,,,False,ACTR2
972,1105,109.0,ATRIP,0.0,,False,ATRIP
973,1104,109.0,RPA1,0.0,,False,RPA1
974,1102,,NCAPD2,,,False,NCAPD2
975,1100,26.0,OCRL,2.3293366419e+12,,False,OCRL
976,1098,69.0,BAG1,0.0,,False,BAG1
977,1095,448.0,SMAD1,0.0,,False,SMAD1
978,1094,448.0,WWP1,0.0,,False,WWP1
979,1092,16.0,CDH1,2.32407953773e+12,,False,CDH1
980,1090,,TCF3,,,False,TCF3
981,1088,11.0,NCL,0.0,,False,NCL
982,1086,375.0,NCK1,0.0,,False,NCK1
983,1084,24.0,SSRP1,0.0,,False,SSRP1
984,1082,399.0,SMARCA2,0.0,,False,SMARCA2
985,1080,64.0,CUL3,0.0,,False,CUL3
986,1077,296.0,CASP8,0.0,,False,CASP8
987,1075,241.0,PRPF8,0.0,,False,PRPF8
988,1073,5.0,ERCC6,0.0,,False,ERCC6
989,1071,27.0,PZP,7.15136484913e+12,0.12,False,PZP
990,1070,27.0,MMP9,7.15136484913e+12,0.129248886694,False,MMP9
991,1068,55.0,POLR3A,0.0,,False,POLR3A
992,1066,213.0,SMC3,0.0,,False,SMC3
993,1064,,PML,,,False,PML
994,1062,106.0,MED10,0.0,,False,MED10
995,1061,106.0,CCNC,0.0,,False,CCNC
996,1059,,CDK7,,0.12,False,CDK7
997,1057,60.0,LSM6,0.0,,False,LSM6
998,1055,449.0,CAMK4,0.0,,False,CAMK4
999,1054,449.0,CAMKK2,0.0,,False,CAMKK2
1000,1051,31.0,SETD7,0.0,,False,SETD7
1001,1049,122.0,GNB2,0.0,,False,GNB2
1002,1048,12.0,GNG5,0.0,,False,GNG5
1003,1045,299.0,POLA1,0.0,,False,POLA1
1004,1044,76.0,PCNA,2.32407953773e+12,,False,PCNA
1005,1042,450.0,GABARAP,0.0,,False,GABARAP
1006,1040,451.0,DHH,0.0,,False,DHH
1007,1039,451.0,HHIP,0.0,,False,HHIP
1008,1037,60.0,LSM2,0.0,,False,LSM2
1009,1036,60.0,LSM4,0.0,,False,LSM4
