"SUID","__mclCluster","name","PRWP","score","selected","shared name"
"72","71","NEDD4L","0.0",,"false","NEDD4L"
"73","71","SGK1","0.0",,"false","SGK1"
"75","16","IKBKG","0.072432840103458",,"false","IKBKG"
"76","16","NFKBIB","0.072432840103458",,"false","NFKBIB"
"78","253","TAL1","0.0",,"false","TAL1"
"79","8","HDAC1","0.12005371934870408",,"false","HDAC1"
"81","26","COPS5","0.0",,"false","COPS5"
"82","13","SMAD4","0.0",,"false","SMAD4"
"84","44","IL15","0.10347548586208286",,"false","IL15"
"85","44","IL15RA","0.10347548586208286",,"false","IL15RA"
"87","14","NBN","0.18710531720675774","0.12","false","NBN"
"88","14","MRE11A","0.18710531720675774",,"false","MRE11A"
"90","516","ARHGEF1","0.0",,"false","ARHGEF1"
"91","516","GNA13","0.0",,"false","GNA13"
"93","2","PCNA","0.19464437843428886",,"false","PCNA"
"94","315","CDK2","0.0",,"false","CDK2"
"96","13","SKI","0.0",,"false","SKI"
"97","13","SKIL","0.0",,"false","SKIL"
"99","11","TAF13","0.0",,"false","TAF13"
"100","11","TBP","0.0",,"false","TBP"
"102","43","EIF4E","0.0",,"false","EIF4E"
"103","43","EIF4A1","0.0",,"false","EIF4A1"
"105","4","SUMO3","0.10319895894495013",,"false","SUMO3"
"106","4","SENP2","0.10319895894495013",,"false","SENP2"
"108","52","CCL4","0.0",,"false","CCL4"
"109","52","CCR1","0.0",,"false","CCR1"
"111","144","RSF1","0.0",,"false","RSF1"
"112","144","SMARCA5","0.0",,"false","SMARCA5"
"114","515","IKBKAP","0.0",,"false","IKBKAP"
"115","515","ELP3","0.0",,"false","ELP3"
"117","139","ERCC4","0.0",,"false","ERCC4"
"118","139","ERCC1","0.0",,"false","ERCC1"
"120","14","H2AFX","0.18710531720675774",,"false","H2AFX"
"121","14","ATM","0.18710531720675774","0.128087174336","false","ATM"
"123","51","SHC1","0.0",,"false","SHC1"
"124","22","APP","0.0",,"false","APP"
"126","91","GIPC1","0.14293574096837314",,"false","GIPC1"
"127","91","RGS19","0.14293574096837314",,"false","RGS19"
"129","78","ORC2","0.0",,"false","ORC2"
"130","78","ORC6","0.0",,"false","ORC6"
"132","10","TNFRSF1A","0.04156976651252891",,"false","TNFRSF1A"
"133","10","RIPK1","0.04156976651252891",,"false","RIPK1"
"135","186","RNH1","0.0",,"false","RNH1"
"136","186","RNASE1","0.0",,"false","RNASE1"
"138","14","BRCA1","0.18710531720675774","0.133173590796","false","BRCA1"
"139","2","MSH6","0.19464437843428886",,"false","MSH6"
"141","148","CDKN1B","0.20387842517458749","0.138479663996","false","CDKN1B"
