"SUID","__APCluster","name","PRWP","score","selected","shared name"
"2438","1","NDRG1","2.0929171549380665E226","0.441085767488321","false","NDRG1"
"2440","31","GRIN2C","1.271699394126435E224",,"false","GRIN2C"
"2442","2","FOXO3","9.072601897712698E224","0.121085767488321","false","FOXO3"
"2444","1","MAD1L1","2.0929171549380665E226","0.12","false","MAD1L1"
"2445","136","SIN3B","7.935224924704505E223",,"false","SIN3B"
"2447","1","ABI3","2.0929171549380665E226",,"false","ABI3"
"2449","16","MAST2","4.0752035739881855E224",,"false","MAST2"
"2452","1","ZBTB7A","2.0929171549380665E226","0.12","false","ZBTB7A"
"2454","370","TCF3","7.917815799752702E222","0.12","false","TCF3"
"2456","7","PKM","5.035829618800717E224","0.122714418720803","false","PKM"
"2457","2","EGLN3","9.072601897712698E224",,"false","EGLN3"
"2459","18","DZIP3","3.4581594875866554E224",,"false","DZIP3"
"2461","234","SERPINA5","6.598179833127252E223","0.12","false","SERPINA5"
"2462","234","F2","6.598179833127252E223","0.12","false","F2"
"2464","13","IRS1","4.514873988401246E224","0.123257302464964","false","IRS1"
"2467","1","CENPA","2.0929171549380665E226","0.12","false","CENPA"
"2469","1","FHIT","2.0929171549380665E226","0.122367031978602","false","FHIT"
"2471","182","USP11","7.917815799752702E222",,"false","USP11"
"2473","1","NPHS1","2.0929171549380665E226","0.123181357594843","false","NPHS1"
"2475","1","TCL1A","2.0929171549380665E226",,"false","TCL1A"
"2476","176","HIST3H2A","2.3753447399258106E223",,"false","HIST3H2A"
"2479","1","FAM96B","2.0929171549380665E226",,"false","FAM96B"
"2480","193","MLF2","3.174290409045985E223",,"false","MLF2"
"2482","15","MCM7","3.6773204396268122E224",,"false","MCM7"
"2484","17","RPS27","5.289561091087507E224",,"false","RPS27"
"2486","13","RFWD2","4.514873988401246E224","0.12","false","RFWD2"
"2487","8","ETV1","5.224046475532716E224","0.12","false","ETV1"
"2489","4","RIOK2","4.451498415465275E224",,"false","RIOK2"
"2491","193","ABCD3","3.174290409045985E223","0.120814325616241","false","ABCD3"
"2493","7","HADHB","5.035829618800717E224","0.321357209360402","false","HADHB"
"2495","12","SMC3","5.549076750573934E224","0.12027144187208","false","SMC3"
"2499","262","HOXB7","7.917815799752702E222",,"false","HOXB7"
"2501","15","VDAC1","3.6773204396268122E224","0.12","false","VDAC1"
"2502","1","PANK2","2.0929171549380665E226","0.125428837441606","false","PANK2"
"2504","1","MCM4","2.0929171549380665E226","0.24","false","MCM4"
"2506","91","LIFR","1.3509934385683477E224","0.481085767488321","false","LIFR"
"2508","265","RGL4","3.1671263199010803E223",,"false","RGL4"
"2510","1","GZMA","2.0929171549380665E226",,"false","GZMA"
"2512","234","THBD","6.598179833127252E223","0.32","false","THBD"
"2513","16","PROC","4.0752035739881855E224","0.12027144187208","false","PROC"
"2515","90","PADI4","7.244634870464127E223","0.12","false","PADI4"
"2517","166","KDELR2","2.3753447399258106E223",,"false","KDELR2"
"2518","166","SERINC3","2.3753447399258106E223","0.12","false","SERINC3"
"2520","1","PPP5C","2.0929171549380665E226","0.12","false","PPP5C"
"2524","99","ICAM4","8.977106617625518E223","0.12","false","ICAM4"
"2526","8","HOXD4","5.224046475532716E224","0.12027144187208","false","HOXD4"
"2527","1","PBX1","2.0929171549380665E226","0.12","false","PBX1"
"2530","1","TP53AIP1","2.0929171549380665E226",,"false","TP53AIP1"
"2532","1","PTPRF","2.0929171549380665E226","0.12","false","PTPRF"
"2533","154","NID1","4.488553308812756E223","0.12","false","NID1"
"2536","3","AURKA","8.348944492574958E224","0.143880460524595","false","AURKA"
"2538","12","KIF5B","5.549076750573934E224","0.12","false","KIF5B"
"2540","2","SPTAN1","9.072601897712698E224","0.24","false","SPTAN1"
"2541","1","DES","2.0929171549380665E226","0.24","false","DES"
"2543","3","TEK","8.348944492574958E224","0.48027144187208","false","TEK"
"2545","5","HAUS6","3.83226726028144E224",,"false","HAUS6"
"2546","5","HAUS7","3.83226726028144E224",,"false","HAUS7"
"2548","149","TNFRSF10D","0.0",,"false","TNFRSF10D"
"2550","27","RPS23","1.1878514721915278E224",,"false","RPS23"
"2552","111","VPS41","7.917815799752702E222",,"false","VPS41"
"2553","111","MON1B","7.917815799752702E222",,"false","MON1B"
"2556","9","RPL31","4.446621659367116E224","0.12","false","RPL31"
"2558","26","RNF144B","1.4582328987436297E224",,"false","RNF144B"
"2560","102","KDR","3.1689173421873056E223","0.12","false","KDR"
"2562","1","LNX2","2.0929171549380665E226",,"false","LNX2"
"2564","73","YARS2","3.168917342187305E223","0.24027144187208","false","YARS2"
"2566","1","SEC61B","2.0929171549380665E226",,"false","SEC61B"
"2567","286","ARL6","4.75068947985162E223","0.36","false","ARL6"
"2569","2","AMPH","9.072601897712698E224",,"false","AMPH"
"2571","15","ECSIT","3.6773204396268122E224",,"false","ECSIT"
"2572","1","NDUFAF1","2.0929171549380665E226","0.12","false","NDUFAF1"
"2574","191","LRP2","9.790380465035503E223","0.561085767488321","false","LRP2"
"2577","147","MYCBPAP","2.3753447399258106E223",,"false","MYCBPAP"
"2580","18","RNF4","3.4581594875866554E224",,"false","RNF4"
"2582","1","CSF2RB","2.0929171549380665E226","0.12","false","CSF2RB"
"2583","1","EPOR","2.0929171549380665E226","0.125720142357015","false","EPOR"
"2585","1","TOPBP1","2.0929171549380665E226","0.122367031978602","false","TOPBP1"
"2587","15","HSPA4","3.6773204396268122E224","0.12","false","HSPA4"
"2589","1","APIP","2.0929171549380665E226",,"false","APIP"
"2591","1","RNF113B","2.0929171549380665E226",,"false","RNF113B"
"2593","129","NPHP1","1.0321816896258137E224","0.364343069953285","false","NPHP1"
"2594","129","FLNC","1.0321816896258137E224","0.36","false","FLNC"
"2596","8","MEF2D","5.224046475532716E224","0.12","false","MEF2D"
"2598","1","TMED2","2.0929171549380665E226","0.12","false","TMED2"
"2600","17","MYO6","5.289561091087507E224","0.12","false","MYO6"
"2604","1","MS4A1","2.0929171549380665E226","0.12","false","MS4A1"
"2606","1","TDG","2.0929171549380665E226",,"false","TDG"
"2607","7","SUMO3","5.035829618800717E224",,"false","SUMO3"
"2609","1","TGIF1","2.0929171549380665E226","0.12027144187208","false","TGIF1"
"2610","1","STK16","2.0929171549380665E226",,"false","STK16"
"2612","1","EDNRA","2.0929171549380665E226","0.205276947701365","false","EDNRA"
"2615","66","CD53","1.2584452361909453E224","0.12","false","CD53"
"2617","2","SNW1","9.072601897712698E224",,"false","SNW1"
"2620","44","FN1","1.2700119905323814E224","0.12","false","FN1"
"2622","1","PGM5","2.0929171549380665E226","0.12","false","PGM5"
"2624","5","PELP1","3.83226726028144E224",,"false","PELP1"
"2625","8","SENP3","5.224046475532716E224",,"false","SENP3"
"2627","1","RHOC","2.0929171549380665E226","0.12","false","RHOC"
"2628","2","ARHGDIA","9.072601897712698E224","0.12","false","ARHGDIA"
"2630","4","CDC34","4.451498415465275E224",,"false","CDC34"
"2632","1","SNX6","2.0929171549380665E226",,"false","SNX6"
"2634","1","PLCG2","2.0929171549380665E226","0.36","false","PLCG2"
"2636","1","RPL17","2.0929171549380665E226","0.12","false","RPL17"
"2639","268","SPA17","0.0",,"false","SPA17"
"2640","268","AKAP3","0.0",,"false","AKAP3"
"2642","19","SMARCB1","3.1187822713947527E224","0.24","false","SMARCB1"
"2643","613","SMARCD1","0.0",,"false","SMARCD1"
"2645","1","TLR4","2.0929171549380665E226","0.12","false","TLR4"
"2647","12","NUP58","5.549076750573934E224",,"false","NUP58"
"2649","12","NUP54","5.549076750573934E224",,"false","NUP54"
"2651","1","TNNI2","2.0929171549380665E226","0.481357209360401","false","TNNI2"
"2652","1","TRIM63","2.0929171549380665E226","0.120542883744161","false","TRIM63"
"2655","1","CEP63","2.0929171549380665E226","0.12","false","CEP63"
"2657","7","CLEC3B","5.035829618800717E224",,"false","CLEC3B"
"2659","1","CD244","2.0929171549380665E226","0.12","false","CD244"
"2661","73","ANAPC2","3.168917342187305E223",,"false","ANAPC2"
"2663","7","COL4A5","5.035829618800717E224","0.575472186708577","false","COL4A5"
"2664","9","MATN2","4.446621659367116E224",,"false","MATN2"
"2666","15","RBCK1","3.6773204396268122E224","0.24","false","RBCK1"
"2667","1","UBE2G1","2.0929171549380665E226","0.12","false","UBE2G1"
"2669","1","YES1","2.0929171549380665E226","0.12","false","YES1"
"2670","1","CDCP1","2.0929171549380665E226","0.12","false","CDCP1"
"2672","1","PPP6R3","2.0929171549380665E226",,"false","PPP6R3"
"2673","1","PPP6C","2.0929171549380665E226","0.121085767488321","false","PPP6C"
"2675","223","PIK3CA","7.126034219777431E223","0.24","false","PIK3CA"
"2677","12","SPTBN2","5.549076750573934E224","0.24","false","SPTBN2"
"2679","1","SRGAP2","2.0929171549380665E226",,"false","SRGAP2"
"2683","612","VCP","1.5835631599505404E223","0.24","false","VCP"
"2685","17","TIAF1","5.289561091087507E224",,"false","TIAF1"
"2687","1","PROX1","2.0929171549380665E226","0.121085767488321","false","PROX1"
"2689","393","PPFIA4","7.917815799752702E222",,"false","PPFIA4"
"2691","21","PRPSAP2","2.775792258181458E224",,"false","PRPSAP2"
"2693","17","SLC25A5","5.289561091087507E224",,"false","SLC25A5"
"2695","161","JAK3","3.550451372787953E223","0.12","false","JAK3"
"2697","25","C1QB","2.919838289029829E224","0.24","false","C1QB"
"2698","1","HRG","2.0929171549380665E226","0.12","false","HRG"
"2702","2","RBL1","9.072601897712698E224",,"false","RBL1"
"2704","1","TAGLN2","2.0929171549380665E226","0.120542883744161","false","TAGLN2"
"2706","1","CDC16","2.0929171549380665E226",,"false","CDC16"
"2707","1","ANAPC11","2.0929171549380665E226",,"false","ANAPC11"
"2709","3","RAB11B","8.348944492574958E224","0.12","false","RAB11B"
"2711","1","PDE3B","2.0929171549380665E226","0.12","false","PDE3B"
"2713","14","PYGM","3.3912488706651116E224","0.12","false","PYGM"
"2714","230","DEGS1","3.958907899876351E223","0.12","false","DEGS1"
"2716","1","EIF4G1","2.0929171549380665E226","0.24","false","EIF4G1"
"2717","22","G3BP1","2.887292878139913E224","0.12","false","G3BP1"
"2720","3","SFXN1","8.348944492574958E224",,"false","SFXN1"
"2722","1","CDH1","2.0929171549380665E226","0.12","false","CDH1"
"2723","1","ITGAE","2.0929171549380665E226","0.122367031978602","false","ITGAE"
"2727","48","DDB1","8.187116059936473E223","0.12","false","DDB1"
"2728","48","DCAF12","8.187116059936473E223",,"false","DCAF12"
"2733","97","PYCARD","5.774729378935462E223","0.120542883744161","false","PYCARD"
"2734","97","SRF","5.774729378935462E223","0.12","false","SRF"
"2736","189","CD55","5.316944160977864E223","0.12","false","CD55"
"2737","189","ADGRE5","5.316944160977864E223",,"false","ADGRE5"
"2739","1","USP7","2.0929171549380665E226","0.12","false","USP7"
"2742","18","RNF181","3.4581594875866554E224",,"false","RNF181"
"2744","130","STIP1","8.183534015364017E223","0.12","false","STIP1"
"2746","34","ELSPBP1","4.90299190414683E223",,"false","ELSPBP1"
"2748","12","EPAS1","5.549076750573934E224","0.36","false","EPAS1"
"2750","5","VPS11","3.83226726028144E224",,"false","VPS11"
"2752","193","PGRMC1","3.174290409045985E223","0.12","false","PGRMC1"
"2754","11","BAHD1","3.808875722041067E224",,"false","BAHD1"
"2758","1","MYSM1","2.0929171549380665E226","0.12027144187208","false","MYSM1"
"2759","611","PRMT5","0.0",,"false","PRMT5"
"2762","1","ARID4A","2.0929171549380665E226",,"false","ARID4A"
"2763","1","EID1","2.0929171549380665E226","0.12","false","EID1"
"2765","1","WBP2","2.0929171549380665E226",,"false","WBP2"
"2767","1","DCLRE1A","2.0929171549380665E226",,"false","DCLRE1A"
"2769","14","SMARCC2","3.3912488706651116E224",,"false","SMARCC2"
"2771","1","PAK3","2.0929171549380665E226","0.36","false","PAK3"
"2772","1","ARHGEF6","2.0929171549380665E226","0.24","false","ARHGEF6"
"2775","287","SCG5","2.3753447399258106E223","0.12","false","SCG5"
"2776","1","PCSK2","2.0929171549380665E226","0.122367031978602","false","PCSK2"
"2779","19","PRPF6","3.1187822713947527E224","0.24","false","PRPF6"
"2780","295","PRPF4","2.377135762212035E223","0.12","false","PRPF4"
"2782","110","EIF3D","3.1850365427633464E223",,"false","EIF3D"
"2784","1","EPB42","2.0929171549380665E226","0.36","false","EPB42"
"2785","1","EPB41","2.0929171549380665E226","0.32","false","EPB41"
"2787","47","DLL1","1.3564231682146687E224","0.12","false","DLL1"
"2789","1","STRN3","2.0929171549380665E226",,"false","STRN3"
"2791","8","GAA","5.224046475532716E224","0.12","false","GAA"
"2793","9","VARS","4.446621659367116E224",,"false","VARS"
"2795","1","ULK1","2.0929171549380665E226",,"false","ULK1"
"2796","225","GABARAPL1","8.073996826408492E222",,"false","GABARAPL1"
"2798","1","BBS4","2.0929171549380665E226","0.32027144187208","false","BBS4"
"2799","299","ALDOB","7.917815799752702E222","0.12","false","ALDOB"
"2801","1","ZNF142","2.0929171549380665E226",,"false","ZNF142"
"2803","1","POLR1A","2.0929171549380665E226",,"false","POLR1A"
"2804","1","POLR3A","2.0929171549380665E226","0.240542883744161","false","POLR3A"
"2806","1","FGD1","2.0929171549380665E226","0.120542883744161","false","FGD1"
"2807","273","CTTN","1.5835631599505404E223","0.12","false","CTTN"
"2809","1","PRKRA","2.0929171549380665E226","0.12","false","PRKRA"
"2812","1","AGO4","2.0929171549380665E226",,"false","AGO4"
"2814","1","IFNAR1","2.0929171549380665E226","0.12","false","IFNAR1"
"2818","221","KLK3","5.357044339083186E223","0.130540082706004","false","KLK3"
"2820","1","PTPN5","2.0929171549380665E226","0.12","false","PTPN5"
"2822","1","HSPA2","2.0929171549380665E226","0.12","false","HSPA2"
"2825","1","LIG1","2.0929171549380665E226","0.12","false","LIG1"
"2828","2","DBN1","9.072601897712698E224",,"false","DBN1"
"2829","1","HOMER2","2.0929171549380665E226","0.12","false","HOMER2"
"2831","1","NAP1L1","2.0929171549380665E226","0.12","false","NAP1L1"
"2835","1","SH3RF2","2.0929171549380665E226",,"false","SH3RF2"
"2837","1","SP100","2.0929171549380665E226",,"false","SP100"
"2839","155","MSL1","3.168917342187305E223",,"false","MSL1"
"2841","14","DLG1","3.3912488706651116E224","0.125548389573445","false","DLG1"
"2843","1","PTPN21","2.0929171549380665E226",,"false","PTPN21"
"2845","10","LASP1","4.135447237560737E224","0.122638473850682","false","LASP1"
"2847","1","PPIH","2.0929171549380665E226",,"false","PPIH"
"2848","1","PRPF18","2.0929171549380665E226",,"false","PRPF18"
"2850","1","CDKN1B","2.0929171549380665E226","0.145770622107493","false","CDKN1B"
"2852","1","SERPINF2","2.0929171549380665E226","0.12","false","SERPINF2"
"2853","6","DEFA1","5.247956312374522E224",,"false","DEFA1"
"2855","1","HSD17B4","2.0929171549380665E226","0.480814325616241","false","HSD17B4"
"2856","1","ACAA1","2.0929171549380665E226","0.12","false","ACAA1"
"2859","201","HOMER3","7.655679628713837E223","0.12","false","HOMER3"
"2860","201","HOMER1","7.655679628713837E223","0.12","false","HOMER1"
"2862","1","MYL12B","2.0929171549380665E226",,"false","MYL12B"
"2863","5","MYLIP","3.83226726028144E224","0.12","false","MYLIP"
"2866","1","TIE1","2.0929171549380665E226",,"false","TIE1"
"2868","98","ADNP","3.1707083644735366E223","0.12","false","ADNP"
"2870","1","HBP1","2.0929171549380665E226",,"false","HBP1"
"2872","1","GRM7","2.0929171549380665E226","0.123452799466923","false","GRM7"
"2874","9","GRN","4.446621659367116E224","0.24","false","GRN"
"2876","23","SLC1A5","2.6167693531570435E224",,"false","SLC1A5"
"2878","182","CBX6","7.917815799752702E222",,"false","CBX6"
"2879","182","PCGF3","7.917815799752702E222",,"false","PCGF3"
"2884","1","SCAF11","2.0929171549380665E226",,"false","SCAF11"
"2888","1","EDC3","2.0929171549380665E226",,"false","EDC3"
"2890","1","MMP11","2.0929171549380665E226","0.120542883744161","false","MMP11"
"2892","19","IPO4","3.1187822713947527E224",,"false","IPO4"
"2894","1","CRB1","2.0929171549380665E226","0.32","false","CRB1"
"2896","89","AIRE","6.457833177551796E223","0.258729489173541","false","AIRE"
"2898","9","EIF3A","4.446621659367116E224","0.12","false","EIF3A"
"2900","1","IRF2BP1","2.0929171549380665E226",,"false","IRF2BP1"
"2901","1","JDP2","2.0929171549380665E226","0.12","false","JDP2"
"2905","1","PIK3R2","2.0929171549380665E226","0.12","false","PIK3R2"
"2907","5","TERF1","3.83226726028144E224",,"false","TERF1"
"2909","1","GULP1","2.0929171549380665E226","0.12","false","GULP1"
"2911","30","STAC","1.2161642062478396E224","0.12","false","STAC"
"2912","30","LMNA","1.2161642062478396E224","0.56027144187208","false","LMNA"
"2914","12","PPP1R13B","5.549076750573934E224",,"false","PPP1R13B"
"2915","287","KHDRBS1","2.3753447399258106E223",,"false","KHDRBS1"
"2917","2","IDH3B","9.072601897712698E224","0.24","false","IDH3B"
"2920","2","CSE1L","9.072601897712698E224",,"false","CSE1L"
"2921","2","MAPK6","9.072601897712698E224","0.12","false","MAPK6"
"2923","22","CCNB1","2.887292878139913E224","0.12","false","CCNB1"
"2925","1","PSEN2","2.0929171549380665E226","0.24","false","PSEN2"
"2927","175","LTA","3.18811748942534E223","0.12","false","LTA"
"2929","1","NFKBIZ","2.0929171549380665E226",,"false","NFKBIZ"
"2930","610","STAT3","7.917815799752702E222","0.12","false","STAT3"
"2932","1","CCP110","2.0929171549380665E226",,"false","CCP110"
"2935","19","GTF3C3","3.1187822713947527E224",,"false","GTF3C3"
"2937","398","BEND7","0.0",,"false","BEND7"
"2940","29","PTGIR","1.6680488980593221E224","0.12","false","PTGIR"
"2941","129","GNA11","1.0321816896258137E224","0.24","false","GNA11"
"2944","25","FBL","2.919838289029829E224","0.12","false","FBL"
"2945","109","ARFGEF1","1.0305697695682098E224","0.12","false","ARFGEF1"
"2947","1","FBXO5","2.0929171549380665E226",,"false","FBXO5"
"2948","609","PLK1","7.971546468339504E222","0.120814325616241","false","PLK1"
"2950","8","GATA2","5.224046475532716E224","0.244353001474949","false","GATA2"
"2952","13","RAE1","4.514873988401246E224",,"false","RAE1"
"2954","16","TK1","4.0752035739881855E224","0.12","false","TK1"
"2956","1","MRPL36","2.0929171549380665E226",,"false","MRPL36"
"2958","64","TAF4","3.9589078998763505E223",,"false","TAF4"
"2962","257","METTL9","0.0",,"false","METTL9"
"2964","19","NUP205","3.1187822713947527E224","0.122367031978602","false","NUP205"
"2966","1","MTHFD1L","2.0929171549380665E226","0.122909915722763","false","MTHFD1L"
"2968","25","MRPL12","2.919838289029829E224",,"false","MRPL12"
"2970","161","CD81","3.550451372787953E223","0.177552691487409","false","CD81"
"2971","161","TSPAN4","3.550451372787953E223",,"false","TSPAN4"
"2973","238","RBL2","1.5835631599505404E223","0.12","false","RBL2"
"2974","238","LIN52","1.5835631599505404E223",,"false","LIN52"
"2976","1","STAG1","2.0929171549380665E226","0.12","false","STAG1"
"2978","54","RANGAP1","1.0219873866403202E224",,"false","RANGAP1"
"2980","1","CUL2","2.0929171549380665E226","0.122367031978602","false","CUL2"
"2981","30","P4HB","1.2161642062478396E224","0.36027144187208","false","P4HB"
"2983","286","ARL6IP5","4.75068947985162E223","0.12","false","ARL6IP5"
"2985","2","SERPINA4","9.072601897712698E224","0.12","false","SERPINA4"
"2986","1","KLK2","2.0929171549380665E226","0.138713133433405","false","KLK2"
"2988","128","PPIF","2.3753447399258106E223","0.12","false","PPIF"
"2989","147","VDAC3","2.3753447399258106E223",,"false","VDAC3"
"2991","3","RPS3A","8.348944492574958E224",,"false","RPS3A"
"2993","1","GUSBP1","2.0929171549380665E226",,"false","GUSBP1"
"2995","198","NAMPT","6.878226227028382E223","0.12","false","NAMPT"
"2996","198","IFITM3","6.878226227028382E223","0.242442976848723","false","IFITM3"
"2998","1","UQCRC1","2.0929171549380665E226",,"false","UQCRC1"
"3000","236","ATP5L","3.96786301130748E223",,"false","ATP5L"
"3003","24","CASP2","2.91576249456596E224","0.12","false","CASP2"
"3004","1","DCTN1","2.0929171549380665E226","0.12","false","DCTN1"
"3006","3","PRKCI","8.348944492574958E224",,"false","PRKCI"
"3008","150","TIMP1","6.385190090281816E223","0.12","false","TIMP1"
"3011","1","WASF1","2.0929171549380665E226",,"false","WASF1"
"3013","321","PLPP1","0.0",,"false","PLPP1"
"3014","321","FXYD1","0.0",,"false","FXYD1"
"3017","18","TRIM26","3.4581594875866554E224","0.122367031978602","false","TRIM26"
"3019","112","EIF2B5","9.551527583717576E223","0.361357209360401","false","EIF2B5"
"3022","229","HIST2H3A","0.0",,"false","HIST2H3A"
"3023","1","PARP3","2.0929171549380665E226",,"false","PARP3"
"3025","14","ALK","3.3912488706651116E224","0.12027144187208","false","ALK"
"3027","236","PDXDC1","3.96786301130748E223","0.12","false","PDXDC1"
"3029","1","NRAS","2.0929171549380665E226","0.12","false","NRAS"
"3032","12","PNISR","5.549076750573934E224",,"false","PNISR"
"3034","2","TTK","9.072601897712698E224","0.12","false","TTK"
"3035","1","CDCA8","2.0929171549380665E226",,"false","CDCA8"
"3037","25","PDCD11","2.919838289029829E224",,"false","PDCD11"
"3039","1","RGS7","2.0929171549380665E226","0.12","false","RGS7"
"3042","24","NR0B2","2.91576249456596E224","0.123257302464964","false","NR0B2"
"3044","1","RCC1","2.0929171549380665E226",,"false","RCC1"
"3047","1","TCEAL1","2.0929171549380665E226",,"false","TCEAL1"
"3049","14","CCAR2","3.3912488706651116E224","0.12","false","CCAR2"
"3051","1","SPTA1","2.0929171549380665E226","0.32","false","SPTA1"
"3053","147","CTNNBIP1","2.3753447399258106E223",,"false","CTNNBIP1"
"3055","61","PLEKHA5","5.564028857227562E223",,"false","PLEKHA5"
"3056","61","EXTL3","5.564028857227562E223",,"false","EXTL3"
"3058","1","BNC1","2.0929171549380665E226",,"false","BNC1"
"3059","1","BIK","2.0929171549380665E226",,"false","BIK"
"3061","1","PITPNA","2.0929171549380665E226",,"false","PITPNA"
"3062","104","MLKL","5.551426171258028E223",,"false","MLKL"
"3064","18","MID1","3.4581594875866554E224","0.365157395569526","false","MID1"
"3067","75","POLR1D","1.1143544757188797E224","0.36","false","POLR1D"
"3069","6","MBNL1","5.247956312374522E224","0.12","false","MBNL1"
"3072","1","PON1","2.0929171549380665E226","0.24","false","PON1"
"3073","1","CLU","2.0929171549380665E226","0.12","false","CLU"
"3075","18","RNF13","3.4581594875866554E224",,"false","RNF13"
"3080","1","MMP15","2.0929171549380665E226","0.12","false","MMP15"
"3082","1","RASGRP2","2.0929171549380665E226","0.24","false","RASGRP2"
"3084","32","RPL32","6.33783468437461E223",,"false","RPL32"
"3086","1","NOD2","2.0929171549380665E226","0.501563460026183","false","NOD2"
"3088","1","C4BPA","2.0929171549380665E226",,"false","C4BPA"
"3090","22","G3BP2","2.887292878139913E224",,"false","G3BP2"
"3092","1","RPS15","2.0929171549380665E226","0.12","false","RPS15"
"3093","32","RPL9","6.33783468437461E223",,"false","RPL9"
"3095","49","TCEB1","4.012926297017993E223","0.12","false","TCEB1"
"3096","49","FEM1B","4.012926297017993E223",,"false","FEM1B"
"3098","1","LY6G6F","2.0929171549380665E226",,"false","LY6G6F"
"3101","163","CAV1","8.513515663923878E223","0.12","false","CAV1"
"3102","163","GJA3","8.513515663923878E223","0.36","false","GJA3"
"3104","1","QRICH2","2.0929171549380665E226",,"false","QRICH2"
"3106","116","DAB1","5.282125911074256E223","0.120542883744161","false","DAB1"
"3107","1","RELN","2.0929171549380665E226","0.12","false","RELN"
"3110","1","TP53RK","2.0929171549380665E226",,"false","TP53RK"
"3112","1","HOXC8","2.0929171549380665E226",,"false","HOXC8"
"3115","1","RPL36","2.0929171549380665E226",,"false","RPL36"
"3117","136","GABPB1","7.935224924704505E223","0.12","false","GABPB1"
"3119","608","HCK","7.917815799752702E222","0.12","false","HCK"
"3120","1","SH3BP1","2.0929171549380665E226",,"false","SH3BP1"
"3122","26","TTLL5","1.4582328987436297E224","0.12","false","TTLL5"
"3123","26","CDKN1A","1.4582328987436297E224","0.121357209360402","false","CDKN1A"
"3125","23","COPB1","2.6167693531570435E224",,"false","COPB1"
"3126","23","COPE","2.6167693531570435E224",,"false","COPE"
"3129","277","MYF6","3.167126319901081E223","0.24","false","MYF6"
"3131","4","HTATSF1","4.451498415465275E224",,"false","HTATSF1"
"3132","19","CCNT1","3.1187822713947527E224",,"false","CCNT1"
"3134","18","PJA2","3.4581594875866554E224",,"false","PJA2"
"3136","1","SUB1","2.0929171549380665E226",,"false","SUB1"
"3138","296","NLRP3","1.6677412074031874E223","0.132757767987774","false","NLRP3"
"3139","7","FAF1","5.035829618800717E224","0.12027144187208","false","FAF1"
"3141","1","NFYA","2.0929171549380665E226","0.12","false","NFYA"
"3143","1","LXN","2.0929171549380665E226","0.120542883744161","false","LXN"
"3145","566","XBP1","2.504939331609771E223","0.12","false","XBP1"
"3146","566","PSMA6","2.504939331609771E223","0.259640960834882","false","PSMA6"
"3149","20","SRSF9","2.0522470504721107E224","0.12","false","SRSF9"
"3151","1","ZMYM2","2.0929171549380665E226","0.122442976848723","false","ZMYM2"
"3153","1","GLIS2","2.0929171549380665E226","0.32","false","GLIS2"
"3154","1","CPSF1","2.0929171549380665E226","0.12","false","CPSF1"
"3156","565","MAST3","0.0",,"false","MAST3"
"3157","565","CNTNAP4","0.0",,"false","CNTNAP4"
"3160","371","M6PR","4.757853568996526E223","0.12","false","M6PR"
"3161","371","REN","4.757853568996526E223","0.48027144187208","false","REN"
"3164","1","FGF5","2.0929171549380665E226","0.36","false","FGF5"
"3166","127","SDC4","3.9804656972770277E223","0.12","false","SDC4"
"3169","1","YY1","2.0929171549380665E226","0.12","false","YY1"
"3170","1","ATF6","2.0929171549380665E226","0.12","false","ATF6"
"3173","4","XRN2","4.451498415465275E224",,"false","XRN2"
"3176","8","CTBP2","5.224046475532716E224","0.151585741338067","false","CTBP2"
"3177","70","ELAC2","8.765406799155837E223","0.36","false","ELAC2"
"3179","1","UNC5A","2.0929171549380665E226",,"false","UNC5A"
"3181","340","JAM3","6.10693471866691E223","0.56","false","JAM3"
"3182","145","F2RL2","3.184535444852884E223","0.122367031978602","false","F2RL2"
"3185","3","SENP2","8.348944492574958E224",,"false","SENP2"
"3187","12","LAMA3","5.549076750573934E224","0.12","false","LAMA3"
"3188","8","PLG","5.224046475532716E224","0.442171534976642","false","PLG"
"3190","1","IL2RA","2.0929171549380665E226","0.12","false","IL2RA"
"3192","1","PAPOLA","2.0929171549380665E226",,"false","PAPOLA"
"3194","1","NKTR","2.0929171549380665E226",,"false","NKTR"
"3197","124","IL2RG","7.126034219777431E223","0.12","false","IL2RG"
"3199","23","TRAF3","2.6167693531570435E224","0.24","false","TRAF3"
"3200","1","TNFRSF12A","2.0929171549380665E226","0.12","false","TNFRSF12A"
"3203","1","ARRDC2","2.0929171549380665E226",,"false","ARRDC2"
"3204","1","WWP1","2.0929171549380665E226",,"false","WWP1"
"3206","22","MED1","2.887292878139913E224","0.12","false","MED1"
"3207","55","MED25","7.937015946990736E223","0.48","false","MED25"
"3209","3","TSLP","8.348944492574958E224","0.241628651232482","false","TSLP"
"3211","21","TFDP2","2.775792258181458E224","0.12","false","TFDP2"
"3212","200","E2F3","1.6195146656069827E223",,"false","E2F3"
"3214","230","SURF4","3.958907899876351E223","0.12","false","SURF4"
"3216","14","MAP3K2","3.3912488706651116E224",,"false","MAP3K2"
"3218","1","CRYBA2","2.0929171549380665E226","0.12","false","CRYBA2"
"3219","1","CRYBB2","2.0929171549380665E226","0.12","false","CRYBB2"
"3224","7","RBBP4","5.035829618800717E224",,"false","RBBP4"
"3225","1","SPEN","2.0929171549380665E226",,"false","SPEN"
"3227","1","TUB","2.0929171549380665E226","0.12027144187208","false","TUB"
"3230","20","PLRG1","2.0522470504721107E224",,"false","PLRG1"
