"SUID","__APCluster","name","PRWP","score","selected","shared name"
"72","64","SUPT3H","3.9589078998763505E223","0.12","false","SUPT3H"
"73","64","TRRAP","3.9589078998763505E223","0.12","false","TRRAP"
"75","211","PSMB2","6.341416728947067E223","0.12","false","PSMB2"
"76","11","PSMC1","3.808875722041067E224",,"false","PSMC1"
"78","721","NUDT21","0.0",,"false","NUDT21"
"79","720","ITCH","2.37534473992581E223","0.36","false","ITCH"
"81","19","SKP1","3.1187822713947527E224",,"false","SKP1"
"82","33","CCNA2","7.928561933470062E223","0.12","false","CCNA2"
"84","159","NFYC","1.5961003159541254E223",,"false","NFYC"
"85","159","ADNP2","1.5961003159541254E223",,"false","ADNP2"
"87","3","USO1","8.348944492574958E224","0.12","false","USO1"
"88","3","STXBP1","8.348944492574958E224","0.36","false","STXBP1"
"91","719","HDAC2","7.917815799752702E222","0.12","false","HDAC2"
"92","1","PHF21A","2.0929171549380665E226","0.120542883744161","false","PHF21A"
"94","138","LDOC1","2.3753447399258106E223",,"false","LDOC1"
"95","138","PLEKHF2","2.3753447399258106E223","0.12","false","PLEKHF2"
"97","322","NFE2L2","2.9223992738140255E223","0.2","false","NFE2L2"
"98","322","MAFF","2.9223992738140255E223","0.12","false","MAFF"
"100","1","FBXO11","2.0929171549380665E226",,"false","FBXO11"
"101","1","RBX1","2.0929171549380665E226","0.12","false","RBX1"
"103","1","PLEKHJ1","2.0929171549380665E226",,"false","PLEKHJ1"
"104","5","KRT33B","3.83226726028144E224",,"false","KRT33B"
"106","87","MEGF10","7.164935612163957E223","0.24","false","MEGF10"
"107","87","SCAPER","7.164935612163957E223","0.12","false","SCAPER"
"109","42","PSMB4","8.794851982200772E223","0.12","false","PSMB4"
"110","297","PSMD14","0.0",,"false","PSMD14"
"112","6","GIPC1","5.247956312374522E224",,"false","GIPC1"
"113","37","SH3BP4","8.251379492885012E223",,"false","SH3BP4"
"115","18","DTX3","3.4581594875866554E224","0.12","false","DTX3"
"116","718","UBE2D4","0.0",,"false","UBE2D4"
"118","22","CDK9","2.887292878139913E224",,"false","CDK9"
"119","3","ATR","8.348944492574958E224","0.36","false","ATR"
"121","1","BCKDK","2.0929171549380665E226","0.44","false","BCKDK"
"122","1","FAM98B","2.0929171549380665E226","0.12","false","FAM98B"
"124","717","RELB","7.917815799752702E222","0.12","false","RELB"
"126","3","SRPK1","8.348944492574958E224",,"false","SRPK1"
"127","20","SRSF6","2.0522470504721107E224",,"false","SRSF6"
"129","32","MAP3K14","6.33783468437461E223",,"false","MAP3K14"
"130","19","RPL11","3.1187822713947527E224","0.36","false","RPL11"
"132","8","HMGN1","5.224046475532716E224","0.12","false","HMGN1"
"133","1","RPS6KA3","2.0929171549380665E226","0.120814325616241","false","RPS6KA3"
"135","139","CD82","3.2461934203588765E223","0.13198316845819","false","CD82"
"136","4","CANX","4.451498415465275E224","0.12","false","CANX"
"138","1","MED28","2.0929171549380665E226","0.122724350242467","false","MED28"
"139","1","LCK","2.0929171549380665E226","0.24","false","LCK"
"141","1","MAP3K10","2.0929171549380665E226",,"false","MAP3K10"
"142","13","RACGAP1","4.514873988401246E224","0.12","false","RACGAP1"
"144","1","PPP4R1","2.0929171549380665E226","0.12","false","PPP4R1"
"145","716","DISC1","7.917815799752702E222","0.12","false","DISC1"
"147","9","NOXA1","4.446621659367116E224",,"false","NOXA1"
"148","1","NOX1","2.0929171549380665E226","0.12","false","NOX1"
"150","1","TGFBI","2.0929171549380665E226","0.360542883744161","false","TGFBI"
"151","1","COL1A1","2.0929171549380665E226","0.12","false","COL1A1"
"153","399","POU3F2","4.4867622865265315E223",,"false","POU3F2"
"154","399","POU3F4","4.4867622865265315E223","0.56","false","POU3F4"
"156","1","POLR1E","2.0929171549380665E226",,"false","POLR1E"
"157","176","SUPT16H","2.3753447399258106E223",,"false","SUPT16H"
"159","185","WRAP73","3.1689173421873056E223",,"false","WRAP73"
"160","715","CDK2","8.975829547945495E222","0.136034933496066","false","CDK2"
"162","17","TUBB4A","5.289561091087507E224","0.36","false","TUBB4A"
"163","1","RIPK2","2.0929171549380665E226","0.122638473850682","false","RIPK2"
"165","126","RPTOR","4.781925685182778E223","0.12","false","RPTOR"
"166","1","PREX1","2.0929171549380665E226",,"false","PREX1"
"168","1","GRIK2","2.0929171549380665E226","0.24","false","GRIK2"
"169","68","CASK","8.714970446586653E223","0.48","false","CASK"
"171","1","CAB39L","2.0929171549380665E226",,"false","CAB39L"
"172","714","MLH1","7.917815799752702E222","0.12","false","MLH1"
"174","67","RAD9A","4.759644591282751E223","0.12027144187208","false","RAD9A"
"175","67","BCL2L1","4.759644591282751E223","0.12","false","BCL2L1"
"177","3","IKBKG","8.348944492574958E224","0.333300651731935","false","IKBKG"
"178","3","ATRIP","8.348944492574958E224","0.12027144187208","false","ATRIP"
"180","1","ABTB2","2.0929171549380665E226",,"false","ABTB2"
"181","202","CUL3","6.881307173690376E223","0.36","false","CUL3"
"183","713","HDAC3","7.917815799752702E222","0.12","false","HDAC3"
"184","17","CCT5","5.289561091087507E224","0.48","false","CCT5"
"186","90","BRD7","7.244634870464127E223",,"false","BRD7"
"187","24","IRF2","2.91576249456596E224","0.120814325616241","false","IRF2"
"189","1","ACTN2","2.0929171549380665E226","0.36","false","ACTN2"
"190","1","NRIP1","2.0929171549380665E226","0.122724350242467","false","NRIP1"
"192","712","ILK","7.917815799752702E222","0.12","false","ILK"
"193","14","MARS","3.3912488706651116E224","0.36","false","MARS"
"195","1","FRA10AC1","2.0929171549380665E226",,"false","FRA10AC1"
"196","1","HABP4","2.0929171549380665E226",,"false","HABP4"
"198","120","DDOST","9.50137895970324E223","0.36","false","DDOST"
"199","85","SAP18","3.9589078998763505E223",,"false","SAP18"
"202","1","COL4A3BP","2.0929171549380665E226","0.12","false","COL4A3BP"
"203","1","CBS","2.0929171549380665E226","0.12","false","CBS"
"205","1","DOK4","2.0929171549380665E226",,"false","DOK4"
"206","3","RET","8.348944492574958E224","0.2","false","RET"
"208","711","NEDD4","7.917815799752702E222","0.12","false","NEDD4"
"209","22","HNRNPU","2.887292878139913E224",,"false","HNRNPU"
"211","573","GNRH1","1.5835631599505404E223","0.12","false","GNRH1"
"212","573","MEP1A","1.5835631599505404E223","0.12","false","MEP1A"
"214","40","ERCC3","9.557188379131114E223","0.12","false","ERCC3"
"215","1","CCNH","2.0929171549380665E226","0.2","false","CCNH"
"217","1","FXYD7","2.0929171549380665E226",,"false","FXYD7"
"218","23","ATP1A1","2.6167693531570435E224","0.12","false","ATP1A1"
"220","1","PTGES3","2.0929171549380665E226",,"false","PTGES3"
"221","1","AIP","2.0929171549380665E226","0.125428837441606","false","AIP"
"223","2","CCT3","9.072601897712698E224","0.12","false","CCT3"
"224","14","CCT4","3.3912488706651116E224",,"false","CCT4"
"226","1","CPNE4","2.0929171549380665E226","0.12","false","CPNE4"
"227","1","CPNE1","2.0929171549380665E226",,"false","CPNE1"
"229","164","CHMP1B","6.339625706660841E223",,"false","CHMP1B"
"230","1","SSRP1","2.0929171549380665E226",,"false","SSRP1"
"232","40","NELFE","9.557188379131114E223","0.125276947701365","false","NELFE"
"233","40","POLR2C","9.557188379131114E223",,"false","POLR2C"
"235","1","CYBB","2.0929171549380665E226","0.36","false","CYBB"
"236","35","CYBA","6.336043662088385E223","0.36","false","CYBA"
"238","1","FBXO33","2.0929171549380665E226",,"false","FBXO33"
"240","1","CREBRF","2.0929171549380665E226",,"false","CREBRF"
"241","4","CD2BP2","4.451498415465275E224",,"false","CD2BP2"
"243","2","NELFB","9.072601897712698E224",,"false","NELFB"
"244","17","HSPA9","5.289561091087507E224","0.124081559602869","false","HSPA9"
"246","178","UBE2D3","2.4472477512387014E223","0.12","false","UBE2D3"
"247","18","RFWD3","3.4581594875866554E224","0.24027144187208","false","RFWD3"
"249","97","FHL5","5.774729378935462E223","0.12","false","FHL5"
"250","11","STX11","3.808875722041067E224","0.32","false","STX11"
"252","710","SRC","9.445427140321815E222","0.143152011300139","false","SRC"
"253","709","YWHAB","0.0",,"false","YWHAB"
"255","1","CSN2","2.0929171549380665E226","0.12","false","CSN2"
"256","93","NEK3","8.181742993077791E223",,"false","NEK3"
"258","368","PSMB1","2.3753447399258106E223","0.12","false","PSMB1"
"259","1","DSTYK","2.0929171549380665E226","0.24","false","DSTYK"
"261","708","PPP1CA","0.0",,"false","PPP1CA"
"262","20","SF3A2","2.0522470504721107E224",,"false","SF3A2"
"264","3","TNF","8.348944492574958E224","0.185964846478488","false","TNF"
"265","148","LTBR","4.772247277252292E223","0.12","false","LTBR"
"267","14","DNAJB1","3.3912488706651116E224",,"false","DNAJB1"
"268","14","STUB1","3.3912488706651116E224","0.24","false","STUB1"
"270","1","POLR3D","2.0929171549380665E226",,"false","POLR3D"
"271","1","POLR3F","2.0929171549380665E226",,"false","POLR3F"
"273","24","FBXW11","2.91576249456596E224",,"false","FBXW11"
"274","24","MDM2","2.91576249456596E224","0.12","false","MDM2"
"276","707","PPP1CC","7.917815799752702E222","0.12","false","PPP1CC"
"277","184","ATM","6.107936914487827E223","0.125700279313686","false","ATM"
"279","22","PRPF8","2.887292878139913E224","0.44","false","PRPF8"
"281","706","VIM","7.917815799752702E222","0.12","false","VIM"
"282","1","PSMD7","2.0929171549380665E226",,"false","PSMD7"
"284","28","USP14","7.178104926009915E223",,"false","USP14"
"285","705","PSMC3","7.935726022614948E222","0.12027144187208","false","PSMC3"
"287","22","AP2A1","2.887292878139913E224",,"false","AP2A1"
"288","4","DEK","4.451498415465275E224","0.12","false","DEK"
"290","3","RAB1A","8.348944492574958E224",,"false","RAB1A"
"291","1","GORASP2","2.0929171549380665E226",,"false","GORASP2"
"293","1","UBE2T","2.0929171549380665E226","0.123267233986628","false","UBE2T"
"294","209","PCGF2","7.917815799752702E222",,"false","PCGF2"
"296","155","C9orf78","3.168917342187305E223",,"false","C9orf78"
"297","155","FCHSD2","3.168917342187305E223","0.12","false","FCHSD2"
"299","211","PSMD6","6.341416728947067E223","0.12","false","PSMD6"
"301","10","ATXN1","4.135447237560737E224","0.342529675382665","false","ATXN1"
"302","10","MBP","4.135447237560737E224","0.12","false","MBP"
"304","1","BBS7","2.0929171549380665E226","0.12","false","BBS7"
"305","151","BBS2","9.004760778384219E223","0.32","false","BBS2"
"307","83","LYN","8.74083358505913E223","0.122367031978602","false","LYN"
"308","91","PLCG1","1.3509934385683477E224","0.120542883744161","false","PLCG1"
"310","18","ANXA1","3.4581594875866554E224","0.12","false","ANXA1"
"311","25","RELA","2.919838289029829E224","0.128715934471562","false","RELA"
"313","99","ITGAV","8.977106617625518E223","0.12","false","ITGAV"
"314","99","P2RY2","8.977106617625518E223",,"false","P2RY2"
"316","704","RUVBL2","0.0",,"false","RUVBL2"
"317","1","DNASE2","2.0929171549380665E226",,"false","DNASE2"
"319","1","EXOSC1","2.0929171549380665E226",,"false","EXOSC1"
"320","703","MAST1","0.0",,"false","MAST1"
"322","1","CDK15","2.0929171549380665E226",,"false","CDK15"
"324","7","QARS","5.035829618800717E224","0.24","false","QARS"
"326","51","LATS1","3.958907899876351E223","0.12","false","LATS1"
"327","51","STK4","3.958907899876351E223","0.24","false","STK4"
"329","190","GC","7.655679628713836E223","0.12","false","GC"
"330","702","PIK3R3","0.0",,"false","PIK3R3"
"332","13","SFN","4.514873988401246E224","0.121085767488321","false","SFN"
"333","13","RHPN2","4.514873988401246E224","0.138936255828816","false","RHPN2"
"335","74","SLC16A3","6.867480093311022E223",,"false","SLC16A3"
"336","74","BSG","6.867480093311022E223","0.12","false","BSG"
"338","26","BAD","1.4582328987436297E224","0.12","false","BAD"
"339","53","MCL1","6.337834684374617E223","0.120542883744161","false","MCL1"
"341","1","CTLA4","2.0929171549380665E226","0.24","false","CTLA4"
"342","158","PTPN11","3.1814544981908906E223","0.122171534976642","false","PTPN11"
"344","701","VHL","3.6949807065512613E223","0.56","false","VHL"
"345","1","RPL18A","2.0929171549380665E226",,"false","RPL18A"
"347","1","C4B","2.0929171549380665E226","0.12","false","C4B"
"348","700","EEF1A1","7.917815799752702E222","0.12","false","EEF1A1"
"350","133","POLR2H","3.9745260025419296E223",,"false","POLR2H"
"351","1","POLR3H","2.0929171549380665E226",,"false","POLR3H"
"353","83","IL7R","8.74083358505913E223","0.12","false","IL7R"
"355","17","BIRC2","5.289561091087507E224","0.122724350242467","false","BIRC2"
"356","699","UBE2W","0.0",,"false","UBE2W"
"358","9","KALRN","4.446621659367116E224","0.12","false","KALRN"
"359","1","PRKD2","2.0929171549380665E226","0.12","false","PRKD2"
"361","50","GNG13","7.923524898850948E223",,"false","GNG13"
"362","17","GNB4","5.289561091087507E224","0.36","false","GNB4"
"364","1","ERP29","2.0929171549380665E226","0.12","false","ERP29"
"365","698","HSPA5","8.611958811936011E222","0.130520219662675","false","HSPA5"
"367","697","TRAF2","0.0",,"false","TRAF2"
"368","15","MAP3K11","3.6773204396268122E224","0.12","false","MAP3K11"
"370","1","TM9SF2","2.0929171549380665E226","0.12","false","TM9SF2"
"371","1","RAB9A","2.0929171549380665E226",,"false","RAB9A"
"373","15","PSMD2","3.6773204396268122E224",,"false","PSMD2"
"375","696","TBK1","7.95363624547726E222","0.120542883744161","false","TBK1"
"376","17","TUBA3C","5.289561091087507E224",,"false","TUBA3C"
"378","11","ATF3","3.808875722041067E224","0.12","false","ATF3"
"380","1","DYNLT3","2.0929171549380665E226",,"false","DYNLT3"
"381","66","CD5","1.2584452361909453E224","0.132711617682646","false","CD5"
"383","24","PSMA3","2.91576249456596E224",,"false","PSMA3"
"384","3","PSMD13","8.348944492574958E224","0.12","false","PSMD13"
"386","22","SRRM2","2.887292878139913E224",,"false","SRRM2"
"387","11","U2AF1","3.808875722041067E224","0.120542883744161","false","U2AF1"
"389","149","TRIM28","0.0",,"false","TRIM28"
"390","149","SERTAD2","0.0",,"false","SERTAD2"
"392","240","UBE3C","2.3753447399258106E223","0.12","false","UBE3C"
"394","695","TAB2","7.917815799752702E222","0.12","false","TAB2"
"395","14","PFKL","3.3912488706651116E224",,"false","PFKL"
"397","19","MYC","3.1187822713947527E224","0.12027144187208","false","MYC"
"398","23","GCN1","2.6167693531570435E224",,"false","GCN1"
"400","261","MMP2","3.1760814313322105E223","0.12","false","MMP2"
"401","261","COL18A1","3.1760814313322105E223","0.12","false","COL18A1"
"403","1","ANXA2","2.0929171549380665E226","0.12","false","ANXA2"
"405","1","SAMD4B","2.0929171549380665E226",,"false","SAMD4B"
"407","1","AHSA1","2.0929171549380665E226",,"false","AHSA1"
"408","236","PHLDA3","3.96786301130748E223",,"false","PHLDA3"
"410","694","SMAD3","7.917815799752702E222","0.12","false","SMAD3"
"411","1","PPP2R2D","2.0929171549380665E226",,"false","PPP2R2D"
"413","209","UBE2Q2","7.917815799752702E222","0.12","false","UBE2Q2"
"415","693","CREB1","7.971546468339504E222","0.120814325616241","false","CREB1"
"416","1","POGZ","2.0929171549380665E226",,"false","POGZ"
"418","692","UBE2N","7.917815799752702E222","0.12","false","UBE2N"
"419","18","TRIM5","3.4581594875866554E224","0.140216182187445","false","TRIM5"
"421","1","CORO2A","2.0929171549380665E226",,"false","CORO2A"
"422","116","TBL1X","5.282125911074256E223","0.12","false","TBL1X"
"424","4","CSNK2A1","4.451498415465275E224","0.12","false","CSNK2A1"
"426","1","RTF1","2.0929171549380665E226",,"false","RTF1"
"427","1","CTR9","2.0929171549380665E226",,"false","CTR9"
"429","1","MRPS10","2.0929171549380665E226",,"false","MRPS10"
"430","86","MRPS5","0.0",,"false","MRPS5"
"432","1","CORO1A","2.0929171549380665E226","0.36","false","CORO1A"
"433","235","THBS1","6.862107026452341E223","0.12","false","THBS1"
"435","1","ENO1","2.0929171549380665E226","0.123267233986628","false","ENO1"
"436","150","MYOC","6.385190090281816E223","0.12","false","MYOC"
"438","1","PDGFRB","2.0929171549380665E226","0.24","false","PDGFRB"
"439","91","PTPRJ","1.3509934385683477E224","0.121628651232482","false","PTPRJ"
"441","144","GAS7","3.964280966735031E223","0.120814325616241","false","GAS7"
"442","50","CYFIP1","7.923524898850948E223",,"false","CYFIP1"
"444","10","MSX2","4.135447237560737E224","0.12","false","MSX2"
"445","4","XRCC5","4.451498415465275E224",,"false","XRCC5"
"447","1","CCKBR","2.0929171549380665E226","0.12","false","CCKBR"
"449","74","SLC2A4","6.867480093311022E223","0.12","false","SLC2A4"
"450","1","AKT2","2.0929171549380665E226","0.24","false","AKT2"
"452","350","PTPN6","2.3909628425913897E223","0.12","false","PTPN6"
"453","36","LCP2","4.824474652107715E223",,"false","LCP2"
"455","1","ACTC1","2.0929171549380665E226","0.12","false","ACTC1"
"456","1","DMD","2.0929171549380665E226","0.371596055629332","false","DMD"
"458","1","LURAP1","2.0929171549380665E226",,"false","LURAP1"
"459","10","TCEANC","4.135447237560737E224",,"false","TCEANC"
"461","152","RABAC1","3.9642809667350306E223",,"false","RABAC1"
"462","152","RASD2","3.9642809667350306E223",,"false","RASD2"
"464","691","RUVBL1","0.0",,"false","RUVBL1"
"466","690","HSPA8","7.935726022614948E222","0.12027144187208","false","HSPA8"
"467","17","C1QBP","5.289561091087507E224","0.12","false","C1QBP"
"469","65","CSNK2A2","1.4819325316502024E224","0.12","false","CSNK2A2"
"471","1","FCGR2B","2.0929171549380665E226","0.12","false","FCGR2B"
"472","1","CRP","2.0929171549380665E226","0.135988783190938","false","CRP"
"474","37","GAPDHS","8.251379492885012E223","0.129468127914408","false","GAPDHS"
"476","1","RPL8","2.0929171549380665E226",,"false","RPL8"
"477","27","RPL10A","1.1878514721915278E224",,"false","RPL10A"
"479","1","FBXW9","2.0929171549380665E226",,"false","FBXW9"
"481","18","MKRN3","3.4581594875866554E224","0.24","false","MKRN3"
"483","2","WWC1","9.072601897712698E224",,"false","WWC1"
"484","237","FAM219A","2.382508829070722E223",,"false","FAM219A"
"486","20","SNRPD2","2.0522470504721107E224",,"false","SNRPD2"
"487","689","SF3B3","0.0",,"false","SF3B3"
"489","15","RCN2","3.6773204396268122E224",,"false","RCN2"
"490","71","GABARAPL2","7.917815799752702E222",,"false","GABARAPL2"
"492","27","HNRNPM","1.1878514721915278E224",,"false","HNRNPM"
"493","63","PTP4A3","5.547844126685573E223","0.120542883744161","false","PTP4A3"
"496","1","OPTN","2.0929171549380665E226","0.36","false","OPTN"
"498","292","EFNB2","2.392753864877614E223","0.12","false","EFNB2"
"499","292","EPHB4","2.392753864877614E223","0.12027144187208","false","EPHB4"
"501","688","LRP1","7.917815799752702E222","0.12","false","LRP1"
"502","73","ANAPC10","3.168917342187305E223",,"false","ANAPC10"
"504","1","GSTP1","2.0929171549380665E226","0.12","false","GSTP1"
"505","1","FANCC","2.0929171549380665E226","0.440814325616241","false","FANCC"
"507","208","LYAR","1.5835631599505404E223",,"false","LYAR"
"508","687","RPL23A","7.917815799752702E222","0.12","false","RPL23A"
"510","20","HNRNPA2B1","2.0522470504721107E224","0.24","false","HNRNPA2B1"
"512","686","APBB1","0.0",,"false","APBB1"
"513","20","WBP11","2.0522470504721107E224",,"false","WBP11"
"515","43","LAMC2","1.3390431060242612E224","0.44","false","LAMC2"
"516","43","LAMB3","1.3390431060242612E224","0.12027144187208","false","LAMB3"
"518","1","PSMD11","2.0929171549380665E226",,"false","PSMD11"
"519","685","PSMC5","7.917815799752702E222","0.12","false","PSMC5"
"521","41","XRCC3","1.2898938138502366E224","0.138713133433405","false","XRCC3"
"522","41","RAD51D","1.2898938138502366E224","0.12","false","RAD51D"
"524","1","TBL3","2.0929171549380665E226",,"false","TBL3"
"525","1","URM1","2.0929171549380665E226","0.12","false","URM1"
"527","572","CCL1","1.6230967101794385E223","0.12","false","CCL1"
"528","572","CCR1","1.6230967101794385E223","0.125991584229095","false","CCR1"
"530","1","FBN1","2.0929171549380665E226","0.24","false","FBN1"
"531","9","HSPG2","4.446621659367116E224","0.320814325616241","false","HSPG2"
"533","8","VPS18","5.224046475532716E224",,"false","VPS18"
"534","111","UVRAG","7.917815799752702E222",,"false","UVRAG"
"536","17","PPP1R9B","5.289561091087507E224","0.12","false","PPP1R9B"
"537","129","ADRA1A","1.0321816896258137E224","0.12","false","ADRA1A"
"539","684","CDC42","7.917815799752702E222","0.12","false","CDC42"
"540","1","ARHGDIB","2.0929171549380665E226","0.12","false","ARHGDIB"
"542","4","SUPT6H","4.451498415465275E224",,"false","SUPT6H"
"544","1","STYXL1","2.0929171549380665E226",,"false","STYXL1"
"545","10","PSPH","4.135447237560737E224","0.36","false","PSPH"
"547","132","XPO1","6.341416728947067E223",,"false","XPO1"
"549","683","NFKB2","1.5835631599505404E223","0.24","false","NFKB2"
"551","29","RGS16","1.6680488980593221E224",,"false","RGS16"
"552","46","GDE1","6.353452787040198E223",,"false","GDE1"
"554","365","LHX4","4.750689479851621E223","0.48","false","LHX4"
"555","365","IFT172","4.750689479851621E223","0.24","false","IFT172"
"557","682","HDAC1","7.917815799752702E222","0.12","false","HDAC1"
"558","1","GCM1","2.0929171549380665E226",,"false","GCM1"
"560","17","DDX5","5.289561091087507E224","0.12","false","DDX5"
"562","18","RNF114","3.4581594875866554E224","0.12","false","RNF114"
"564","681","CTNNB1","2.37534473992581E223","0.36","false","CTNNB1"
"565","1","CDH15","2.0929171549380665E226","0.36","false","CDH15"
"567","1","NCOR1","2.0929171549380665E226","0.122724350242467","false","NCOR1"
"568","11","NCOR2","3.808875722041067E224","0.12","false","NCOR2"
"570","75","PXN","1.1143544757188797E224","0.123528744337044","false","PXN"
"571","36","REPS2","4.824474652107715E223","0.12","false","REPS2"
"574","1","FSBP","2.0929171549380665E226",,"false","FSBP"
"576","1","EIF2AK1","2.0929171549380665E226",,"false","EIF2AK1"
"577","680","TGFBR1","7.917815799752702E222","0.12","false","TGFBR1"
"579","1","FZD4","2.0929171549380665E226","0.440814325616241","false","FZD4"
"580","1","NDP","2.0929171549380665E226","0.12","false","NDP"
"582","27","NOP2","1.1878514721915278E224",,"false","NOP2"
"583","27","MAP3K1","1.1878514721915278E224","0.24","false","MAP3K1"
"585","131","EPS15","4.013427394928455E223",,"false","EPS15"
"586","81","DNM1","7.919606822038929E223","0.12","false","DNM1"
"588","13","PPP1R3D","4.514873988401246E224",,"false","PPP1R3D"
"590","23","TNFRSF1B","2.6167693531570435E224","0.12","false","TNFRSF1B"
"592","679","UBE2I","7.917815799752702E222","0.12","false","UBE2I"
"593","157","ATF7IP","3.964280966735031E223","0.12027144187208","false","ATF7IP"
"595","1","FGF3","2.0929171549380665E226","0.120814325616241","false","FGF3"
"596","91","FGFR2","1.3509934385683477E224","0.12027144187208","false","FGFR2"
"598","19","EP400","3.1187822713947527E224",,"false","EP400"
"600","1","SEC24D","2.0929171549380665E226","0.12","false","SEC24D"
"601","101","SEC23A","9.506752026561922E223","0.48","false","SEC23A"
"603","91","CTSS","1.3509934385683477E224","0.123724241339004","false","CTSS"
"605","166","KDELR1","2.3753447399258106E223","0.12","false","KDELR1"
"606","1","TCEAL9","2.0929171549380665E226",,"false","TCEAL9"
"608","10","APTX","4.135447237560737E224","0.12","false","APTX"
"610","7","PAAF1","5.035829618800717E224",,"false","PAAF1"
"612","678","RPL3","7.917815799752702E222","0.12","false","RPL3"
"614","92","PABPC1","5.381116455269433E223","0.12","false","PABPC1"
"616","171","NDUFS3","2.3753447399258106E223","0.12","false","NDUFS3"
"617","171","NDUFS2","2.3753447399258106E223","0.12","false","NDUFS2"
"619","23","HEATR6","2.6167693531570435E224",,"false","HEATR6"
"621","677","FASLG","7.917815799752702E222","0.12","false","FASLG"
"622","1","SH3PXD2A","2.0929171549380665E226",,"false","SH3PXD2A"
"624","1","CAMLG","2.0929171549380665E226",,"false","CAMLG"
"625","15","TNFRSF13B","3.6773204396268122E224","0.24","false","TNFRSF13B"
"627","199","FMR1","4.1133289962875755E223","0.143403590128891","false","FMR1"
"628","199","NCL","4.1133289962875755E223","0.12","false","NCL"
"630","326","PSMA7","1.585354182236765E223",,"false","PSMA7"
"632","676","PRPF40A","0.0",,"false","PRPF40A"
"633","4","RPLP0","4.451498415465275E224",,"false","RPLP0"
"635","186","AR","3.18145449819089E223","0.121900093104562","false","AR"
"636","1","HIPK3","2.0929171549380665E226",,"false","HIPK3"
"638","2","ACTG1","9.072601897712698E224","0.24","false","ACTG1"
"639","80","ANXA5","1.0457917810553616E224","0.12","false","ANXA5"
"641","36","C8G","4.824474652107715E223",,"false","C8G"
"642","36","SH3GL2","4.824474652107715E223","0.122367031978602","false","SH3GL2"
"644","18","BIRC8","3.4581594875866554E224",,"false","BIRC8"
"645","39","UBE2D2","8.095397955186227E223",,"false","UBE2D2"
"647","11","HDAC5","3.808875722041067E224","0.12","false","HDAC5"
"648","1","CBX5","2.0929171549380665E226",,"false","CBX5"
"650","66","CD4","1.2584452361909453E224","0.12","false","CD4"
"652","675","APP","9.314813183009445E222","0.141172466022264","false","APP"
"653","1","AP1M2","2.0929171549380665E226",,"false","AP1M2"
"655","18","RNF103","3.4581594875866554E224","0.12","false","RNF103"
"657","28","COPS5","7.178104926009915E223","0.127077351717416","false","COPS5"
"658","28","MEF2C","7.178104926009915E223","0.120542883744161","false","MEF2C"
"660","23","TRIP13","2.6167693531570435E224",,"false","TRIP13"
"662","27","RPS11","1.1878514721915278E224",,"false","RPS11"
"663","26","RPL35","1.4582328987436297E224",,"false","RPL35"
"665","193","BRF2","3.174290409045985E223",,"false","BRF2"
"666","106","TNPO3","1.192995327030539E224","0.36","false","TNPO3"
"668","1","EPHA4","2.0929171549380665E226",,"false","EPHA4"
"669","1","ARHGEF15","2.0929171549380665E226",,"false","ARHGEF15"
"671","674","CREBBP","7.917815799752702E222","0.12","false","CREBBP"
"672","24","WT1","2.91576249456596E224","0.24","false","WT1"
"674","23","HACD3","2.6167693531570435E224",,"false","HACD3"
"675","22","NEK6","2.887292878139913E224",,"false","NEK6"
"677","1","ARHGEF7","2.0929171549380665E226",,"false","ARHGEF7"
"678","673","SMAD4","7.917815799752702E222","0.12","false","SMAD4"
"680","85","ARMT1","3.9589078998763505E223",,"false","ARMT1"
"683","1","SDHB","2.0929171549380665E226","0.12","false","SDHB"
"684","1","UQCRFS1","2.0929171549380665E226","0.12","false","UQCRFS1"
"686","672","MAP3K7","7.917815799752702E222","0.12","false","MAP3K7"
"688","29","GNAQ","1.6680488980593221E224","0.12","false","GNAQ"
"689","29","PLCB1","1.6680488980593221E224","0.125448700484934","false","PLCB1"
"691","21","YWHAE","2.775792258181458E224","0.12","false","YWHAE"
"692","671","CASP3","7.917815799752702E222","0.12","false","CASP3"
"694","670","IKBKE","0.0",,"false","IKBKE"
"696","26","MAP3K5","1.4582328987436297E224","0.12","false","MAP3K5"
"697","1","FAS","2.0929171549380665E226","0.120814325616241","false","FAS"
"700","56","MYBBP1A","3.97452600254193E223",,"false","MYBBP1A"
"702","130","NME2","8.183534015364017E223","0.12027144187208","false","NME2"
"703","6","ACLY","5.247956312374522E224","0.12027144187208","false","ACLY"
"705","1","SOCS1","2.0929171549380665E226","0.12","false","SOCS1"
"707","224","PRKAR2B","1.5835631599505404E223","0.12","false","PRKAR2B"
"708","224","AKAP5","1.5835631599505404E223","0.12","false","AKAP5"
"710","211","POMP","6.341416728947067E223","0.36027144187208","false","POMP"
"712","387","RIBC2","3.1671263199010803E223","0.12","false","RIBC2"
"713","387","SARAF","3.1671263199010803E223",,"false","SARAF"
"715","1","WWP2","2.0929171549380665E226",,"false","WWP2"
"717","1","TNC","2.0929171549380665E226","0.24","false","TNC"
"718","1","PTPRB","2.0929171549380665E226","0.120542883744161","false","PTPRB"
"720","18","DTX1","3.4581594875866554E224","0.12","false","DTX1"
"721","47","NOTCH1","1.3564231682146687E224","0.12","false","NOTCH1"
"723","18","MIB1","3.4581594875866554E224","0.24","false","MIB1"
