name	__APCluster	PRWP
LAMA3	12	5.54907675057e+224
PLG	8	5.22404647553e+224
IL2RA	1	2.09291715494e+226
PAPOLA	1	2.09291715494e+226
NKTR	1	2.09291715494e+226
IL2RG	124	7.12603421978e+223
TRAF3	23	2.61676935316e+224
TNFRSF12A	1	2.09291715494e+226
ARRDC2	1	2.09291715494e+226
WWP1	1	2.09291715494e+226
MED1	22	2.88729287814e+224
MED25	55	7.93701594699e+223
TSLP	3	8.34894449257e+224
TFDP2	21	2.77579225818e+224
E2F3	200	1.61951466561e+223
SURF4	230	3.95890789988e+223
MAP3K2	14	3.39124887067e+224
CRYBA2	1	2.09291715494e+226
CRYBB2	1	2.09291715494e+226
RBBP4	7	5.0358296188e+224
SPEN	1	2.09291715494e+226
TUB	1	2.09291715494e+226
PLRG1	20	2.05224705047e+224
AES	1	2.09291715494e+226
KRT18	607	1.58356315995e+223
ATG10	1	2.09291715494e+226
ATG7	8	5.22404647553e+224
FKBP1A	1	2.09291715494e+226
CDK3	1	2.09291715494e+226
KPNA6	220	2.37534473993e+223
TAF8	64	3.95890789988e+223
TUBB6	15	3.67732043963e+224
ZMAT3	1	2.09291715494e+226
DNMBP	1	2.09291715494e+226
NCKAP1	1	2.09291715494e+226
SOD2	1	2.09291715494e+226
ATG13	71	7.91781579975e+222
ANK3	2	9.07260189771e+224
DYNLL2	84	6.18534405259e+223
GPHN	168	6.59817983313e+223
SNRPB2	56	3.97452600254e+223
IFIT3	1	2.09291715494e+226
FOSL2	107	5.54426208211e+223
POLRMT	1	2.09291715494e+226
KRT85	1	2.09291715494e+226
DLG3	12	5.54907675057e+224
LSM11	564	0.0
ZNF473	564	0.0
PTPRU	253	7.91781579975e+222
PPFIA3	253	7.91781579975e+222
LEPR	1	2.09291715494e+226
KRT7	5	3.83226726028e+224
KRT17	5	3.83226726028e+224
HIP1R	1	2.09291715494e+226
RPL7	27	1.18785147219e+224
SERPINB6	396	3.24261137579e+223
PLAU	19	3.11878227139e+224
TXNRD1	325	1.58356315995e+223
TXNIP	325	1.58356315995e+223
DCTN2	2	9.07260189771e+224
ACTR1A	1	2.09291715494e+226
KMT2A	89	6.45783317755e+223
TGOLN2	1	2.09291715494e+226
TAC1	1	2.09291715494e+226
GNRHR	1	2.09291715494e+226
RGS10	54	1.02198738664e+224
FKBP1B	1	2.09291715494e+226
IMPDH2	1	2.09291715494e+226
ORC1	132	6.34141672895e+223
ORC4	1	2.09291715494e+226
RARA	2	9.07260189771e+224
IFIT5	1	2.09291715494e+226
PNMA1	1	2.09291715494e+226
POLE	19	3.11878227139e+224
DHX15	22	2.88729287814e+224
OTUB1	7	5.0358296188e+224
IKZF3	67	4.75964459128e+223
SIN3A	85	3.95890789988e+223
WASF2	1	2.09291715494e+226
YY1AP1	24	2.91576249457e+224
CMBL	1	2.09291715494e+226
ZBTB32	1	2.09291715494e+226
DICER1	348	7.91781579975e+222
EIF3M	110	3.18503654276e+223
F13A1	7	5.0358296188e+224
FGG	234	6.59817983313e+223
LRSAM1	18	3.45815948759e+224
CD46	389	1.66730563946e+223
HOOK1	111	7.91781579975e+222
RPN1	3	8.34894449257e+224
KIAA0087	1	2.09291715494e+226
HP	1	2.09291715494e+226
ITGAM	1	2.09291715494e+226
MGMT	1	2.09291715494e+226
UBA1	39	8.09539795519e+223
GUCA2A	1	2.09291715494e+226
GUCY2C	1	2.09291715494e+226
TRAF1	15	3.67732043963e+224
ZNF622	563	7.91781579975e+222
MELK	563	7.91781579975e+222
SNRPA	56	3.97452600254e+223
CHAF1B	1	2.09291715494e+226
DDX56	86	0.0
BAX	13	4.5148739884e+224
BCL2L11	1	2.09291715494e+226
AKR1B1	1	2.09291715494e+226
AMFR	18	3.45815948759e+224
IL20	1	2.09291715494e+226
IL20RA	1	2.09291715494e+226
KRT32	73	3.16891734219e+223
LMNB1	1	2.09291715494e+226
PPP1R15A	1	2.09291715494e+226
PPP1R1A	1	2.09291715494e+226
FANCG	148	4.77224727725e+223
EMX2	1	2.09291715494e+226
EIF4E	82	3.17070836447e+223
TRAPPC3	606	0.0
TRAPPC13	1	2.09291715494e+226
AHR	1	2.09291715494e+226
ZMYND8	45	7.95621609423e+223
ATAD3A	17	5.28956109109e+224
MACC1	1	2.09291715494e+226
CCDC85B	1	2.09291715494e+226
IKZF5	138	2.37534473993e+223
TUBB3	103	2.38071780678e+223
CHORDC1	1	2.09291715494e+226
UEVLD	15	3.67732043963e+224
NPM1	4	4.45149841547e+224
CNOT3	1	2.09291715494e+226
RABEP1	1	2.09291715494e+226
TSC2	16	4.07520357399e+224
EEF1A2	2	9.07260189771e+224
ACIN1	20	2.05224705047e+224
TRA2B	20	2.05224705047e+224
RBMXL2	1	2.09291715494e+226
WSB1	6	5.24795631237e+224
UBE2E2	1	2.09291715494e+226
MED27	55	7.93701594699e+223
MED9	55	7.93701594699e+223
CEP250	61	5.56402885723e+223
RNF128	1	2.09291715494e+226
GAPDH	605	8.07900780551e+222
GCDH	1	2.09291715494e+226
MORF4L1	1	2.09291715494e+226
ACTL6A	19	3.11878227139e+224
MBD3	5	3.83226726028e+224
KDM1A	5	3.83226726028e+224
CSF1R	137	7.17624837376e+223
TMPO	21	2.77579225818e+224
BANF1	31	1.27169939413e+224
RPP30	1	2.09291715494e+226
CHD1	1	2.09291715494e+226
SAFB	4	4.45149841547e+224
NCOA6	1	2.09291715494e+226
KMT2B	7	5.0358296188e+224
LGALS3BP	27	1.18785147219e+224
ST13P4	14	3.39124887067e+224
ELMO2	1	2.09291715494e+226
SCN2A	100	4.75068947985e+223
RNF130	39	8.09539795519e+223
CHEK1	1	2.09291715494e+226
NAV2	12	5.54907675057e+224
RPS18	23	2.61676935316e+224
PSMB5	1	2.09291715494e+226
NONO	17	5.28956109109e+224
IL16	11	3.80887572204e+224
KCNJ4	68	8.71497044659e+223
BLM	1	2.09291715494e+226
RNF138	39	8.09539795519e+223
UBE2K	1	2.09291715494e+226
PGAM1	53	6.33783468437e+223
ISG15	1	2.09291715494e+226
POLD4	1	2.09291715494e+226
WRNIP1	22	2.88729287814e+224
GOLGB1	1	2.09291715494e+226
HNRNPA3	21	2.77579225818e+224
TCF20	1	2.09291715494e+226
POLR2G	11	3.80887572204e+224
POLR2J	79	4.04595352464e+223
KRT8	1	2.09291715494e+226
SRI	400	1.62196345443e+223
PSMA5	142	2.37534473993e+223
COPG1	19	3.11878227139e+224
TAF10	214	0.0
SH2D3A	13	4.5148739884e+224
PFKP	23	2.61676935316e+224
CDH5	1	2.09291715494e+226
P2RX6	1	2.09291715494e+226
CHD3	5	3.83226726028e+224
CYLD	1	2.09291715494e+226
RPRM	1	2.09291715494e+226
CDK4	604	2.37534473993e+223
APAF1	1	2.09291715494e+226
CAMK2D	3	8.34894449257e+224
SNUPN	1	2.09291715494e+226
PAFAH1B2	1	2.09291715494e+226
MAP2K4	1	2.09291715494e+226
GEMIN5	1	2.09291715494e+226
MRPL9	1	2.09291715494e+226
SAT1	25	2.91983828903e+224
SUCLG1	1	2.09291715494e+226
VPS16	111	7.91781579975e+222
NLRP2	3	8.34894449257e+224
FGFR1	1	2.09291715494e+226
PLEKHA6	61	5.56402885723e+223
RNF113A	1	2.09291715494e+226
DCD	1	2.09291715494e+226
CNOT6L	1	2.09291715494e+226
CNOT2	1	2.09291715494e+226
XRCC2	207	1.65254189322e+223
RAD51C	41	1.28989381385e+224
KAT5	192	1.58535418224e+223
CCT8	14	3.39124887067e+224
PPARD	5	3.83226726028e+224
DUT	1	2.09291715494e+226
KPNA3	25	2.91983828903e+224
GAB1	1	2.09291715494e+226
USP9X	27	1.18785147219e+224
PAF1	1	2.09291715494e+226
NCBP2	20	2.05224705047e+224
SNTB2	1	2.09291715494e+226
PDP1	65	1.48193253165e+224
PDHA1	65	1.48193253165e+224
RPS12	32	6.33783468437e+223
RPS26	1	2.09291715494e+226
MGAM	1	2.09291715494e+226
BCAP31	1	2.09291715494e+226
YWHAH	1	2.09291715494e+226
WAPL	1	2.09291715494e+226
PDS5B	1	2.09291715494e+226
DDX19B	1	2.09291715494e+226
KLHDC2	13	4.5148739884e+224
GTF2I	14	3.39124887067e+224
MAP2K3	14	3.39124887067e+224
PSMB8	211	6.34141672895e+223
RB1	603	7.91781579975e+222
SRCAP	72	7.33318378895e+223
DMAP1	1	2.09291715494e+226
ARID1A	1	2.09291715494e+226
UNC119	7	5.0358296188e+224
CENPU	1	2.09291715494e+226
TRERF1	8	5.22404647553e+224
DDX39B	103	2.38071780678e+223
THOC2	1	2.09291715494e+226
HNRNPK	602	7.91781579975e+222
TDP1	184	6.10793691449e+223
HGH1	88	4.75068947985e+223
TTC4	1	2.09291715494e+226
DYNC1H1	3	8.34894449257e+224
WDR36	1	2.09291715494e+226
RRP9	4	4.45149841547e+224
STRAP	6	5.24795631237e+224
RPL34	82	3.17070836447e+223
POLR3G	1	2.09291715494e+226
DYNLL1	601	7.91781579975e+222
MTR	1	2.09291715494e+226
AKAP10	220	2.37534473993e+223
RPL18	26	1.45823289874e+224
ADD1	16	4.07520357399e+224
RFX1	1	2.09291715494e+226
RASA1	600	7.91781579975e+222
VTA1	6	5.24795631237e+224
VPS4A	1	2.09291715494e+226
RAB3IP	1	2.09291715494e+226
TNFRSF11B	1	2.09291715494e+226
TNFSF10	1	2.09291715494e+226
NEFM	1	2.09291715494e+226
TMBIM4	120	9.5013789597e+223
JAK1	1	2.09291715494e+226
MDK	2	9.07260189771e+224
PSMD3	63	5.54784412669e+223
KARS	1	2.09291715494e+226
NARS	1	2.09291715494e+226
FSCN1	1	2.09291715494e+226
GSN	1	2.09291715494e+226
RPS14	1	2.09291715494e+226
UBE2J1	1	2.09291715494e+226
SCHIP1	1	2.09291715494e+226
SCOC	1	2.09291715494e+226
CFL1	2	9.07260189771e+224
LIN7B	298	8.33763919024e+222
GFI1	25	2.91983828903e+224
SPI1	1	2.09291715494e+226
UBAP2L	1	2.09291715494e+226
RAB25	3	8.34894449257e+224
RAB11FIP2	3	8.34894449257e+224
CD40	133	3.97452600254e+223
TNFRSF19	15	3.67732043963e+224
HSP90B1	2	9.07260189771e+224
EIF2AK3	1	2.09291715494e+226
CLSPN	77	3.95890789988e+223
LCN1	562	0.0
LMBR1L	562	0.0
USP33	354	1.60153891278e+223
GRIN2A	1	2.09291715494e+226
ACTN1	9	4.44662165937e+224
HSPA4L	218	1.58356315995e+223
TUSC2	218	1.58356315995e+223
KRT82	12	5.54907675057e+224
ACTR6	233	2.37534473993e+223
H2AFZ	233	2.37534473993e+223
RNF11	1	2.09291715494e+226
TARS	15	3.67732043963e+224
BCAR3	92	5.38111645527e+223
RNF7	18	3.45815948759e+224
GABARAP	168	6.59817983313e+223
PDK1	1	2.09291715494e+226
SERPINF1	1	2.09291715494e+226
COL4A2	7	5.0358296188e+224
DIAPH2	1	2.09291715494e+226
PPIA	196	7.91781579975e+222
PARK2	284	1.6009722849e+223
UBASH3B	1	2.09291715494e+226
AHSG	1	2.09291715494e+226
PSME3	33	7.92856193347e+223
DHX36	6	5.24795631237e+224
LBR	1	2.09291715494e+226
SEPT7	483	7.91781579975e+222
SEPT2	4	4.45149841547e+224
MARCH7	1	2.09291715494e+226
AATF	24	2.91576249457e+224
UBE2M	1	2.09291715494e+226
CREB3L3	1	2.09291715494e+226
AGGF1	20	2.05224705047e+224
TAB3	1	2.09291715494e+226
TXN2	1	2.09291715494e+226
SRGAP1	1	2.09291715494e+226
ROBO1	354	1.60153891278e+223
COPS2	1	2.09291715494e+226
KAT6A	1	2.09291715494e+226
SF3B2	599	0.0
CRTC3	1	2.09291715494e+226
GDI1	16	4.07520357399e+224
ARL1	1	2.09291715494e+226
MAPK8IP1	1	2.09291715494e+226
NEFH	3	8.34894449257e+224
RUNX1	1	2.09291715494e+226
CREG1	238	1.58356315995e+223
BTBD2	1	2.09291715494e+226
IGF2R	10	4.13544723756e+224
BRD8	192	1.58535418224e+223
GIT2	598	0.0
TRIM55	18	3.45815948759e+224
C11orf84	21	2.77579225818e+224
TSGA10	1	2.09291715494e+226
MYL6	1	2.09291715494e+226
ACOX1	74	6.86748009331e+223
LIMK1	1	2.09291715494e+226
SSH1	1	2.09291715494e+226
SYT11	1	2.09291715494e+226
SF3B1	6	5.24795631237e+224
ATG16L1	1	2.09291715494e+226
CBX8	209	7.91781579975e+222
PCGF1	1	2.09291715494e+226
RPL7A	32	6.33783468437e+223
ITGA1	44	1.27001199053e+224
COL13A1	44	1.27001199053e+224
IGSF5	1	2.09291715494e+226
LNX1	11	3.80887572204e+224
BHLHE41	11	3.80887572204e+224
TRIM29	1	2.09291715494e+226
TRAF3IP3	1	2.09291715494e+226
COL5A3	1	2.09291715494e+226
COL5A1	75	1.11435447572e+224
UTS2	351	7.91781579975e+222
UTS2R	351	7.91781579975e+222
GAD1	392	3.1671263199e+223
GAD2	392	3.1671263199e+223
COPS3	52	3.16891734219e+223
USP16	104	5.55142617126e+223
NLRP12	1	2.09291715494e+226
PAXIP1	1	2.09291715494e+226
POLR2M	1	2.09291715494e+226
GRIA1	1	2.09291715494e+226
GADD45A	597	7.91781579975e+222
TSC1	1	2.09291715494e+226
PYDC2	1	2.09291715494e+226
AP3B2	275	2.39454488716e+223
VAV3	91	1.35099343857e+224
PLN	1	2.09291715494e+226
S100A1	24	2.91576249457e+224
PPM1A	1	2.09291715494e+226
PXMP2	181	2.90319912658e+223
MYPN	266	2.37534473993e+223
MAP4K5	28	7.17810492601e+223
BRIX1	6	5.24795631237e+224
NOP56	4	4.45149841547e+224
SSTR1	1	2.09291715494e+226
SSTR5	1	2.09291715494e+226
ENSA	58	8.78329141333e+223
RAP2A	1	2.09291715494e+226
ZNRF4	18	3.45815948759e+224
C5orf30	38	4.00934425245e+223
MDFI	38	4.00934425245e+223
THOP1	1	2.09291715494e+226
SUDS3	4	4.45149841547e+224
BRMS1	1	2.09291715494e+226
ACTB	596	8.02527713693e+222
NSMAF	1	2.09291715494e+226
LEF1	1	2.09291715494e+226
SH2B3	1	2.09291715494e+226
POLR2L	324	3.98527213626e+223
STX1B	3	8.34894449257e+224
ERH	1	2.09291715494e+226
MPPED2	23	2.61676935316e+224
TNFRSF10A	66	1.25844523619e+224
EFHD1	58	8.78329141333e+223
BRCC3	388	2.39096284259e+223
FAM175A	388	2.39096284259e+223
CLTA	1	2.09291715494e+226
HIP1	2	9.07260189771e+224
BFAR	18	3.45815948759e+224
PGK1	1	2.09291715494e+226
RXFP1	1	2.09291715494e+226
RLN2	1	2.09291715494e+226
RAD54B	1	2.09291715494e+226
SIRT1	126	4.78192568518e+223
ALPL	32	6.33783468437e+223
ITGA2B	105	1.21879061989e+224
ARFGAP1	16	4.07520357399e+224
RBM12	1	2.09291715494e+226
SOCS2	49	4.01292629702e+223
FHOD1	12	5.54907675057e+224
ING2	53	6.33783468437e+223
PCGF6	1	2.09291715494e+226
PLS3	1	2.09291715494e+226
FDPS	546	7.91781579975e+222
SETDB1	7	5.0358296188e+224
CSTF1	62	7.13140728664e+223
PARD6A	369	0.0
LLGL2	369	0.0
CHMP4B	164	6.33962570666e+223
GRIN2B	1	2.09291715494e+226
LIN7A	12	5.54907675057e+224
MMP7	1	2.09291715494e+226
CDC25B	1	2.09291715494e+226
ATP5O	3	8.34894449257e+224
MOK	2	9.07260189771e+224
TSC22D4	1	2.09291715494e+226
PTPRC	1	2.09291715494e+226
HOOK2	111	7.91781579975e+222
LRP5	235	6.86210702645e+223
TRAPPC8	1	2.09291715494e+226
GNB1	50	7.92352489885e+223
IARS	14	3.39124887067e+224
HAS1	1	2.09291715494e+226
CSF2	197	2.47385096567e+223
KITLG	197	2.47385096567e+223
CCT6A	14	3.39124887067e+224
CTNND1	1	2.09291715494e+226
CDH24	1	2.09291715494e+226
GLRB	168	6.59817983313e+223
WASL	1	2.09291715494e+226
STT3B	120	9.5013789597e+223
MLXIP	1	2.09291715494e+226
TRIM32	13	4.5148739884e+224
IL1R1	1	2.09291715494e+226
PMPCA	561	7.91781579975e+222
PMPCB	561	7.91781579975e+222
ZNRF3	1	2.09291715494e+226
RAB11FIP5	3	8.34894449257e+224
GNL3	24	2.91576249457e+224
ABL1	131	4.01342739493e+223
GCNT1	2	9.07260189771e+224
IKBKAP	162	7.06080258211e+223
FCGR3A	1	2.09291715494e+226
F12	1	2.09291715494e+226
ELANE	135	6.46498048724e+223
NOTCH2NL	135	6.46498048724e+223
HIC1	1	2.09291715494e+226
LHCGR	376	2.37713576221e+223
EIF3G	16	4.07520357399e+224
TLX1	1	2.09291715494e+226
MEIS1	595	7.91781579975e+222
EIF2B3	112	9.55152758372e+223
SRSF11	22	2.88729287814e+224
SLPI	135	6.46498048724e+223
PCNX4	1	2.09291715494e+226
ZNRF1	18	3.45815948759e+224
TNIK	1	2.09291715494e+226
BMPR2	1	2.09291715494e+226
DRD2	1	2.09291715494e+226
DLG4	24	2.91576249457e+224
SEMA4A	560	3.69498070655e+223
HAVCR1	560	3.69498070655e+223
HLA-G	183	4.8142296163e+223
KLRD1	183	4.8142296163e+223
PDCD2	284	1.6009722849e+223
CD74	1	2.09291715494e+226
CD63	161	3.55045137279e+223
HTR2C	298	8.33763919024e+222
EMG1	532	3.17787245362e+223
CXCL10	1	2.09291715494e+226
DPP4	1	2.09291715494e+226
WDR5	15	3.67732043963e+224
DUSP1	1	2.09291715494e+226
MAPK10	25	2.91983828903e+224
MADD	196	7.91781579975e+222
PTPRN	196	7.91781579975e+222
MYH10	17	5.28956109109e+224
SUZ12	1	2.09291715494e+226
JARID2	1	2.09291715494e+226
CS	1	2.09291715494e+226
RNF150	18	3.45815948759e+224
KCNK9	1	2.09291715494e+226
MCRS1	11	3.80887572204e+224
IRF5	8	5.22404647553e+224
SLC35E1	1	2.09291715494e+226
ABCF3	79	4.04595352464e+223
FZD8	1	2.09291715494e+226
GOPC	25	2.91983828903e+224
HEY2	10	4.13544723756e+224
MAPRE1	1	2.09291715494e+226
CLIP1	1	2.09291715494e+226
KLF5	1	2.09291715494e+226
RAB5B	152	3.96428096674e+223
RNF43	18	3.45815948759e+224
WDCP	1	2.09291715494e+226
SNTG1	1	2.09291715494e+226
CD163	1	2.09291715494e+226
VIP	352	2.90319912658e+223
VIPR1	352	2.90319912658e+223
GZMM	1	2.09291715494e+226
HBEGF	1	2.09291715494e+226
UMOD	1	2.09291715494e+226
GOLGA2	12	5.54907675057e+224
ELL	1	2.09291715494e+226
B3GNT9	38	4.00934425245e+223
GCKR	26	1.45823289874e+224
CDH11	1	2.09291715494e+226
CDH2	1	2.09291715494e+226
AKTIP	111	7.91781579975e+222
CBLC	1	2.09291715494e+226
SPRY2	5	3.83226726028e+224
COPZ2	1	2.09291715494e+226
PGAM2	109	1.03056976957e+224
NEURL1	1	2.09291715494e+226
ZNF354A	1	2.09291715494e+226
ATP5D	1	2.09291715494e+226
GIPR	559	8.30181874451e+222
GIP	559	8.30181874451e+222
ALMS1	87	7.16493561216e+223
DDX21	21	2.77579225818e+224
DGKZ	2	9.07260189771e+224
TRIM2	18	3.45815948759e+224
CTSD	1	2.09291715494e+226
BRCA2	141	4.75068947985e+223
MPDU1	274	3.17070836447e+223
SPTLC1	106	1.19299532703e+224
RGS20	347	0.0
SSFA2	21	2.77579225818e+224
MAP4K4	1	2.09291715494e+226
EBI3	4	4.45149841547e+224
GOSR1	3	8.34894449257e+224
TRIP4	1	2.09291715494e+226
MDM4	18	3.45815948759e+224
EHMT1	25	2.91983828903e+224
UBASH3A	284	1.6009722849e+223
CREB3L2	144	3.96428096674e+223
NEDD4L	1	2.09291715494e+226
WNK1	21	2.77579225818e+224
DRP2	1	2.09291715494e+226
SMARCA5	1	2.09291715494e+226
SNX33	1	2.09291715494e+226
RNF32	1	2.09291715494e+226
FBXL12	1	2.09291715494e+226
LARP7	4	4.45149841547e+224
HEXIM1	1	2.09291715494e+226
ADI1	170	5.29831064162e+223
SHTN1	87	7.16493561216e+223
KPNA2	594	7.91781579975e+222
RNF182	1	2.09291715494e+226
POLA2	1	2.09291715494e+226
RNF25	18	3.45815948759e+224
KLC1	2	9.07260189771e+224
EIF2B1	112	9.55152758372e+223
HNRNPL	4	4.45149841547e+224
EXOC1	1	2.09291715494e+226
EFHC2	1	2.09291715494e+226
EXOC8	1	2.09291715494e+226
DDIT4	121	4.75427152442e+223
EPPK1	14	3.39124887067e+224
TCEA1	40	9.55718837913e+223
H1F0	1	2.09291715494e+226
TGM2	593	9.0680018609e+222
STX1A	592	7.91781579975e+222
STX8	1	2.09291715494e+226
ZNF207	20	2.05224705047e+224
YIPF5	1	2.09291715494e+226
YIF1A	1	2.09291715494e+226
PNN	4	4.45149841547e+224
SHB	137	7.17624837376e+223
GRAP2	137	7.17624837376e+223
CDK7	1	2.09291715494e+226
HSP90AB1	591	7.91781579975e+222
CIR1	1	2.09291715494e+226
RALYL	1	2.09291715494e+226
PSMF1	1	2.09291715494e+226
KCNJ8	363	3.26677463063e+223
ABCC8	1	2.09291715494e+226
ICAM1	241	6.3342526398e+223
PTP4A1	144	3.96428096674e+223
IFIT1	547	1.58714520452e+223
GP1BA	380	2.37534473993e+223
VWF	9	4.44662165937e+224
MCF2	1	2.09291715494e+226
EGLN1	1	2.09291715494e+226
VWA8	87	7.16493561216e+223
ETFA	1	2.09291715494e+226
FANCI	23	2.61676935316e+224
MKNK1	18	3.45815948759e+224
ABLIM1	13	4.5148739884e+224
BMP1	1	2.09291715494e+226
UNK	10	4.13544723756e+224
RPL38	23	2.61676935316e+224
FANCD2	15	3.67732043963e+224
EFNA2	1	2.09291715494e+226
ADAM10	43	1.33904310602e+224
ZNF521	1	2.09291715494e+226
PTPRS	196	7.91781579975e+222
SAP30BP	6	5.24795631237e+224
DCUN1D1	1	2.09291715494e+226
SEPT5	2	9.07260189771e+224
MELTF	43	1.33904310602e+224
CFAP36	155	3.16891734219e+223
PAIP1	1	2.09291715494e+226
KBTBD7	71	7.91781579975e+222
SEMA3B	227	4.75248050214e+223
NRP2	227	4.75248050214e+223
PHC1	1	2.09291715494e+226
CBX4	11	3.80887572204e+224
CCL4	1	2.09291715494e+226
CXCL8	8	5.22404647553e+224
NDE1	104	5.55142617126e+223
MZB1	2	9.07260189771e+224
LONP1	1	2.09291715494e+226
PAK5	1	2.09291715494e+226
PAFAH1B1	1	2.09291715494e+226
TSG101	1	2.09291715494e+226
S100A8	26	1.45823289874e+224
MTMR9	5	3.83226726028e+224
MTMR7	1	2.09291715494e+226
CD247	269	3.1671263199e+223
PTPN22	269	3.1671263199e+223
PKN2	1	2.09291715494e+226
CRADD	330	4.75068947985e+223
PPP1R8	20	2.05224705047e+224
IRS4	23	2.61676935316e+224
E2F1	1	2.09291715494e+226
CFLAR	1	2.09291715494e+226
CNOT10	1	2.09291715494e+226
CNOT6	1	2.09291715494e+226
CSTF3	1	2.09291715494e+226
CDC73	188	2.41295620794e+223
SOX11	399	4.48676228653e+223
POU3F3	1	2.09291715494e+226
RBSN	33	7.92856193347e+223
MSH3	1	2.09291715494e+226
CTSK	1	2.09291715494e+226
SH3BP5	1	2.09291715494e+226
ELK1	8	5.22404647553e+224
FRYL	1	2.09291715494e+226
CYP19A1	1	2.09291715494e+226
PMVK	274	3.17070836447e+223
MED6	1	2.09291715494e+226
MED21	1	2.09291715494e+226
ST13	14	3.39124887067e+224
ASL	65	1.48193253165e+224
A1BG	7	5.0358296188e+224
CRISP3	1	2.09291715494e+226
DIMT1	1	2.09291715494e+226
DVL1	7	5.0358296188e+224
TGFB1I1	1	2.09291715494e+226
HSPB1	1	2.09291715494e+226
RIN2	358	3.96248994445e+223
CRYAA	381	7.91781579975e+222
LALBA	381	7.91781579975e+222
TNFRSF21	1	2.09291715494e+226
GAK	1	2.09291715494e+226
FAM214A	12	5.54907675057e+224
DISP3	1	2.09291715494e+226
TRIM25	18	3.45815948759e+224
ANKS1B	1	2.09291715494e+226
MSN	1	2.09291715494e+226
L1CAM	10	4.13544723756e+224
TRAIP	23	2.61676935316e+224
FFAR1	29	1.66804889806e+224
SPOP	1	2.09291715494e+226
TFAP2A	1	2.09291715494e+226
PTPRO	1	2.09291715494e+226
MAPT	1	2.09291715494e+226
PRM1	1	2.09291715494e+226
NUP214	12	5.54907675057e+224
BZW1	1	2.09291715494e+226
HNF1A	21	2.77579225818e+224
CD93	28	7.17810492601e+223
DNAJB11	60	6.86210702645e+223
CELF3	7	5.0358296188e+224
PCBP1	20	2.05224705047e+224
SEMA4F	1	2.09291715494e+226
COL7A1	1	2.09291715494e+226
MAPK8IP2	590	0.0
MAPK13	212	2.37534473993e+223
ARR3	1	2.09291715494e+226
ADAP1	6	5.24795631237e+224
REG1A	558	0.0
REG3A	558	0.0
RCC1L	10	4.13544723756e+224
CHD4	4	4.45149841547e+224
EPG5	157	3.96428096674e+223
KIAA1549	188	2.41295620794e+223
LGALS4	1	2.09291715494e+226
LSM1	56	3.97452600254e+223
LSM5	56	3.97452600254e+223
MYO1D	17	5.28956109109e+224
AP1B1	1	2.09291715494e+226
CAPZB	17	5.28956109109e+224
PDIA4	67	4.75964459128e+223
KRT36	1	2.09291715494e+226
NUP98	12	5.54907675057e+224
TYRO3	3	8.34894449257e+224
RIT2	349	1.625545499e+223
POU4F1	349	1.625545499e+223
TUBA1B	175	3.18811748943e+223
GSK3A	2	9.07260189771e+224
NOP58	4	4.45149841547e+224
DGKI	1	2.09291715494e+226
NEDD1	8	5.22404647553e+224
EIF4E2	15	3.67732043963e+224
BNIP3L	1	2.09291715494e+226
MAP1LC3A	203	7.91781579975e+222
MED4	1	2.09291715494e+226
MED12	55	7.93701594699e+223
EDARADD	1	2.09291715494e+226
AURKB	1	2.09291715494e+226
NUF2	101	9.50675202656e+223
COPA	3	8.34894449257e+224
PDIA6	4	4.45149841547e+224
PTPRH	1	2.09291715494e+226
PARN	1	2.09291715494e+226
NOC2L	1	2.09291715494e+226
CCSER2	1	2.09291715494e+226
FBXO30	12	5.54907675057e+224
HMOX2	1	2.09291715494e+226
BCAS1	1	2.09291715494e+226
PRKCQ	1	2.09291715494e+226
PRKCZ	1	2.09291715494e+226
ATP2B1	31	1.27169939413e+224
ARPC1A	169	2.39275386488e+223
AARSD1	293	8.44575582707e+222
ITGA9	75	1.11435447572e+224
EIF4EBP1	6	5.24795631237e+224
NECTIN3	1	2.09291715494e+226
MC4R	1	2.09291715494e+226
MC1R	1	2.09291715494e+226
ACVR2A	31	1.27169939413e+224
TGFBR3	361	3.69498070655e+223
CHD8	35	6.33604366209e+223
INO80	1	2.09291715494e+226
CTTNBP2NL	1	2.09291715494e+226
STRIP1	1	2.09291715494e+226
MAP3K12	2	9.07260189771e+224
EIF3H	110	3.18503654276e+223
SPECC1L	17	5.28956109109e+224
SLC23A3	1	2.09291715494e+226
CDC40	1	2.09291715494e+226
DHX38	4	4.45149841547e+224
IVL	226	2.3789267845e+223
EVPL	226	2.3789267845e+223
USP5	1	2.09291715494e+226
DSG1	1	2.09291715494e+226
LIG4	184	6.10793691449e+223
SMC2	19	3.11878227139e+224
STBD1	71	7.91781579975e+222
LIMK2	1	2.09291715494e+226
CRABP2	1	2.09291715494e+226
UBR5	25	2.91983828903e+224
TAF6	214	0.0
JUP	1	2.09291715494e+226
NPRL2	7	5.0358296188e+224
TNFSF4	1	2.09291715494e+226
ADRM1	297	0.0
S100A12	397	2.40658094526e+223
AGER	397	2.40658094526e+223
PPP1R37	398	0.0
ZMYND19	398	0.0
LPAR2	10	4.13544723756e+224
TMEM259	557	3.17249938676e+223
ARSE	557	3.17249938676e+223
RANBP1	1	2.09291715494e+226
NID2	44	1.27001199053e+224
BCAR1	13	4.5148739884e+224
MYB	15	3.67732043963e+224
KMT2C	1	2.09291715494e+226
HMGB1	397	2.40658094526e+223
KCTD12	23	2.61676935316e+224
