name	__APCluster	PRWP
FAM53C	1	2.09291715494e+226
RNF6	186	3.18145449819e+223
TCP11	1	2.09291715494e+226
LAMA1	1	2.09291715494e+226
RXFP2	1	2.09291715494e+226
FABP1	1	2.09291715494e+226
LZTR1	1	2.09291715494e+226
COL17A1	1	2.09291715494e+226
NQO2	1	2.09291715494e+226
TACR2	256	3.69856275112e+223
WAC	1	2.09291715494e+226
CREB3L1	1	2.09291715494e+226
TPRKB	76	1.59918126262e+223
SWAP70	1	2.09291715494e+226
SCAP	59	7.94905200508e+223
MNT	85	3.95890789988e+223
IFITM2	255	2.38250882907e+223
SLMAP	1	2.09291715494e+226
GNL3L	24	2.91576249457e+224
MYO1E	1	2.09291715494e+226
ATP2A3	185	3.16891734219e+223
ZNF638	13	4.5148739884e+224
MESDC2	1	2.09291715494e+226
AGAP2	1	2.09291715494e+226
ASB4	1	2.09291715494e+226
ZNF175	1	2.09291715494e+226
ZBTB47	34	4.90299190415e+223
WDR1	1	2.09291715494e+226
BATF2	25	2.91983828903e+224
ADH1B	21	2.77579225818e+224
EPT1	1	2.09291715494e+226
PCSK5	9	4.44662165937e+224
MERTK	3	8.34894449257e+224
RAP1GAP	2	9.07260189771e+224
EEF1E1	184	6.10793691449e+223
LRRK2	21	2.77579225818e+224
SYNC	1	2.09291715494e+226
PPL	1	2.09291715494e+226
PHF7	24	2.91576249457e+224
MYBPC3	1	2.09291715494e+226
SECISBP2L	157	3.96428096674e+223
TAP2	1	2.09291715494e+226
SHD	131	4.01342739493e+223
ATXN7	579	2.19201354948e+223
PNMAL1	3	8.34894449257e+224
PPP3CB	206	6.93689439453e+223
KIR2DL4	183	4.8142296163e+223
MEFV	1	2.09291715494e+226
DNER	1	2.09291715494e+226
VGLL4	1	2.09291715494e+226
MXI1	1	2.09291715494e+226
ARHGEF3	1	2.09291715494e+226
WDR37	1	2.09291715494e+226
SYT14	448	3.1671263199e+223
SYT16	448	3.1671263199e+223
RGL2	1	2.09291715494e+226
TBC1D7	3	8.34894449257e+224
AVPI1	3	8.34894449257e+224
MYOCD	447	1.59430929367e+223
MKL1	447	1.59430929367e+223
MLLT6	3	8.34894449257e+224
USP6NL	1	2.09291715494e+226
TTYH2	3	8.34894449257e+224
SEPT9	3	8.34894449257e+224
VASN	217	4.49392637567e+223
RRM2	104	5.55142617126e+223
RPGR	1	2.09291715494e+226
TCP11L1	3	8.34894449257e+224
CLDN19	446	1.58356315995e+223
CLDN16	446	1.58356315995e+223
USP10	445	2.37534473993e+223
SCNN1A	445	2.37534473993e+223
GAR1	1	2.09291715494e+226
HPCAL1	3	8.34894449257e+224
C5orf42	84	6.18534405259e+223
PHLPP1	1	2.09291715494e+226
ATXN2L	1	2.09291715494e+226
ATP5C1	1	2.09291715494e+226
RGPD5	1	2.09291715494e+226
MLLT10	1	2.09291715494e+226
DCTN4	1	2.09291715494e+226
NTMT1	1	2.09291715494e+226
TMA16	3	8.34894449257e+224
HSH2D	100	4.75068947985e+223
SYTL4	3	8.34894449257e+224
TCP10L	3	8.34894449257e+224
MICAL1	6	5.24795631237e+224
STRA13	444	0.0
APITD1	444	0.0
EN1	8	5.22404647553e+224
PRC1	254	1.60153891278e+223
CENPV	83	8.74083358506e+223
SCLT1	3	8.34894449257e+224
FGFR3	1	2.09291715494e+226
KCNQ5	332	6.09539975848e+223
SHE	131	4.01342739493e+223
DDX54	4	4.45149841547e+224
PTTG1	98	3.17070836447e+223
MTCP1	1	2.09291715494e+226
MRAS	49	4.01292629702e+223
CCHCR1	3	8.34894449257e+224
HAGH	315	1.58356315995e+223
PSMC3IP	1	2.09291715494e+226
MX1	1	2.09291715494e+226
HBZ	3	8.34894449257e+224
NRARP	3	8.34894449257e+224
ADAR	1	2.09291715494e+226
VSX2	8	5.22404647553e+224
ZSWIM7	41	1.28989381385e+224
RGS6	1	2.09291715494e+226
ALDH6A1	25	2.91983828903e+224
LMO2	25	2.91983828903e+224
NLRX1	15	3.67732043963e+224
RPS6KA5	44	1.27001199053e+224
ZNF775	2	9.07260189771e+224
GK	1	2.09291715494e+226
HDGF	1	2.09291715494e+226
SEPT8	1	2.09291715494e+226
JADE1	16	4.07520357399e+224
TBX21	1	2.09291715494e+226
ITFG1	146	3.21577165018e+223
CSNK1G1	441	0.0
NUDT3	578	0.0
WDR5B	1	2.09291715494e+226
ATP13A2	577	3.73975626371e+223
NAT9	2	9.07260189771e+224
GUSB	1	2.09291715494e+226
GPX2	19	3.11878227139e+224
NACAD	1	2.09291715494e+226
YAE1D1	1	2.09291715494e+226
FBXO38	182	7.91781579975e+222
WDR34	2	9.07260189771e+224
UBXN2A	1	2.09291715494e+226
FOXJ1	143	2.37713576221e+223
SLC37A3	143	2.37713576221e+223
MFSD5	181	2.90319912658e+223
KCNE3	1	2.09291715494e+226
PFKFB4	6	5.24795631237e+224
PTBP2	70	8.76540679916e+223
FAM192A	1	2.09291715494e+226
UBXN7	1	2.09291715494e+226
ASXL1	1	2.09291715494e+226
SOCS5	1	2.09291715494e+226
TTN	1	2.09291715494e+226
BTN3A3	1	2.09291715494e+226
DOCK5	10	4.13544723756e+224
HMGCL	179	2.40221007422e+223
ZNF431	7	5.0358296188e+224
DUSP23	1	2.09291715494e+226
CRYL1	1	2.09291715494e+226
ABCC6	1	2.09291715494e+226
WDR73	7	5.0358296188e+224
USHBP1	1	2.09291715494e+226
DCAF13	16	4.07520357399e+224
PLEKHM1	2	9.07260189771e+224
HMGXB3	7	5.0358296188e+224
DUS2	16	4.07520357399e+224
L3MBTL1	53	6.33783468437e+223
WFDC1	207	1.65254189322e+223
ZNF677	207	1.65254189322e+223
CEP120	1	2.09291715494e+226
WDR89	1	2.09291715494e+226
ISYNA1	331	1.58356315995e+223
OSBPL10	3	8.34894449257e+224
PIGY	328	1.58356315995e+223
ABCB4	328	1.58356315995e+223
HK3	251	3.96248994445e+223
ZC3H12A	8	5.22404647553e+224
FRMPD4	1	2.09291715494e+226
FAM20C	16	4.07520357399e+224
FAM110A	45	7.95621609423e+223
LRP5L	1	2.09291715494e+226
RTN4R	1	2.09291715494e+226
CYP2W1	213	3.97144505588e+223
BBS10	2	9.07260189771e+224
STRBP	153	3.97867467499e+223
ABCC5	1	2.09291715494e+226
MIDN	1	2.09291715494e+226
CST9L	1	2.09291715494e+226
SOX30	52	3.16891734219e+223
HADH	124	7.12603421978e+223
NKG7	1	2.09291715494e+226
GORAB	24	2.91576249457e+224
FAM83D	6	5.24795631237e+224
TSPAN1	1	2.09291715494e+226
C15orf48	249	7.91781579975e+222
TSSK3	249	7.91781579975e+222
MOCS1	22	2.88729287814e+224
HNRNPLL	10	4.13544723756e+224
LAMC3	80	1.04579178106e+224
MRPS6	59	7.94905200508e+223
OSTC	1	2.09291715494e+226
CPSF3L	7	5.0358296188e+224
DSE	412	2.42025135701e+223
OASL	1	2.09291715494e+226
SEZ6L2	16	4.07520357399e+224
TMEM54	181	2.90319912658e+223
PMM1	9	4.44662165937e+224
CACNA1A	9	4.44662165937e+224
ZC3H15	4	4.45149841547e+224
DRG1	1	2.09291715494e+226
ADIRF	6	5.24795631237e+224
G0S2	1	2.09291715494e+226
SCRN3	78	1.32877673328e+224
ZNF281	1	2.09291715494e+226
YTHDC2	443	7.91781579975e+222
SPACA9	1	2.09291715494e+226
DDAH2	7	5.0358296188e+224
WDR82	76	1.59918126262e+223
TRIB2	1	2.09291715494e+226
SLAMF7	77	3.95890789988e+223
PYCR1	1	2.09291715494e+226
BNIPL	130	8.18353401536e+223
ENOX2	244	0.0
ZNF266	1	2.09291715494e+226
CPT1A	1	2.09291715494e+226
CSAD	7	5.0358296188e+224
ADH1A	65	1.48193253165e+224
DNAJB5	9	4.44662165937e+224
SOX5	1	2.09291715494e+226
CLIC1	3	8.34894449257e+224
MANBAL	9	4.44662165937e+224
ADSSL1	208	1.58356315995e+223
KLF15	11	3.80887572204e+224
RNF208	1	2.09291715494e+226
NOL7	1	2.09291715494e+226
PKIB	22	2.88729287814e+224
TMEM44	6	5.24795631237e+224
HMOX1	65	1.48193253165e+224
PRR12	210	3.24141259007e+223
ITGB1BP1	1	2.09291715494e+226
GPR21	1	2.09291715494e+226
B3GNT2	442	7.95363624548e+222
TMEM246	442	7.95363624548e+222
FAM8A1	1	2.09291715494e+226
PHAX	51	3.95890789988e+223
ZNF596	1	2.09291715494e+226
ZNF420	23	2.61676935316e+224
KLHL5	16	4.07520357399e+224
RWDD2B	81	7.91960682204e+223
SNRNP35	1	2.09291715494e+226
AKAP8	4	4.45149841547e+224
PLAC9	308	1.6158015611e+223
NDUFB7	77	3.95890789988e+223
MAK	77	3.95890789988e+223
TSPAN2	1	2.09291715494e+226
KLF10	1	2.09291715494e+226
CRELD2	11	3.80887572204e+224
CCBE1	1	2.09291715494e+226
SUV39H2	576	7.91781579975e+222
ZNF579	2	9.07260189771e+224
TMEM98	1	2.09291715494e+226
RILP	1	2.09291715494e+226
PAM16	60	6.86210702645e+223
PPP1R35	1	2.09291715494e+226
NRGN	210	3.24141259007e+223
HEYL	10	4.13544723756e+224
RIDA	24	2.91576249457e+224
HPD	26	1.45823289874e+224
SMS	2	9.07260189771e+224
TPI1	2	9.07260189771e+224
WDR18	7	5.0358296188e+224
ADCY7	1	2.09291715494e+226
CARTPT	1	2.09291715494e+226
SEPHS2	1	2.09291715494e+226
CAMK1G	1	2.09291715494e+226
BBS12	151	9.00476077838e+223
ABCA5	1	2.09291715494e+226
CYP2E1	80	1.04579178106e+224
ZNF282	1	2.09291715494e+226
RFXAP	78	1.32877673328e+224
TCEA3	156	1.58356315995e+223
ZSCAN18	1	2.09291715494e+226
CDC37L1	1	2.09291715494e+226
DDX52	1	2.09291715494e+226
CDK2AP2	1	2.09291715494e+226
TRMT2A	7	5.0358296188e+224
EVI2A	1	2.09291715494e+226
RORC	1	2.09291715494e+226
ABCC1	1	2.09291715494e+226
RPS6KA6	6	5.24795631237e+224
HAAO	1	2.09291715494e+226
ITIH4	118	8.8096812584e+223
C7orf25	18	3.45815948759e+224
MAL	1	2.09291715494e+226
ZFC3H1	4	4.45149841547e+224
ZCCHC14	1	2.09291715494e+226
SKA2	1	2.09291715494e+226
SWSAP1	41	1.28989381385e+224
CLDN7	1	2.09291715494e+226
HGD	1	2.09291715494e+226
HPS6	8	5.22404647553e+224
C11orf57	1	2.09291715494e+226
SLC25A51	10	4.13544723756e+224
PDCD5	5	3.83226726028e+224
OXA1L	1	2.09291715494e+226
GYS2	1	2.09291715494e+226
GYG2	1	2.09291715494e+226
HOXD8	7	5.0358296188e+224
MBOAT7	2	9.07260189771e+224
ZNF135	7	5.0358296188e+224
DHX16	4	4.45149841547e+224
ZBED8	180	3.20788426454e+223
HSF4	1	2.09291715494e+226
CCDC85A	1	2.09291715494e+226
RDH13	173	2.53868985573e+223
MAOB	1	2.09291715494e+226
LOXL1	10	4.13544723756e+224
GALNT6	1	2.09291715494e+226
SLC5A6	1	2.09291715494e+226
ECE2	1	2.09291715494e+226
NMNAT1	93	8.18174299308e+223
DEPDC7	179	2.40221007422e+223
NME4	1	2.09291715494e+226
GKN1	98	3.17070836447e+223
ETV5	173	2.53868985573e+223
DHRS7	173	2.53868985573e+223
LBP	1	2.09291715494e+226
SLIRP	4	4.45149841547e+224
CPD	1	2.09291715494e+226
GLRX	1	2.09291715494e+226
GPCPD1	16	4.07520357399e+224
SNX7	1	2.09291715494e+226
ULBP2	1	2.09291715494e+226
WDHD1	1	2.09291715494e+226
ENTPD4	1	2.09291715494e+226
SDF4	7	5.0358296188e+224
TIAM2	7	5.0358296188e+224
GPR22	174	2.39096284259e+223
MGAT1	2	9.07260189771e+224
CLCN2	10	4.13544723756e+224
SGTA	1	2.09291715494e+226
ETV7	1	2.09291715494e+226
SP110	7	5.0358296188e+224
RDH12	203	7.91781579975e+222
PLA2G12A	1	2.09291715494e+226
RPL13A	1	2.09291715494e+226
LBH	1	2.09291715494e+226
TRMT61B	1	2.09291715494e+226
ACY3	1	2.09291715494e+226
PRRG4	1	2.09291715494e+226
MAPRE2	1	2.09291715494e+226
MTF2	1	2.09291715494e+226
REEP6	1	2.09291715494e+226
CRMP1	7	5.0358296188e+224
NUDT9	1	2.09291715494e+226
RFX6	17	5.28956109109e+224
MAGEF1	1	2.09291715494e+226
RAPGEF5	308	1.6158015611e+223
BCS1L	1	2.09291715494e+226
BARX1	2	9.07260189771e+224
BIRC5	1	2.09291715494e+226
SOX2	1	2.09291715494e+226
TMEM5	250	6.07211646876e+223
GPR3	250	6.07211646876e+223
MBD1	1	2.09291715494e+226
NSMCE3	243	0.0
NDUFB8	9	4.44662165937e+224
C19orf60	16	4.07520357399e+224
DUSP3	68	8.71497044659e+223
SEMA5B	7	5.0358296188e+224
CCL22	1	2.09291715494e+226
FXYD3	2	9.07260189771e+224
MYL3	1	2.09291715494e+226
ATG101	1	2.09291715494e+226
HSPA13	79	4.04595352464e+223
CREB3L4	1	2.09291715494e+226
LRRC4C	1	2.09291715494e+226
ZNF101	1	2.09291715494e+226
CSNK1A1L	145	3.18453544485e+223
JTB	49	4.01292629702e+223
CCNF	1	2.09291715494e+226
WBSCR22	1	2.09291715494e+226
QRSL1	1	2.09291715494e+226
DNAJC13	6	5.24795631237e+224
GSDMB	167	2.41195401212e+223
USP4	7	5.0358296188e+224
SYNE4	6	5.24795631237e+224
SLC38A3	1	2.09291715494e+226
KCTD20	1	2.09291715494e+226
TP53I11	10	4.13544723756e+224
SESN2	24	2.91576249457e+224
ABI3BP	6	5.24795631237e+224
UBR1	6	5.24795631237e+224
AFF1	1	2.09291715494e+226
DGAT1	252	1.58356315995e+223
DBI	6	5.24795631237e+224
HSD11B1	37	8.25137949289e+223
C2orf88	125	4.59162699549e+223
PPHLN1	1	2.09291715494e+226
MZT2B	1	2.09291715494e+226
CCDC6	4	4.45149841547e+224
SHKBP1	22	2.88729287814e+224
ABHD4	16	4.07520357399e+224
CARD10	1	2.09291715494e+226
DNAL4	247	7.91781579975e+222
AMBRA1	1	2.09291715494e+226
GLOD4	1	2.09291715494e+226
PNRC2	1	2.09291715494e+226
SPRED1	11	3.80887572204e+224
GNPNAT1	1	2.09291715494e+226
ALKBH5	4	4.45149841547e+224
SNX13	242	2.73215135468e+223
RNF141	1	2.09291715494e+226
CPNE6	7	5.0358296188e+224
TRDMT1	1	2.09291715494e+226
ECI1	96	1.58356315995e+223
POT1	96	1.58356315995e+223
ZNHIT3	65	1.48193253165e+224
RPAIN	1	2.09291715494e+226
GSTA1	21	2.77579225818e+224
KLHL23	7	5.0358296188e+224
TRIM4	24	2.91576249457e+224
IMPDH1	153	3.97867467499e+223
CNST	1	2.09291715494e+226
TMEM45B	1	2.09291715494e+226
LENG1	76	1.59918126262e+223
JMJD1C	16	4.07520357399e+224
AATK	1	2.09291715494e+226
ZKSCAN5	11	3.80887572204e+224
MFAP1	4	4.45149841547e+224
PPP1R12C	9	4.44662165937e+224
CD83	1	2.09291715494e+226
DHRSX	10	4.13544723756e+224
MRPL20	1	2.09291715494e+226
CRIM1	9	4.44662165937e+224
QKI	10	4.13544723756e+224
MEX3B	1	2.09291715494e+226
ZZZ3	78	1.32877673328e+224
FBXL15	1	2.09291715494e+226
HIC2	1	2.09291715494e+226
OIP5	5	3.83226726028e+224
RHOD	1	2.09291715494e+226
RPRD1A	5	3.83226726028e+224
ZNF205	2	9.07260189771e+224
OCA2	1	2.09291715494e+226
FAM171B	100	4.75068947985e+223
CFHR3	123	1.05725176282e+224
AGPAT2	205	5.38893831095e+223
AP5M1	1	2.09291715494e+226
AP5B1	1	2.09291715494e+226
CYP51A1	1	2.09291715494e+226
RUNDC3B	441	0.0
CCDC90B	7	5.0358296188e+224
ARFGAP3	23	2.61676935316e+224
GALNT7	2	9.07260189771e+224
CMTM6	1	2.09291715494e+226
NPM3	1	2.09291715494e+226
FRZB	1	2.09291715494e+226
SUN1	1	2.09291715494e+226
SYNE2	1	2.09291715494e+226
FUNDC2	1	2.09291715494e+226
GFPT1	1	2.09291715494e+226
INPP5K	7	5.0358296188e+224
MT2A	35	6.33604366209e+223
DHODH	216	4.75964459128e+223
C11orf58	1	2.09291715494e+226
RPS6KA2	129	1.03218168963e+224
OPLAH	1	2.09291715494e+226
CCT6B	1	2.09291715494e+226
DAPP1	155	3.16891734219e+223
IRAK3	23	2.61676935316e+224
ATP6V0B	1	2.09291715494e+226
NTPCR	1	2.09291715494e+226
WDR33	1	2.09291715494e+226
PCMTD2	1	2.09291715494e+226
MRPL4	4	4.45149841547e+224
PCDHB10	1	2.09291715494e+226
ZNF267	128	2.37534473993e+223
RIF1	1	2.09291715494e+226
CEP164	1	2.09291715494e+226
HJURP	1	2.09291715494e+226
RUSC2	1	2.09291715494e+226
NOA1	431	0.0
ATP13A1	1	2.09291715494e+226
CMTM3	152	3.96428096674e+223
TMEM184A	35	6.33604366209e+223
ZNF446	1	2.09291715494e+226
SPG7	2	9.07260189771e+224
C11orf49	69	6.33962570666e+223
EGR2	248	3.16891734219e+223
TFR2	206	6.93689439453e+223
AFTPH	69	6.33962570666e+223
SOX13	1	2.09291715494e+226
PPFIA2	253	7.91781579975e+222
ZNF160	35	6.33604366209e+223
RDH11	1	2.09291715494e+226
APBA2	2	9.07260189771e+224
SRD5A3	1	2.09291715494e+226
NUDT15	1	2.09291715494e+226
FLAD1	7	5.0358296188e+224
GJB3	1	2.09291715494e+226
EDRF1	1	2.09291715494e+226
RPL36AL	6	5.24795631237e+224
NR1I3	1	2.09291715494e+226
APH1A	148	4.77224727725e+223
NACC2	78	1.32877673328e+224
CLDN15	1	2.09291715494e+226
ALG9	1	2.09291715494e+226
RBM33	4	4.45149841547e+224
NPY5R	1	2.09291715494e+226
SQLE	1	2.09291715494e+226
WWC2	1	2.09291715494e+226
ADIPOR1	125	4.59162699549e+223
TOR1AIP1	215	4.60138771285e+223
COMMD3	327	7.91781579975e+222
MTPAP	1	2.09291715494e+226
CPTP	1	2.09291715494e+226
ECM1	1	2.09291715494e+226
RALGPS1	125	4.59162699549e+223
WNT7B	68	8.71497044659e+223
DUSP8	1	2.09291715494e+226
RAI1	26	1.45823289874e+224
DDX17	22	2.88729287814e+224
CAPN11	1	2.09291715494e+226
IMPA2	146	3.21577165018e+223
EFNB3	49	4.01292629702e+223
UGT2B10	1	2.09291715494e+226
PRKAG1	421	7.91781579975e+222
LPXN	2	9.07260189771e+224
OLIG2	202	6.88130717369e+223
TMEM14C	316	7.91781579975e+222
LCORL	114	6.33604366209e+223
CDCA2	1	2.09291715494e+226
ACSBG1	6	5.24795631237e+224
TMBIM1	35	6.33604366209e+223
PCYT2	1	2.09291715494e+226
MRM1	1	2.09291715494e+226
ZNF235	1	2.09291715494e+226
IFNAR2	440	1.58356315995e+223
PPP1R3B	440	1.58356315995e+223
FAM111B	1	2.09291715494e+226
NME3	145	3.18453544485e+223
ZNF423	1	2.09291715494e+226
STAT2	1	2.09291715494e+226
NPHP3	10	4.13544723756e+224
OSBP2	1	2.09291715494e+226
RBM48	7	5.0358296188e+224
FOXB1	23	2.61676935316e+224
RPRD2	4	4.45149841547e+224
ARGLU1	20	2.05224705047e+224
ZMAT2	1	2.09291715494e+226
MTAP	1	2.09291715494e+226
SPATA24	11	3.80887572204e+224
PSME1	16	4.07520357399e+224
NLGN3	1	2.09291715494e+226
FAU	214	0.0
UBTD1	252	1.58356315995e+223
SOX8	145	3.18453544485e+223
MMP1	145	3.18453544485e+223
FJX1	1	2.09291715494e+226
DKKL1	1	2.09291715494e+226
DCXR	330	4.75068947985e+223
MAP3K7CL	1	2.09291715494e+226
CYP2J2	49	4.01292629702e+223
PDE1B	69	6.33962570666e+223
XAGE3	1	2.09291715494e+226
GBE1	1	2.09291715494e+226
EPHB3	1	2.09291715494e+226
DHX58	82	3.17070836447e+223
FUBP3	10	4.13544723756e+224
TIGAR	1	2.09291715494e+226
PILRA	417	0.0
CTPS2	1	2.09291715494e+226
C11orf71	1	2.09291715494e+226
GPRC5B	1	2.09291715494e+226
ATG16L2	16	4.07520357399e+224
GUCY1A3	3	8.34894449257e+224
NELL2	9	4.44662165937e+224
TNRC6C	1	2.09291715494e+226
COX11	1	2.09291715494e+226
TBC1D23	329	0.0
C12orf45	329	0.0
LY6D	1	2.09291715494e+226
ARFIP2	1	2.09291715494e+226
EMP3	1	2.09291715494e+226
NDUFS4	115	3.20065464543e+223
SAA2	154	4.48855330881e+223
TDGF1	1	2.09291715494e+226
CEACAM5	1	2.09291715494e+226
PIGC	1	2.09291715494e+226
FAM49B	2	9.07260189771e+224
PSAT1	2	9.07260189771e+224
TMEM173	120	9.5013789597e+223
COL11A2	7	5.0358296188e+224
AURKC	1	2.09291715494e+226
ATP5E	1	2.09291715494e+226
CYP17A1	1	2.09291715494e+226
NDUFS6	2	9.07260189771e+224
PHF20L1	5	3.83226726028e+224
RSG1	316	7.91781579975e+222
LEFTY2	439	1.58356315995e+223
ACSS3	439	1.58356315995e+223
TCF19	69	6.33962570666e+223
AAK1	1	2.09291715494e+226
MAGEB18	10	4.13544723756e+224
SLX1A	175	3.18811748943e+223
IWS1	4	4.45149841547e+224
TRIOBP	3	8.34894449257e+224
WIZ	11	3.80887572204e+224
DCPS	98	3.17070836447e+223
AHI1	81	7.91960682204e+223
CDS2	1	2.09291715494e+226
RBM6	214	0.0
CTNNA3	78	1.32877673328e+224
STT3A	120	9.5013789597e+223
AK3	1	2.09291715494e+226
DAPK3	26	1.45823289874e+224
ZNF16	1	2.09291715494e+226
CALU	4	4.45149841547e+224
FOCAD	178	2.44724775124e+223
CMTM4	165	7.91781579975e+222
TESK1	328	1.58356315995e+223
FOLH1	1	2.09291715494e+226
LMAN2	1	2.09291715494e+226
KRBA1	6	5.24795631237e+224
TPTE	103	2.38071780678e+223
TRIM52	1	2.09291715494e+226
SPATA20	1	2.09291715494e+226
QSOX1	1	2.09291715494e+226
ZBTB11	1	2.09291715494e+226
OAS3	82	3.17070836447e+223
NMD3	4	4.45149841547e+224
AKR1C1	327	7.91781579975e+222
COMMD8	327	7.91781579975e+222
TAOK1	45	7.95621609423e+223
SLC2A5	95	1.11638781602e+224
GPX1	2	9.07260189771e+224
KNSTRN	2	9.07260189771e+224
TMEM184C	1	2.09291715494e+226
TCF25	1	2.09291715494e+226
ZNF177	143	2.37713576221e+223
ZNF641	5	3.83226726028e+224
TPRN	1	2.09291715494e+226
KIAA1522	102	3.16891734219e+223
DOCK7	7	5.0358296188e+224
NOMO2	69	6.33962570666e+223
MPZ	1	2.09291715494e+226
TFF1	575	7.91781579975e+222
CD300LD	1	2.09291715494e+226
ZNF827	1	2.09291715494e+226
ADAMTSL2	1	2.09291715494e+226
RAB2A	2	9.07260189771e+224
B3GALNT1	1	2.09291715494e+226
ART3	1	2.09291715494e+226
NSMCE4A	119	7.45264719312e+223
FUT9	249	7.91781579975e+222
C21orf59	2	9.07260189771e+224
TBC1D14	69	6.33962570666e+223
ORM2	51	3.95890789988e+223
CYP39A1	139	3.24619342036e+223
ZNF32	96	1.58356315995e+223
SLC45A1	1	2.09291715494e+226
TOMM40L	1	2.09291715494e+226
KANSL2	3	8.34894449257e+224
SPRR2D	2	9.07260189771e+224
PLA2G3	1	2.09291715494e+226
ARMC8	1	2.09291715494e+226
NSMCE1	243	0.0
HNMT	1	2.09291715494e+226
NOL11	50	7.92352489885e+223
C11orf74	14	3.39124887067e+224
PSMG3	1	2.09291715494e+226
THOC7	1	2.09291715494e+226
MECOM	126	4.78192568518e+223
ANKH	95	1.11638781602e+224
DHRS2	1	2.09291715494e+226
PCDH8	1	2.09291715494e+226
RPL6	4	4.45149841547e+224
ZBTB49	96	1.58356315995e+223
ATP4B	1	2.09291715494e+226
SMPD1	7	5.0358296188e+224
MIF4GD	1	2.09291715494e+226
GSR	1	2.09291715494e+226
FBXO28	1	2.09291715494e+226
PRDX3	1	2.09291715494e+226
FEZ2	1	2.09291715494e+226
SAFB2	1	2.09291715494e+226
CYP3A5	173	2.53868985573e+223
IL22RA1	1	2.09291715494e+226
URB1	2	9.07260189771e+224
ADH6	1	2.09291715494e+226
BTNL8	1	2.09291715494e+226
SLC35A3	118	8.8096812584e+223
TRA2A	1	2.09291715494e+226
HSD3B7	241	6.3342526398e+223
WDR59	8	5.22404647553e+224
SAMHD1	1	2.09291715494e+226
GLIPR1L2	1	2.09291715494e+226
SUPT4H1	1	2.09291715494e+226
HSPBAP1	16	4.07520357399e+224
BTAF1	1	2.09291715494e+226
FBN3	7	5.0358296188e+224
PXDN	1	2.09291715494e+226
UTP18	4	4.45149841547e+224
PLK4	177	1.58356315995e+223
ABCA2	9	4.44662165937e+224
ABCG8	1	2.09291715494e+226
UGT1A4	213	3.97144505588e+223
ANKRD35	1	2.09291715494e+226
CRX	8	5.22404647553e+224
FBXL5	8	5.22404647553e+224
NAE1	59	7.94905200508e+223
ADH5	153	3.97867467499e+223
PQLC1	1	2.09291715494e+226
MTA3	153	3.97867467499e+223
KLK10	1	2.09291715494e+226
NR1I2	174	2.39096284259e+223
TRIML1	1	2.09291715494e+226
RCAN2	49	4.01292629702e+223
CAPN10	326	1.58535418224e+223
PHF13	1	2.09291715494e+226
MTMR3	167	2.41195401212e+223
DAO	8	5.22404647553e+224
EPHX2	1	2.09291715494e+226
SUOX	1	2.09291715494e+226
PCK1	1	2.09291715494e+226
UCK1	1	2.09291715494e+226
FABP2	438	7.91781579975e+222
ALDH1B1	438	7.91781579975e+222
SNX27	1	2.09291715494e+226
PNPLA3	1	2.09291715494e+226
RRP7A	2	9.07260189771e+224
TRO	1	2.09291715494e+226
FEM1C	1	2.09291715494e+226
KIFC2	1	2.09291715494e+226
MT-CYB	1	2.09291715494e+226
KCNK4	1	2.09291715494e+226
DIDO1	21	2.77579225818e+224
ZBTB48	26	1.45823289874e+224
ALG12	123	1.05725176282e+224
POR	124	7.12603421978e+223
ESX1	1	2.09291715494e+226
TRAP1	1	2.09291715494e+226
ZSCAN1	10	4.13544723756e+224
MAGEA3	1	2.09291715494e+226
MIPEP	2	9.07260189771e+224
SEPT10	1	2.09291715494e+226
MYO5C	3	8.34894449257e+224
ZBTB26	82	3.17070836447e+223
NTF4	1	2.09291715494e+226
DCTN3	6	5.24795631237e+224
SORL1	1	2.09291715494e+226
C15orf59	1	2.09291715494e+226
EID3	1	2.09291715494e+226
MSTO1	8	5.22404647553e+224
CDKL3	1	2.09291715494e+226
LAMTOR3	1	2.09291715494e+226
AGAP1	16	4.07520357399e+224
BLVRB	1	2.09291715494e+226
WFS1	2	9.07260189771e+224
HYAL3	1	2.09291715494e+226
CDCA5	5	3.83226726028e+224
PHF11	205	5.38893831095e+223
PLK2	68	8.71497044659e+223
RBM15	1	2.09291715494e+226
NREP	1	2.09291715494e+226
CD1A	252	1.58356315995e+223
PTPN4	16	4.07520357399e+224
TMX2	10	4.13544723756e+224
RBM18	1	2.09291715494e+226
TMEM27	1	2.09291715494e+226
AP4S1	1	2.09291715494e+226
TNRC6B	92	5.38111645527e+223
DENND5A	1	2.09291715494e+226
TSPOAP1	9	4.44662165937e+224
ZNF184	1	2.09291715494e+226
ARMC7	125	4.59162699549e+223
METTL18	46	6.35345278704e+223
ZBTB21	437	0.0
ZBTB14	437	0.0
SDHC	24	2.91576249457e+224
HPCAL4	69	6.33962570666e+223
USP53	1	2.09291715494e+226
NECTIN2	2	9.07260189771e+224
MAFIP	3	8.34894449257e+224
FAM118B	1	2.09291715494e+226
AP5S1	1	2.09291715494e+226
ZDHHC12	1	2.09291715494e+226
GPT	1	2.09291715494e+226
MOAP1	9	4.44662165937e+224
ALDH1A1	96	1.58356315995e+223
ALDH2	1	2.09291715494e+226
CCDC115	16	4.07520357399e+224
SHPK	24	2.91576249457e+224
PPP3CC	436	7.91781579975e+222
