"SUID","__mclCluster","name","PRWP","score","selected","shared name"
"9571","68","ARF6","0.0",,"false","ARF6"
"9570","487","USO1","0.23044525232344276","0.12","false","USO1"
"9569","31","FOS","0.02986939275288334",,"false","FOS"
"9568","488","EP400","0.0",,"false","EP400"
"9567","23","ACTA1","0.0",,"false","ACTA1"
"9566","23","MINPP1","0.0",,"false","MINPP1"
"9565","141","WNK2","0.0",,"false","WNK2"
"9564","141","UBE2I","0.0",,"false","UBE2I"
"9563","18","CKMT1B","0.02094956839304025",,"false","CKMT1B"
"9562","18","IKBKE","0.02094956839304025",,"false","IKBKE"
"9561","16","USPL1","0.03737318607877346",,"false","USPL1"
"9560","44","PGD","0.04489086326626707",,"false","PGD"
"9559","489","JAK2","0.23044525232344276","0.12","false","JAK2"
"9558","97","PTPRJ","0.07681508410781426",,"false","PTPRJ"
"9557","490","POLDIP3","0.0",,"false","POLDIP3"
"9556","490","NCBP1","0.0",,"false","NCBP1"
"9555",,"ECHS1",,,"false","ECHS1"
"9554","29","MDM2","0.02891891313964045","0.128001297944","false","MDM2"
"9553","29","DAAM2","0.02891891313964045",,"false","DAAM2"
"9552","98","MERTK","0.07698884102638144",,"false","MERTK"
"9551","98","BMPR2","0.07698884102638144",,"false","BMPR2"
"9550",,"OTUB1",,,"false","OTUB1"
"9549","1","DDX23","0.012177881806076412",,"false","DDX23"
"9548","210","NOD2","0.0",,"false","NOD2"
"9547","709","NLRP1","0.0",,"false","NLRP1"
"9546","491","ANP32A","0.0",,"false","ANP32A"
"9545","491","GZMA","0.0",,"false","GZMA"
"9544","97","PTPRK","0.07681508410781426","0.12","false","PTPRK"
"9543","1081","PXN","0.0",,"false","PXN"
"9542","12","ZNF395","0.01555478517423488",,"false","ZNF395"
"9541","12","HDAC1","0.01555478517423488",,"false","HDAC1"
"9540","267","CDC6","0.16398378449586842",,"false","CDC6"
"9539",,"ATR",,,"false","ATR"
"9538","5","DARS2","0.0",,"false","DARS2"
"9537","5","AIMP2","0.0",,"false","AIMP2"
"9536","710","HIST2H3D","0.0",,"false","HIST2H3D"
"9535","123","KMT2C","0.0",,"false","KMT2C"
"9534","3","MELK","0.03145662089562713",,"false","MELK"
"9533","359","BABAM1","0.0",,"false","BABAM1"
"9532","91","BRF2","0.07090623148413623",,"false","BRF2"
"9531","91","KDELR1","0.07090623148413623","0.12","false","KDELR1"
"9530","42","MYC","0.09112033794830789","0.137974752687","false","MYC"
"9529","1082","AP2A1","0.0",,"false","AP2A1"
"9528","268","HSPA4","0.0",,"false","HSPA4"
"9527","711","DNAJB11","0.0",,"false","DNAJB11"
"9526","1","RHOH","0.012177881806076412",,"false","RHOH"
"9525",,"ARHGDIA",,,"false","ARHGDIA"
"9524","712","NFKBIA","0.0",,"false","NFKBIA"
"9523","69","UBE2D2","0.12304314010735654",,"false","UBE2D2"
"9522","269","PLD1","0.0",,"false","PLD1"
"9521",,"RPS6KA3",,,"false","RPS6KA3"
"9520","174","NEFM","0.0",,"false","NEFM"
"9519",,"FNBP1",,,"false","FNBP1"
"9518","35","MAP1LC3C","0.0",,"false","MAP1LC3C"
"9517","2","MS4A1","0.021103014264714916",,"false","MS4A1"
"9516","70","CSNK2A2","0.06159107282110515",,"false","CSNK2A2"
"9515","32","CTNNB1","0.042649441823689314","0.172118889394","false","CTNNB1"
"9514","1","RBMX","0.012177881806076412",,"false","RBMX"
"9513","1083","SRRM1","0.0",,"false","SRRM1"
"9512","211","HIST1H3J","0.0",,"false","HIST1H3J"
"9511","12","GATAD2B","0.01555478517423488",,"false","GATAD2B"
"9510","2","FER","0.021103014264714916",,"false","FER"
"9509","71","CDH1","0.21337276718513393","0.13743517945","false","CDH1"
"9508",,"SIAH2",,,"false","SIAH2"
"9507",,"PIAS3",,,"false","PIAS3"
"9506","360","USP8","0.0",,"false","USP8"
"9505","360","CHMP6","0.0",,"false","CHMP6"
"9504","270","GPRASP1","0.0",,"false","GPRASP1"
"9503","713","F2RL1","0.0",,"false","F2RL1"
"9502","63","RERE","0.1200586848535038",,"false","RERE"
"9501","361","LZTR1","0.0",,"false","LZTR1"
"9500","1084","CBX8","0.0",,"false","CBX8"
"9499","124","CENPA","0.0",,"false","CENPA"
"9498","1085","HIST1H1A","0.0",,"false","HIST1H1A"
"9497",,"SUZ12",,,"false","SUZ12"
"9496","80","UBASH3B","0.0",,"false","UBASH3B"
"9495","18","ACTR6","0.02094956839304025",,"false","ACTR6"
"9494",,"PCBP1",,,"false","PCBP1"
"9493","362","EIF1B","0.0",,"false","EIF1B"
"9492","714","COPZ1","0.0",,"false","COPZ1"
"9491",,"TRIM29",,,"false","TRIM29"
"9490","363","SNAPC1","0.0",,"false","SNAPC1"
"9489","1086","GOPC","0.0",,"false","GOPC"
"9488","142","JUN","0.10242011214375234",,"false","JUN"
"9487","58","PBK","0.0542224123113983",,"false","PBK"
"9486","271","MBP","0.0",,"false","MBP"
"9485","58","CKS1B","0.0542224123113983",,"false","CKS1B"
"9484",,"PSMD9",,,"false","PSMD9"
"9483",,"WDR77",,,"false","WDR77"
"9482","715","LSM11","0.0",,"false","LSM11"
"9481","4","GABRA3","0.04954156216205304",,"false","GABRA3"
"9480","4","PIK3R1","0.04954156216205304",,"false","PIK3R1"
"9479","272","RPL3","0.0",,"false","RPL3"
"9478","492","SGK1","0.0",,"false","SGK1"
"9477","68","DCTN1","0.0",,"false","DCTN1"
"9476","1087","TRAF3IP1","0.0",,"false","TRAF3IP1"
"9475","493","SNX6","0.0",,"false","SNX6"
