127	2.72727272727e-34
241	4.28571428571e-31
477	6e-25
337	1.5e-23
467	4e-21
69	1.66666666667e-16
1349	2e-16
32	9.09090909091e-15
816	3.33333333333e-13
863	6.66666666667e-13
2	2.32142857143e-12
317	3.33333333333e-12
124	8.33333333333e-12
1099	1e-11
652	2e-11
65	5.26315789474e-11
452	6e-11
26	7.69230769231e-11
744	1e-10
76	5.88235294118e-10
404	1e-09
430	1e-09
105	1.53846153846e-09
340	1.66666666667e-09
155	2e-09
159	2e-09
1007	4e-09
946	6.66666666667e-09
1	6.91940197694e-09
1305	1e-08
104	1.53846153846e-08
331	1.66666666667e-08
716	2.66666666667e-08
4	4.16733333333e-08
23	4.76190480952e-08
7	4.90196078431e-08
1226	5e-08
9	5.15463917526e-08
171	6.66666666667e-08
28	1.08108108108e-07
635	1.25e-07
63	1.57894736842e-07
47	1.66666666667e-07
374	2e-07
695	2.33333333333e-07
580	2.5e-07
137	3.63636363636e-07
195	4.44444444444e-07
417	6e-07
230	7.5e-07
1196	1e-06
1353	1e-06
947	1.33333333333e-06
949	2e-06
775	2.33333333333e-06
