rank	biomarkers	candidates	cluster
328	PIK3R1	EPS15,PAX3,PLCG1,SH2B3,FANCA,ABL1,ABL2	ASB16,TGDS,RAPGEF1,NCK1,DAB2,EPX,ADAMTS2,KIFC2,CACNA1F,DLGAP2,DLGAP3,PYGB,DLGAP1,DLGAP4,CUL7,PRX,ARHGEF11,WNK2,TDRD1,EXTL3,LRRC3,SEMA7A,OSBPL5,AKAP6,HCN2,MYLK,NFS1,CDON,DKKL1,SNX3,ISG20L2,DOCK3,GAB3,POLR1B,BAZ2A,NCKAP5,CCKBR,LRRK1,GSX2,TULP1,AFF2,TULP4,PRKG2,DLX4,CSDC2,OXT,DNASE1L2,EFS,GTF2IRD1,NFASC,DTNBP1,GLMN,GCFC2,ABCG5,CDC27,TMEM74B,SEPN1,SLC22A3,NXPH3,MYO1C,CSMD2,SHROOM2,CD300LB,SOS2,GABRA3,SNX17,FAM110A,SNX12,CDKL5,NPVF,CAST,C6,RIMS2,PHACTR2,CELSR3,IL3RA,LRBA,TPSB2,WDR61,SCARF2,GSTZ1,SLC23A1,CHRD,PREP,ASAP2,MAP4K1,MKI67,MAP4K5,MSH5,CNTNAP1,GABBR1,P2RX7,MEPE,PPFIA3,FYN,UHMK1,BRPF3,APOL5,VPS13A,SUV39H2,GLTSCR1,SLC24A1,ABR,PRICKLE3,DUSP15,GPR45,SHANK3,ZC4H2,PCDHA7,KIF13A,ARHGAP33,CKAP5
329	-	KAT6B	TAF7,TBPL1,TAF4,TAF3,ESCO2,PHF21A,TAF5,TAF1L,TAF13,TAF12,TAF11,PFKL,ERCC1,TAF9B,ING5,HIST3H3,JADE3,TAF8
334	-	HOXC11	EXOSC10,DPF2,CHD3,KIF1A,NEPRO,SUB1,TBX21,SP1,ESRRB,DRG1,C11orf58,LUZP1,PHOX2A,MT-ATP6,MYL6B,KLF9,RNF19A
336	-	MLF1,BCOR,MALT1	TBRG1,ANO6,ADAMTS10,ALOX5AP,CNTNAP5,ZNF721,EHMT2,CEBPD,ZNF510,DNAJC18,DNMT3B,IRGQ,LTBP1,IGSF22,OMA1,ING4,TMBIM6,POU1F1,ACYP2,CYP19A1,TXNDC11,FRAT1,ULBP2,GPD1L,MAP3K11,BFAR
343	ERCC2	-	GTF2H3,GTF2H1,CDK7,GTF2H5,GTF2H4
351	-	NIN,AXIN1	DAB2IP,DACT1
356	PPARG	-	CHD8,RBBP5,MARCH6,CEP350,CCDC88A,HNRNPUL1
357	-	VHL	OTUD7A,GLRX5,SFXN3,MYCBPAP
358	-	POT1	CTC1,TPP1
366	ZBTB16	-	HBEGF,ATP6AP2,HDX
368	-	PPP6C	AURKA,JTB
370	-	MYH9	MYH10,OVGP1,MYH14,LLGL1,AKAP10,TRPM6
371	-	WRN	NLRP2,H2AFX,TNNI3,NHEJ1,TDP1
375	-	KCNJ5	KCNJ3,IDH3A,ETFB,TMUB1,HTR4,GNG12,RAB18,ADRB2
376	-	CHD4	MBD3L2,POLD3,DPEP3
378	-	DDX5	TXN2,GOLIM4
379	-	SDHAF2	IGBP1,HEXA,UBE2R2,THADA,NUBP2,TIPRL,RNF214,SNRPF,C9orf78
392	-	ERCC5	GTF2H2,GADD45A
394	RB1	-	GSR,BNC2,HOXB2,RBP2,DYRK1A,DYRK1B,AP1AR,MAPRE3,TROAP
395	ERG	ZMYM2,ARHGEF12,LRIG3,THRAP3,EIF3E,RPL22,RPL15,ZCCHC8,FLII,TPR,SND1,PCBP1,DDB2,CLTCL1,PTCH1,MNX1,STRN	TAP1,ZCCHC11,SART1,STK10,BUD31,CCDC146,SRSF10,TKT,FAM114A1,ZC3H10,METTL18,FAM114A2,MEI1,ZC3H18,OSGEP,SF3A2,PPP2R2D,SRP14,STK4,RAB40B,PTRH2,STRBP,HNRNPDL,TUBB4B,AKAP8,EIF2A,POP1,ENC1,EIF5A2,NYAP1,STK38L,TUBE1,YBX2,PABPN1,CAPZB,TNFSF10,RPS27L,RRP1B,RIT1,UROS,GTF3C1,GPRASP2,IFIT2,IFIT1,CCT8,RPL7A,XPO5,PANK4,CCT2,CCT4,CCT5,BCDIN3D,TIMM13,FBXL17,ARIH2OS,KIF1BP,HNRNPCL1,MAP3K8,FAM199X,PYM1,GARS,MCCC1,RPS6KA1,SNRPB2,PSMD13,KRT16,FBXO30,KRT10,GFPT2,DCD,EIF4A3,RRP15,KLHL26,KLHL21,KLHL22,KLHL28,AKAP11,PSMD9,CCDC184,NEDD8,STRIP1,RPS4Y1,PHAX,PRAME,TPRKB,ARF4,S100A9,HIST1H2BJ,RBM19,S100A6,LARS,CPOX,PRND,MOB2,RNF20,MOB4,RIOK2,BDKRB2,SPIN2A,ATP1A4,CUL2,MARS,CMTR1,RBM7,IGSF8,PSMD8,RPL23A,EEF1A1,ARL15,TTC7B,EIF2S3,CAD,DYNC1I2,DDX18,POTEJ,ILVBL,ATP6V1B2,DYNLRB1,TRA2A,RNMT,FBXO46,APPBP2,HEATR1,ATG4C,DCAF4L1,SFSWAP,LRRC2,COPS7A,RPL14,HAP1,ACTR3,FN3KRP,RBMX,RPS29,RPL27,EEF2,SLC1A3,TRMT112,ORAOV1,PCK1,NUDCD3,RPGR,MAN1B1,PRPF8,LRRC42,RCBTB1,TRNAU1AP,USP25,PRPF6,GNL3,LBP,EIF3K,ASB4,EIF3A,EIF3B,EIF3D,DYNLT3,STRAP,RARS,MTMR9,CIRBP,KNDC1,RAB5B,FAM69B,REV3L,SNU13,SEC24C,NTPCR,ZNF846,EFL1,HNRNPH1,UQCRC2,DBT,ZNF699,RPL37A,COPS3,RPL27A,TENM4,COPS6,TEFM,COPS5,PINK1,LAMB4,CBWD2,DDX50,FTSJ3,DDX55,STK25,CDC42BPB,SF3A3,C10orf55,BUB3,FIGN,NUDT7,DLAT,BOP1,EIF4H,AGMAT,CCDC9,EIF4B,DNAH2,FAM103A1,RPL7L1,SNX22,DMWD,SPATA5L1,KRT75,EPHX1,KRT76,KRT71,TMC1,RPLP2,RPLP1,RPLP0,KRT78,RFC3,STXBP1,OXSR1,ZBTB10,CDT1,SNRPA1,RPS6KB2,CYB5D1,ZNF346,HNRNPL,FBXW2,KLHL12,DPAGT1,KLHL15,KLHL17,KLHL18,HNRNPA3,HNRNPA0,IGF2BP2,CNNM4,RTCB,GDPD3,RPL10A,RAD52,LPAR2,RPL10L,XAB2,POLA1,SF3B5,PRDX6,SF3B3,SF3B2,MRPS15,H1F0,C20orf196,NOP58,SCARA5,IFIT3,NOP56,ARHGDIB,FEM1B,FEM1C,OGFR,SRSF5,VASN,ATAD3B,CASC3,KBTBD13,PM20D2,DDX23,TOE1,DDX21,DDX24,SSR1,BCKDHB,NCDN,DEFB127,DCAF8,NDUFB9,ZFR,FBXO17,RBM4B,USP43,UQCRH,NAALADL2,SNRNP200,NACA2,TMOD3,PPP1R3A,TFB2M,ZNF570,IFIT1B,FAM110B,CUL5,TAGLN2,KLHDC10,CUL1,LUC7L3,CUL3,IARS,VRK1,SLC25A5,SLC25A22,RPL10,RPL11,RPL12,RPL18,RPL19,GPATCH1,DNAJA2,RBM42,DNAJA1,SNRPD3,SNRPD1,KPNA6,KPNA4,KPNA3,KPNA1,GAR1,KDELC1,ENAH,ACSBG2,NOP16,ATP6V0A2,EIF5B,PPM1G,DCAF12L2,SRSF6,HSPH1,USP45,USP44,SRSF9,NARS,PDPR,TRPM8,RPS3A,PJA2,SURF4,LIN28B,ATG10,RPP25L,RSL1D1,CDK9,C19orf70,ABCA10,RWDD4,UBE2M,GALK1,GINS4,MRPS26,MRPS23,MRPS21,PRPF19,ASPRV1,PHF5A,MSMO1,FARS2,BAG1,RPS12,RPL18A,KRT3,KRT2,C12orf10,RPS3,RPS2,KRT5,HP1BP3,TP53RK,RPS9,RPS8,FLG2,CD81,DHX57,KRT84,MCCC2,PSMA2,AKAP8L,KRT6B,ICAM1,SF3B4,UGGT1,RPS26,RPS27,ZNF326,RPS23,RPS21,RGSL1,WBP11,QPCT,PRKAA1,NT5DC4,QARS,NUP50,RPSA,DCAF12,PBDC1,RPL3L,SEPT10,PPP1R15A,FARSB,TMTC2,PPIH,PPIE,CALR3,PPIA,MYO10,CLCC1,CEMIP,UFM1,SPATA21,USP9Y,FAM83B,MICU2,PDCD2L,CLPB,RPL29,RPL24,NAP1L2,RPL26,RPL21,RPL23,TTC37,COL19A1,SUCLG2,IK,GTPBP1,RHOBTB1,SAMHD1,UTP14A,SRRM2,PURB,PON2,EPB41L1,PLOD2,PRUNE2,ASB13,ZRANB3,TMOD2,DARS,LSM12,ATP9A,ZNF76,BORA,NOSIP,C19orf43,GRK2,GRK3,CSNK1E,KLHL8,APEH,MAGOH,EIF3CL,KCTD12,VWA7,RANGAP1,KRT24,RPS16,SERPINB3,PA2G4,CWC15,KLHL9,KCTD13,RPS7,KCTD10,BRSK1,EEF1G,FBXL3,KCTD18,RPS5,SRPX,RHOT2,RPL8,SLC7A9,RPL6,RPL7,CCDC39,CCDC68,KLHDC2,KLHDC3,KRT8,KBTBD2,TUBA1C,NKAPL,KBTBD8,PDHA2,LANCL1,CTNNBL1,UBXN7,TTC5,DCHS2,FAF1,DCUN1D1,DCUN1D2,DCUN1D3,DYNC1LI1,HIST1H2BM,MTFR2,HIST1H2BH,PBK,KRT6A,SLC25A43,LRRC14,TNFAIP1,RBM25,RBM22,BTBD8,NUP155,IPO9,POLRMT,AGO4,AIFM1,BTBD1,BTBD2,NUP88,POF1B,HIST1H2BN,RBM3,RPL35A,STOM,PDXK,ATP5O,EFCC1,HNRNPH2,SHKBP1,RPL13A,MRPS34,RPL9,TRMT6,POLD1,DCUN1D5,FASN,HNRNPM,PPP1R12B,SNRNP70,RPL4,NIFK,NDUFA5,STOX2,EEF1B2,COPS4,HIST1H1D,NAP1L4,C7orf50,HNRNPUL2,YTHDC2,PRPF39,SMU1,TSR1,FBL,RPS13,KCTD2,RPS11,RPS10,RPS17,KCTD6,RPS15,RPS14,AAR2,RPS18,DHX30,DCAF11,RPS25,HIST1H2AJ,HIST1H2AD,YAE1D1,CAND1,UBQLN2,PLOD3,CPNE7,CRY2,ZNF554,GNA15,TRMT10C,LDHD,DCAF7,KCTD20,KCTD21,ADAMTS17,DPY19L4,PRPS1L1,TMEM165,SNRPC,SNRPA,SNRPG,SNRPE,RPL26L1,CFAP58,RPL38,RPL36,RPL35,RPL32,RPL30,HADHB,EMG1
397	-	ATIC,ATP2B3,PAFAH1B2,YWHAE	GSS,CAPNS1,RAB11FIP5,HMGB3,MYO1E,EIF5,TBCB,PLEKHO2,PAPSS1,ASB6,KCNK9,PPP1R2,TRAT1,CFAP43,PAPOLA,SCPEP1,YWHAH,PIK3R4,CAPN2,REEP1,APAF1,ARHGAP45,NOS3,MCTS1,PDIA4,ZFP36L2,TPH2,ATP2B1,OGFOD1,ATP2B2,CBY1,ATP2B4,RAB11FIP2,ISOC1,PTMA,AGXT,RARRES3,CALCA,PROSC
400	-	PAX7	FHL1,CLMN
404	CTNNB1	BCL9	CDH10,CDH12,CDH15,CDH17,AHCTF1,CDH18,CLEC4C,CTNND2,ERMN,SOX1,RPL41,RAB8B,PTN,FCER1G,PTK7,SOX17,CDH9,NEURL2,PHC2,ZBTB33,DOT1L,RBM39,CDH7,CDH6,TCF4,TCF7,FERMT2,BCCIP,USP33,HIC1,IGFBP2,PRPF38B,TACC3,JRK,RUNX3,L3MBTL3,GRIP1,PTPRM,VEZT,FGF20
410	-	MECOM	ELF1,FOSB
411	BCL2	-	NAF1,CISD2,AVEN,BLID,MEX3D,AGO1
414	-	EIF4A2	DNAH5
420	-	REL	FAM117B,ILDR2,KIAA0930,C1orf106,WDR37,SHROOM1,PDZD11,SFN,NBPF15,CDC42BPG,TPD52L1,SAMD4A,REEP3,FAM53B,REEP4,PACS2
423	-	BMPR1A	TGFBR1,ACVRL1,IGSF1,BMPR1B,FKBP1B,LRG1
427	-	TRIP11	SEC22A,CEP68,USO1
430	-	TCEA1	CCNT1,HEXIM1
431	FAS	RHOH	RBM5,KLHL20,RFC5,CNKSR1,KLK10,HABP4,CRCT1,MRPS12,PAEP,DDIT4,ARID4B,CEP126,CRADD,HSPBP1,AKR1C3,SIK2,NEFL,CETN3,MPHOSPH6,EPPK1,MAP3K3,WDR62,MAD2L1BP,RIF1,HSPB3,MRPS6,SERPINB9,FXR1,ANKRD24,TRDMT1,SUPT5H,ETHE1,PCDHA4,GPC1,CKMT2,SGO2,CCDC106,GSTM4,PQBP1,HLA-DQA1,PLEKHA4,BRMS1,GIT1,PSG9,PPP2R5D,GC,DZIP1,PPP2R5A,NRBP1,TDGF1
435	-	CTCF	NUDT5,HSPB9
439	-	TRIM33	ZNF140,TRIM28,ZNF256
444	CD74	NF1,ETV6	CHST11,DHX58,CTBS,CDKN2AIP,IRF8,GPR18,GUCY1A3,CST9,CHRNA1,GUCY1B3,BANK1,LY86,CST5
445	-	CD79A	COL8A1,TNFAIP6,FN1
448	HSP90AB1,ERBB3,FLT4,MDM4,BRAF	BTG1,PTK6,NTRK3,PRDM1,MAP2K4,FBXW7	BAG2,FBXO18,TRIM17,ASB17,FBXO10,HSPA8,ARAF,RCBTB2,HIPK4,G2E3,TYK2,ZNF74,MS4A1,ASB2,ASB3,MAP3K9,DLG4,GAN,GRK7,GRK4,STYK1,CAMK4,NTRK2,PARK2,IRAK3,NPR2,TBX22,FNTB,VRK2,CAMK2D,HLA-DRB3,CAMK2G,TRIM74,KRT27,HLA-DRB5,KLHL6,SEC24D,BAMBI,KLHL1,KSR2,TESK2,FBXL8,NR3C2,EIF4G1,FBXL2,GSK3A,KAT5,NR1I3,NR1I2,FBXO3,KRT7,ZBTB20,INSRR,ZNF215,ALPK1,MYO3B,ACVR1C,ACVR1B,KCNG1,NUAK2,GAB2,TRIM36,AURKC,DCLK2,KCNA6,STIP1,NEK11,PIM3,IARS2,KBTBD4,TADA2A,CORO1C,FBXL13,FBXL14,WSB2,ANXA11,FBXL18,BMX,CHEK1,KLHL36,KLHL34,KLHL32,CDK11A,KLHL38,IBTK,RAG1,HERC4,HERC6,RHOC,SPRR2A,PAK6,VPS41,TNK2,RPS6KA2,FBXW11,RPS6KA5,MOS,PPARD,FBXO34,TRIM8,CAMKK1,STK33,UTP20,AXL,CLK3,FBXO38,TRIM7,KLHL25,FOXP2,ISX,EPHA4,KLHL29,EPHA1,XRCC4,DYRK2,FBXO4,DYRK4,SPSB3,FBXO9,SPSB1,GPKOW,CDC7,CEP164,ECD,STAT2,SKP1,RPS6KB1,MAPK4,FBXO27,FBXO25,TCF25,AREL1,KLHL10,ACVR2B,KLHL13,SH3RF2,FBXO40,RPS6KL1,DLX6,GSG2,MYLK4,TNK1,CAMKV,FER,FES,BBX,DET1,NFRKB,SRPK3,CAMKMT,SGK3,SGK2,RGS11,EIF2AK1,RPS6KC1,PREB,RNF149,CXXC1,SREBF1,AATF,STK32B,C18orf8,DMRTA1,GTF2IRD2,MAP4K2,TRIM73,MAP4K4,LIMK2,SH3RF1,KCTD8,IRS4,RAP2A,C20orf194,KLHL14,PRKY,PRKX,TSSK3,MINK1,CDK18,AMHR2,CDK15,FASTK,VPS33B,RGS6,RGS7,SYNJ1,KCNS3,HOMER3,RGS9,ICK,PRKCH,PIM2,ZC3H7B,PIM1,PRKCA,REST,FOXD4L6,ARMC5,SHANK1,POGK,TIE1,THAP4,ZBED4,TFDP3,BTRC,TRIM49,RAPSN,PDK1,MAP3K12,MAP3K15,SIM2,ZBTB49,PSKH2
449	MED12	AFF4,ELL,MLLT1,AFF1	MED28,MED21,MED20,MED25,MED26,ICE1,MED1,MED6,MED7,MED4,MED9,PPARGC1A,MED10,MED11,EAF2,MED13,MED14,MED16,MED17,MED18,ELL2,MED30,MED31,POLR2F,POLR2L,POLR2K,USPL1,MED13L,OBFC1,CDK8
450	-	JAK3	EPS8L1,EPS8L2,EPS8L3,CD3E,EPS8
451	-	BLM	MVP
453	-	DCTN1	GANAB,MACF1,FBXO8,MAGEA6,ECT2,CCNA1,ARF6,PCBP3,SAP18,DDX19B,GTF2I,ARMT1,PLS1,ATXN2L,HDLBP,MAPK8IP3,RAB21,RGS10,MTHFD1,KIF23,ACLY,ATXN2
458	ETV5	KDSR,DDX10,AMER1,SF3B1,MKL1,IL6ST,MLLT11	AGL,HSF4,MGARP,CTRL,ELOF1,ISL2,AGXT2,ANP32D,GDF5,GGPS1,CCDC94,GSDMB,CYP4F11,BCLAF1,COX20,CGREF1,FOXF2,CYP51A1,CDH3,DMTF1,METTL7B,IFITM2,UBE4B,HK1,AHI1,PER2,GUK1,ABLIM2,ABHD2,GSTA3,RAB40A,BMP6,H2AFV,CXCL9,C22orf46,C1QB,CSF3,ZCWPW1,GNG5,PID1,DMRT1,CD1E,DIRAS3,C9orf3,C1orf21,C1GALT1,MIIP,CYSLTR1,CHD1,COPZ2,BMF,EGR2,ADAR,EGR1,EN1,GBA2,HMMR,EPHB1,CPNE6,PAX6,BLK,ING1,KRTAP12-1,ERLIN1,HLX,CAMSAP1,GLYCTK,ITM2C,MELK,KRT14,IL11RA,EMC2,EFCAB6,CLK4,GADD45B,ATP5H,ALKBH1,MUT,MOAP1,HTN3,GOLPH3L,IDS,PRKCSH,SMPD1,IL1A,STAT1,SLC8A1,CLPS,CITED4,ASH1L,ART4,PDSS1,CHRNA2,CRYGA,ADK,IL15,IRS2,HOXA2,LPAR3,ARL4A,KIF20A,COLGALT2,MAP4,CAMK1G,CDH16,CMYA5,MYADM,MAP7,BAALC,BMPER,BCL9L,ELF2,LRRC29,DYDC2,KLF11,CAMLG,CDKN3,BLZF1,GCLC,KCNK2,KCNK3,CDCA2,LINC01587,FAH,COPG2,KLF2,HSD17B2,APOL4,FOLH1,KISS1R,DPY19L2,TTLL3,BCL2L14,VCL,CRYM,SLN,ANKRD7,ABCC12,NFIC,E2F5,KDM3A,C1QTNF2,RNF122,FUT1,NFIX
469	-	CLTC	ARRDC4,AVPR2
473	-	XPO1,DICER1	DCPS,DDTL,CAMK1D,PFDN6
476	-	PDGFB	COL6A1,PDGFA,COL5A1,LYVE1,COL3A1
478	-	TFRC	LAPTM4A,PXK,B4GALT1,MARCH1,SPPL2A,KCNA5,MARCH8,IL1R1
479	-	SYK	FCRL3,CD72,CLEC1B,TRAIP
