rank	biomarkers	candidates	cluster
544		ARVCF	INSC,CLDN17,SLC6A5,SDK1,SCN10A,AMMECR1L,LRRC3B,ARHGAP6,SCLT1,GPR142,GAS2L2,PKDREJ,LNX1,WNT8A,CLDN2,CLDN3,CLDN7,EPHB3,NKD2,RASL11B,ARHGEF16,CTSO,PSME3,PTGIR,BAX,EPCAM,GIPR,GJD4,ORMDL3,MRPS24,BPIFA1,ZADH2,PRR13,HUNK,PDE6D,CAMK2N2
567	PENK		AUP1,GJA4,WLS,KCNF1,OPRM1,VAPA,DOK4,DOK5,OPRK1
570		HIST1H1T,PLAG1,ASF1B,NSMCE2	ZCCHC12,MTBP,SUMO1,CASP8AP2,RBM15B,MAFG,ZNF141,RPF2,SOBP,PIR,SUMO3,C5orf42,ZNF362,OTUD6B,ZNF675,ZCCHC7,PLAGL2,PAK1,VPS72,ELAVL4,MRPL27,ELAVL3,MX1,NOX5,SETBP1,ZFP91,RBAK,MTDH,RCN2,UROC1,PPM1J,H3F3C,ZNF281,ZNF224,PRSS50,TSHZ2,HERC2,BLVRA,BCAM,SMCHD1,ZFHX2,POLN,LGALS13,NANOG,FZD8,KCNC3,SMC5,SMC6,ZNF431,RBM15,ZNF107,BIRC8,BEND3,PAF1,RABL2A,SALL4,FOXL2,IGF2BP1,UHRF2,LRP4,ADARB2,AGPAT5,NSMCE1,GPSM2,KCTD1,KTN1,STAB2,SOX3,GNAT2,HIST1H2AC,MZF1,TFAP2C,TFAP2B,KCNK1,KLF7,PFKM,MBD1,POTEE,GFAP,FAM179B,ANXA5,SYDE2,ANLN,PRKCZ,TRIP12,RCC2,AIRE,RNF168,NKTR,MAP3K14,ZNF91,MYLK2,KAT6A
577		PAH	BCAN,PCBD1,SSX3,LRPAP1,MIS18BP1,SEPHS1,DIP2C,SOWAHC,QDPR,HNF1B,LRP1B,CHMP2A,ATP1A3,ZNF23,ZNF263,ATG14,PAPOLG,FAM135A
592	MYC	NCAPG2	PGAP1,IPO11,GIGYF2,DCLK1,ATP6V1H,UST,DNM2,SORBS1,DHX37,NCOA3,CHD5,SCD,NOC2L,ICA1,SMARCAD1,SIRT6,SIRT5,NCAPD3,KLHL5,NOL9,GIPC1,BTAF1,EXOC3,GLUD2
596		MOXD1	KMT2C,KMT2B,WDR5,WDR53,ASCL2,YEATS2,SETD1B,WDR5B,WDR82,PAGR1
597		CAMK2N1	GRIN2B
607		RAD54L,EFNA5	IL1RAPL1,BCKDK,MSL3,EMX2,KIF26B,DHTKD1,CSMD3,NKX2-8,ME3,MAFA,CCDC149,ACER2,HLA-DRA,BMS1,CIITA,GMFB,CIDEC,CDK3,FAM227B,FSCN1,LGI2,TMEM30A,IRX1,CADM3,ATOH8,ARHGEF10,INTS2,WTAP,FAM19A5,LYL1,LIAS,MIER3,STAG3L3,CREB1,HOXD3,ASCC3,MXRA5,SLC2A11,KBTBD11,MMP25,CACNA2D3,COX7A2,KAAG1,KIF3B,DBR1,PMAIP1,DCDC2,KAT8,SNAP91,ALS2CR11,CENPW,MAPKBP1,COL14A1,CRTC3,CCDC84,FANCD2,ELOVL5,MAF,RAD51C,GREB1L,EME1,HOXA9,DTWD1
614		GOLPH3	GCNT1,STMN2,CCDC80,CCT7,MYO18A,HSPA14,RSU1
626		MCM10	ERCC8,LRWD1,TLE2,ORC2,RAG2,DCAF10,DCAF17,DCAF16,DCAF15,SAP30BP,DDB1
631		MCM4	ORC4,NCKAP1,CAP2
636		MIB1	DLL1,NOV,MFNG,CNKSR3
638		MFAP4	RAB7B,RNF115,RILP
641		KCNN2	ZRANB2,FBXO15,SFMBT1,SRSF12,MKNK2,ARHGAP26,MBNL3,METTL14,LARP1,NSRP1,STAU1,SPAG11B,KCNAB1,KIAA1841,SETD3,EPB41L4A,ZNF444,FAM76B,WDR55,H2AFY,DDX47,MRPL43,ARHGAP12,SERF1B,HMGN3,NOVA1,C16orf78,SLAIN2,MAPKAPK5,LUC7L,SRSF4,DUS1L,YPEL3,YPEL2,TULP2,SRSF8,C11orf52,CHEK2,ZNF514,SPANXN4,C6orf201,TFEB,SERPINB10,POLR2E,ARGLU1,FGF1,DNAJC8,RBM23,SERBP1,CLK1,C11orf63,EPHA7,EPHA3,TNFRSF10C,ADPRH,NOL4L,YTHDC1,TNPO3,C18orf25,DAW1,SEC23B,PELI2,LCE3D,CDKL3,RIMS4,FGF12,DUSP6,CLIC5,ARL6IP4,EFNA2,FERMT1,C11orf87,SRPK1,TRIM65,TAF1B,EMILIN1,TAAR8,NXT2,PRKACA,MYO16,CRHR1,CSAG1,ZMYND11,SPATS2,OCEL1,CAB39L,P2RX6,ZRSR2,NSMCE4A,OR6B3,TRA2B,RSRP1,HNRNPA1,SCAF11,CDC42EP3,SRSF7,SNF8,PHF7,HOXA3,ALKBH3,LINC00312
658		KHDRBS3	TM2D2,FAM168B,PPP4R4,ERC1,CD58,MYO1D,ZNF321P,STAC,HABP2,CT55,TPK1,NLRX1,TMEM159,ZNF747,PRICKLE2,CCDC107,HAUS6,VPS37C,OR4D6,CDCA7,ANKS6,TMEM59,FAM160B1,IFNA16,NDUFA4,PCCA,COL4A3BP,SYNJ2,CHRDL1,DFFB,FAM69A,PARP2,GRAMD1C,SERPINB5,ZHX2,CACFD1,PRSS21,KDELR2,TUFM
681		KIAA0907	ZNF35,CDC5L,PLRG1,SCAF8,USB1
682		SQLE	APOBEC3F,DEF6,IRF4
687		ENTPD1	RANBP1
692	GSTM3	GSTA4,CDCA3,ABAT	HSPA2,ZCCHC14,MIA,GLRX2,NQO1,LAPTM5,GCM1,TMEM174,DUSP23,S100A14,TMED10,CCDC88C,URB2,IL36B,SPIN1,FAM84A,SSH2,MACROD1,GLRX3,SLC35E3,PRRG2,SNN,GPR119,NETO1,STARD7,ANXA1,ALG1,SLC7A1,EDC3,YTHDF1,GSKIP,EIF5A,ZNF451,VPS37B,TRIAP1,AHSA1,NR2C2AP,ANXA10,DPCD,RCN1,TMEM92,PGM2,OR8D4,C21orf59,OR5T1,AAMDC,APOPT1,EIF4EBP2,RTFDC1,ZNF428,SOAT2,BAG3,SH3YL1,OR10G3,LAP3,WBSCR28,DOHH,AKR1C4,ANKRD39,CCDC186,ADI1,COASY,DNAJB3,DNAJB4,TMEM207,OR2T35,S100A1,PBLD,LYZL4,GALE,ENO2,NDP,ANKS1A,CAPZA1,TSTA3,PAIP2,AGPAT1,NAP1L5,LPAR4,EFHD2,TMEM252,C1QTNF7,RAB2B,OVOL2,S100G,TTC32,PLOD1,CDK17,CDCA4,NANP,PSMC3,HSPB6,ALDH3B1,PSME1,ATG4B,PIGV,ST6GALNAC4,MDP1,OR8H2,CA3,FAM118A,PCP2,CMTM1
716		CRP	FCAR,CFHR4,IGHA1,FCGR2C,CEBPZ,NFKB2
726		EHHADH	TSG101,PHPT1,SH2D3A,DCTN2,VPS37D,ABCB6,DSG1,VRK3,ASZ1,ORC1,PIGQ,KCNN4,ARRDC1,MVB12B,MVB12A,NT5DC2,RAB11FIP3,FDPS,NELFCD,RAB11FIP4,SMARCC2,IMMT
731		GMNN,HOXB7	HOXA7,PHC1,MCIDAS
733		HDAC9	MPHOSPH9,MADD,EPB41L2,SYNPO,FAM65B,MSL2,SIMC1,SYNPO2,KIAA0232,SSFA2,FAM53C,FAM13B,WNK1,CHAF1A,LRMP,ZNF839,CGNL1,RASAL3,RAP1GAP2,TNS1,HIVEP2
736		COL4A1	COL16A1,SAA4,COL2A1,COCH
737		EGR3	CD40LG,CD5L,AKNA
738		VGLL3	PCNX1,PRDM13,ONECUT2,DGKQ,BMP2K,ELF4,FOXC2,KDM5B,SLITRK3
748		SMC2,SMC4	NOP9,CYB5R4,TMEM120A,MTIF3,CRIPAK,PDCD11,SPOUT1,BTBD16,CATSPERG,CCNK,PGGHG,SPAG4,SPATA18,SCCPDH,ATP1B3,NOL7,PAXIP1,CARMIL2,COMTD1,ZNF280B,BTBD6,C2orf42
753		KIF11	LONP2,PEX3,PEX2,CNP,TUBB8,DHRS4,ATAD1,AGPS,RICTOR,GNPAT,ABCD1,CSRP2,PEX12,PEX14,SLC27A2
772		CES1,SHMT2	FXYD6,DOLK,LMBR1L,FXYD3,PTDSS1,FAM3A,P4HA2,SLC29A2,SLC29A1,SEC61G,PSENEN,ZNF599,TMEM115,SLC50A1,S100B,TIMM17B,APH1B,APH1A,TMEM100,TMEM14C,TMEM14A,RPRM,CYB561,TMEM19,VKORC1,TM4SF4,GAD1,ICAM4,LPCAT2,SACM1L,ALG3,CREBRF,CNPY3,UNC50,SLC30A2,PLLP,RIMS3,PLPP1,PNLIPRP1,C17orf62,AQP5,TRIM32,DNAJC30,ACSF2,CLCN7,LILRB5,ARL6IP1,CGRRF1,BTN2A2,PTPN9,RAB23,TSPAN4,TMEM140,ZDHHC21,CREB3,SCGB1A1,CTSW,STK32C,SLC41A3,SCLY,ADTRP,ORMDL1,SYNGR1,SLC35C2,TMEM230,ACSL5,KRTCAP2,C16orf58,CREB3L1,AGPAT3,USE1,SPOCK3,TMEM234,CELA3A,TMEM51,TIMM23,SLC19A3,CMTM5
778		BUB1B	DNAJB8,HDAC5,HDAC4,RFX5,AHRR,IKZF4,ANKRD11,ANKRA2,RFXAP,ZNF354A
806		ZWILCH	THUMPD2,SNX9,SNX8,SNX18,TRMT1,SNX33
827		KIAA0196	FAM21A,CCDC53,ROCK2,WASH1,KIAA1033
830		ITPKA	FGD4,CORO2B,ACTA1,ABRA,ACTR10,TMSB4Y,GAS2,CCIN,SPTA1,VIL1,ACTR1A,ACTR1B,ACTBL2,TNNI1,SPRR1A,AFAP1,MINPP1,ABLIM3,XIRP1,DCTN4,BRK1
834		ARF1	AP3S2,ZNF239,SPAG9
836		MYBL2	LIN37,LIN52
840	TPD52		CD53,NCBP3,CLDN19,PABPC4,EVI5L,CCDC28A,ZMAT4,DBF4B,NGLY1,CHD2,MPP3,TRUB1,CCDC97,DNAJB7,EIF1AY,MAB21L2,ADAP1,SNRNP35,PDE7B,PTBP1,NPM2,ATAT1,TCOF1,HMCES,SDR42E1,CCM2,MCOLN3,MARCH10,BRD7,TDP2,FOXN3,LRRN4CL,HNRNPC,TAF7L,TRIM41,RPL39L,LCA5,ADGRG5,SRPK2,C4orf46,STON1,ZBTB48,CACNG2,OR5A1
854		H1FX	POMZP3,FAM60A,NMI
859		FOXM1	TMEM63A,DGCR8,TTC30A,EEF1D,SAFB,IKZF5,ZNF106,ANKRD12,PHF23
869		RGS16	PTH1R,RGS5,ARRB1,MTNR1A,GPSM3,DPM1,GNAI1
884		LMNB1	RPL28,PSMB10,CCNDBP1,PIAS2,THAP10,OLIG1
897		ASPM	CMBL,MYH6,GEMIN2,SF3A1,SMYD2,RADIL,ZNF512B
900		RAD51	RAD51AP2
901		HOXC4	UTF1,POU3F3,SOX10,SOX8,PRRX2,OLIG2
903		TPM2	MAST2,MXRA7
918		SNCA	TM4SF19,HTT,PALM,ARFGAP3,MEOX1
919		TK1	DTX3,UBE2DNL,MSTO1,RNF114,SAYSD1,STK11IP
921		CEP55	NBR1,CEP57L1,TEAD4
924		MPPED2	AMOTL2,RWDD2B,DCX,NFIL3,RAD51D,IKZF1
925		CDCA8,SMYD3	ZNF57,H2AFY2,ZNF689,ZNF8,CHAF1B,CBX5,ZNF585A,ZNF620,ZFP1,WHSC1L1,AHDC1,ZNF585B,ZNF552,ZNF649,FAR1,BCL7A,ZNF324,ZNF45,MAU2,ZNF227,TONSL,ORC3,ZNF324B,VPS4B,ZFP82,ZNF518A,HIST1H1B,ADNP2,ZNF569,ZNF264,ZNF462,ZNF460,ZNF773,HIST3H2A
934		FUS	MAX,RPL34,PFKP,TBC1D9B,GGT7,TAF5L,HNRNPA2B1
935		ARMCX2	MYOM2,ATP2A1,UBE2J2,MYO18B,ZNF835,GPATCH2L,BOC,SEC31A,TNNT1,TNNT3,TULP3,GSE1,ARHGAP21,JMJD1C,MORF4L1,ZSCAN23,DST,BRMS1L,ZFAT,MGA,RNF167,ZNF619,MBTD1,PDE4DIP,ZNF793
938		SMPDL3A	APOD,SERTAD3,CETP,MOCOS,DGAT1,HPR,ROBO3,C1QC,APOA1,ABCA6,LECT1,FAM83C,ABCA13,FKBP2,FAM169A,CFHR1,PARVA,NAXE,APOA2
996		RAB8A	EHD3,RBSN,RAB2A,RAB22A,RAB11B,MYO5C
999		PCDH7	DCHS1,PCDH9,RYK,NCR3LG1,NCR3,CELSR2,CELSR1,NOMO3,FREM2,ADGRA3,ADGRA2,FAT4,PCDHGA11,PCDH20,CD247
1000		NME3	PPP5C,HTR2A,GRM2
1027		NEK2	FADS2,ATXN1L,RRAGC,AFAP1L2,CHD6,AP1G2,GNAZ,HIVEP1,HSFX2,MBD6,GPATCH8,GMEB2,ST6GALNAC6,RITA1,ACO2,RBPJ
1032		F5	MMRN1
1035		LCN2	NFKBIZ
1044		PCDH17	BEX3,LIN9,KMT2E,KIF2A,FBXL5,NBPF14,MED15,MYB,COX7B,ZFC3H1,NCAM2
1074		ACTN1	MYOM1,AKAP1,DYSF,FAM120A,ALMS1,COL12A1,SLC12A6,DGKD,PARVB,SYNE1,XIRP2
1082		SLC4A1	BLOC1S6
1123		ANPEP	TM4SF1
1130		MEOX2	MT-ND1,VEZF1
1147		HSD17B12	CERS2,ARHGEF7,TECR,ELOVL6,ELOVL7,ELOVL4,ELOVL2,ELOVL3,ELOVL1
1166		EPHB6	HDHD2,CFD,MGST2,DTD2,CRMP1,ADGRB2,LUC7L2
1172		RGS4	CHRM3,NALCN
1176		C1S,C2	C5AR2,C3,FCN1,C4A,MASP2
1184		SFTPA2	LY96,AHSG,CD93
1186		ACTR3B	MYH1,EXT1
1195		TRIP13	FNDC3B,SCP2,ARSA
1214		CXCL13	CCL21
1226		GSN	PRUNE1
1237		GABRG2	ZDHHC3
1285		EVPL	SLC25A17,PSORS1C2
1301		PITX2	GPR158,RFC2
1309		CENPF	NDE1
1325		RPE65	SLC27A1,RBP4
