"SUID","__mclCluster","name","PRWP","PRWP_single","score","selected","shared name"
"72","25","FAM160B1","0.025715629425205267","6.891383690991518E-4",,"false","FAM160B1"
"73","6","APOPT1","0.037761269924209195","9.493115672864178E-4",,"false","APOPT1"
"74","6","FAM84A","0.037761269924209195","9.493115672864178E-4",,"false","FAM84A"
"75","626","FGFR3","0.18938622768735983","0.005593301394508043",,"false","FGFR3"
"76","6","OR8H2","0.037761269924209195","9.493115672864178E-4",,"false","OR8H2"
"77","25","TPK1","0.025715629425205267","6.891383690991518E-4",,"false","TPK1"
"78","397","BATF","0.15116656231609787","0.001991549850980257",,"false","BATF"
"79","1027","TMED5","0.052214206709036926","7.872048744944224E-4",,"false","TMED5"
"80","22","ARHGAP45","0.08596819998407638","8.633770031615413E-4",,"false","ARHGAP45"
"81","40","SIRT6","0.038095350934148675","0.001046386725049637",,"false","SIRT6"
"82","770","SAG","0.024927883373296465","7.459189856871086E-4",,"false","SAG"
"83","72","SYNGR3","0.045438712403293856","0.002265203639915595",,"false","SYNGR3"
"84","249","CTU2","0.1101738706855658","8.04867604177776E-4",,"false","CTU2"
"85","6","PCP2","0.037761269924209195","9.493115672864178E-4",,"false","PCP2"
"86","319","LPP","0.18367626248285643","0.0032189763154033962",,"false","LPP"
"87","1084","AGAP2","0.04430506028469123","0.0010580144464296642",,"false","AGAP2"
"88","357","LYVE1","0.07110959335953204","0.0021472979314033328",,"false","LYVE1"
"89","1","USP9Y","0.078511168167023","5.019125829642653E-4",,"false","USP9Y"
"90","25","CDCA7","0.025715629425205267","6.891383690991518E-4",,"false","CDCA7"
"91","106","RARS2","0.06635064595649083","5.982689235343838E-4",,"false","RARS2"
"92","6","LYZL4","0.037761269924209195","9.493115672864178E-4",,"false","LYZL4"
"93","25","VPS37C","0.025715629425205267","6.891383690991518E-4",,"false","VPS37C"
"94","41","ZNF793","0.02077288900140658","7.212704548883763E-4",,"false","ZNF793"
"95","72","SLC15A4","0.045438712403293856","0.002265203639915595",,"false","SLC15A4"
"96","1","STOX2","0.078511168167023","5.019125829642653E-4",,"false","STOX2"
