1	55	0.0
2	46	0.0
3	51	0.0
4	59	0.0
5	65	0.0
6	41	0.0
7	16	0.0
8	24	0.0
9	66	0.0
10	42	0.0
11	63	0.0
12	31	0.0
13	39	0.0
14	53	0.0
15	5	0.0
16	7	0.111111111111
17	30	0.0
18	34	0.0
19	37	0.0
20	8	0.125
21	1	0.0357142857143
22	4	0.0
23	3	0.0
24	29	0.0
25	62	0.0
26	36	0.0
27	11	0.0
28	22	0.25
29	12	0.0
30	19	0.0
31	45	0.5
32	15	0.0
33	9	0.0
34	18	0.0
35	61	0.0
36	58	0.0
37	10	0.0
38	33	0.0
39	6	0.111111111111
40	14	0.166666666667
41	40	0.0
42	54	0.0
43	2	0.0
44	32	0.0
45	49	0.0
46	13	0.0
47	57	0.0
48	67	0.0
49	52	0.0
50	23	0.0
51	26	0.0
52	27	0.0
53	28	0.0
54	17	0.0
55	38	0.0
56	35	0.0
57	60	0.0
58	50	0.0
59	25	0.0
60	21	0.0
61	47	0.0
62	20	0.0
