1	0.0	55_LEF1:0.272714418721,APC:0.125448700485
2	0.0	46_PML:0.272714418721,NF1:0.0
3	0.0	51_PBX1:0.272714418721,TLX1:0.0
4	0.0	59_CNBP:0.0,NPM1:0.272714418721
5	0.0	65_HOXA11:0.0,FOXO1:0.272714418721
6	0.0	41_PDGFRA:0.0,JAK1:0.272714418721,STAT5B:0.272714418721
7	0.0	66_PIK3R1:0.272714418721,JAK3:0.0
8	0.0	45_STAT3:0.138246194559,EZH2:0.145604919671
9	0.0	42_RARA:0.272714418721,GNAQ:0.0,NFE2L2:0.12
10	0.0	63_SET:0.272714418721,TFE3:0.0
11	0.0	8_HRAS:0.272714418721,CBL:0.0,ERBB2:0.153496597004,LCK:0.0,CBLB:0.0,FNBP1:0.0,WAS:0.0,PDGFRB:0.272714418721
12	0.0	39_ZNF521:0.0,HEY1:0.272714418721,GATA1:0.0
13	0.0	53_FOXO3:0.272714418721,CFH:0.0
14	0.25	24_WWTR1:0.0,AMER1:0.0,CTNNB1:0.202171534977,NOTCH1:0.0
15	0.2	16_DAXX:0.0,TNFAIP3:0.272714418721,BCL10:0.0,NCOR2:0.0,BIRC3:0.272714418721
16	0.0	31_FZR1:0.0,PAX8:0.0,RB1:0.272714418721
17	0.0909090909091	5_CRTC3:0.0,LYL1:0.0,IL2:0.0,MAF:0.0,BRCA1:0.12135720936,CDKN1B:0.123267233987,FANCD2:0.0,CREB1:0.272714418721,HOXD13:0.0,MKL1:0.0,CCND3:0.272714418721
18	0.0	22_BRD4:0.12,MED12:0.120271441872,PGAM2:0.12,BRD3:0.0
19	0.0	30_SMAD4:0.272714418721,CEBPA:0.0,CSF3R:0.0
20	0.0	34_MYO5A:0.0,AKT2:0.272714418721,FOXO4:0.0
21	0.111111111111	7_PMS2:0.0,MSH2:0.272714418721,RMI2:0.0,ATM:0.128087174336,WRN:0.0,CDKN2C:0.0,NBN:0.12,MSH6:0.0,BLM:0.0
22	0.0357142857143	1_ERBB4:0.0,MYH9:0.0,JAK2:0.12,MPL:0.0,PTPRC:0.0,ALK:0.0,TPM3:0.0,SRSF2:0.0,SOCS1:0.0,ERBB3:0.133621751212,PTK6:0.0,STK11:0.0,PTPRK:0.12,PTPRB:0.0,NTRK3:0.0,ITK:0.0,TPM4:0.0,FGFR1:0.0,PRDM1:0.0,NRAS:0.0,NTRK1:0.0,BMPR1A:0.0,HSP90AB1:0.12,FLT4:0.272714418721,MDM4:0.123724241339,PPARG:0.272714418721,PIK3CA:0.121900093105,ETV4:0.125720142357
23	0.0	37_IKBKB:0.272714418721,PTPN11:0.0,FLT3:0.0
